name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992
TotalRevenue,"41,649,000,000","43,259,000,000","41,303,000,000","37,736,000,000","36,556,000,000","37,864,000,000","38,901,000,000","38,279,000,000","37,152,000,000","37,110,000,000","23,229,000,000","16,335,000,000","20,194,000,000","20,143,000,000","19,340,000,000","17,379,000,000","16,391,000,000","13,724,000,000","14,286,000,000","16,138,000,000","19,352,000,000","18,027,000,000","17,561,000,000","17,378,000,000","16,362,000,000","14,943,000,000","13,950,000,000","14,511,000,000","12,889,700,000"
	OperatingRevenue,"39,122,000,000","40,804,000,000","38,943,000,000","33,439,000,000","32,333,000,000","33,722,000,000","34,700,000,000","34,004,000,000","33,601,000,000","37,110,000,000","23,229,000,000","16,335,000,000","20,194,000,000","20,143,000,000","19,340,000,000","17,379,000,000","16,391,000,000","13,724,000,000","14,286,000,000","16,138,000,000","19,352,000,000","18,027,000,000","17,561,000,000","17,378,000,000","16,362,000,000","14,943,000,000","13,950,000,000","14,511,000,000","12,889,700,000"
CostOfRevenue,"30,718,000,000","30,786,000,000","30,165,000,000","27,056,000,000","24,856,000,000","25,952,000,000","29,569,000,000","29,925,000,000","29,757,000,000","19,459,000,000","7,807,000,000","7,455,000,000","9,194,000,000","316,000,000","679,000,000","685,000,000","709,000,000","1,003,000,000","1,240,000,000","4,271,000,000","1,038,000,000",,,,,,,"3,658,000,000","3,408,100,000"
	Fuel,"8,656,000,000","8,953,000,000","9,307,000,000","6,913,000,000","5,813,000,000","7,522,000,000","11,675,000,000","12,345,000,000","13,138,000,000",,,,,,,,,,,,,,,,,,,,
	MaintenanceAndRepairs,"1,820,000,000","1,794,000,000","1,767,000,000","1,856,000,000","1,749,000,000","1,651,000,000","1,779,000,000","1,821,000,000","1,760,000,000",,,,,,,,,,,,,,,,,,,,
	RentandLandingFeesCostofRevenue,"2,835,000,000","2,831,000,000","2,792,000,000","2,861,000,000","2,845,000,000","2,957,000,000","3,157,000,000","3,026,000,000","2,922,000,000",,,,,,,,,,,,,,,,,,,,
	DDACostofRevenue,"2,356,000,000","2,288,000,000","2,240,000,000","2,149,000,000","1,977,000,000","1,819,000,000","1,679,000,000","1,689,000,000","1,522,000,000",,,,,,,,,,,,,,,,,,,,
	OtherCostofRevenue,"15,051,000,000","14,920,000,000","14,059,000,000","13,277,000,000","12,472,000,000","12,003,000,000","11,279,000,000","11,044,000,000","10,415,000,000",,,,,,,,,,,,,,,,,,,,
GrossProfit,"10,931,000,000","12,473,000,000","11,138,000,000","10,680,000,000","11,700,000,000","11,912,000,000","9,332,000,000","8,354,000,000","7,395,000,000","17,651,000,000","15,422,000,000","8,880,000,000","11,000,000,000","19,827,000,000","18,661,000,000","16,694,000,000","15,682,000,000","12,721,000,000","13,046,000,000","11,867,000,000","18,314,000,000",,,,,,,"10,853,000,000","9,481,600,000"
OperatingExpense,"7,806,000,000","7,926,000,000","7,359,000,000","7,006,000,000","6,724,000,000","6,420,000,000","6,516,000,000","6,585,000,000","6,033,000,000","15,237,000,000","10,163,000,000","6,165,000,000","10,280,000,000","20,116,000,000","18,214,000,000","16,913,000,000","16,536,000,000","14,081,000,000","15,883,000,000","10,538,000,000","17,660,000,000","16,636,000,000","16,083,000,000","16,119,000,000","15,239,000,000","14,838,000,000","13,429,000,000","10,590,000,000","10,019,400,000"
	SellingGeneralAndAdministration,"1,586,000,000","1,651,000,000","1,558,000,000","1,349,000,000","1,303,000,000","1,342,000,000","1,373,000,000","1,390,000,000","1,352,000,000","9,087,000,000","5,914,000,000","4,307,000,000","8,269,000,000","5,543,000,000","4,267,000,000",,,,,"9,512,000,000",,,,,,,"165,000,000","9,909,000,000","9,293,800,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"7,652,000,000","5,002,000,000","3,773,000,000","7,559,000,000","5,543,000,000",,,,,,"8,802,000,000",,,,,,,,,
			SalariesAndWages,,,,,,,,,,"7,652,000,000","5,002,000,000","3,773,000,000","4,311,000,000","4,261,000,000",,,,,,"7,080,000,000",,,,,,,,,
			RentAndLandingFees,,,,,,,,,,"2,937,000,000","1,807,000,000","1,251,000,000","1,271,000,000","1,282,000,000",,,,,,"1,836,000,000",,,,,,,,,
			OtherGandA,,,,,,,,,,"2,937,000,000","1,807,000,000","1,251,000,000","1,977,000,000","11,086,000,000",,,,,,"114,000,000",,,,,,,,,
		SellingAndMarketingExpense,"1,586,000,000","1,651,000,000","1,558,000,000","1,349,000,000","1,303,000,000","1,342,000,000","1,373,000,000","1,390,000,000","1,352,000,000","1,435,000,000","912,000,000","534,000,000","710,000,000",,,,,,,"710,000,000",,,,,,,"165,000,000",,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"1,547,000,000","1,079,000,000","902,000,000","932,000,000","925,000,000","888,000,000","856,000,000","874,000,000","968,000,000","960,000,000","1,026,000,000","1,058,000,000","867,000,000","793,000,000","724,000,000","759,000,000","724,000,000","725,000,000","681,000,000","725,600,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,"1,547,000,000","1,079,000,000","902,000,000","932,000,000","925,000,000","888,000,000","856,000,000","874,000,000","968,000,000","960,000,000","1,026,000,000","1,058,000,000","867,000,000","793,000,000","724,000,000","759,000,000","724,000,000","725,000,000","681,000,000","725,600,000"
			DepreciationIncomeStatement,,,,,,,,,,,,,,"925,000,000","888,000,000",,,,,,,,,,,,,"681,000,000","725,600,000"
	OtherOperatingExpenses,"6,220,000,000","6,275,000,000","5,801,000,000","5,657,000,000","5,421,000,000","5,078,000,000","5,143,000,000","5,195,000,000","4,681,000,000","4,603,000,000","3,170,000,000","956,000,000","1,079,000,000","13,648,000,000","13,059,000,000","16,057,000,000","15,662,000,000","13,113,000,000","14,923,000,000",,"16,602,000,000","15,769,000,000","15,290,000,000","15,395,000,000","14,480,000,000","14,114,000,000","12,539,000,000",,
OperatingIncome,"3,125,000,000","4,547,000,000","3,779,000,000","3,674,000,000","4,976,000,000","5,492,000,000","2,816,000,000","1,769,000,000","1,362,000,000","2,414,000,000","5,259,000,000","2,715,000,000","720,000,000","-289,000,000","447,000,000","-219,000,000","-854,000,000","-1,360,000,000","-2,837,000,000","1,329,000,000","654,000,000","1,391,000,000","1,478,000,000","1,259,000,000","1,123,000,000","105,000,000","521,000,000","263,000,000","-537,800,000"
NetNonOperatingInterestIncomeExpense,"-500,000,000","-513,000,000","-558,000,000","-502,000,000","-500,000,000","-595,000,000","-661,000,000","-713,000,000","-775,000,000","-897,000,000","-768,000,000","-548,000,000","-391,000,000",,,,,,,"-341,000,000",,,,,,,,,
	InterestIncomeNonOperating,"130,000,000","133,000,000","101,000,000","57,000,000","42,000,000","25,000,000","22,000,000","21,000,000","23,000,000","20,000,000","30,000,000","29,000,000","112,000,000",,,,,,,"184,000,000",,,,,,,,,
	InterestExpenseNonOperating,"630,000,000","646,000,000","659,000,000","559,000,000","542,000,000","620,000,000","683,000,000","734,000,000","798,000,000","917,000,000","798,000,000","577,000,000","503,000,000",,,,,,,"525,000,000",,,,,,,,,
OtherIncomeExpense,"-1,192,000,000","-120,000,000","-563,000,000","-173,000,000","-657,000,000","-678,000,000","-1,027,000,000","-517,000,000","-1,311,000,000","-672,000,000","-627,000,000","-337,000,000","-3,166,000,000","106,000,000","29,000,000","-20,517,000,000","-448,000,000","-976,000,000","162,000,000","-673,000,000","78,000,000","845,000,000","74,000,000","499,000,000","85,000,000","93,000,000","-63,000,000","-3,000,000","117,400,000"
	GainOnSaleOfSecurity,"-183,000,000","153,000,000",,,,,,,,,,,,"41,000,000",,,"158,000,000","135,000,000","46,000,000",,"109,000,000","731,000,000",,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,"-23,000,000",,,,,,,,,
	SpecialIncomeCharges,"-291,000,000","-246,000,000","-487,000,000","-176,000,000","-638,000,000","-326,000,000","-443,000,000","-520,000,000","-1,323,000,000","-672,000,000","-627,000,000","-337,000,000","-3,166,000,000","65,000,000","29,000,000","-20,517,000,000","-606,000,000","-1,111,000,000","116,000,000","-650,000,000","-31,000,000","114,000,000","74,000,000","499,000,000","85,000,000","93,000,000","-63,000,000","-3,000,000","117,400,000"
