name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
MarketCap,"3,170,082,087","2,896,726,333","5,973,636,240","4,794,242,000","4,210,552,427","4,170,226,109","3,349,626,000","3,502,847,446","3,825,880,424","3,104,416,119","3,463,519,620","2,939,908,824","2,842,483,507","2,465,374,741","2,481,415,176","2,561,971,836","2,761,361,765","2,328,726,298","2,306,384,949"
EnterpriseValue,"6,638,482,087","5,654,526,333","8,750,036,240","6,129,642,000","5,387,752,427","5,460,826,109","4,574,626,000","4,679,547,446","5,072,280,424","4,507,416,119","4,820,419,620","4,229,408,824","4,149,183,507","3,806,474,741","3,739,115,176","3,696,571,836","3,964,761,765","3,577,126,298","3,792,084,949"
PeRatio,"25.851","15.073","31.012","28.937","25.019","24.469","16.549","17.526","21.845","19.258","32.136","30.376","32.619","33.056","35.294","35.429","33.638","31.133","32.592"
ForwardPeRatio,"33.557","16.287","25.974","23.31","22.472","22.026","18.45","18.797","22.779","19.011","26.042","27.397",,"28.986","28.902","25.84","36.9","24.814","32.154"
PegRatio,"2.482","1.182","1.932","1.604","2.842","2.79","2.334","1.281","1.552","1.12",,,,,,,,,
PsRatio,"0.105","0.114","0.253","0.245","0.228","0.23","0.19","0.198","0.219","0.179","0.2","0.174","0.168","0.149","0.151","0.151","0.161","0.135","0.13"
PbRatio,"1.739","2.101","4.481","3.693","3.367","3.414","2.874","3.039","3.568","3.022","3.567","3.083","3.228","2.888","2.928","3.191","3.587","3.08","4.563"
EnterprisesValueRevenueRatio,"0.263","0.808","1.442","0.982","0.913","1.165","0.991","1.031","1.104","1.036","1.118","0.969","0.937","0.899","0.923","0.914","0.907","0.915","0.974"
EnterprisesValueEBITDARatio,"14.825","-223.499","70.281","57.718","37.65","54.663","41.816","54.224","39.535","48.94","59.146","51.453","36.08","47.82","45.488","59.718","40.008","53.791","46.586"
