name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalExpenses,"4,656,000,000","1,049,000,000","1,231,000,000","1,129,000,000","1,247,000,000","1,184,000,000","1,373,000,000","1,029,000,000","952,000,000","1,085,000,000","979,000,000","705,000,000","792,000,000","672,000,000","351,206,000","283,511,000","138,577,000","76,510,000","86,011,000","31,616,000","71,713,000","78,106,000","62,737,000","69,646,000","75,054,000","62,135,000","61,571,000","90,803,000","88,064,000","51,158,000","47,699,000","65,536,000","43,121,000","44,432,000","33,780,000","35,384,000","36,677,000","33,323,000","31,415,000","30,243,000","27,787,000","29,041,000","26,139,000","22,166,000","21,413,000","19,153,000","15,267,000","10,026,000","2,748,000","4,100,000","4,588,000","3,167,000","2,874,000","1,886,000",,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,225,000,000","435,000,000","448,000,000","110,000,000","232,000,000","385,000,000","351,000,000","307,000,000","281,000,000","335,000,000","374,000,000","23,000,000","46,000,000","47,000,000","85,345,000","-81,509,000","-100,125,000","-74,906,000","-56,040,000","-24,132,000","-60,043,000","-178,676,000","-70,839,000","-43,240,000","-226,224,000","-69,733,000","-61,266,000","-98,353,000","-37,862,000","-42,487,000","-19,145,000","-59,547,000","-38,473,000","-32,831,000","-20,907,000","-27,924,000","-18,547,000","-2,209,000","-2,651,000","-6,977,000","57,204,000","57,648,000","61,872,000","69,501,000","41,951,000","13,588,000","-28,419,000","-10,897,000","-24,513,000","-14,515,000","-12,991,000","-11,112,000","-11,991,000","-12,858,000","-22,901,000","-12,624,000","-12,624,000","-12,624,000","-1,066,000","-1,066,000","-1,066,000","-1,066,000"
NormalizedIncome,"1,239,400,000","438,600,000","448,730,000","120,220,000","234,190,000","386,460,000","350,270,000","320,140,000","278,810,000","329,160,000","370,400,000","37,400,000","47,800,000","72,200,000","77,147,200","-64,927,000","-59,029,000","-52,641,000","-60,859,000","-13,260,000","-53,937,000","-53,300,000","-42,113,000","-48,813,000","-51,711,000","-35,052,000","-37,942,000","-76,018,000","-52,861,000","-25,019,000","23,385,000","-59,979,000","-38,795,000","-32,066,000","-19,876,000","-27,241,000","-18,146,000","-2,209,000","-2,350,700","-6,977,000","57,231,950","57,319,750","61,363,700","68,748,300","41,455,700","11,914,900","-30,073,250","-20,450,050","-17,026,950","-13,982,000","-12,991,000","-11,064,550","-11,961,100","-12,858,000","-22,901,000","-12,624,000","-12,624,000","-12,624,000","-1,066,000","-1,066,000","-1,066,000","-1,066,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,000","81,000","100,000","85,000","59,000","47,000","65,000","259,000","560,000",,,,,,,,,,,,,,,,
InterestExpense,"932,000,000","234,000,000","237,000,000","231,000,000","230,000,000","187,000,000","181,000,000","183,000,000","184,000,000","185,000,000","177,000,000","153,000,000","154,000,000","130,000,000","128,222,000","113,227,000","71,999,000","43,452,000","42,247,000","49,360,000",,,,,,,,,,,,,,,,,,"43,397,000","43,440,000","43,451,000","43,648,000","43,477,000","42,831,000","38,089,000","33,352,000","32,942,000",,,,,,,,,,,,,,,,
NetInterestIncome,"-932,000,000","-234,000,000","-237,000,000","-231,000,000","-230,000,000","-187,000,000","-181,000,000","-183,000,000","-184,000,000","-185,000,000","-177,000,000","-153,000,000","-154,000,000","-130,000,000","-128,222,000","-113,227,000","-71,999,000","-43,452,000","-42,247,000","-49,360,000","-50,148,000","-42,845,000","-46,089,000","-46,884,000","-43,789,000","-40,270,000","-43,594,000","-52,528,000","-42,016,000","-40,262,000","-41,092,000","-43,626,000","-43,458,000","-43,458,000","-43,475,000","-43,319,000","-43,399,000","-43,336,000","-43,359,000","-43,351,000","-43,563,000","-43,418,000","-42,784,000","-38,024,000","-33,093,000","-32,382,000",,,,,,,,,,,,,,,,
EBIT,"2,157,000,000","669,000,000","685,000,000","341,000,000","462,000,000","572,000,000","532,000,000","490,000,000","465,000,000","520,000,000","550,000,000","177,000,000","200,000,000","177,000,000","213,567,000","31,718,000","-28,126,000","-31,454,000","-13,793,000","25,228,000","-4,024,000","-10,576,000","3,822,000","-2,056,000","-7,726,000","5,086,000","5,428,000","-23,357,000","-20,427,000","14,916,000","19,602,000","772,000","18,275,000","24,891,000","34,989,000","29,523,000","36,932,000","41,188,000","41,496,000","36,374,000","101,977,000","101,737,000","103,874,000","106,367,000","74,282,000","43,396,000","-267,000","-10,026,000","-2,748,000","-4,100,000","-4,588,000","-3,167,000","-2,874,000","-1,886,000",,,,,,,,
EBITDA,"2,708,000,000"
ReconciledCostOfRevenue,"3,752,000,000","837,000,000","1,011,000,000","886,000,000","1,018,000,000","993,000,000","1,218,000,000","863,000,000","804,000,000","942,000,000","840,000,000","577,000,000","663,000,000","579,000,000","262,152,000","204,622,000","77,478,000","23,292,000","18,147,000","16,687,000","15,991,000","14,879,000","14,780,000","14,781,000","14,722,000","14,318,000","14,336,000","14,491,000","14,355,000","10,650,000","42,551,000","0","0","0","0","1,000","0","0","-29,274,000","8,883,000","9,253,000","11,139,000","9,678,000","7,562,000","8,719,000","6,557,000",,,,,,,,,,,,,,,,
ReconciledDepreciation,"551,000,000","138,000,000","137,000,000","138,000,000","138,000,000","114,000,000","106,000,000","107,000,000","106,000,000","105,000,000","100,000,000","87,000,000","86,000,000","66,000,000","63,520,000","44,529,000","28,184,000","19,388,000","18,147,000","16,687,000","15,991,000","14,879,000","14,780,000","14,781,000","14,722,000","14,318,000","14,336,000","14,492,000","18,008,000","10,650,000","10,654,000","10,652,000","10,616,000","10,629,000","10,698,000","10,765,000","10,743,000","10,737,000","10,638,000","10,537,000","10,561,000","10,563,000","10,031,000","8,905,000","7,157,000","6,649,000","2,997,000","3,062,000","967,000","968,000","854,000","1,015,000","989,000","970,000",,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,225,000,000","435,000,000","448,000,000","110,000,000","232,000,000","385,000,000","351,000,000","307,000,000","281,000,000","335,000,000","374,000,000","23,000,000","46,000,000","47,000,000","85,345,000","-81,509,000","-100,125,000","-74,906,000","-56,040,000","-24,132,000","-60,043,000","-178,676,000","-70,839,000","-43,240,000","-226,224,000","-69,733,000","-61,266,000","-98,353,000","-37,862,000","-42,487,000","-19,145,000","-59,547,000","-38,473,000","-32,831,000","-20,907,000","-27,924,000","-18,547,000","-2,209,000","-2,651,000","-6,977,000","57,204,000","57,648,000","61,872,000","69,501,000","41,951,000","13,588,000","-28,419,000","-10,897,000","-24,513,000","-14,515,000","-12,991,000","-11,112,000","-11,991,000","-12,858,000","-22,901,000","-12,624,000","-12,624,000","-12,624,000","-1,066,000","-1,066,000","-1,066,000","-1,066,000"
TotalUnusualItemsExcludingGoodwill,"-24,000,000","-6,000,000","-1,000,000","-14,000,000","-3,000,000","-2,000,000","1,000,000","-18,000,000","3,000,000","8,000,000","6,000,000","-24,000,000","-3,000,000","-42,000,000","13,663,000","-16,582,000","-41,096,000","-22,265,000","4,819,000","-10,872,000","-6,106,000","-125,376,000","-28,726,000","5,573,000","-174,513,000","-34,681,000","-23,324,000","-22,335,000","14,999,000","-17,468,000","-42,530,000","432,000","322,000","-765,000","-1,031,000","-683,000","-401,000",,"-462,000","0","-43,000","505,000","782,000","1,158,000","762,000","2,574,000","2,545,000","14,697,000","-11,517,000","-820,000",,"-73,000","-46,000",,,,,,,,,
TotalUnusualItems,"-24,000,000","-6,000,000","-1,000,000","-14,000,000","-3,000,000","-2,000,000","1,000,000","-18,000,000","3,000,000","8,000,000","6,000,000","-24,000,000","-3,000,000","-42,000,000","13,663,000","-16,582,000","-41,096,000","-22,265,000","4,819,000","-10,872,000","-6,106,000","-125,376,000","-28,726,000","5,573,000","-174,513,000","-34,681,000","-23,324,000","-22,335,000","14,999,000","-17,468,000","-42,530,000","432,000","322,000","-765,000","-1,031,000","-683,000","-401,000",,"-462,000","0","-43,000","505,000","782,000","1,158,000","762,000","2,574,000","2,545,000","14,697,000","-11,517,000","-820,000",,"-73,000","-46,000",,,,,,,,,
NormalizedEBITDA,"2,732,000,000","813,000,000","823,000,000","493,000,000","603,000,000","688,000,000","637,000,000","615,000,000","568,000,000","617,000,000","644,000,000","288,000,000","289,000,000","285,000,000","263,424,000","92,829,000","41,154,000","10,199,000","-465,000","52,787,000","18,073,000","129,679,000","47,328,000","7,152,000","181,509,000","54,085,000","43,088,000","13,470,000","-17,418,000","43,034,000","72,786,000","10,992,000","28,569,000","36,285,000","46,718,000","40,972,000","48,076,000","51,925,000","52,596,000","46,912,000","112,581,000","111,795,000","113,123,000","114,114,000","80,677,000","47,471,000","3,271,000","-21,661,000","9,736,000","-2,312,000","-3,734,000","-2,079,000","-1,839,000","-916,000",,,,,,,,
TaxRateForCalcs,"0.4","0.4","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.27","0.4","0.4","0.4","0.4","0.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-9,600,000","-2,400,000","-270,000","-3,780,000","-810,000","-540,000","270,000","-4,860,000","810,000","2,160,000","2,400,000","-9,600,000","-1,200,000","-16,800,000","5,465,200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-161,700","0","-15,050","176,750","273,700","405,300","266,700","900,900","890,750","5,143,950","-4,030,950","-287,000","0","-25,550","-16,100","0","0","0","0","0","0","0","0","0"
