name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016
MarketCap,"4,321,938,215","3,896,200,000","9,215,800,000","9,000,900,000","7,813,410,737","7,597,786,741","6,865,880,000","6,688,339,673","8,168,548,577","7,065,310,375","6,855,157,196","5,990,633,583","6,047,089,341","6,206,455,720","6,062,327,982","5,208,572,186","5,178,372,414"
EnterpriseValue,"9,318,938,215","8,935,200,000","14,276,800,000","12,248,900,000","11,257,410,737","11,107,786,741","10,461,999,000","10,334,661,673","11,888,788,577","10,857,307,375","10,584,521,196","9,729,742,583","9,922,094,341","9,999,790,720","9,919,712,982","9,141,256,186","10,243,697,414"
PeRatio,"23.639","10.12","23.402","22.459","19.021","18.668","12.408","12.58","17.509","16.635","27.059","18.536","27.039","27.165","49.293",,"29.811"
ForwardPeRatio,"8.643","7.651","16.208","16.639","16.208","16.155","14.389","14.327","18.622","16.835","19.048","20.08","23.697","22.573","21.552","18.083","28.49"
PegRatio,"0.981","0.762","1.466","1.467","1.604","1.755","1.68","1.705","2.635","1.961","2.217",,,,,,
PsRatio,"0.164","0.15","0.366","0.365","0.32","0.315","0.287","0.282","0.349","0.306","0.303","0.259","0.261","0.249","0.262","0.225","0.224"
PbRatio,"1.207","1.05","2.591","2.62","2.366","2.357","2.182","2.218","2.884","2.572","2.5","2.276","2.349","2.446","2.435","2.218","4.237"
EnterprisesValueRevenueRatio,"0.355","1.41","2.059","1.876","1.747","1.842","1.732","1.68","1.93","1.865","1.765","1.568","1.611","1.728","1.747","1.565","1.764"
EnterprisesValueEBITDARatio,"11.309","-470.274","50.807","44.704","39.088","51.906","39.622","38.647","40.643","58.052","39.958","35.913","42.84","54.264","44.482","43.603","63.457"
