name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995
TotalRevenue,"7,251,900,000","7,285,600,000","7,096,700,000","6,654,500,000","5,379,800,000","5,045,900,000","5,787,694,000","5,952,943,000","6,669,266,000","6,818,721,000","5,149,500,000","3,734,280,000","4,850,820,000","6,085,672,000","5,460,221,000","4,112,629,000","1,715,919,000","798,406,000","664,650,000","657,521,000","711,057,000","584,500,000","627,900,000","814,200,000","753,000,000","928,800,000"
	OperatingRevenue,"7,251,900,000","7,285,600,000","7,096,700,000","6,654,500,000","5,379,800,000","5,045,900,000","5,787,694,000","5,952,943,000","6,669,266,000","6,818,721,000","5,149,500,000","3,734,280,000","4,850,820,000","6,085,672,000","5,460,221,000","4,112,629,000","1,715,919,000","798,406,000","664,650,000","657,521,000","711,057,000","584,500,000","627,900,000","814,200,000","753,000,000","928,800,000"
CostOfRevenue,"4,493,800,000","4,370,800,000","4,083,300,000","3,923,900,000","3,681,200,000","3,438,300,000","3,285,474,000","3,267,269,000","3,094,976,000","2,763,152,000","2,099,438,000","1,848,251,000","2,219,196,000","2,162,375,000","2,042,544,000","1,659,749,000","681,185,000","480,746,000","450,243,000","461,109,000","449,176,000","417,300,000","447,400,000","456,500,000","394,700,000",
GrossProfit,"2,758,100,000","2,914,800,000","3,013,400,000","2,730,600,000","1,698,600,000","1,607,600,000","2,502,220,000","2,685,674,000","3,574,290,000","4,055,569,000","3,050,062,000","1,886,029,000","2,631,624,000","3,923,297,000","3,417,677,000","2,452,880,000","1,034,734,000","317,660,000","214,407,000","196,412,000","261,881,000","167,200,000","180,500,000","357,700,000","358,300,000",
OperatingExpense,"165,500,000","161,800,000","132,200,000","111,700,000","134,400,000","193,200,000","269,380,000","153,562,000","149,174,000","430,146,000","445,858,000","400,881,000","429,734,000","409,373,000","362,199,000","358,380,000","107,635,000","100,826,000","95,423,000","107,189,000","112,300,000","121,700,000","110,500,000","122,300,000","109,600,000",
	SellingGeneralAndAdministration,"132,400,000","131,800,000","102,600,000","93,100,000","94,300,000","99,400,000","103,412,000","102,579,000","101,297,000","104,473,000","88,305,000","78,291,000","102,432,000","98,047,000","88,274,000","81,132,000","29,882,000","27,247,000","27,583,000","30,904,000","34,853,000","47,500,000","49,600,000","75,600,000","68,000,000",
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,"288,138,000","323,240,000","322,590,000","327,302,000","327,898,000","275,062,000","277,248,000","77,753,000","73,579,000","67,840,000","76,285,000","77,447,000","74,200,000","60,900,000","46,700,000","41,600,000",
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,"327,302,000","327,898,000","275,062,000","277,248,000","77,753,000","73,579,000","67,840,000","76,285,000","77,447,000","74,200,000","60,900,000","46,700,000","41,600,000",
	OtherOperatingExpenses,"33,100,000","30,000,000","29,600,000","18,600,000","40,100,000","93,800,000","165,968,000","50,983,000","47,877,000","37,535,000","34,313,000",,,"-16,572,000","-1,137,000",,,,,,,,,,,
OperatingIncome,"2,592,600,000","2,753,000,000","2,881,200,000","2,618,900,000","1,564,200,000","1,414,400,000","2,232,840,000","2,532,112,000","3,425,116,000","3,625,423,000","2,604,204,000","1,485,148,000","2,201,890,000","3,513,924,000","3,055,478,000","2,094,500,000","927,099,000","216,834,000","118,984,000","89,223,000","149,581,000","45,500,000","70,000,000","235,400,000","248,700,000","928,800,000"
NetNonOperatingInterestIncomeExpense,"-334,400,000","-319,500,000","-261,100,000","-300,500,000","-283,600,000","-199,900,000","-123,293,000","-176,620,000","-157,174,000","-172,692,000","-152,687,000","-93,183,000",,,,,,,,,,,,,,
	InterestIncomeNonOperating,"25,300,000","21,200,000","16,000,000","5,500,000","7,100,000","10,900,000","15,283,000","19,985,000","15,231,000","13,797,000","7,800,000","6,610,000",,,,,,,,,,,,,,
