name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
DilutedEPS,,"0.82","0.7","1","1","0.89","1.07","0.8","0.79","0.48","0.52","0.39","0.44","0.4","0.41","0.35","0.45","0.38","0.39","0.4","0.36","0.35","0.39","0.38","0.34","0.35","0.35","0.36","0.33","0.26","0.27","0.26","0.28","0.25","0.27",,"0.27","0.3","0.25",,"0.3","0.27","0.23",,"0.3","0.23","0.31",,"0.34","0.31","0.4",,"0.26","0.23","0.24",,"0.23","0.3","0.21",,"0.18","0.17","0.22",,"0.15","0.19","0.17",,"0.12","0.02","0.05",,"0.03","0.01","0.04",,"0","-0.3","-0.13",,"0.03","0.02","-0.12",,"0.02","0.02","0.005",,"0.003","-0.002","-0.005",,"0.003","0.003","-0.001",,"0.003","0.003","0.003"
BasicAverageShares,,"541,000,000","541,000,000","547,000,000","552,000,000","560,000,000","562,000,000","567,000,000","568,000,000","567,000,000","567,000,000","534,000,000","528,000,000","528,000,000","527,000,000","526,000,000","529,000,000","533,000,000","537,000,000","541,000,000","544,000,000","544,000,000","544,000,000","547,000,000","551,000,000","551,000,000","551,000,000","550,000,000","550,000,000","549,000,000","546,000,000","546,000,000","547,682,000","548,578,000","549,746,000",,"570,287,000","573,305,000","575,485,000",,"587,086,000","589,618,000","587,843,000",,"563,792,000","573,519,000","591,748,000",,"592,948,000","594,339,000","594,915,000",,"596,575,000","598,828,000","603,028,000",,"608,476,000","553,813,000","406,560,000",,"403,017,000","394,522,222","405,664,000",,"415,252,000","426,094,737","425,469,000",,"424,695,000","480,850,000","429,813,000",,"216,318,000","215,917,000","215,538,000",,"188,746,000","179,462,000","176,558,000",,"174,789,000","174,621,000","180,833,333",,"174,397,000","174,436,000","174,348,000",,"174,390,000","174,390,000","174,378,000",,"174,390,000","174,378,000","174,378,000",,"1,240,000,000","1,280,000,000","1,040,000,000"
DilutedAverageShares,,"543,000,000","543,000,000","549,000,000","554,000,000","562,000,000","564,000,000","569,000,000","570,000,000","570,000,000","569,000,000","536,000,000","530,000,000","530,000,000","530,000,000","529,000,000","531,000,000","535,000,000","540,000,000","545,000,000","547,000,000","547,000,000","548,000,000","551,000,000","555,000,000","556,000,000","555,000,000","555,000,000","554,000,000","554,000,000","551,000,000","551,000,000","553,043,000","554,366,000","555,292,000",,"576,784,000","579,459,000","581,243,000",,"593,647,000","596,390,000","595,634,000",,"571,772,000","581,284,000","600,601,000",,"602,336,000","603,470,000","604,388,000",,"606,131,000","608,743,000","612,833,000",,"619,707,000","566,710,000","417,063,000",,"411,074,000","417,729,412","414,701,000",,"424,002,000","426,094,737","434,758,000",,"430,495,000","480,850,000","432,029,000",,"216,747,000","216,890,000","216,397,000",,"189,599,000","179,462,000","176,558,000",,"175,867,000","176,099,000","180,833,333",,"174,397,000","174,436,000","174,348,000",,"174,390,000","174,390,000","174,378,000",,"174,390,000","174,378,000","174,378,000",,"1,240,000,000","1,280,000,000","1,040,000,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,929,000,000","446,000,000","379,000,000","550,000,000","555,000,000","499,000,000","604,000,000","454,000,000","451,000,000","271,000,000","297,000,000","211,000,000","231,000,000","214,000,000","216,000,000","185,000,000","240,000,000","205,000,000","212,000,000","216,000,000","197,000,000","189,000,000","211,000,000","211,000,000","190,000,000","194,000,000","192,000,000","201,000,000","184,000,000","144,000,000","147,000,000","143,512,000","153,829,000","136,698,000","151,960,000","163,651,000","157,395,000","171,668,000","145,039,000","113,959,000","179,439,000","162,552,000","136,237,000","156,740,000","170,537,000","132,030,000","184,398,000","171,999,000","204,362,000","186,716,000","240,839,000","200,431,000","158,698,000","141,139,000","145,633,000","128,110,000","139,817,000","172,835,000","85,997,000","101,516,000","74,672,000","71,014,000","92,551,000","57,195,000","62,258,000","80,958,000","71,937,000","55,113,000","49,871,000","9,617,000","22,042,000","-45,688,000","5,774,000","1,947,000","9,003,000","-14,024,000","70,000","-54,191,000","-23,032,000","285,000","4,598,000","3,200,000","-21,700,000","-9,200,000","8,900,000","8,100,000","3,700,000","5,800,000","5,900,000","-300,000","-11,200,000","5,800,000","4,600,000","3,500,000","-100,000","2,300,000","3,100,000","3,200,000","2,600,000"
NormalizedIncome,"1,929,000,000","446,000,000","379,000,000","550,000,000","510,180,000","499,000,000","604,000,000","454,000,000","451,000,000","271,000,000","297,000,000","211,000,000","231,619,000","214,000,000","216,000,000","185,000,000","240,000,000","205,000,000","212,000,000","216,000,000","197,000,000","189,000,000","211,000,000","211,000,000","190,000,000","194,000,000","192,000,000","201,000,000","184,000,000","144,000,000","147,000,000","198,853,760.93","153,829,000","136,698,000","151,960,000","163,651,000","157,395,000","171,668,000","145,039,000","113,959,000","179,439,000","162,552,000","136,237,000","156,740,000","170,537,000","132,030,000","184,398,000","171,999,000","204,362,000","186,716,000","240,839,000","200,431,000","158,698,000","141,139,000","145,633,000","128,110,000","139,817,000","172,700,876.478","85,997,000","101,516,000","74,687,862.995","71,014,000","92,551,000","57,195,000","62,136,560.865","80,831,259.627","71,937,000","55,113,000","49,871,000","9,617,000","22,042,000","-45,688,000","5,774,000","1,947,000","9,003,000","-14,024,000","70,000","-16,941,800","-23,032,000","285,000","4,598,000","3,200,000","-21,700,000","-9,200,000","8,900,000","8,100,000","3,700,000","5,800,000","5,900,000","-300,000","-11,200,000","5,800,000","4,600,000","3,500,000","-100,000","2,300,000","3,100,000","3,200,000","2,600,000"
InterestIncome,"1,493,000,000","332,000,000","365,000,000","417,000,000","385,000,000","364,000,000","378,000,000","357,000,000","334,000,000","310,000,000","278,000,000","211,000,000","175,000,000","154,000,000","151,000,000","152,000,000","143,000,000","147,000,000","154,000,000","155,000,000","156,000,000","149,000,000","161,000,000","160,000,000","149,000,000","146,000,000","127,000,000","118,000,000","120,000,000","114,000,000","116,000,000","117,131,000","119,975,000","108,139,000","110,754,000","124,702,000","132,334,000","122,804,000","116,820,000","112,266,000","112,804,000","101,412,000","101,240,000","98,116,000","101,204,000","70,242,000","92,514,000","163,206,000","174,940,000","210,833,000","250,210,000","260,714,000","259,254,000","250,783,000","242,849,000","98,614,000","416,484,000","254,048,000","177,354,000","173,551,000","137,396,000","116,301,000","113,100,000","98,117,000","64,562,000","59,745,000","56,126,000","46,029,000","43,265,000","37,704,000","41,796,000","30,974,000","28,598,000","27,647,000","29,126,000","35,458,000","42,410,000","52,287,000","61,376,000","66,455,000","64,930,000","62,486,000","48,900,000","37,200,000","31,200,000","24,700,000","23,000,000","19,900,000","18,900,000","14,800,000","13,100,000","11,400,000","10,000,000","10,000,000","7,000,000",,,,
InterestExpense,"144,000,000","31,000,000","38,000,000","41,000,000","39,000,000","39,000,000","34,000,000","28,000,000","30,000,000","26,000,000","22,000,000","24,000,000","20,000,000","14,000,000","14,000,000","15,000,000","14,000,000","13,000,000","12,000,000","13,000,000","13,000,000","9,000,000","9,000,000","7,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","8,163,000","8,667,000","8,719,000","8,451,000","33,262,000","1,052,000","1,237,000","12,117,000","12,465,000","12,619,000","12,381,000","13,456,000","9,913,000","10,929,000","11,081,000","23,312,000","48,305,000","59,352,000","93,560,000","126,845,000","144,505,000","149,979,000","143,753,000","135,403,000","46,480,000","132,495,000","106,444,000","50,402,000","46,370,000","39,175,000","30,618,000","25,236,000","34,599,000","3,257,000","3,127,000","3,460,000","3,828,000","6,300,000","5,773,000","6,986,000","5,145,000","3,667,000","3,638,000","4,921,000","5,721,000","9,413,000","17,675,000","22,206,000","22,535,000","23,191,000","23,726,000","20,400,000","14,700,000","12,000,000","10,300,000","9,900,000","8,600,000","8,400,000","6,700,000","5,700,000","5,600,000","5,000,000","4,200,000","3,700,000",,,,
NetInterestIncome,"1,349,000,000","301,000,000","327,000,000","376,000,000","346,000,000","325,000,000","344,000,000","329,000,000","304,000,000","284,000,000","256,000,000","187,000,000","155,000,000","140,000,000","137,000,000","137,000,000","129,000,000","134,000,000","142,000,000","142,000,000","143,000,000","140,000,000","152,000,000","153,000,000","143,000,000","140,000,000","121,000,000","112,000,000","114,000,000","108,000,000","110,000,000","108,968,000","111,308,000","99,420,000","102,303,000","91,440,000","131,282,000","121,567,000","104,703,000","99,801,000","100,185,000","89,031,000","87,784,000","88,203,000","90,275,000","59,161,000","69,202,000","114,901,000","115,588,000","117,273,000","123,365,000","116,209,000","109,275,000","107,030,000","107,446,000","52,134,000","283,989,000","147,604,000","126,952,000","127,181,000","98,221,000","85,683,000","87,864,000","63,518,000","61,305,000","56,618,000","52,666,000","42,201,000","36,965,000","31,931,000","34,810,000","25,829,000","24,931,000","24,009,000","24,205,000","29,737,000","32,997,000","34,612,000","39,170,000","43,920,000","41,739,000","38,760,000","28,500,000","22,500,000","19,200,000","14,400,000","13,100,000","11,300,000","10,500,000","8,100,000","7,400,000","5,800,000","5,000,000","5,800,000","3,300,000",,,,
ReconciledDepreciation,"284,000,000","73,000,000","72,000,000","71,000,000","69,000,000","67,000,000","66,000,000","70,000,000","69,000,000","72,000,000","72,000,000","50,000,000","44,000,000","44,000,000","43,000,000","45,000,000","44,000,000","45,000,000","44,000,000","45,000,000","45,000,000","45,000,000","46,000,000","46,000,000","46,000,000","46,000,000","47,000,000","46,000,000","45,000,000","43,000,000","43,000,000","41,707,000","41,274,000","40,738,000","40,281,000","41,509,000","40,997,000","40,652,000","40,727,000","40,200,000","39,619,000","38,486,000","39,190,000","38,173,000","28,712,000","25,835,000","27,041,000","26,006,000","25,178,000","23,636,000","21,418,000","20,631,000","19,642,000","19,578,000","20,855,000","20,187,000","19,844,000","16,462,000","6,992,000","6,865,000","5,897,000","5,373,000","6,273,000","5,766,000","5,897,000","5,604,000","5,957,000","7,087,000","8,267,000","7,629,000","8,725,000","7,423,000","6,731,000","7,055,000","6,736,000","10,756,000","9,925,000","7,234,000","8,118,000","6,340,000","5,388,000","5,196,000","4,700,000","2,100,000","1,700,000","1,600,000","1,400,000","1,300,000","800,000","700,000","600,000","900,000","300,000","500,000","400,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"1,929,000,000","446,000,000","379,000,000","550,000,000","555,000,000","499,000,000","604,000,000","454,000,000","451,000,000","271,000,000","297,000,000","211,000,000","231,000,000","214,000,000","216,000,000","185,000,000","240,000,000","205,000,000","212,000,000","216,000,000","197,000,000","189,000,000","211,000,000","211,000,000","190,000,000","194,000,000","192,000,000","201,000,000","184,000,000","144,000,000","147,000,000","143,512,000","153,829,000","136,698,000","151,960,000","163,651,000","157,395,000","171,668,000","145,039,000","113,959,000","179,439,000","162,552,000","136,237,000","156,740,000","170,537,000","132,030,000","184,398,000","171,999,000","204,362,000","186,716,000","240,839,000","200,431,000","158,698,000","141,139,000","145,633,000","128,110,000","139,817,000","172,835,000","85,997,000","101,516,000","74,672,000","71,014,000","92,551,000","57,195,000","62,258,000","80,958,000","71,937,000","55,113,000","49,871,000","9,617,000","22,042,000","-45,688,000","5,774,000","1,947,000","9,003,000","-14,024,000","70,000","-54,191,000","-23,032,000","285,000","4,598,000","3,200,000","-21,700,000","-9,200,000","8,900,000","8,100,000","3,700,000","5,800,000","5,900,000","-300,000","-11,200,000","5,800,000","4,600,000","3,500,000","-100,000","2,300,000","3,100,000","3,200,000","2,600,000"
TotalUnusualItemsExcludingGoodwill,,,,"0","60,000,000",,,,,,"-2,000,000","0","-1,000,000",,,,,,,,,,,,,,,,,,,"-87,000,000","0",,,,,,"0",,"0","0","-8,392,000",,,,,,,,,,,,,,,"219,000",,,"-26,000",,,,"199,000","196,000",,,,,,,,,,,,"-62,082,000",,,,,,,,,,,,,,,,,,,,,
TotalUnusualItems,,,,"0","60,000,000",,,,,,"-2,000,000","0","-1,000,000",,,,,,,,,,,,,,,,,,,"-87,000,000","0",,,,,,"0",,"0","0","-8,392,000",,,,,,,,,,,,,,,"219,000",,,"-26,000",,,,"199,000","196,000",,,,,,,,,,,,"-62,082,000",,,,,,,,,,,,,,,,,,,,,
TaxRateForCalcs,"0.25","0.255","0.228","0.258","0.253","0.253","0.224","0.255","0.252","0.272","0.02","0.376","0.381","0.378","0.363","0.315","0.281","0.379","0.36","0.378","0.382","0.341","0.368","0.383","0.387","0.388","0.362","0.378","0.383","0.377","0.38","0.364","0.377","0.355","0.314","0.379","0.381","0.377","0.35","0.388","0.379","0.249","0.382","0.385","0.39","0.35","0.386","0.383","0.377","0.378","0.325","0.356","0.377","0.386","0.392","0.365","0.4","0.388","0.387","0.391","0.39","0.391","0.373","0.391","0.39","0.353","0.4","0.4","0.39","0.4","0.4","0.033","0.4","0.4","0.4","0.328","0.4","0.4","0.38","0","0.394","0.4","0.356","0.357","0.36","0.362","0.373","0.363","0.359","0.4","0.356","0.348","0.361","0.352","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","15,180,000","0","0","0","0","0","0","0","-381,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-31,658,239.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84,876.478","0","0","-10,137.005","0","0","0","77,560.865","69,259.627","0","0","0","0","0","0","0","0","0","0","0","-24,832,800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
