name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"27,805,496,000","25,031,044,000","22,205,699,847","11,194,622,599","8,715,414,180","6,018,247,797","5,563,775,857","5,040,548,616","4,863,950,704","4,909,003,880","5,128,811,004","4,754,074,764","3,794,170,461","2,142,186,863","1,016,771,730","727,139,450","498,420,658","305,278,974","175,439,361","39,042,294"
	CashCashEquivalentsAndFederalFundsSold,"526,707,000","721,692,000","779,597,297","183,645,420","320,951,333","187,907,510","208,938,737","165,288,669","172,163,040","188,586,181","166,602,074","90,252,755","122,503,863","92,518,850","58,654,270","26,745,787","47,184,050","12,942,129","14,582,076","15,188,462"
		CashAndCashEquivalents,"368,685,000","654,353,000","673,464,842","182,262,004","294,281,271","182,917,746","204,294,490","163,481,625","171,438,467","181,301,496","74,990,236","77,258,641","101,648,897","44,652,707","26,775,908","15,622,843","14,948,649","12,942,129","5,686,226","3,328,462"
			CashFinancial,"157,901,000","137,433,000","176,553,466","84,732,291","75,078,807","48,741,692","79,785,004","51,946,542",,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,"499,768",,"12,994,114","76,941,931","43,611,533","25,935,948","15,243,796","13,768,278",,,
			CashAndDueFromBanks,"210,784,000","516,920,000","496,911,376","97,529,713","219,202,464","134,176,054","124,509,486","111,535,083","171,438,467","180,801,728","74,990,236","77,258,641","24,706,966","1,041,174","839,960","379,047","1,180,371","12,942,129","5,686,226","3,328,462"
		RestrictedCashAndInvestments,"137,045,000","65,491,000",,,,,,,,,,,,,,,,,,
			RestrictedCashAndCashEquivalents,"137,045,000","65,491,000",,,,,,,,,,,,,,,,,,
		MoneyMarketInvestments,"20,977,000","1,848,000","106,132,455","1,383,416","26,670,062","4,989,764","4,644,247","1,807,044","724,573","7,284,685","91,611,838","12,994,114","20,854,966","47,866,143","31,878,362","11,122,944","32,235,401",,"8,895,850","11,860,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"20,977,000","1,848,000","106,132,455","1,383,416","26,670,062","4,989,764","4,644,247","1,807,044","724,573","7,284,685","91,611,838","12,994,114","20,854,966","47,866,143","31,878,362","11,122,944","32,235,401",,"8,895,850","11,860,000"
				FederalFundsSold,"20,977,000","1,848,000","106,132,455","1,383,416","26,670,062","4,989,764","4,644,247","1,807,044","724,573","7,284,685","91,611,838","12,994,114",,,,,,,,
	OtherRealEstateOwned,"29,487,000","15,165,000","27,830,824","6,089,804","5,083,218","11,186,414","15,226,136","18,580,097","39,714,415","59,608,224","29,603,439",,,,,,,,,
	SecuritiesAndInvestments,"3,728,991,000","3,277,968,000","2,536,045,522","1,323,797,372","966,441,585","808,792,446","766,478,158","734,115,559","941,946,003","1,018,637,317","937,554,587","849,780,684","545,321,324","362,694,988","279,080,345","208,169,979","139,944,238","73,980,054","19,885,834","7,646,242"
		AvailableForSaleSecurities,,,,,,"38,062,134","33,226,195","26,962,890","939,616,086","1,014,316,831","931,012,091","839,229,428","545,321,324","362,694,988","279,080,345","208,169,979","139,944,238","73,980,054","19,885,834","7,646,242"
		HeldToMaturitySecurities,"188,996,000","194,282,000","20,762,303","25,251,316","31,376,840","38,675,527","39,795,649","574,863","2,329,917","4,320,486","6,542,496","10,551,256",,,,,,,,
		OtherShortTermInvestments,"3,539,995,000","3,083,686,000","2,515,283,219","1,298,546,056","935,064,745","732,054,785","693,456,314","706,577,806",,,,,,,,,,,,
	LongTermEquityInvestment,"278,037,000","239,237,000","221,667,490","205,359,844","88,880,014",,,,,"42,282,255","40,138,660","33,616,450",,,,,,,,
	NetLoan,"19,792,504,000","17,674,124,000","15,695,060,734","8,461,242,352","6,525,733,280","4,536,706,780","4,089,374,132","3,683,939,632","3,252,739,220","3,146,070,989","3,483,863,936","3,343,899,984","2,732,422,134","1,487,271,227","645,040,581","468,347,105","294,868,112","207,066,393","132,607,642","12,244,730"
		GrossLoan,"19,887,281,000","17,757,699,000","15,762,300,828","8,520,222,827","6,591,165,634","4,604,065,419","4,157,343,825","3,753,357,069","3,326,713,895","3,228,646,224","3,575,822,725","3,380,384,057","2,760,892,341","1,503,389,205","652,898,355","473,997,119","298,586,710","209,743,436","134,439,642","12,407,108"
			LoansHeldForSale,"99,405,000","50,150,000","129,184,799","70,298,091","47,930,253","14,038,914","12,850,339","41,194,639","35,363,038","16,206,034","12,440,984","25,476,788",,,,,,,,
			CommercialLoan,"6,290,296,000","5,271,421,000","4,141,341,000","2,891,710,000","2,228,542,000","1,784,729,000","1,605,547,000","1,446,578,000",,,,,,,,,,,,
			ConsumerLoan,"289,254,000","354,272,000","352,663,000","266,129,000","244,996,000","217,583,000","143,704,000","93,910,000",,,,,,,,,,,,
			MortgageLoan,"13,208,326,000","12,081,856,000","11,139,112,000","5,292,086,000","4,069,697,000","2,587,715,000","2,395,242,000","2,171,674,000",,,,,,,,,,,,
			OtherLoanAssets,,,"29","-264","381","-495","486","430","3,291,350,857","3,212,440,190","3,563,381,741","3,354,907,269","2,760,892,341","1,503,389,205","652,898,355","473,997,119","298,586,710","209,743,436","134,439,642","12,407,108"
		AllowanceForLoansAndLeaseLosses,"94,777,000","83,575,000","67,240,094","58,980,475","65,432,354","67,358,639","67,969,693","69,417,437","73,974,675","82,575,235","91,958,789","36,484,073","28,470,207","16,117,978","7,857,774","5,650,014","3,718,598","2,677,043","1,832,000","162,378"
	Receivables,"84,462,000","79,657,000","57,439,656","28,234,826","21,574,096","16,988,407","15,406,389","14,856,615","15,243,366","16,364,573","19,083,468","17,565,141","18,383,004","11,019,173","4,870,197","2,639,548",,,,
		AccountsReceivable,"84,462,000","79,657,000","57,439,656","28,234,826","21,574,096","16,988,407","15,406,389","14,856,615","15,243,366","16,364,573","19,083,468","17,565,141","18,383,004","11,019,173","4,870,197","2,639,548",,,,
			GrossAccountsReceivable,,,,,,,,,"15,243,366","16,364,573","19,083,468","17,565,141","18,383,004","11,019,173","4,870,197","2,639,548",,,,
	NetPPE,"273,932,000","265,560,000","266,013,608","88,904,145","77,923,607","71,576,016","72,649,574","75,804,895","77,127,361","82,374,228","80,650,936","68,865,221","68,385,946","36,285,796","12,915,595","11,130,671","6,911,359","3,611,504","3,418,463","2,524,495"
		GrossPPE,"405,452,000","380,209,000","363,151,000","175,326,000","158,690,000","143,849,000","139,795,000","136,916,000","131,664,361","131,745,344","122,647,164","95,831,881",,,,,,,,
			LandAndImprovements,"64,814,000","64,898,000","65,649,000","19,467,000","19,848,000","19,829,000","19,281,000","19,256,000","19,206,000","17,323,873","17,217,814","16,987,937",,,,,,,,
			BuildingsAndImprovements,"185,340,000","170,829,000","164,748,000","64,088,000","60,218,000","50,458,000","48,558,000","47,918,000","46,155,000","47,835,645","45,997,299","40,802,299",,,,,,,,
			MachineryFurnitureEquipment,"109,900,000","100,946,000","93,841,000","62,982,000","56,139,000","51,973,000","51,673,000","50,711,000","47,483,000","47,451,473","42,730,536","33,474,537",,,,,,,,
			Leases,"45,398,000","43,536,000","38,913,000","28,789,000","22,485,000","21,589,000","20,283,000","19,031,000","18,820,000","19,134,353","16,701,515","4,567,108",,,,,,,,
			OtherProperties,,,,,,,,,"361",,,,,,,,,,,
		AccumulatedDepreciation,"-131,520,000","-114,649,000","-97,137,000","-86,422,000","-80,766,000","-72,273,000","-67,145,000","-61,111,000","-54,537,000","-49,371,116","-41,996,228","-26,966,660",,,,,,,,
	GoodwillAndOtherIntangibleAssets,"1,870,941,000","1,853,282,000","1,864,711,781","566,697,796","442,772,752","246,422,082","247,491,756","249,143,694","251,918,759","254,795,416","257,793,177","261,031,826","260,899,624","125,672,646",,,,,,
		Goodwill,"1,819,811,000","1,807,121,000","1,808,001,781","551,593,796","432,232,255","243,529,010","243,651,006","244,040,421","244,076,492","244,090,311","244,107,086","244,160,624",,,,,,,,
		OtherIntangibleAssets,"51,130,000","46,161,000","56,710,000","15,104,000","10,540,497","2,893,072","3,840,750","5,103,273","7,842,267","10,705,105","13,686,091","16,871,202",,,,,,,,
	OtherAssets,"1,220,435,000","904,359,000","757,332,935","330,651,040","266,054,295","138,668,142","148,210,975","98,819,455","113,098,540","100,284,697","113,520,727","89,062,703","46,254,566","26,724,183","16,210,742","10,106,360","9,512,899","7,678,894","4,945,346","1,438,365"
TotalLiabilitiesNetMinorityInterest,"23,449,748,000","21,065,104,000","18,497,747,816","9,697,926,487","7,559,802,880","5,215,554,416","4,840,068,196","4,361,477,257","4,153,806,136","4,231,546,595","4,427,790,823","4,126,776,368","3,327,560,167","1,886,169,842","953,335,305","669,259,275","464,084,277","272,875,327","157,148,559","23,271,429"
	TotalDeposits,"20,181,028,000","18,849,107,000","16,451,702,272","8,759,307,048","6,971,413,808","4,782,604,912","4,533,472,724","4,015,187,983","3,654,339,466","3,833,057,390","3,823,599,301","3,533,246,351","2,925,319,116","1,622,411,303","810,150,725","570,727,009","390,569,012","234,016,389","133,259,051","22,538,645"
		InterestBearingDepositsLiabilities,"15,385,552,000","14,540,040,000","12,070,316,026","6,360,115,896","5,081,548,695","3,461,551,829","3,366,058,237","3,029,498,523","2,936,960,533","3,246,540,753","3,325,512,286","3,108,489,538","2,525,198,969","1,321,433,489","654,339,511","456,408,985","329,772,616","202,416,492","116,398,216","20,622,202"
			CustomerAccounts,"15,385,552,000","14,540,040,000","12,070,316,026","6,360,115,896","5,081,548,695","3,461,551,829","3,366,058,237","3,029,498,523","2,936,960,533","3,246,540,753","3,325,512,286","3,108,489,538","2,525,198,969","1,321,433,489","654,339,511","456,408,985","329,772,616","202,416,492","116,398,216","20,622,202"
		NonInterestBearingDeposits,"4,795,476,000","4,309,067,000","4,381,386,246","2,399,191,152","1,889,865,113","1,321,053,083","1,167,414,487","985,689,460","717,378,933","586,516,637","498,087,015","424,756,813","400,120,147","300,977,814","155,811,214","114,318,024","60,796,396","31,599,897","16,860,835","1,916,443"
