name,06/30/2019,06/30/2018,06/30/2017,06/30/2016,06/30/2015,06/30/2014,06/30/2013,06/30/2012,06/30/2011,06/30/2010,06/30/2009,06/30/2008,06/30/2007,06/30/2006,06/30/2005,06/30/2004,06/30/2003,06/30/2002,06/30/2001,06/30/2000,06/30/1999,06/30/1998,06/30/1997,06/30/1996,06/30/1995,06/30/1994,06/30/1993,06/30/1992,06/30/1991,06/30/1990,06/30/1989,06/30/1988,06/30/1987,06/30/1986
TotalAssets,"1,953,773,000","1,761,661,000","1,477,297,000","1,212,591,000","1,058,164,000","1,071,926,000","863,802,000","706,486,000","647,202,000","508,981,000","368,282,000","360,926,000","287,924,000","250,296,000","252,678,000","183,934,000","162,793,000","151,901,000","148,173,000","87,736,000","70,800,000","67,800,000","54,500,000","44,200,000","24,400,000","17,600,000","17,300,000","17,100,000","16,700,000","16,800,000","14,900,000","12,200,000","7,900,000","6,700,000"
	CurrentAssets,"812,911,000","761,837,000","702,296,000","582,963,000","512,968,000","505,731,000","461,144,000","410,373,000","395,540,000","288,270,000","230,307,000","226,269,000","151,912,000","127,633,000","111,738,000","82,580,000","67,815,000","55,837,000","55,707,000","36,350,000","29,000,000","27,200,000","30,800,000","24,700,000","14,100,000","9,200,000","8,800,000","8,600,000","7,800,000","7,300,000","6,600,000","6,700,000","3,700,000","3,200,000"
		CashCashEquivalentsAndShortTermInvestments,"204,872,000","247,038,000","271,888,000","218,445,000","173,634,000","174,660,000","185,433,000","134,944,000","149,460,000","108,026,000","95,930,000","72,835,000","32,618,000","26,885,000","21,675,000","21,683,000","15,583,000","9,610,000","8,093,000","6,330,000","5,600,000","4,200,000","10,900,000","9,400,000","3,800,000","1,700,000","1,900,000","3,100,000","2,700,000","2,400,000","2,700,000","3,300,000","2,100,000","400,000"
			CashAndCashEquivalents,"204,872,000","247,038,000","271,888,000","218,445,000","173,634,000","174,660,000","185,433,000","134,944,000","149,460,000","108,026,000","95,930,000","69,835,000","32,618,000","26,885,000","21,675,000","21,683,000","15,583,000","9,610,000","8,093,000","6,330,000","5,600,000","4,200,000","10,900,000","9,400,000","3,800,000","1,700,000","1,900,000","3,100,000","2,700,000","2,400,000","2,700,000","3,300,000","2,100,000","400,000"
			OtherShortTermInvestments,,,,,,,,,,,"0","3,000,000",,,,,,,,,,,,,,,,,,,,,,
		Receivables,"269,642,000","215,032,000","193,379,000","164,817,000","140,772,000","136,723,000","107,173,000","104,761,000","90,606,000","78,624,000","43,109,000","55,866,000","47,724,000","42,122,000","35,985,000","25,540,000","22,086,000","21,541,000","21,884,000","14,202,000","13,100,000","11,000,000","10,800,000","8,700,000","5,400,000","3,700,000","3,300,000","2,300,000","2,000,000","2,100,000","2,000,000","2,000,000","1,500,000","1,500,000"
			AccountsReceivable,"269,642,000","215,032,000","193,379,000","164,817,000","140,772,000","136,723,000","107,173,000","104,761,000","90,606,000","78,624,000","43,109,000","55,866,000","47,724,000","42,122,000","35,985,000","25,540,000","22,086,000","21,541,000","21,884,000",,,,,,,,,,,,,,,
				GrossAccountsReceivable,"270,934,000","215,869,000","194,693,000","166,833,000","141,820,000","138,575,000","108,652,000","106,297,000","91,372,000","79,705,000",,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,292,000","-837,000","-1,314,000","-2,016,000","-1,048,000","-1,852,000","-1,479,000","-1,536,000","-766,000","-1,081,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"296,282,000","248,268,000","203,695,000","175,133,000","164,388,000","165,873,000","141,859,000","137,607,000","126,430,000","81,397,000","76,620,000","69,642,000","59,857,000","48,454,000","44,916,000","29,201,000","24,384,000","19,741,000","20,782,000","13,738,000","9,100,000","10,100,000","8,100,000","5,500,000","4,200,000","3,200,000","2,900,000","2,800,000","2,600,000","2,600,000","1,600,000","1,100,000",,"1,000,000"
