name,ttm,06/30/2019,06/30/2018,06/30/2017,06/30/2016
MarketCap,"3,170,082,087","4,210,552,427","3,825,880,424","2,842,483,507","2,761,361,765"
EnterpriseValue,"6,638,482,087","5,387,752,427","5,072,280,424","4,149,183,507","3,964,761,765"
PeRatio,"25.851","25.019","21.845","32.619","33.638"
ForwardPeRatio,"33.557","22.472","22.779",,"36.9"
PegRatio,"2.482","2.842","1.552",,
PsRatio,"0.105","0.228","0.219","0.168","0.161"
PbRatio,"1.739","3.367","3.568","3.228","3.587"
EnterprisesValueRevenueRatio,"0.263","0.273","0.288","0.248","0.246"
EnterprisesValueEBITDARatio,"14.825","12.281","13.206","12.25","12.507"
