name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"4,000,025,000","4,000,025,000","3,739,701,000","2,848,592,000","2,338,334,000","2,055,220,000","1,832,453,000","1,608,668,000","1,447,338,000","1,299,678,000","1,032,219,000","773,947,000","815,478,000","845,475,349.04","697,262,664.725","595,837,645.496","456,120,121.288","280,119,086.059","158,038,447.784","121,970,723"
	OperatingRevenue,"4,000,025,000","4,000,025,000","3,781,946,000","2,881,215,000","2,372,695,000","2,101,889,000","1,897,293,000","1,676,741,000","1,512,249,000","1,370,099,000","1,089,995,000","817,120,000","860,417,000","845,475,349.04","697,262,664.725","595,837,645.496","456,120,121.288","280,119,086.059","158,038,447.784","121,970,723"
	ExciseTaxes,,,"42,245,000","32,623,000","34,361,000","46,669,000","64,840,000","68,073,000","64,911,000","70,421,000","57,776,000","43,173,000","44,939,000",,,,,,,
CostOfRevenue,"1,221,935,000","1,221,935,000","1,038,766,000","763,440,000","663,001,000","569,979,000","496,000,000","442,454,000","405,233,000","370,661,000","345,865,000","305,722,000","377,487,000","349,526,162.76","293,819,913.358","269,438,514.053","224,606,755.868","151,477,222.808","92,220,211.843","84,208,642"
GrossProfit,"2,778,090,000","2,778,090,000","2,700,935,000","2,085,152,000","1,675,333,000","1,485,241,000","1,336,453,000","1,166,214,000","1,042,105,000","929,017,000","686,354,000","468,225,000","437,991,000","495,949,186.28","403,442,751.368","326,399,131.443","231,513,365.42","128,641,863.251","65,818,235.94","37,762,081"
OperatingExpense,"1,572,305,000","1,572,305,000","1,550,735,000","1,214,392,000","1,063,494,000","917,535,000","812,840,000","677,567,000","556,560,000","487,821,000","414,190,000","347,911,000","341,209,000","310,020,290.12","250,879,673.468","215,797,388.85","141,124,899.544","94,860,190.056","63,547,434.425","61,044,917"
	SellingGeneralAndAdministration,"1,572,305,000","1,572,305,000","1,550,735,000","1,214,392,000","1,063,494,000","917,535,000","812,840,000","677,567,000","556,560,000","487,821,000","414,190,000","347,911,000","341,209,000","310,020,290.12","250,879,673.468","215,797,388.85","141,124,899.544","94,860,198.334","63,547,434.425","18,503,675"
		GeneralAndAdministrativeExpense,"384,072,000","384,072,000","353,557,000","296,608,000","280,002,000","263,067,000","249,275,000","217,765,000","186,460,000","158,355,000","136,647,000","133,511,000","125,981,000",,,,,,,
			OtherGandA,"384,072,000","384,072,000","353,557,000","296,608,000","280,002,000","263,067,000","249,275,000","217,765,000","186,460,000","158,355,000","136,647,000","133,511,000","125,981,000",,,,,,,
		SellingAndMarketingExpense,"1,188,233,000","1,188,233,000","1,197,178,000","917,784,000","783,492,000","654,468,000","563,565,000","459,802,000","370,100,000","329,466,000","277,543,000","214,400,000","215,228,000",,,,,,,"18,503,675"
