name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
DilutedNIAvailtoComStockholders,"576,000,000","604,000,000","639,000,000","504,000,000","214,900,000","182,300,000","228,600,000","165,400,000","514,200,000","103,000,000","29,600,000"
BasicEPS,,,"4.81","3.38","1.28","1.03","1.27","0.9","2.83","0.568","0.163"
DilutedEPS,,,"4.78","3.36","1.27","1.03","1.25","0.88","2.76","0.568","0.163"
BasicAverageShares,,,"132,848,233","149,112,426","167,890,625","176,990,291","180,000,000","183,777,778","181,696,113","181,375,783","181,400,000"
DilutedAverageShares,,,"133,682,008","150,000,000","169,212,598","176,990,291","182,880,000","187,954,545","186,304,348","181,375,783","181,400,000"
TotalOperatingIncomeAsReported,"863,000,000","892,000,000","923,000,000","652,000,000","451,500,000","428,900,000","512,100,000","409,900,000","420,200,000","429,000,000","341,800,000"
TotalExpenses,"1,795,000,000","1,804,000,000","1,786,000,000","1,578,000,000","1,388,700,000","1,475,600,000","1,597,300,000","1,511,700,000","1,710,100,000","1,733,800,000","1,569,100,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"576,000,000","604,000,000","639,000,000","504,000,000","214,900,000","182,300,000","228,600,000","165,400,000","514,200,000","103,000,000","29,600,000"
NormalizedIncome,"576,000,000","605,580,000","645,320,000","539,520,000","213,955,000","233,393,000","243,542,000","174,605,600","550,275,000","144,788,180.611","27,780,000"
InterestIncome,,,,,"700,000","700,000","900,000","800,000","900,000","900,000","3,500,000"
InterestExpense,"131,000,000","134,000,000","121,000,000","103,000,000","101,600,000","140,500,000","139,300,000","133,700,000","152,100,000","218,200,000","281,000,000"
NetInterestIncome,"-131,000,000","-134,000,000","-121,000,000","-103,000,000","-112,600,000","-139,800,000","-139,800,000","-134,500,000","-157,300,000","-217,300,000","-277,500,000"
EBIT,"869,000,000","902,000,000","926,000,000","630,000,000","442,900,000","429,300,000","507,400,000","399,800,000","368,300,000","368,800,000","364,300,000"
EBITDA,"869,000,000"
ReconciledCostOfRevenue,"1,299,000,000","1,304,000,000","1,291,000,000","1,131,000,000","976,000,000","1,052,000,000","1,151,500,000","1,084,900,000","1,187,500,000","1,208,300,000","1,098,100,000"
ReconciledDepreciation,,"167,000,000","164,000,000","170,000,000","175,900,000","185,400,000","192,600,000","204,000,000","252,500,000","255,700,000","253,800,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"576,000,000","604,000,000","639,000,000","504,000,000","214,900,000","182,300,000","228,600,000","165,400,000","514,200,000","103,000,000","29,600,000"
TotalUnusualItemsExcludingGoodwill,,"-2,000,000","-8,000,000","-37,000,000","1,500,000","-81,100,000","-24,100,000","-14,800,000","-55,500,000","-61,100,000","2,800,000"
TotalUnusualItems,,"-2,000,000","-8,000,000","-37,000,000","1,500,000","-81,100,000","-24,100,000","-14,800,000","-55,500,000","-61,100,000","2,800,000"
NormalizedEBITDA,"869,000,000","1,071,000,000","1,098,000,000","837,000,000","617,300,000","695,800,000","724,100,000","618,600,000","676,300,000","685,600,000","615,300,000"
TaxRateForCalcs,"0.22","0.21","0.21","0.04","0.37","0.37","0.38","0.378","0.35","0.316","0.35"
TaxEffectOfUnusualItems,"0","-420,000","-1,680,000","-1,480,000","555,000","-30,007,000","-9,158,000","-5,594,400","-19,425,000","-19,311,819.389","980,000"
