name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006
MarketCap,"2,290,602,760","3,270,899,982","2,789,565,976","4,037,215,350","3,900,873,421","2,841,282,741","2,173,070,817","2,430,807,209","928,077,521","732,428,699","626,806,614","618,361,593","534,596,774","361,733,254","413,623,801"
PeRatio,"10.563","11.565","11.427","20.759","23.534","21.104","22.179","29.761","14.807","30.845","42.365","21.491","53.9","17.923","32.486"
ForwardPeRatio,"9.699","11.696","8.834","14.577","20.492","17.331","16.129","22.472","13.004","12.69","15.576",,,,
PegRatio,,,,,,,"3.224","4.499","2.602","2.539","3.118",,,,
PsRatio,"3.535","5.117","4.339","6.536","8.15","6.768","5.776","9.648","4.841","3.542","3.472","4.25","4.77","3.909","6.346"
PbRatio,"0.943","1.325","1.192","1.829","3.01","2.604","2.267","4.459","1.8","1.582","1.466","1.488","1.889","1.429","1.834"
