name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990
MarketCap,"19,354,059,724","27,268,433,203","28,562,740,452","30,688,938,207","31,342,823,165","28,647,959,831","35,143,773,788","33,978,224,417","30,287,920,403","17,235,052,100","16,223,207,285","13,661,687,788","14,311,056,316","15,126,927,082","13,634,805,755","13,625,279,172","14,289,655,531","14,287,012,522","17,059,726,063","26,008,160,391","26,861,432,977","29,373,104,811","28,826,430,938","31,542,301,835","30,601,188,409","28,157,436,536","26,952,919,164","33,118,506,145","33,970,326,362","35,193,227,310","37,425,363,611","36,976,719,718","39,228,506,419","35,328,007,356","37,550,003,949","48,654,583,486","50,296,591,311","43,918,965,475","42,538,767,856","25,800,567,614","35,253,489,603","32,336,958,368","26,881,984,405","27,621,958,364","23,860,750,383","22,094,926,264","40,262,785,649","70,085,881,770","48,679,995,978","45,555,113,045","33,422,101,998","24,633,172,102","16,813,911,538","15,036,854,494","10,835,506,702","8,930,043,218","9,132,481,455","8,310,293,989","9,998,852,666","10,384,097,355","9,691,566,401","9,188,969,560","6,998,707,199","5,205,768,874","4,441,170,953","4,610,140,346","3,681,928,021","3,334,629,439","3,219,469,884","3,311,617,631","3,237,546,697","3,470,599,432","3,391,975,875","3,192,392,173","2,889,635,262","2,977,332,546","3,008,592,869","4,059,842,551","2,701,895,685","2,950,240,104","2,694,799,999","2,597,140,447","2,800,865,377","2,807,127,000","2,902,535,499","3,464,889,743","2,854,171,109","4,089,145,860","4,927,114,967","4,473,367,999","4,215,842,499","4,031,312,119","4,078,387,999","3,878,736,220","3,334,190,949","3,020,678,696","2,849,446,605","3,224,151,681","2,417,398,646","2,169,872,558","1,732,993,285","1,463,201,371","1,592,182,240","1,063,065,131","985,397,705","995,121,667","718,435,344","770,749,496","735,615,101","785,280,232","826,649,015","831,502,602","758,945,734","696,132,000","652,560,116","623,549,882","560,726,600","536,536,241","464,027,999"
EnterpriseValue,"29,787,059,724","39,055,433,203","39,594,740,452","41,081,938,207","38,251,823,165","40,111,959,831","45,250,773,788","44,224,224,417","34,612,920,403","21,632,052,100","20,658,207,285","18,211,687,788","18,870,056,316","19,723,927,082","18,125,805,755","18,115,279,172","18,425,655,531","18,337,012,522","20,815,726,063","29,995,160,391","30,892,432,977","33,413,104,811","32,860,430,938","35,214,301,835","33,910,188,409","31,180,436,536","29,785,919,164","36,581,506,145","37,489,326,362","38,712,227,310","41,088,363,611","41,266,719,718","43,335,506,419","39,520,007,356","41,742,003,949","53,067,583,486","55,224,591,311","49,085,565,475","45,893,967,856","29,230,167,614","39,038,789,603","35,999,658,368","30,537,984,405","31,152,758,364","27,043,150,383","24,983,426,264","42,779,185,649","72,087,681,770","49,758,595,978","46,265,213,045","34,396,601,998","26,012,272,102","18,403,611,538","16,633,254,494","12,520,406,702","10,614,943,218","10,823,181,455","9,344,993,989","11,033,552,666","11,322,397,355","10,575,566,401","10,092,469,560","7,982,107,199","6,360,068,874","5,757,570,953","6,051,540,346","5,040,028,021","4,775,329,439","4,685,169,884","4,783,417,631","4,682,346,697","4,923,999,432","4,861,475,875","4,661,892,173","4,174,435,262","3,815,932,546","3,816,792,869","4,920,529,551","3,579,817,685","3,828,162,104","3,578,767,999","3,472,064,447","3,601,765,377","3,565,927,000","3,782,435,499","4,425,489,743","3,767,671,109","5,071,445,860","6,072,614,967","5,699,267,999","5,457,542,499","5,203,212,119","5,503,487,999","4,506,836,220","3,954,390,949","3,809,878,696","3,689,246,605","3,976,951,681","3,144,898,646","2,897,372,558","1,662,593,285","1,435,501,371","1,564,482,240","1,079,865,131","1,053,597,705","1,091,621,667","651,935,344","799,349,496","781,815,101","852,180,232","890,149,015","915,302,602","868,945,734","787,632,000","765,660,116","736,649,882","681,826,600","657,636,241","606,727,999"
PeRatio,"20.259","21.388","160.903","2,480.052",,,"69.102","440.524","105.022","38.962","33.754","34.681","44.947","31.737","20.148","14","11.197","9.672","11.354","16.651","17.72","22.075","21.333","20.972","17.755","14.649","12.124","15.627","16.561","17.169","15.076","13.526","13.017","12.434","13.018","20.649","25.292","26.066","27.969","18.586","32.17","33.385","18.032","11.488","7.853","6.65","13.751","35.492","34.313","42.341","41.669","35.387","26.879","27.021","20.35","16.791","17.868","17.178","19.983","22.921","25.891","30.763","30.925",,,,,"53.76","73.55","61.738",,"48.686","28.129","26.483","16.825","13.344","15.347","21.985",,,,,,"13.334","12.213","13.252","10.198","13.814","16.027","14.613","14.675","14.836","17.39","18.519","16.491","17.082","17.001","21.101","18.394","16.511","14.181","20.133","24.278","16.284","21.114","21.376","13.617","17.923","17.134","17.178","19.276","21.1","20.252","17.84","15.641","20.694","24.601","23.541","12.257"
ForwardPeRatio,"17.699","15.576","14.684","17.825","17.212","13.587","17.483","23.202","20.161","31.746","30.395","25.707","34.014","28.818","23.365","22.936","16.611","10.753","10.537","14.472","11.494","14.225","14.663","16.75","16.026","14.925","12.438","11.249","11.751","12.626","13.193","11.442","11.962","9.533","9.766","14.706","15.408","15.699",,,,,,,"9.96",,"31.546","54.645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"1.139","1.174","1.341","1.282","1.195","0.995","0.9","0.94","1.01","1.055","0.915","0.957","0.636","0.543","0.817","0.856","0.872",,,,,,,"0.249",,"0.788","1.364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.003","1.395","1.487","1.672","1.679","1.541","1.983","3.149","3.494","3.835","3.652","3.141","3.218","3.193","2.659","2.336","2.27","2.099","2.478","3.659","3.828","4.458","4.492","4.795","4.333","3.899","3.415","4.034","4.337","4.496","4.564","4.646","4.596","4.207","4.404","6.425","7.56","7.191","7.536","4.907","7.616","8.293","5.802","4.261","2.971","2.46","4.725","10.251","8.464","8.92","7.57","6.143","4.51","4.148","3.058","2.523","2.533","2.4","2.792","2.957","2.859","2.835","2.294","1.839","1.663","1.839","1.585","1.529","1.599","1.729","2.429","1.812","1.645","1.549","1.279","1.327","1.362","1.896","1.335","1.408","1.285","1.271","1.329","1.289","1.277","1.5","1.197","1.68","2","1.867","1.918","1.979","2.333","2.757","2.331","2.564","2.99","4.406","4.702","4.22","3.847","3.209","3.869","2.931","3.196","3.255","2.454","2.701","2.476","2.704","2.841","2.87","2.811","2.63","2.364","2.4","2.259","2.162","1.872"
PbRatio,"0.857","1.19","1.229","1.292","1.281","1.298","1.49","1.437","3.614","2.038","1.902","1.648","1.75","1.888","1.708","1.645","1.703","1.667","1.889","2.895","3.059","3.348","3.205","3.359","3.182","2.841","2.617","3.166","3.426","3.551","4.26","4.49","5.001","4.747","4.957","6.207","7.015","6.471","5.46","3.893","5.086","4.94","4.565","5.001","4.861","4.815","7.573","10.601","7.795","7.569","7.158","6.017","6.048","5.84","4.447","3.665","4.064","3.581","4.308","4.296","3.955","3.852","3.128","2.459","2.184","2.336","1.932","1.588","1.545","1.583","1.549","1.663","1.626","1.53","1.38","1.443","1.495","2.032","1.345","1.468","1.37","1.323","1.406","1.11","1.17","1.412","1.183","1.726","2.15","2.008","1.947","1.914","2.018","2.76","2.432","2.331","2.294","3.057","2.319","2.081","1.72","1.46","1.588","1.109","1.064","1.031","0.747","0.851","0.807","0.872","0.904","0.882","0.806","0.722","0.685","0.655","0.593","0.567","0.515"
EnterprisesValueRevenueRatio,"1.488","11.029","9.578","4.746","10.364","10.662","11.217","5.43","9.368","20.011","16.741","16.26","16.969","18.643","15.956","17.203","15.24","13.543","13.614","17.328","18.554","17.567","20.025","18.612","20.185","20.234","19.596","17.062","17.852","23.576","19.173","17.223","24.82","21.19","17.984","22.825","25.057","27.086","29.139","20.33","22.782","32.754","27.785","36.393","29.315","13.356","13.961","27.504","26.319","32.322","26.561","19.224","15.938","16.261","13.131","11.43","12.562","10.043","11.763","10.709","11.478","11.646","9.786","7.629","7.904","9.397","8.537","7.268","8.157","9.414","10.286","10.059","10.546","10.734","9.071","6.627","6.336","9.154","6.597","6.826","6.06","7.033","7.94","6.317","6.886","8.162","7.226","7.679","10.402","9.334","9.511","7.69","11.841","13.159","11.559","10.811","10.055","12.775","14.198","13.045","10.282","21.75","14.704","7.017","12.096","14.42","8.692","8.651","10.537","15.494","12.227","9.274","12.136","12.997","12.552","9.337","10.909","9.476","11.277"
EnterprisesValueEBITDARatio,"8.247","86.79","50.439","23.067","64.181","44.079","-48.552","29.346","71.96","-113.853","65.582","49.488","48.015","78.27","56.467","49.36","56.52","38.932","35.102","37.873","42.261","42.892","48.253","40.569","47.963","58.39","45.544","32.867","38.609","55.701","38.508","40.697","53.303","36.627","33.024","40.727","48.063","61.953","72.07","37.976","51.151","84.765","69.122","87.532","92.487","25.664","23.793","52.241","60.03","87.84","72.307","52.402","48.303","50.944","43.87","41.611","43.137","36.404","40.283","34.509","38.276","47.449","42.301","31.96","36.556","36.922","48","35.878","47.662","49.415","47.44","51.132","54.994","69.998","44.646","28.584","27.031","46.064","30.394","31.326","26.549","43.73","52.124","25.362","32.356","32.612","27.562","27.607","41.003","43.176","36.85","27.443","47.773","47.093","44.987","41.367","34.415","44.836","66.069","36.217","25.115","92.019","41.609","20.035","81.046","66.159","20.437","31.347","47.383","57.971","42.796","33.775","48.008","-4.901","12.552","9.337","37.463","43.266","43.966"
