name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"4,720,164,000","1,163,355,000","1,212,954,000","1,177,028,000","1,166,827,000","1,119,006,000","1,145,472,000","1,114,918,000","1,072,530,000","1,057,196,000","1,076,683,000","822,328,000","391,135,000","381,918,000","406,071,000","391,791,000","399,647,000","413,087,000","402,885,000","350,145,000","337,292,000","308,917,000","327,655,000","298,624,000","285,743,000","266,777,000","254,040,000","258,673,000"
	OperatingRevenue,"4,720,164,000","1,163,355,000","1,212,954,000","1,177,028,000","1,166,827,000","1,119,006,000","1,145,472,000","1,114,918,000","1,072,530,000","1,057,196,000","750,471,000","592,207,000","258,087,000","252,078,000","262,979,000","259,557,000","258,804,000","248,997,000","241,356,000","234,494,000","227,376,000","211,514,000","213,725,000","207,763,000","203,540,000","184,700,000","174,365,000","169,108,000"
CostOfRevenue,"3,683,117,000","924,014,000","927,900,000","913,674,000","917,529,000","886,802,000","873,808,000","872,214,000","847,465,000","840,823,000","835,592,000","635,919,000","295,058,000","284,675,000","298,529,000","291,875,000","300,340,000","316,148,000","304,945,000","251,181,000","247,926,000","222,851,000","247,887,000","220,418,000","212,984,000","202,841,000","191,754,000","198,482,000"
GrossProfit,"1,037,047,000","239,341,000","285,054,000","263,354,000","249,298,000","232,204,000","271,664,000","242,704,000","225,065,000","216,373,000","241,091,000","186,409,000","96,077,000","97,243,000","107,542,000","99,916,000","99,307,000","96,939,000","97,940,000","98,964,000","89,366,000","86,066,000","79,768,000","78,206,000","72,759,000","63,936,000","62,286,000","60,191,000"
OperatingExpense,"688,506,000","174,077,000","172,800,000","170,001,000","171,628,000","174,317,000","180,013,000","164,977,000","167,720,000","167,280,000","189,648,000","154,287,000","58,059,000","60,562,000","60,127,000","56,512,000","57,119,000","57,832,000","57,313,000","54,248,000","51,018,000","50,044,000","55,389,000","52,516,000","45,225,000","46,556,000","49,242,000","42,096,000"
	SellingGeneralAndAdministration,"451,134,000","117,970,000","112,421,000","109,864,000","110,879,000","113,117,000","109,885,000","96,943,000","100,218,000","99,259,000","106,300,000","88,855,000","42,531,000","44,934,000","44,568,000","41,743,000","42,596,000","43,479,000","43,255,000","40,429,000","37,125,000","35,800,000","40,811,000","38,185,000","33,962,000","32,185,000","34,191,000","27,543,000"
	DepreciationAmortizationDepletionIncomeStatement,"237,372,000","56,107,000","60,379,000","60,137,000","60,749,000","61,200,000","70,128,000","68,034,000","67,502,000","68,021,000","83,348,000","65,432,000","15,528,000","15,628,000","15,559,000","14,769,000","14,523,000","14,353,000","14,058,000","13,819,000","13,893,000","14,244,000","14,578,000","14,331,000","11,263,000","14,371,000","15,051,000","14,553,000"
		DepreciationAndAmortizationInIncomeStatement,"237,372,000","56,107,000","60,379,000","60,137,000","60,749,000","61,200,000","70,128,000","68,034,000","67,502,000","68,021,000","83,348,000","65,432,000","15,528,000","15,628,000","15,559,000","14,769,000","14,523,000","14,353,000","14,058,000","13,819,000","13,893,000","14,244,000","14,578,000","14,331,000","11,263,000","14,371,000","15,051,000","14,553,000"
			DepreciationIncomeStatement,"74,186,000","17,225,000","18,869,000","18,844,000","19,248,000","19,571,000","18,934,000","17,639,000","17,557,000","18,028,000","18,128,000","14,049,000","6,066,000","6,164,000","6,096,000","5,305,000","5,060,000","4,892,000","4,597,000","4,357,000","4,420,000","4,766,000","4,991,000","4,734,000","5,025,000","6,869,000","5,241,000","4,730,000"
			Amortization,"163,186,000","38,882,000","41,510,000","41,293,000","41,501,000","41,629,000","51,194,000","50,395,000","49,945,000","49,993,000","65,220,000","51,383,000","9,462,000","9,464,000","9,463,000","9,464,000","9,463,000","9,461,000","9,461,000","9,462,000","9,473,000","9,478,000","9,587,000","9,597,000","6,238,000","7,502,000","9,810,000","9,823,000"
				AmortizationOfIntangiblesIncomeStatement,"163,186,000","38,882,000","41,510,000","41,293,000","41,501,000","41,629,000","51,194,000","50,395,000","49,945,000","49,993,000","65,220,000","51,383,000","9,462,000","9,464,000","9,463,000","9,464,000","9,463,000","9,461,000","9,461,000","9,462,000","9,473,000","9,478,000","9,587,000","9,597,000","6,238,000","7,502,000","9,810,000","9,823,000"
OperatingIncome,"348,541,000","65,264,000","112,254,000","93,353,000","77,670,000","57,887,000","91,651,000","77,727,000","57,345,000","49,093,000","51,443,000","32,122,000","38,018,000","36,681,000","47,415,000","43,404,000","42,188,000","39,107,000","40,627,000","44,716,000","38,348,000","36,022,000","24,379,000","25,690,000","27,534,000","17,380,000","13,044,000","18,095,000"
