name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997
TotalRevenue,"2,956,098,000","3,042,478,000","2,802,326,000","2,466,105,000","2,377,045,000","2,326,180,000","2,100,590,000","1,684,996,000","1,669,563,000","1,693,985,000","1,483,524,000","1,244,023,000","1,317,835,000","1,356,039,000","1,287,672,000","1,155,791,000","1,095,307,000","951,786,000","816,319,000","779,581,000","614,825,000","470,500,000","427,300,000","353,500,000"
	OperatingRevenue,"2,956,098,000","3,042,478,000","2,802,326,000","2,466,105,000","2,377,045,000","2,326,180,000","2,100,590,000","1,684,996,000","1,669,563,000","1,693,985,000","1,483,524,000","1,244,023,000","1,317,835,000","1,356,039,000","1,287,672,000","1,155,791,000","1,095,307,000","951,786,000","816,319,000","779,581,000","614,825,000","470,500,000","427,300,000","353,500,000"
CostOfRevenue,"1,505,443,000","1,526,808,000","1,415,978,000","1,306,143,000","1,266,697,000","1,252,680,000","1,145,639,000","941,341,000","953,169,000","958,677,000","854,120,000","719,945,000","750,024,000","776,288,000","746,617,000","652,036,000","597,373,000","511,101,000","437,782,000","422,430,000","321,041,000","247,000,000","232,900,000","191,400,000"
GrossProfit,"1,450,655,000","1,515,670,000","1,386,348,000","1,159,962,000","1,110,348,000","1,073,500,000","954,951,000","743,655,000","716,394,000","735,308,000","629,404,000","524,078,000","567,811,000","579,751,000","541,055,000","503,755,000","497,934,000","440,685,000","378,537,000","357,151,000","293,784,000","223,500,000","194,400,000","162,100,000"
OperatingExpense,"1,145,629,000","1,120,699,000","1,035,366,000","896,993,000","853,840,000","823,779,000","756,107,000","611,861,000","582,866,000","598,902,000","534,068,000","436,316,000","424,363,000","380,612,000","361,282,000","317,789,000","286,506,000","250,496,000","214,862,000","208,970,000","197,391,000","163,400,000","138,600,000","117,700,000"
	SellingGeneralAndAdministration,"1,161,251,000","1,136,186,000","1,051,152,000","910,894,000","864,084,000","831,971,000","763,063,000","625,656,000","596,635,000","614,658,000","534,068,000","444,715,000","430,350,000","385,769,000","366,768,000","322,197,000","286,506,000","250,496,000","214,862,000","208,970,000","183,743,000","150,800,000","131,000,000","110,200,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,"13,648,000","12,600,000","7,600,000","7,500,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,"13,648,000","12,600,000","7,600,000","7,500,000"
	OtherOperatingExpenses,"-15,622,000","-15,487,000","-15,786,000","-13,901,000","-10,244,000","-8,192,000","-6,956,000","-13,795,000","-13,769,000","-15,756,000","-7,991,000","-8,399,000","-5,987,000","-5,157,000","-5,486,000","-4,408,000",,,,,,,,
OperatingIncome,"305,026,000","394,971,000","350,982,000","262,969,000","256,508,000","249,721,000","198,844,000","131,794,000","133,528,000","136,406,000","95,336,000","87,762,000","143,448,000","199,139,000","179,773,000","185,966,000","211,428,000","190,189,000","163,675,000","148,181,000","96,393,000","60,100,000","55,800,000","44,400,000"
NetNonOperatingInterestIncomeExpense,"6,715,000","8,302,000","9,876,000","4,086,000","962,000","432,000","-49,000","503,000","379,000","1,274,000","1,564,000","2,088,000","7,537,000",,,,,,,,,,,
	InterestIncomeNonOperating,"6,715,000","8,302,000","9,876,000","4,515,000","2,003,000","1,531,000","1,004,000","503,000","379,000","1,274,000",,"2,088,000","7,600,000",,,,,,,,,,,
	InterestExpenseNonOperating,,"0","0","429,000","1,041,000","1,099,000","1,053,000",,,,,,"63,000",,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"-1,564,000",,,,,,,,,,,,,
OtherIncomeExpense,"3,448,000","2,156,000","-141,000","-321,000","-572,000","-2,834,000","-274,000","-871,000",,,"7,991,000",,"-24,742,000","5,157,000","5,486,000","4,408,000",,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,"7,991,000","0","-24,742,000","5,157,000","5,486,000","4,408,000",,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0","0","24,742,000",,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,"-7,991,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,448,000","2,156,000","-141,000","-321,000","-572,000","-2,834,000","-274,000","-871,000",,,,,,,,,,,,,,,,
PretaxIncome,"315,189,000","405,429,000","360,717,000","266,734,000","256,898,000","247,319,000","198,521,000","131,426,000","133,907,000","137,680,000","104,891,000","89,850,000","126,243,000","208,027,000","185,335,000","190,855,000","214,921,000","190,669,000","164,029,000","145,613,000","92,155,000","55,200,000","51,700,000","40,700,000"
TaxProvision,"58,664,000","74,940,000","85,769,000","154,419,000","58,459,000","67,468,000","56,662,000","37,823,000","34,048,000","34,201,000","27,854,000","22,829,000","31,196,000","63,575,000","62,317,000","60,119,000","76,297,000","70,548,000","61,511,000","56,789,000","33,544,000","22,200,000","19,000,000","1,400,000"
NetIncomeCommonStockholders,"256,525,000","330,489,000","268,256,000","105,123,000","191,898,000","174,337,000","137,173,000","94,341,000","99,859,000","103,479,000","77,037,000","67,021,000","95,047,000","144,452,000","123,018,000","130,736,000","138,624,000","120,121,000","102,518,000","88,824,000","58,611,000","33,000,000","32,700,000","39,300,000"
	NetIncome,"256,525,000","330,489,000","268,256,000","105,123,000","191,898,000","174,337,000","137,173,000","94,341,000","99,859,000","103,479,000","77,037,000","67,021,000","95,047,000","144,452,000","123,018,000","130,736,000","138,624,000","120,121,000","102,518,000","88,824,000","58,611,000","33,000,000","32,700,000","39,300,000"
		NetIncomeIncludingNoncontrollingInterests,"256,525,000","330,489,000","274,948,000","112,315,000","198,439,000","179,851,000","141,859,000","93,603,000","99,859,000","103,479,000","77,037,000","67,021,000","95,047,000","144,452,000","123,018,000","130,736,000","138,624,000","120,121,000","102,518,000","88,824,000","58,611,000","33,000,000","32,700,000","39,300,000"
			NetIncomeContinuousOperations,"256,525,000","330,489,000","274,948,000","112,315,000","198,439,000","179,851,000","141,859,000","93,603,000","99,859,000","103,479,000","77,037,000","67,021,000","95,047,000","144,452,000","123,018,000","130,736,000","138,624,000","120,121,000","102,518,000","88,824,000","58,611,000","33,000,000","32,700,000","39,300,000"
		MinorityInterests,,"0","-6,692,000","-7,192,000","-6,541,000","-5,514,000","-4,686,000","738,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"256,525,000","330,489,000","268,256,000","105,123,000","191,898,000","174,337,000","137,173,000","94,341,000","99,859,000","103,479,000","77,037,000","67,021,000","95,047,000","144,452,000","123,018,000","130,736,000","138,624,000","120,121,000","102,518,000","88,824,000","58,611,000","33,000,000","32,700,000","39,300,000"
BasicEPS,,,"3.85","1.51","2.75","2.48","1.97","1.37","1.475","1.53","1.14","0.99","1.375","2","1.695","1.695","1.72","1.505","1.3","1.135","0.76","0.433","0.46","0.697"
DilutedEPS,,,"3.81","1.49","2.72","2.45","1.94","1.36","1.465","1.515","1.13","0.985","1.37","1.98","1.68","1.68","1.7","1.48","1.28","1.115","0.74","0.43","0.453","0.687"
BasicAverageShares,,,"69,614,000","69,759,000","69,683,000","70,162,000","69,807,000","68,756,000","67,680,000","67,616,000","67,450,000","67,692,000","69,220,000","72,212,000","72,490,000","77,098,000","80,532,000","79,906,000","78,898,000","78,102,000","77,082,000","75,993,000","71,193,000","56,383,292"
DilutedAverageShares,,,"70,401,000","70,453,000","70,632,000","71,064,000","70,681,000","69,434,000","68,264,000","68,408,000","68,184,000","67,962,000","69,422,000","72,868,000","73,288,000","77,886,000","81,624,000","81,182,000","80,126,000","79,680,000","79,215,000","76,824,000","72,174,000","57,204,408"
TotalOperatingIncomeAsReported,"305,026,000","394,971,000","350,982,000","262,969,000","256,508,000","249,721,000","198,844,000","131,794,000","133,528,000","136,406,000","103,327,000","87,762,000","118,706,000","199,139,000","179,773,000","185,966,000","211,428,000","190,189,000","163,675,000","148,181,000","96,393,000","60,100,000","55,800,000","44,400,000"
