name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,12/31/2008,09/30/2008,06/30/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,06/30/2004,12/31/2003,06/30/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"645,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,032,935,000,000","1,142,188,000,000","886,100,000,000","1,383,422,000,000","1,027,909,000,000","1,128,182,000,000","1,189,289,000,000","1,609,217,000,000","1,260,835,000,000","1,004,635,000,000","991,435,000,000","989,086,000,000","1,121,444,000,000","1,255,813,000,000","1,273,406,000,000","1,193,932,000,000","673,739,000,000","725,728,000,000","697,103,000,000","670,728,000,000","690,527,000,000","780,236,000,000","747,478,000,000","641,673,000,000","643,603,000,000","638,484,000,000","669,997,000,000","697,239,000,000","582,098,000,000","544,188,000,000","672,767,000,000",,,,,,,,,,,,,,,,"7,256,132,037,854.91",,,"1,359,000,000,000","1,314,444,443,130","910,000,000,000","1,120,490,000,000","852,906,286,780","1,096,473,064,447.2","272,987,357,092.5",,
			ReceivablesAdjustmentsAllowances,"-48,962,000,000","-57,727,000,000",,,"-68,895,000,000","-71,994,000,000","-71,447,000,000","-74,416,000,000","-75,962,000,000","-75,647,000,000","-76,822,000,000","-83,158,000,000","-79,524,000,000","-83,828,000,000","-77,295,000,000","-78,254,000,000","-79,474,000,000","-72,869,000,000","-80,206,000,000","-77,994,000,000","-79,275,000,000","-79,494,000,000","-75,768,000,000","-75,958,000,000","-72,536,000,000","-73,637,000,000","-69,834,000,000","-71,573,000,000","-59,169,000,000","-64,853,000,000","-60,547,000,000",,,,,,"-2,987,000,000",,,,,,,,,,,,,,,,,,,,,
		Inventory,"162,882,000,000","200,539,000,000",,"263,671,000,000","288,053,000,000","257,687,000,000","259,298,000,000","254,483,000,000","272,403,000,000","248,839,000,000","263,478,000,000","248,593,000,000","259,846,000,000","274,047,000,000","270,871,000,000","278,352,000,000","273,556,000,000","271,995,000,000","282,871,000,000","295,045,000,000","267,667,000,000","236,767,000,000","399,899,000,000","189,405,000,000","177,120,000,000","176,220,000,000","179,640,000,000","205,115,000,000","242,146,000,000","238,606,000,000","226,429,000,000","184,070,000,000","219,590,000,000","176,430,000,000","170,318,000,000","154,924,000,000","149,643,000,000","15,627,000,000","15,324,000,000","14,746,000,000","119,890,000,000","15,527,000,000","18,778,000,000","34,974,000,000","13,833,000,000","15,893,000,000","47,052,434,556.68","18,865,430,617.77","7,701,608,876.43","51,000,000,000","48,888,888,840","32,500,000,000","46,057,500,000","27,283,511,260","66,587,385,182.85","34,310,998,650","19,885,617,191.97","8,930,669,788"
			RawMaterials,"19,481,000,000","26,246,000,000",,"28,002,000,000","26,579,000,000","27,393,000,000","28,487,000,000","21,647,000,000","29,395,000,000","25,178,000,000","25,415,000,000","23,519,000,000","31,141,000,000","30,495,000,000","25,291,000,000","30,389,000,000","27,296,000,000","27,220,000,000","30,469,000,000","20,821,000,000","19,242,000,000","16,449,000,000",,,"13,515,000,000","4,321,000,000","3,452,000,000","4,006,000,000","10,487,000,000","11,503,000,000","15,051,000,000","4,381,000,000","4,630,000,000","6,211,000,000","5,959,000,000","6,020,000,000","3,313,000,000",,,,"3,324,000,000",,,"14,118,000,000",,,"164,794,007.84","16,286,702,691.6","489,657,240.1",,,,,,,,,
			WorkInProcess,"2,674,000,000","3,793,000,000",,"2,728,000,000","3,985,000,000","4,284,000,000","3,752,000,000","2,350,000,000","1,906,000,000","2,309,000,000","2,696,000,000","2,717,000,000","2,895,000,000","3,099,000,000","2,268,000,000","1,961,000,000","1,976,000,000","1,329,000,000","1,212,000,000","1,027,000,000","1,144,000,000","1,188,000,000","11,564,000,000","19,484,000,000","0","0","158,000,000","34,000,000","309,000,000","385,000,000","101,000,000","603,000,000","286,000,000","95,000,000","261,000,000","259,000,000","475,000,000",,,,"618,000,000",,,"509,000,000",,,"705,992,510.86","39,031,313.64",,,,,,,,,,
			FinishedGoods,"166,749,000,000","192,587,000,000",,"246,333,000,000","269,626,000,000","234,383,000,000","235,645,000,000","241,737,000,000","253,352,000,000","230,602,000,000","243,106,000,000","231,010,000,000","234,802,000,000","245,835,000,000","248,188,000,000","253,032,000,000","250,824,000,000","249,260,000,000","258,243,000,000","280,067,000,000","253,993,000,000","226,793,000,000","393,032,000,000","174,637,000,000","166,791,000,000","173,938,000,000","178,513,000,000","204,088,000,000","234,165,000,000","230,999,000,000","211,277,000,000","183,191,000,000","219,823,000,000","172,019,000,000","166,003,000,000","150,643,000,000","148,053,000,000",,,,"2,324,000,000",,,"4,079,000,000",,,"4,054,307,124.7","2,174,221,584.81","760,467,672.89",,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114,015,000,000",,,"17,032,000,000",,,"46,520,599,349.56","1,134,569,321.49","7,086,039,774.59",,,,,,,,,
			InventoriesAdjustmentsAllowances,"-26,022,000,000","-22,087,000,000",,"-13,392,000,000","-12,137,000,000","-8,373,000,000","-8,586,000,000","-11,251,000,000","-12,250,000,000","-9,250,000,000","-7,739,000,000","-8,653,000,000","-8,992,000,000","-5,382,000,000","-4,876,000,000","-7,030,000,000","-6,540,000,000","-5,814,000,000","-7,053,000,000","-6,870,000,000","-6,712,000,000","-7,663,000,000","-4,697,000,000","-4,716,000,000","-3,186,000,000","-2,039,000,000","-2,483,000,000","-3,013,000,000","-2,815,000,000","-4,281,000,000",,"-4,105,000,000","-5,149,000,000","-1,895,000,000","-1,905,000,000","-1,998,000,000","-2,198,000,000",,,,"-391,000,000",,,"-764,000,000",,,"-4,393,258,436.28","-769,094,293.77","-634,555,811.15",,,,,,,,,
		PrepaidAssets,"2,314,985,000,000","2,149,901,000,000","3,069,260,000,000","1,782,613,000,000","1,827,675,000,000","1,848,599,000,000","1,909,657,000,000","1,908,550,000,000","260,823,000,000","256,099,000,000","249,142,000,000","240,510,000,000","234,059,000,000","272,242,000,000","257,843,000,000","269,618,000,000","261,911,000,000","275,074,000,000","266,809,000,000","270,917,000,000","220,124,000,000","187,173,000,000","170,348,000,000","180,012,000,000","146,123,000,000","171,853,000,000","190,458,000,000","195,316,000,000","150,468,000,000","216,840,000,000","166,508,000,000","218,059,000,000","192,229,000,000","362,764,000,000","213,136,000,000","277,693,000,000","285,552,000,000","140,421,000,000","124,527,000,000","127,553,000,000","200,584,000,000","119,350,000,000","95,125,000,000","233,563,000,000","103,630,000,000","92,607,000,000","108,613,296,110.41","111,339,483,384.03","103,020,885,415.57",,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,790,000,000","131,728,000,000","236,470,000,000","237,557,000,000","205,291,000,000","35,159,000,000","134,741,000,000","27,786,000,000","39,171,000,000","43,263,000,000","36,403,558,129.61","47,635,057,071.69","65,416,208,676.38",,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199,790,000,000","131,728,000,000","236,470,000,000","237,557,000,000","205,291,000,000","35,159,000,000","134,741,000,000","27,786,000,000","39,171,000,000","43,263,000,000","36,403,558,129.61","47,635,057,071.69","65,416,208,676.38",,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,"42,711,000,000",,,"116,095,000,000",,,,,"18,860,000,000",,"0","14,020,000,000","0","174,307,000,000","10,510,000,000","2,611,000,000","2,611,000,000","5,113,000,000","3,667,000,000","2,143,000,000","2,143,000,000","2,143,000,000","775,556,000,000","595,296,000,000",,,,"3,915,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"26,253,000,000","36,897,000,000",,"21,401,000,000","13,000,000","14,124,000,000","15,547,000,000",,,"21,105,000,000","14,689,000,000",,,,,,,,,,"0","0","0","10,000,000","10,000,000","11,405,000,000","19,035,000,000","13,677,000,000","9,656,000,000","79,160,000,000","80,187,000,000","70,386,000,000","148,038,000,000","82,358,000,000","28,797,000,000","45,997,000,000","0",,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,553,000,000","35,137,000,000","47,198,000,000",,"70,053,000,000","27,060,000,000","8,236,000,000","148,095,000,000","144,658,000,000","-7,112,150,764,141.43","49,769,360,267.55","103,148,795,878.29","163,000,000,000","162,222,222,060","147,500,000,000","158,816,250,000","100,830,367,700","66,770,039,585.4","54,558,786,210","33,252,548,094.46","54,171,562,793"
	TotalNonCurrentAssets,"36,509,326,000,000","35,897,650,000,000","35,004,559,000,000","34,997,733,000,000","34,410,272,000,000","29,160,865,000,000","28,522,429,000,000","27,663,090,000,000","27,226,870,000,000","25,915,537,000,000","24,985,165,000,000","24,552,727,000,000","25,301,035,000,000","23,778,048,000,000","22,410,825,000,000","22,684,573,000,000","23,421,145,000,000","22,985,459,000,000","22,860,985,000,000","22,595,913,000,000","22,858,085,000,000","21,944,809,000,000","21,435,025,000,000","21,285,445,000,000","21,453,100,000,000","20,551,848,000,000","20,205,742,000,000","20,327,164,000,000","20,301,138,000,000","20,615,316,000,000","21,018,944,000,000","20,991,170,000,000","18,248,557,000,000","16,354,327,000,000","16,514,160,000,000","16,234,375,000,000","15,678,715,000,000","13,681,876,000,000","13,863,549,000,000","14,104,808,000,000","16,835,625,000,000","13,615,287,000,000","14,704,076,000,000","17,051,224,000,000","14,420,087,000,000","14,200,309,000,000","14,243,919,505,852.54","11,041,708,473,518.58","9,999,131,611,304.19","9,557,000,000,000","9,248,888,879,640","10,223,750,000,000","9,587,586,250,000","10,185,053,377,320","8,983,361,388,632.1","8,226,462,684,870","4,505,694,219,234.24","2,600,822,558,129"
		NetPPE,"12,334,280,000,000","11,585,057,000,000","11,298,088,000,000","11,195,863,000,000","10,718,354,000,000","9,479,384,000,000","9,534,852,000,000","9,648,556,000,000","10,144,882,000,000","9,601,584,000,000","9,573,704,000,000","9,928,895,000,000","10,374,212,000,000","9,790,522,000,000","9,716,070,000,000","9,922,014,000,000","10,371,256,000,000","10,170,550,000,000","10,252,498,000,000","10,404,953,000,000","10,567,701,000,000","10,217,606,000,000","10,057,105,000,000","9,966,833,000,000","10,196,607,000,000","9,388,431,000,000","9,386,775,000,000","9,577,989,000,000","9,712,719,000,000","9,072,883,000,000","8,771,148,000,000","8,696,456,000,000","9,030,998,000,000","8,208,949,000,000","8,541,536,000,000","8,030,516,000,000","7,864,594,000,000","4,824,959,000,000","4,825,880,000,000","4,877,181,000,000","8,239,676,000,000","5,109,730,000,000","4,618,118,000,000","7,602,520,000,000","4,465,324,000,000","4,475,675,000,000","4,969,353,943,119.3","4,299,296,536,220.07","4,613,967,224,526.53","4,544,000,000,000","4,273,333,329,060","4,867,500,000,000","4,600,881,250,000","4,569,395,016,240","4,176,507,237,564.9","4,533,218,699,160","2,434,260,472,949.16","2,049,118,681,094"
			GrossPPE,"41,621,103,000,000","11,585,057,000,000",,"11,195,863,000,000","38,336,722,000,000","9,479,384,000,000","9,534,852,000,000","9,648,556,000,000","35,844,640,000,000","9,601,584,000,000","9,573,704,000,000","9,928,895,000,000","35,339,956,000,000","9,790,522,000,000","9,716,070,000,000","9,922,014,000,000","33,762,796,000,000","10,170,550,000,000","10,252,498,000,000","10,404,953,000,000","32,294,984,000,000","10,217,606,000,000","10,057,105,000,000","30,337,634,000,000","30,144,791,000,000","29,094,292,000,000","28,660,260,000,000","28,488,676,000,000","28,189,036,000,000","27,143,307,000,000","27,111,009,000,000","26,588,293,000,000","26,594,441,000,000","25,437,495,000,000","25,365,967,000,000","24,490,604,000,000","24,507,997,000,000","17,479,916,000,000","17,171,899,000,000","16,935,330,000,000","24,273,082,000,000","17,859,092,000,000","16,902,136,000,000","22,910,763,000,000","16,209,328,000,000","15,900,086,000,000","16,212,141,420,137.53","13,812,968,999,121.6","13,454,575,801,557.06","12,025,000,000,000","11,068,888,877,820","11,650,000,000,000","10,597,551,250,000","9,665,480,423,760","8,920,425,777,439.8","8,919,892,518,787.5","5,650,493,764,962.38","4,937,485,304,634"
				Properties,"0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,
				LandAndImprovements,"981,389,000,000","974,105,000,000",,"938,319,000,000","938,344,000,000","866,403,000,000","861,007,000,000","864,745,000,000","862,861,000,000","852,729,000,000","851,250,000,000","833,598,000,000","835,909,000,000","824,394,000,000","824,322,000,000","818,753,000,000","812,947,000,000","799,811,000,000","771,827,000,000","771,479,000,000","766,780,000,000","756,635,000,000","752,281,000,000","738,593,000,000","732,206,000,000","722,662,000,000","719,560,000,000","706,908,000,000","704,908,000,000","692,891,000,000","734,639,000,000","730,591,000,000","730,361,000,000","730,566,000,000","705,828,000,000","705,617,000,000","725,802,000,000","409,921,000,000","409,916,000,000","410,074,000,000","728,300,000,000","459,318,000,000","455,967,000,000","756,348,000,000","446,094,000,000","445,051,000,000","454,915,731,301.5","450,739,819,441.89","462,971,919,815.04","451,000,000,000","433,333,332,900","471,250,000,000","464,032,500,000","440,094,899,020","441,934,298,060.4","262,250,315,400",,
				BuildingsAndImprovements,"1,715,619,000,000","1,490,871,000,000",,"1,408,194,000,000","1,670,486,000,000","861,159,000,000","877,624,000,000","884,945,000,000","1,638,749,000,000","884,320,000,000","897,289,000,000","890,384,000,000","1,604,863,000,000","888,531,000,000","898,920,000,000","907,076,000,000","1,563,069,000,000","918,284,000,000","930,141,000,000","929,942,000,000","1,537,042,000,000","934,596,000,000","946,322,000,000","1,517,139,000,000","1,510,846,000,000","1,410,341,000,000","1,411,483,000,000","1,399,535,000,000","1,391,489,000,000","1,379,033,000,000","2,113,160,000,000","2,102,820,000,000","2,100,510,000,000","2,027,738,000,000","2,005,259,000,000","2,000,347,000,000","2,179,601,000,000","1,576,522,000,000","1,575,145,000,000","1,575,343,000,000","2,158,124,000,000","1,599,261,000,000","1,511,108,000,000","1,925,563,000,000","1,502,635,000,000","1,496,434,000,000","1,510,199,441,403.87","1,431,703,180,252.29","1,472,937,943,944.81","1,396,000,000,000","1,037,777,776,740","1,133,750,000,000","1,068,673,750,000","977,461,446,880","947,948,753,965.05","900,835,648,822.5",,
				MachineryFurnitureEquipment,"34,173,584,000,000","7,363,777,000,000",,"6,847,690,000,000","32,096,543,000,000","6,584,842,000,000","6,653,352,000,000","6,764,581,000,000","30,343,739,000,000","6,684,956,000,000","6,669,433,000,000","6,824,664,000,000","29,705,088,000,000","6,600,522,000,000","6,804,106,000,000","6,995,930,000,000","28,624,842,000,000","6,987,916,000,000","7,040,357,000,000","7,153,641,000,000","27,088,067,000,000","6,877,114,000,000","6,804,298,000,000","25,318,793,000,000","24,994,337,000,000","24,194,958,000,000","23,846,068,000,000","23,245,933,000,000","22,997,148,000,000","22,209,363,000,000","22,077,404,000,000","21,412,457,000,000","21,340,424,000,000","20,552,739,000,000","20,229,472,000,000","19,862,393,000,000","19,750,703,000,000","13,845,274,000,000","13,643,672,000,000","13,570,426,000,000","19,732,297,000,000","14,380,656,000,000","13,501,701,000,000","18,572,546,000,000","12,883,864,000,000","12,537,877,000,000","12,909,629,240,851.56","10,866,665,450,897.52","10,451,125,215,936.09","9,280,000,000,000","8,438,888,880,450","9,706,250,000,000","8,000,465,000,000","7,017,793,591,920","6,691,918,544,647.5","6,237,408,328,275",,
