name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013
TotalRevenue,"17,015,089,000","4,687,898,000","4,451,642,000","4,152,630,000","3,722,919,000","3,330,917,196.41","3,685,924,646.7","3,276,130,299.4","2,735,629,915.26","2,395,061,688.04","2,362,546,214.49","2,119,070,532.48","1,827,587,958.06","1,792,839,615.8","1,047,602,040.82","657,231,754.8","329,293,732.86","268,209,579.6","238,518,250.56","190,856,699.82","163,432,027.52","116,447,012.75","75,767,270.36","52,503,889.6","33,792,484.46","13,952,369.18","5,010,121.78"
	OperatingRevenue,"17,015,089,000","4,716,722,000","4,437,639,000","4,147,729,000","3,712,999,000","3,318,816,390.02","3,524,236,913.49","3,273,783,909.52","2,727,544,910.42","2,398,281,042.43","2,361,686,386.92","2,119,002,662.28","1,825,217,670.78","1,830,168,685.12","1,024,848,385.45","647,301,456.4","324,838,224.79","292,445,824.08","230,893,507.68","181,632,518.37","156,447,487.52","116,447,012.75","72,974,970.6","50,650,079.28","32,005,441.58","13,952,369.18","5,010,121.78"
CostOfRevenue,"8,492,096,000","2,351,309,000","2,203,350,000","2,063,863,000","1,873,574,000","1,833,392,567.19","2,053,003,016.97","1,787,869,549.92","1,317,792,919.52","1,245,655,468.68","1,186,208,784.11","1,022,586,729.36","829,903,724.28","801,185,365.92","458,688,610.54","280,464,550.8","130,819,924.9","66,192,005.76","54,607,924.8","38,859,581.92","35,276,583.36","33,863,882.54","26,779,015.76","21,424,572.96","16,089,590.93","10,391,779.16","7,346,543.32"
GrossProfit,"8,522,993,000","2,336,589,000","2,248,292,000","2,088,767,000","1,849,345,000","1,497,524,629.22","1,632,921,629.73","1,488,260,749.48","1,417,836,995.74","1,149,406,219.36","1,176,337,430.38","1,096,483,803.12","997,684,233.78","991,654,249.88","588,913,430.28","376,767,204","198,473,807.96","202,017,573.84","183,910,325.76","151,997,117.9","128,155,444.16","82,583,130.21","48,988,254.6","31,079,316.64","17,702,893.53","3,560,590.02","-2,336,421.54"
OperatingExpense,"4,968,294,000","1,087,174,000","1,255,173,000","1,161,026,000","1,464,921,000","863,143,888.88","982,326,392.4","556,326,389.26","490,500,771.86","485,024,739.85","583,109,729.72","595,968,226.2","370,364,277.87","362,790,399.51","340,777,847.62","283,810,052.4","166,612,721.95","179,211,748.44","199,535,320.56","154,736,420.27","96,870,913.44","102,139,943.9","139,621,138.44","75,371,697.44","25,924,531.78","21,724,426.7","12,422,777.97"
	SellingGeneralAndAdministration,"4,218,106,000","937,632,000","982,761,000","1,071,269,000","1,226,444,000","776,670,271.39","739,440,621.42","494,173,570.32","387,105,756.62","457,192,315.37","496,740,383.58","577,317,495.24","317,625,385.89","302,360,762.12","281,862,490.18","233,129,685.9","123,053,502.27","135,805,898.28","162,137,166","119,013,681.2","68,585,078.56","76,953,396.16","125,278,312.36","65,561,432.76","17,777,353.65","14,608,011.22","7,300,992.66"
		GeneralAndAdministrativeExpense,"1,527,282,000","212,603,000","211,423,000","500,660,000","602,596,000","214,006,666.83","169,954,019.43","132,584,284.66","108,330,263.14","109,498,591.79","111,924,221.36","108,443,005.56","83,373,477","86,406,225.98","82,569,553.26","58,021,883.9","42,078,361.41","50,486,667.54","43,291,737.12","26,920,944.38","26,497,792.64","17,735,617.9","19,841,319.44","20,777,605.6","6,161,574.93","5,645,496.04","2,492,260.03"
			OtherGandA,"1,527,282,000","212,603,000","211,423,000","500,660,000","602,596,000","214,006,666.83","169,954,019.43","132,584,284.66","108,330,263.14","109,498,591.79","111,924,221.36","108,443,005.56","83,373,477","86,406,225.98","82,569,553.26","58,021,883.9","42,078,361.41","50,486,667.54","43,291,737.12","26,920,944.38","26,497,792.64","17,735,617.9","19,841,319.44","20,777,605.6","6,161,574.93","5,645,496.04","2,492,260.03"
		SellingAndMarketingExpense,"2,690,824,000","725,029,000","771,338,000","570,609,000","623,848,000","562,663,604.56","569,486,601.99","361,589,285.66","278,775,493.48","347,693,723.58","384,816,162.22","468,874,489.68","234,251,908.89","215,954,536.14","199,292,936.92","175,107,802","80,975,140.86","85,319,230.74","118,845,428.88","92,092,736.82","42,087,285.92","59,217,778.26","105,436,992.92","44,783,827.16","11,615,778.72","8,962,515.18","4,808,732.63"
	ResearchAndDevelopment,"1,095,031,000","292,188,000","301,754,000","251,658,000","249,431,000","219,422,320.11","248,243,039.67","166,162,847.18","110,228,919.02","118,005,860.56","92,348,147.15","70,021,685.34","58,974,676.83","60,160,299.98","59,949,311.29","51,702,603.1","44,555,080.7","44,476,728.78","38,480,129.76","37,182,458.02","29,241,940.8","25,347,828.08","14,342,826.08","9,810,264.68","8,147,178.13","7,116,415.48","5,121,785.31"
