name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005
MarketCap,"2,091,677,041","1,976,944,470","2,948,246,432","3,121,232,942","3,107,678,237","3,326,489,932","2,977,240,385","3,654,968,287","3,857,373,677","4,124,239,995","4,249,466,849","4,193,104,344","4,120,107,768","4,463,047,276","4,314,654,857","3,729,445,867","3,473,287,864","3,764,207,254","4,166,083,611","4,203,526,969","4,277,352,121","4,163,954,592","4,018,694,746","3,624,089,127","3,946,044,129","3,860,193,219","3,541,536,514","2,456,210,242","2,357,844,772","2,101,780,263","1,989,864,381","2,041,162,900","1,688,689,619","1,680,856,068","1,499,374,008","1,407,923,261","1,600,566,147","1,687,317,730","1,480,606,781","1,346,388,734","1,507,403,857","1,516,595,343","1,214,829,297","1,055,166,583","923,678,305","1,464,580,831","1,640,611,873","1,410,427,324","1,659,882,453","1,532,774,907","1,558,354,044","1,482,349,032","1,634,097,100","1,855,520,941","1,752,274,615","1,575,535,570","1,620,883,088","1,282,520,836"
PeRatio,"11.452","10.797","17.522","16.706","15.929","16.458","18.246","22.722","27.213","31.721","22.032","21.313","20.242","22.469","24.474","20.707","19.439","21.164","23.472","24.68","30.75","30.842","32.435","30.142","27.899","27.366","26.102","23.548","23.685","22.902","21.683","23.385","20.392","20.575","19.824","18.574","21.91","24.443","23.429",,,,,,,,"83.611","87.066","109.643","124.528","70.8","86.71","73.357","328.319","251.171","225.837","103.024",
ForwardPeRatio,"9.285","7.758","13.245","15.152","13.85","14.025",,"15.823","16.502","17.953","19.418","21.645","20.704","21.322","21.142","17.668","19.121","17.986","21.645","21.645","21.459","20.833","23.641","22.371","23.529","30.96","26.042","20.619","19.493","16.722","15.823","15.924","14.903","15.456","15.456","14.97","17.731","19.763","19.763",,,"19.881",,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,"1.366","1.55","1.468","1.543","2.033","1.707","1.352","1.278","1.097","1.037","1.045","0.977","1.014","1.031","0.997","1.181","1.317","1.317",,,"4.969",,,,,,,,,,,,,,,,
PsRatio,"2.937","2.961","4.765","4.641","4.536","4.856","4.115","4.881","5.166","5.567","5.727","5.737","5.725","6.389","6.499","5.793","5.563","6.101","6.747","6.951","7.177","6.98","6.733","6.075","6.634","6.5","6.079","5.377","5.303","4.87","4.61","5.112","4.396","4.555","4.223","3.956","4.652","5.194","4.871","34.696","38.447","38.682","29.596","54.356","123.255",,"12.621","12.261","16.157","15.929","17.607","16.381","17.197","17.111","15.951","14.342","8.823","10.63"
PbRatio,"0.806","0.754","1.006","1.066","1.044","1.104","0.981","1.16","1.237","1.317","1.347","1.324","1.304","1.429","1.386","1.191","1.08","1.137","1.239","1.233","1.202","1.164","1.133","1.03","2.827","2.893","3.143","2.241","2.171","1.969","1.865","1.992","1.695","1.737","1.571","1.479","1.703","1.836","1.643","1.502","1.694","1.747","1.458","1.288","1.204","1.943","1.961","1.702","2.025","1.874","1.848","1.715","1.813","2.028","1.947","1.75","1.815","3.126"
