name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004
MarketCap,"935,800,817,527","921,138,319,230","723,558,708,460","729,458,189,676","539,067,897,721","528,168,435,200","359,503,564,566","376,366,921,700","233,427,144,367","209,849,680,086","190,843,154,594","197,012,284,433","96,834,102,858","216,322,938,283","142,200,806,101","122,611,098,287","52,711,860,930"
EnterpriseValue,"835,375,817,527","813,709,319,230","621,128,708,460","633,279,189,676","459,949,897,721","460,632,435,200","302,585,564,566","325,090,921,700","190,876,144,367","171,493,680,086","159,333,154,594","172,527,509,433","80,988,331,858","202,104,325,283","131,772,091,101","114,980,961,287","50,581,465,930"
PeRatio,"27.645","28.755","39.211","35.243","28.996","36.019","28.21","32.195","21.793","22.007","22.576","30.376","23.114","52.03","59.093","91.581","132.048"
ForwardPeRatio,"32.363","24.57",,"25.575","19.455","23.095","17.889","22.371","16.155","14.684","17.575",,,,,,
PegRatio,"1.978","1.865",,"1.307","1.179","2.161","1.43","1.488","1.102","0.723","0.923",,,,,,
PsRatio,"5.721","6.044","5.666","7.074","6.466","7.489","5.351","6.587","4.685","5.894","6.548","8.373","4.482","13.177","15.311","22.704","16.49"
PbRatio,"4.59","4.729","4.279","4.659","4.085","4.6","3.658","4.535","3.255","3.827","4.127","5.472","3.429","9.534","9.877","13.944","17.996"
EnterprisesValueRevenueRatio,"5.012","5.027","4.54","5.713","5.095","6.143","4.585","5.434","3.804","4.524","5.434","7.295","3.716","12.179","12.426","18.731","15.86"
EnterprisesValueEBITDARatio,"16.19","15.798","14.097","18.508","15.121","18.56","13.545","17.555","11.616","12.047","13.529","17.54","9.959","30.424","31.969","49.752","64.136"
