name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"21,402,000,000","22,687,000,000","25,451,263,000","19,838,973,000","17,420,575,000","14,940,563,000","10,444,460,000","6,569,742,000","3,970,671,000","2,905,953,000","1,834,224,000","1,343,977,000","1,350,856,000","1,105,648,000","754,028,000","542,082,000","337,784,000","211,162,000","262,190,000","195,078,000","441,900,000","66,600,000"
	CurrentAssets,"9,833,000,000","8,407,000,000","9,034,805,000","5,401,519,000","3,553,237,000","5,267,374,000","7,480,941,000","5,682,375,000","3,066,844,000","1,957,464,000","1,022,941,000","623,839,000","613,000,000","503,089,000","223,682,000","272,546,000","283,513,000","169,568,000","185,311,000","131,223,000","211,700,000","60,200,000"
		CashCashEquivalentsAndShortTermInvestments,"7,310,000,000","6,284,000,000","7,401,477,000","4,299,955,000","2,648,511,000","4,290,833,000","6,752,714,000","5,183,194,000","2,657,663,000","1,662,218,000","800,155,000","463,438,000","507,858,000","431,560,000","153,086,000","224,082,000","245,468,000","131,336,000","149,212,000","87,976,000","172,000,000","53,600,000"
			CashAndCashEquivalents,"6,312,000,000","2,624,000,000","2,541,604,000","2,081,075,000","1,477,265,000","3,148,651,000","1,289,994,000","1,536,349,000","632,836,000","358,967,000","202,141,000","364,550,000","385,359,000","423,577,000","80,341,000","101,270,000","93,732,000","67,182,000","99,943,000","77,024,000","133,200,000","53,600,000"
			OtherShortTermInvestments,"998,000,000","3,660,000,000","4,859,873,000","2,218,880,000","1,171,246,000","1,142,182,000","5,462,720,000","3,646,845,000","2,024,827,000","1,303,251,000","598,014,000","98,888,000","122,499,000","7,983,000","72,745,000","122,812,000","151,736,000","64,154,000","49,269,000","10,952,000","38,800,000",
		Receivables,"1,680,000,000","1,523,000,000","1,217,801,000","860,115,000","645,169,000","643,894,000","535,962,000","367,512,000","264,453,000","162,426,000","118,659,000","92,328,000","70,712,000","48,536,000","30,043,000","18,314,000","10,782,000","13,636,000","15,665,000","13,889,000","21,800,000","4,200,000"
			AccountsReceivable,"1,680,000,000","1,523,000,000","1,217,801,000","860,115,000","645,169,000","643,894,000","535,962,000","367,512,000","264,453,000","162,426,000","118,659,000","92,328,000","70,712,000","48,536,000","30,043,000","18,314,000","10,782,000","13,636,000","15,665,000",,,
				GrossAccountsReceivable,"1,729,000,000","1,584,000,000","1,257,083,000","885,680,000","660,183,000","658,106,000","550,078,000","377,834,000","270,556,000","168,779,000",,,,,,"19,704,000",,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-49,000,000","-61,000,000","-39,282,000","-25,565,000","-15,014,000","-14,212,000","-14,116,000","-10,322,000","-6,103,000","-6,353,000",,,,,,"-1,390,000",,,,,,
		PrepaidAssets,"843,000,000","600,000,000","415,527,000","241,449,000","258,751,000","178,050,000","107,102,000","84,290,000","104,202,000","61,211,000","36,828,000","23,463,000","33,080,000","20,534,000","18,245,000","6,578,000","4,778,000","6,348,000","5,038,000",,,
