name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalRevenue,"979,203,000","967,775,000","853,826,000","452,477,000","191,454,000","37,172,000","25,111,000","31,338,000","47,450,000","289,636,000","185,045,000","151,759,000","117,859,000","113,470,000","98,670,000","75,961,000","52,857,000","51,540,000","44,322,000","41,006,000","24,759,000","10,500,000","2,272,000"
	OperatingRevenue,"979,203,000","967,775,000","853,826,000","452,477,000","191,454,000","37,172,000","25,111,000","31,338,000","47,450,000","289,636,000","185,045,000","151,759,000","117,859,000","113,470,000","98,670,000","75,961,000","52,857,000","51,540,000","44,322,000","41,006,000","24,759,000","10,500,000","2,272,000"
CostOfRevenue,"34,885,000","33,097,000","26,348,000","15,066,000","6,552,000","3,895,000","2,043,000","1,118,000",,"0","0","0",,,,,,,,,"18,597,000","5,700,000",
GrossProfit,"944,318,000","934,678,000","827,478,000","437,411,000","184,902,000","33,277,000","23,068,000","30,220,000",,"289,636,000","185,045,000","151,759,000",,,,,,,,,"43,356,000","16,200,000",
OperatingExpense,"606,598,000","565,208,000","388,623,000","271,533,000","212,112,000","153,656,000","239,930,000","229,721,000","160,715,000","189,965,000","243,698,000","273,666,000","298,852,000","307,453,000","225,424,000","169,952,000","159,408,000","146,874,000","131,438,000","109,647,000","86,220,000","35,000,000","17,568,000"
	SellingGeneralAndAdministration,"231,046,000","228,244,000","206,366,000","159,362,000","116,145,000","57,305,000","50,829,000","50,958,000","31,837,000","33,129,000","33,020,000","38,964,000","36,892,000","44,940,000","39,123,000","27,731,000","20,905,000","18,586,000","18,758,000","19,166,000","18,907,000","7,600,000","5,472,000"
		GeneralAndAdministrativeExpense,,,"206,366,000","159,362,000","116,145,000","57,305,000","50,829,000","50,958,000","31,837,000",,,,,,,,,,,,,,
			OtherGandA,,,"206,366,000","159,362,000","116,145,000","57,305,000","50,829,000","50,958,000","31,837,000",,,,,,,,,,,,,,
	ResearchAndDevelopment,"375,552,000","336,964,000","182,257,000","112,171,000","95,967,000","96,351,000","189,101,000","178,763,000","128,878,000","156,836,000","210,678,000","234,702,000","257,390,000","225,375,000","185,481,000","141,135,000","137,724,000","127,622,000","112,014,000","82,700,000","48,456,000","21,700,000","12,096,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,"0",,"202,000","820,000","1,086,000","779,000","666,000","666,000","5,092,000","18,857,000","5,700,000",
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,"0",,"202,000","820,000","1,086,000","779,000","666,000","666,000","5,092,000","18,857,000","5,700,000",
			Amortization,,,,,,,,,,,,"0",,"202,000","820,000","1,086,000","779,000","666,000","666,000","5,092,000",,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,"0",,"202,000","820,000","1,086,000","779,000","666,000","666,000","5,092,000",,,
	OtherOperatingExpenses,,,,,,,,,,,,,"4,570,000","36,936,000",,,,,,"2,689,000",,,
OperatingIncome,"337,720,000","369,470,000","438,855,000","165,878,000","-27,210,000","-120,379,000","-216,862,000","-199,501,000","-113,265,000","99,671,000","-58,653,000","-121,907,000","-180,993,000","-193,983,000","-126,754,000","-93,991,000","-106,551,000","-95,334,000","-87,116,000","-68,641,000","-42,864,000","-18,800,000","-15,296,000"
NetNonOperatingInterestIncomeExpense,"29,092,000","27,959,000","12,840,000","-3,796,000","-28,197,000","-48,261,000","-44,266,000","-44,124,000","-25,102,000","-14,797,000","-9,202,000","-11,162,000",,,,,,,,,,,
	InterestIncomeNonOperating,"29,092,000","27,959,000","12,840,000","4,883,000","4,863,000","412,000","4,341,000","1,223,000","1,986,000","1,462,000","138,000","1,510,000",,,,,,,,,,,
	InterestExpenseNonOperating,,"0","0","8,679,000","33,060,000","48,673,000","48,607,000","45,347,000","27,088,000","16,259,000","9,340,000","12,672,000",,,,,,,,,,,
OtherIncomeExpense,"661,000","680,000","397,000","-3,505,000","-14,815,000","-1,042,000","-7,596,000","-1,231,000","-9,171,000","-7,882,000","-24,547,000","-7,774,000","1,680,000","36,936,000",,"-5,000","-28,548,000","-329,000","-449,000","-9,364,000","-38,094,000",,
	SpecialIncomeCharges,,,"0","32,000","-14,815,000","-1,042,000","-7,596,000","-1,231,000","-9,171,000","-7,882,000","-24,547,000","-7,774,000","1,680,000","36,936,000",,"-5,000","-28,548,000","-329,000","-449,000","-9,364,000","-38,094,000",,
		RestructuringAndMergernAcquisition,,,"0","-32,000","914,000","1,042,000","7,596,000","1,231,000","9,171,000","10,136,000","32,744,000","0","-1,680,000","-36,936,000",,,"2,275,000","925,000","708,000",,,,
		OtherSpecialCharges,,,,,"13,901,000",,,,,,,,,,,,"26,273,000","-596,000","-259,000",,,,
		GainOnSaleOfBusiness,,,,,,,,"0","0","2,254,000","8,197,000","-7,774,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"661,000","680,000","397,000","-3,537,000",,,,,,,,,,,,,,,,,,,
PretaxIncome,"367,473,000","398,109,000","452,092,000","158,577,000","-70,222,000","-169,682,000","-268,724,000","-244,856,000","-147,538,000","76,992,000","-92,402,000","-140,843,000",,,,"-94,810,000","-137,245,000","-95,119,000","-84,534,000",,,,"-15,666,000"
TaxProvision,"73,624,000","77,097,000","-237,978,000","4,350,000","0","55,000","-182,000","-96,000","107,000","1,295,000","-72,000","-1,286,000",,,,,,"-345,000","345,000",,,,
NetIncomeCommonStockholders,"293,849,000","321,012,000","690,070,000","153,860,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-135,220,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-86,130,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
	NetIncome,"293,849,000","321,012,000","690,070,000","154,227,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-135,220,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-86,130,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
		NetIncomeIncludingNoncontrollingInterests,"293,849,000","321,012,000","690,070,000","154,227,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-139,557,000","-175,570,000","-111,022,000","-123,189,000","-94,810,000","-137,245,000","-94,774,000","-86,130,000","-71,186,000","-75,412,000","-18,700,000","-15,666,000"
			NetIncomeContinuousOperations,"293,849,000","321,012,000","690,070,000","154,227,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-139,557,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-84,879,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,"-1,251,000",,,,"0"
		MinorityInterests,,,,,,,,,,"0","0","4,337,000","12,716,000","24,641,000","21,697,000","10,406,000",,,,,"101,000",,
	OtherunderPreferredStockDividend,,,,"367,000",,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,"22,000",,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"293,849,000","321,012,000","690,070,000","153,882,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-135,220,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-86,130,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
BasicEPS,,,"2.32","0.52","-0.28","-0.81","-1.38","-1.33","-0.92","0.6","-0.85","-1.26","-1.54","-0.87","-1.17","-1.07","-1.89","-1.45","-1.52","-1.53","-2.43","-0.67","-7.88"
DilutedEPS,,,"2.21","0.49","-0.28","-0.81","-1.38","-1.33","-0.92","0.58","-0.85","-1.26","-1.54","-0.87","-1.17","-1.07","-1.89","-1.45","-1.52","-1.53","-2.43","-0.67","-7.88"
BasicAverageShares,,,"297,892,000","293,588,000","250,531,000","209,227,000","194,299,000","184,062,000","160,138,000","126,018,000","108,522,000","107,073,000","105,498,000","99,147,000","86,602,000","78,810,000","72,504,000","65,387,000","56,615,000","46,485,000","31,031,000","42,766,000","1,988,000"
DilutedAverageShares,,,"312,803,000","312,003,000","250,531,000","209,227,000","194,299,000","184,062,000","160,138,000","130,479,000","108,522,000","107,073,000","105,498,000","99,147,000","86,602,000","78,810,000","72,504,000","65,387,000","56,615,000","46,485,000","31,031,000","42,766,000","1,988,000"
TotalOperatingIncomeAsReported,"337,720,000","369,470,000","438,855,000","165,910,000","-28,124,000","-121,421,000","-224,458,000","-200,732,000","-122,436,000","89,535,000","-91,397,000","-121,907,000","-179,313,000","-157,047,000","-126,754,000","-93,991,000","-135,202,000","-96,259,000","-87,824,000","-75,314,000","-42,864,000","-18,800,000","-15,296,000"
TotalExpenses,"641,483,000","598,305,000","414,971,000","286,599,000","218,664,000","157,551,000","241,973,000","230,839,000","160,715,000","189,965,000","243,698,000","273,666,000","298,852,000","307,453,000","225,424,000","169,952,000","159,408,000","146,874,000","131,438,000","109,647,000","67,623,000","29,300,000","17,568,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"293,849,000","321,012,000","690,070,000","154,227,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-135,220,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-86,130,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
NormalizedIncome,"293,849,000","321,012,000","690,070,000","154,195,877.807","-55,407,000","-169,111,800","-260,951,144.58","-243,529,482.635","-141,683,850","83,446,425.317","-67,802,127.118","-127,516,982.328","-163,946,000","-110,389,400","-101,492,000","-84,399,000","-108,697,000","-94,446,193.295","-84,609,600","-65,567,600","-52,454,600","-18,700,000","-15,666,000"
InterestIncome,"29,092,000","27,959,000","12,840,000","4,883,000","4,863,000","412,000","4,341,000","1,223,000","1,986,000","1,462,000","138,000","1,510,000",,,,,,,,,,,
InterestExpense,,"0","0","8,679,000","33,060,000","48,673,000","48,607,000","45,347,000","27,088,000","16,259,000","9,340,000","12,672,000",,,,,,,,,,,
NetInterestIncome,"29,092,000","27,959,000","12,840,000","-3,796,000","-28,197,000","-48,261,000","-44,266,000","-44,124,000","-25,102,000","-14,797,000","-9,202,000","-11,162,000",,,,,,,,,,,
EBIT,"366,359,000","398,109,000","452,092,000","167,256,000","-37,162,000","-121,009,000","-220,117,000","-199,509,000","-120,450,000","93,251,000","-83,062,000","-128,171,000","-180,993,000","-193,983,000","-126,754,000","-93,991,000","-106,551,000","-95,334,000","-87,116,000","-68,641,000","-42,864,000","-18,800,000","-15,296,000"
EBITDA,"374,920,000"
ReconciledCostOfRevenue,"34,885,000","33,097,000","26,348,000","15,066,000","6,552,000","3,895,000","2,043,000","1,118,000",,"0","0","0",,,,,,,,,"18,597,000","5,700,000",
ReconciledDepreciation,"8,561,000","8,348,000","7,769,000","1,187,000","1,002,000","1,406,000","2,391,000","3,147,000","5,717,000","6,822,000","10,543,000","12,595,000","13,227,000","11,332,000","16,910,000","17,755,000","17,494,000","17,745,000","16,702,000","15,208,000","18,857,000","5,700,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"293,849,000","321,012,000","690,070,000","154,227,000","-70,222,000","-169,737,000","-268,542,000","-244,760,000","-147,645,000","75,697,000","-92,330,000","-135,220,000","-162,854,000","-86,381,000","-101,492,000","-84,404,000","-137,245,000","-94,774,000","-84,879,000","-71,186,000","-75,311,000","-18,700,000","-15,666,000"
TotalUnusualItemsExcludingGoodwill,,,"0","32,000","-14,815,000","-1,042,000","-7,596,000","-1,231,000","-9,171,000","-7,882,000","-24,547,000","-7,774,000","1,680,000","36,936,000",,"-5,000","-28,548,000","-329,000","-449,000","-9,364,000","-38,094,000",,
TotalUnusualItems,,,"0","32,000","-14,815,000","-1,042,000","-7,596,000","-1,231,000","-9,171,000","-7,882,000","-24,547,000","-7,774,000","1,680,000","36,936,000",,"-5,000","-28,548,000","-329,000","-449,000","-9,364,000","-38,094,000",,
NormalizedEBITDA,"374,920,000","406,457,000","459,861,000","168,411,000","-21,345,000","-118,561,000","-210,130,000","-195,131,000","-105,562,000","107,955,000","-47,972,000","-107,802,000","-169,446,000","-219,587,000","-109,844,000","-76,231,000","-60,509,000","-77,260,000","-69,965,000","-44,069,000","14,087,000","-13,100,000","-15,296,000"
TaxRateForCalcs,"0.2","0.194","0.27","0.027","0","0.4","0.001","0","0.35","0.017","0.001","0.009","0.35","0.35","0.4","0","0","0.004","0.4","0.4","0.4","0.4","0"
TaxEffectOfUnusualItems,"0","0","0","877.807","0","-416,800","-5,144.58","-482.635","-3,209,850","-132,574.683","-19,127.118","-70,982.328","588,000","12,927,600","0","0","0","-1,193.295","-179,600","-3,745,600","-15,237,600","0","0"
