name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalRevenue,"5,755,189,000","5,755,189,000","5,657,919,000","5,538,640,000","5,435,229,000","5,266,103,000","4,870,818,000","5,170,138,000","4,880,084,000","4,306,432,000","3,957,630,000","3,775,216,000","3,783,155,000","3,650,799,000","3,332,154,000","3,166,853,000","2,641,751,000","2,313,653,000","2,185,802,000","2,048,835,000","2,020,751,000","1,892,703,000","1,405,559,000","1,073,400,000","757,300,000","557,000,000","473,700,000","405,900,000"
	OperatingRevenue,"5,356,713,000","5,356,713,000","3,766,997,000","3,708,739,000","3,663,881,000","3,494,883,000","3,307,625,000","3,552,403,000","3,339,958,000","4,306,432,000","3,957,630,000","3,775,216,000","3,783,155,000","3,780,963,000","3,332,154,000","3,247,822,000","2,722,104,000","2,408,152,000","2,185,802,000","2,112,440,000","2,094,165,000","1,941,500,000","1,433,200,000","1,073,400,000","757,300,000","557,000,000","473,700,000","405,900,000"
CostOfRevenue,"1,021,644,000","1,021,644,000","1,007,964,000","980,080,000","971,147,000","960,192,000","882,803,000","1,040,835,000","1,005,190,000","436,571,000","414,264,000","425,703,000","455,874,000",,,,,,,,,,,,,,,
GrossProfit,"4,733,545,000","4,733,545,000","4,649,955,000","4,558,560,000","4,464,082,000","4,305,911,000","3,988,015,000","4,129,303,000","3,874,894,000","3,869,861,000","3,543,366,000","3,349,513,000","3,327,281,000",,,,,,,,,,,,,,,
OperatingExpense,"1,825,714,000","1,825,714,000","1,738,868,000","1,756,220,000","1,743,254,000","1,637,038,000","1,602,673,000","1,713,614,000","1,660,720,000","1,934,719,000","1,731,082,000","1,745,468,000","1,766,404,000","2,060,673,000","2,011,925,000","1,961,430,000","1,588,152,000","1,328,287,000","1,247,064,000","1,215,417,000","1,120,183,000","1,038,458,000","763,347,000","-544,200,000","-391,500,000","-289,000,000","-246,800,000","-228,500,000"
	SellingGeneralAndAdministration,"185,204,000","185,204,000","197,784,000","202,837,000","207,883,000","195,183,000","196,614,000","186,013,000","175,934,000","395,435,000","296,747,000","319,170,000","370,514,000","250,537,000","234,466,000","227,452,000","85,840,000","76,848,000","61,327,000","64,941,000","65,797,000","65,843,000","50,754,000","32,900,000","24,800,000","13,500,000","12,600,000","9,900,000"
		GeneralAndAdministrativeExpense,"34,860,000","34,860,000","46,543,000","51,972,000","65,082,000","60,329,000","59,958,000","59,803,000","57,144,000","288,433,000","199,553,000","219,908,000","273,731,000","156,197,000","145,986,000","135,075,000","16,781,000","15,083,000",,,,,,,,,,
			SalariesAndWages,,,,,,,,,,,,,,"19,587,000","16,652,000","17,701,000","16,781,000",,,,,,,,,,,
			OtherGandA,"34,860,000","34,860,000","46,543,000","51,972,000","65,082,000","60,329,000","59,958,000","59,803,000","57,144,000","288,433,000","199,553,000","219,908,000","273,731,000","136,610,000","129,334,000","117,374,000",,"15,083,000",,,,,,,,,,
		SellingAndMarketingExpense,"150,344,000","150,344,000","151,241,000","150,865,000","142,801,000","134,854,000","136,656,000","126,210,000","118,790,000","107,002,000","97,194,000","99,262,000","96,783,000","94,340,000","88,480,000","92,377,000","69,059,000","61,765,000","61,327,000","64,941,000","65,797,000","65,843,000","50,754,000","32,900,000","24,800,000","13,500,000","12,600,000","9,900,000"
