name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993
TotalAssets,"14,194,500,000","10,961,012,000","5,234,812,000","4,974,484,000","5,138,752,000","2,236,430,000","2,183,991,000","5,644,057,000","4,606,346,000","4,462,879,000","4,712,616,000","5,189,676,000","4,967,032,000","4,514,082,000","4,190,404,000","1,643,407,000","1,609,599,000","765,480,000","679,377,000","439,900,000","190,600,000","160,800,000","158,900,000","96,700,000","27,500,000","21,900,000","18,400,000"
	CurrentAssets,"642,800,000","677,658,000","401,032,000","399,265,000","372,476,000","386,006,000","508,861,000","487,140,000","415,789,000","465,953,000","938,448,000","906,303,000","302,703,000","401,963,000","306,342,000","174,203,000","189,743,000","94,439,000","70,106,000","40,845,000","18,000,000","14,100,000","29,000,000","11,600,000","9,800,000","7,200,000","2,500,000"
		CashCashEquivalentsAndShortTermInvestments,"437,400,000","479,598,000","277,953,000","229,510,000","237,009,000","208,673,000","292,995,000","260,467,000","238,440,000","246,385,000","713,118,000","746,278,000","174,372,000","168,515,000","132,620,000","87,620,000","106,969,000","55,121,000","38,378,000","23,287,000","9,400,000","6,800,000","21,900,000","5,600,000","7,500,000","5,500,000","1,000,000"
			CashAndCashEquivalents,"437,400,000","479,598,000","277,953,000","229,510,000","237,009,000","208,673,000","292,995,000","260,467,000","238,440,000","246,385,000","713,118,000","746,278,000","174,372,000","168,515,000","132,620,000","87,620,000","106,969,000","55,121,000","38,378,000","23,287,000","9,400,000","6,800,000","21,900,000","5,600,000","7,500,000","5,500,000","1,000,000"
		Receivables,"88,700,000","106,837,000","62,805,000","61,855,000","45,186,000","41,618,000","52,538,000","53,720,000","56,527,000","44,463,000","80,166,000","43,574,000","56,427,000","153,829,000","98,792,000","40,812,000","28,304,000","19,418,000","19,367,000","10,341,000","4,800,000","3,800,000","2,300,000","4,300,000","1,600,000","1,300,000","900,000"
			AccountsReceivable,"39,400,000","106,837,000","62,805,000","61,855,000","45,186,000","41,618,000","52,538,000","53,720,000","55,455,000","44,463,000","46,672,000","43,574,000","56,427,000","53,829,000","47,632,000","40,812,000","28,304,000","19,418,000","19,367,000","10,341,000",,,,,,,
				GrossAccountsReceivable,"39,400,000","106,837,000","65,788,000","65,035,000","47,614,000","43,622,000","55,290,000","57,621,000","59,570,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,"-2,983,000","-3,180,000","-2,428,000","-2,004,000","-2,752,000","-3,901,000","-4,115,000",,,,,,,,,,,,,,,,,,
			OtherReceivables,"57,000,000",,,,,,,,"1,072,000",,"33,494,000",,,"100,000,000","51,160,000",,,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"-7,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"76,700,000","62,971,000","43,780,000","59,707,000","76,784,000","68,947,000","62,724,000","94,620,000","39,801,000","72,393,000","121,545,000","95,386,000","52,825,000","57,432,000","26,780,000","27,497,000","37,185,000","15,495,000","7,751,000",,,,,,,,
		CurrentDeferredAssets,,,,,,"55,579,000","71,093,000","39,793,000","32,306,000","25,206,000","23,619,000","21,065,000","19,079,000","22,187,000","48,150,000","18,274,000","17,285,000","4,405,000","4,610,000",,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,"55,579,000","71,093,000","39,793,000","32,306,000","25,206,000","23,619,000","21,065,000","19,079,000","22,187,000","48,150,000","18,274,000","17,285,000","4,405,000","4,610,000",,,,,,,,
		OtherCurrentAssets,"40,000,000","28,252,000","16,494,000","48,193,000","13,497,000","11,189,000","29,511,000","38,540,000","48,715,000","77,506,000",,,,,,,,,,"7,217,000","3,800,000","3,500,000","4,800,000","1,700,000","700,000","400,000","600,000"
	TotalNonCurrentAssets,"13,551,700,000","10,283,354,000","4,833,780,000","4,575,219,000","4,766,276,000","1,850,424,000","1,675,130,000","5,156,917,000","4,190,557,000","3,996,926,000","3,774,168,000","4,283,373,000","4,664,329,000","4,112,119,000","3,884,062,000","1,469,204,000","1,419,856,000","671,041,000","609,271,000","399,055,000","172,600,000","146,700,000","129,900,000","85,100,000","17,700,000","14,700,000","15,900,000"
		NetPPE,"9,957,500,000","6,868,768,000","2,756,669,000","2,820,383,000","2,980,068,000","769,145,000","497,457,000","2,730,797,000","2,277,200,000","1,965,774,000","1,837,504,000","1,812,131,000","1,688,393,000","1,365,871,000","1,059,892,000","597,394,000","740,507,000","450,886,000","389,919,000","288,316,000","126,900,000","120,800,000","103,200,000","58,700,000","15,700,000","12,600,000","10,100,000"
			GrossPPE,"12,642,600,000","9,247,208,000","4,939,294,000","4,790,942,000","4,728,011,000","1,743,950,000","1,411,099,000","4,014,770,000","3,372,277,000","2,895,094,000","2,587,118,000","2,408,382,000","2,130,612,000","1,684,316,000","1,267,607,000","788,810,000","892,842,000","542,091,000","447,982,000","319,898,000","147,700,000","136,500,000","114,200,000","66,700,000","22,400,000","18,500,000","15,400,000"
