name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
TotalAssets,"35,713,000,000","35,174,000,000","40,933,000,000","25,258,000,000","25,791,000,000","24,695,000,000","25,224,000,000","24,216,000,000","22,194,000,000","22,095,000,000","21,519,999,200","22,473,122,000"
	CurrentAssets,"3,284,000,000","3,195,000,000","5,008,000,000","6,822,000,000","6,473,000,000","4,195,000,000","5,610,000,000","4,579,000,000","3,911,000,000","2,775,000,000","2,391,576,400","2,735,816,000"
		CashCashEquivalentsAndShortTermInvestments,"186,000,000","781,000,000","610,000,000","3,720,000,000","4,105,000,000","883,000,000","2,452,000,000","1,160,000,000","495,000,000","300,000,000","154,970,800","186,201,000"
			CashAndCashEquivalents,"186,000,000","781,000,000","610,000,000","3,720,000,000","4,105,000,000","883,000,000","2,452,000,000","1,160,000,000","495,000,000","300,000,000","154,970,800","186,201,000"
				CashFinancial,"108,000,000","155,000,000","547,000,000","542,000,000","323,000,000","458,000,000","363,000,000","339,000,000",,,,
				CashEquivalents,"78,000,000","626,000,000","63,000,000","3,178,000,000","3,782,000,000","425,000,000","2,089,000,000","821,000,000",,,,
		Receivables,"1,507,000,000","1,193,000,000","1,834,000,000","1,717,000,000","1,186,000,000","1,554,000,000","1,834,000,000","1,803,000,000","1,743,000,000","1,432,000,000","1,300,498,200","1,108,687,000"
			AccountsReceivable,"206,000,000","251,000,000","193,000,000","29,000,000","61,000,000","1,582,000,000","1,874,000,000","232,000,000","251,000,000","1,055,000,000","915,165,400","727,766,000"
			NotesReceivable,,,"0","50,000,000",,,,,,,,
			AccruedInterestReceivable,,,,,,,"0","23,000,000","28,000,000",,,
			TaxesReceivable,"10,000,000","0","68,000,000","6,000,000","6,000,000","28,000,000","15,000,000",,"0","31,000,000","39,789,800","0"
			DuefromRelatedPartiesCurrent,"52,000,000","274,000,000","145,000,000","11,000,000","48,000,000","62,000,000","179,000,000","414,000,000",,,,
			OtherReceivables,"1,239,000,000","668,000,000","1,428,000,000","1,621,000,000","1,071,000,000","1,464,000,000","1,640,000,000","1,134,000,000","1,464,000,000","346,000,000","345,543,000","380,921,000"
		Inventory,"1,532,000,000","1,013,000,000","1,389,000,000","1,237,000,000","810,000,000","1,224,000,000","1,259,000,000","1,288,000,000","1,291,000,000","880,000,000","875,375,600","612,151,000"
			RawMaterials,"87,000,000","87,000,000","77,000,000","55,000,000","50,000,000","42,000,000","39,000,000","29,000,000","1,104,000,000","21,000,000","18,847,800","18,255,000"
			FinishedGoods,"1,445,000,000","926,000,000","1,312,000,000","1,182,000,000","760,000,000","1,182,000,000","1,220,000,000","1,259,000,000","186,000,000","859,000,000","856,527,800","593,896,000"
			OtherInventories,,,,,,,,,"1,000,000",,,
		PrepaidAssets,"54,000,000","45,000,000","64,000,000","127,000,000","71,000,000","56,000,000","55,000,000","45,000,000","34,000,000",,,
		AssetsHeldForSaleCurrent,,"0","1,048,000,000",,,,"0","0","116,000,000",,,
		HedgingAssetsCurrent,"5,000,000","163,000,000","63,000,000","21,000,000","301,000,000","478,000,000","10,000,000","283,000,000",,,,
		OtherCurrentAssets,,,,,,,,,"232,000,000","163,000,000","60,731,800","828,777,000"
	TotalNonCurrentAssets,"32,429,000,000","31,979,000,000","35,925,000,000","18,436,000,000","19,318,000,000","20,500,000,000","19,614,000,000","19,637,000,000","18,283,000,000","19,320,000,000","19,128,422,800","19,737,306,000"
		NetPPE,"29,946,000,000","29,483,000,000","33,269,000,000","18,011,000,000","18,910,000,000","20,188,000,000","18,807,000,000","17,437,000,000","15,204,000,000","15,530,000,000","15,221,692,700","14,920,420,000"
			GrossPPE,"38,635,000,000","36,009,000,000","37,675,000,000","40,192,000,000","39,630,000,000","38,716,000,000","35,652,000,000","32,692,000,000","28,933,000,000","29,020,000,000","27,491,610,500","25,769,975,000"
				Properties,"30,152,000,000","29,164,000,000","31,447,000,000","33,859,000,000","33,387,000,000","33,655,000,000","31,149,000,000","28,526,000,000","880,000,000",,,
				MachineryFurnitureEquipment,"6,546,000,000","5,632,000,000","5,061,000,000","5,259,000,000","5,206,000,000","4,151,000,000","3,654,000,000","3,399,000,000","4,001,000,000",,,
				OtherProperties,"1,428,000,000","1,213,000,000","1,167,000,000","1,074,000,000","1,037,000,000","910,000,000","849,000,000","767,000,000","24,052,000,000",,,
				Leases,"509,000,000",,,,,,,,,,,
			AccumulatedDepreciation,"-8,689,000,000","-6,526,000,000","-4,406,000,000","-22,181,000,000","-20,720,000,000","-18,528,000,000","-16,845,000,000","-15,255,000,000","-13,729,000,000","-13,490,000,000","-12,269,917,800","-10,849,555,000"
		GoodwillAndOtherIntangibleAssets,"2,373,000,000","2,272,000,000","2,272,000,000","242,000,000","242,000,000","242,000,000","739,000,000","739,000,000","1,132,000,000","1,146,000,000","1,146,574,500","1,139,112,000"
			Goodwill,"2,272,000,000","2,272,000,000","2,272,000,000","242,000,000","242,000,000","242,000,000","739,000,000","739,000,000","1,132,000,000","1,146,000,000","1,146,574,500","1,139,112,000"
			OtherIntangibleAssets,"101,000,000",,,,,,,,,,,
		InvestmentsAndAdvances,"52,000,000","38,000,000","37,000,000","35,000,000","46,000,000","36,000,000","32,000,000",,,,,
