name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalRevenue,"936,682,000","936,682,000","881,316,000","812,052,000","742,551,000","635,774,000","599,539,000","591,536,000","578,999,000","575,337,000","570,844,000","571,060,000","608,094,000","518,220,000","433,663,000","393,788,000","320,431,000","315,306,000","277,749,000","232,632,000"
CostOfRevenue,"298,163,000","298,163,000","280,867,000","258,034,000","237,863,000","210,418,000","201,841,000","194,880,000","190,397,000","187,881,000","177,482,000","172,195,000",,,,,,,,
GrossProfit,"638,519,000","638,519,000","600,449,000","554,018,000","504,688,000","425,356,000","397,698,000","396,656,000","388,602,000","387,456,000","393,362,000","398,865,000",,,,,,,,
OperatingExpense,"395,811,000","395,811,000","348,505,000","312,995,000","283,871,000","235,829,000","229,844,000","217,965,000","212,792,000","234,982,000","253,335,000","250,507,000","453,860,000","376,988,000","323,296,000","254,853,000","213,578,000","206,290,000","175,765,000","139,377,000"
	SellingGeneralAndAdministration,"38,068,000","38,068,000","38,641,000","36,234,000","34,957,000","30,496,000","27,332,000","26,614,000","27,943,000","29,286,000","28,305,000","23,887,000","188,770,000","150,245,000","48,064,000","6,457,000",,,"3,877,000",
	OperatingExpense,"395,811,000","395,811,000","348,505,000","312,995,000","283,871,000","235,829,000","229,844,000","217,965,000","212,792,000","234,982,000","253,335,000","250,507,000","453,860,000","376,988,000","323,296,000","254,853,000","213,578,000","206,290,000","175,765,000","139,377,000"
OperatingIncome,"242,708,000","242,708,000","251,944,000","241,023,000","220,817,000","189,527,000","167,854,000","178,691,000","175,810,000","152,474,000","140,027,000","148,358,000","154,234,000","141,232,000","110,367,000","138,935,000","106,853,000","109,016,000","101,984,000","93,255,000"
InterestExpense,"143,308,000","143,308,000","133,402,000","145,176,000","146,148,000","135,453,000","128,507,000","130,548,000","146,693,000","148,455,000","166,907,000","184,797,000","193,727,000","160,616,000",,,,,,
OtherIncomeExpense,"319,298,000","319,298,000","10,070,000","8,580,000","21,421,000","14,681,000","13,507,000","4,694,000","-772,000","-1,761,000","-6,076,000","2,282,000",,,"6,795,000",,,,,
PretaxIncome,"418,698,000","418,698,000","128,612,000","104,427,000","96,090,000","68,755,000","52,854,000","52,837,000","28,345,000","2,258,000",,,,,,,,,,
NetIncomeContinuousOperations,"418,698,000","418,698,000","128,612,000","104,427,000","96,090,000","68,755,000","52,854,000","52,837,000","28,345,000","2,258,000","-32,956,000","-34,157,000","-35,913,000","-18,689,000","-36,953,000","-16,520,000","-56,765,000","7,386,000","5,402,000","6,494,000"
NetIncome,"363,713,000","363,713,000","116,086,000","94,443,000","85,397,000","58,384,000","44,621,000","45,311,000","22,942,000","1,451,000","-26,423,000","-27,064,000","-27,993,000","-13,008,000","-36,953,000","-16,520,000","-56,591,000","7,625,000","16,872,000","6,494,000"
NetIncomeCommonStockholders,"362,119,000","362,119,000","115,540,000","94,443,000","84,929,000","58,384,000","44,621,000","45,311,000","22,942,000","1,451,000","-26,423,000","-27,064,000","-27,993,000","-13,008,000","-36,953,000","-16,520,000","-56,591,000","7,625,000","16,872,000","6,494,000"
BasicEPS,,,"0.68","0.58","0.569","0.398","0.31","0.32","0.16","0.01","-0.22","-0.22","-0.23","-0.12","-0.32","-0.145","-0.495","0.067","0.148","0.057"
DilutedEPS,,,"0.68","0.58","0.554","0.386","0.3","0.31","0.16","0.01","-0.22","-0.22","-0.23","-0.12","-0.32","-0.145","-0.495","0.067","0.148","0.057"
BasicAverageShares,,,"169,893,000","160,905,000","149,299,000","146,089,000","144,013,000","142,556,000","139,791,000","126,187,000","122,715,000","121,553,000","120,726,000","112,645,587","115,005,925","114,282,812","114,282,812","114,282,812","114,282,812","114,282,812"
DilutedAverageShares,,,"169,902,000","161,230,000","153,190,000","150,604,000","176,221,000","174,802,000","173,120,000","159,966,000","122,715,000","121,553,000","120,726,000","112,645,587","115,005,925","114,282,812","114,282,812","114,282,812","114,282,812","114,282,812"
Ebitda,,"919,749,000","571,878,000","526,364,000","491,152,000","409,541,000","383,873,000","374,736,000","359,887,000","356,409,000","365,057,000","374,978,000","403,986,000","350,825,000","238,344,000","252,105,000","106,853,000","109,016,000","178,737,000","93,255,000"
