name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,04/30/1990,04/30/1989,04/30/1988,04/30/1987,04/30/1986
TotalAssets,"1,639,384,000","1,526,371,000","1,488,673,000","1,528,552,000","1,601,030,000","1,179,157,000","1,162,258,000","920,063,000","793,064,000","846,550,000","1,021,898,000","894,143,000","706,365,000","622,139,000","289,515,000","167,801,000","123,795,000","105,010,000","103,258,000","112,950,000","62,400,000","45,400,000","38,400,000","32,500,000","29,400,000","17,500,000","13,700,000","10,300,000","8,600,000","8,000,000","8,500,000","8,700,000","11,500,000","9,100,000","7,800,000"
	CurrentAssets,"809,959,000","734,838,000","662,324,000","732,782,000","750,551,000","686,805,000","650,085,000","491,410,000","426,798,000","540,752,000","750,619,000","296,760,000","538,009,000","478,846,000","200,732,000","92,086,000","67,833,000","50,938,000","48,943,000","61,390,000","37,600,000","27,400,000","29,100,000","25,200,000","25,900,000","15,900,000","12,000,000","9,100,000","7,000,000","6,300,000","6,900,000","6,600,000","9,800,000","8,100,000","6,600,000"
		CashCashEquivalentsAndShortTermInvestments,"263,215,000","248,552,000","208,378,000","277,644,000","283,120,000","254,726,000","219,557,000","157,121,000","129,510,000","270,901,000","538,553,000","103,496,000","379,651,000","339,896,000","113,636,000","18,970,000","12,847,000","7,284,000","8,103,000","4,476,000","3,600,000","2,400,000","2,300,000","1,800,000","500,000","1,700,000","800,000","1,300,000","900,000","400,000","1,600,000","200,000","900,000","400,000","900,000"
			CashAndCashEquivalents,"258,390,000","241,053,000","203,820,000","247,802,000","218,435,000","243,000,000","196,635,000","157,121,000","129,510,000","270,901,000","241,953,000","103,496,000","56,179,000","48,888,000","73,288,000","18,970,000","12,847,000","7,284,000","8,103,000","4,476,000","3,600,000","2,400,000","2,300,000","1,800,000","500,000","1,700,000","800,000","1,300,000","900,000","400,000","1,600,000","200,000","900,000","400,000","900,000"
			OtherShortTermInvestments,"4,825,000","7,499,000","4,558,000","29,842,000","64,685,000","11,726,000","22,922,000",,,"0","296,600,000","0","323,472,000","291,008,000","40,348,000",,,,,,,,,,,,,,,,,,,,
		Receivables,"260,322,000","228,405,000","200,112,000","217,217,000","218,496,000","188,248,000","192,267,000","152,073,000","132,408,000","129,207,000","102,989,000","74,574,000","89,578,000","77,705,000","54,618,000","43,776,000","30,573,000","22,172,000","17,393,000","20,053,000","15,100,000","9,600,000","11,400,000","8,400,000","8,000,000","6,100,000","4,500,000","3,000,000","2,500,000","2,300,000","2,100,000","2,200,000","2,400,000","2,500,000","2,100,000"
			AccountsReceivable,"260,322,000","228,405,000","200,112,000","217,217,000","218,496,000","188,248,000","192,267,000","152,073,000","132,408,000","129,207,000","102,989,000","74,574,000","89,578,000","77,705,000","54,618,000","43,776,000","30,573,000","22,172,000","17,393,000",,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"265,188,000","232,507,000","204,592,000","219,358,000","221,121,000","190,248,000","194,267,000","154,073,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-4,866,000","-4,102,000","-4,480,000","-2,141,000","-2,625,000","-2,000,000","-2,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"236,472,000","215,435,000","216,506,000","193,483,000","202,832,000","182,026,000","180,396,000","153,293,000","140,337,000","120,689,000","89,652,000","99,118,000","53,031,000","48,202,000","24,611,000","22,238,000","16,164,000","15,711,000","17,813,000","31,788,000","16,600,000","13,800,000","13,500,000","13,300,000","16,300,000","7,000,000","5,800,000","4,400,000","3,300,000","3,500,000","3,100,000","4,200,000","6,400,000","5,000,000","3,500,000"
