name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"552,419,581,000,000","459,600,510,000,000","426,305,656,000,000","395,680,324,000,000","370,539,622,000,000","338,021,804,000,000","311,296,843,000,000","300,848,489,000,000","288,117,481,000,000","270,032,589,000,000","254,909,916,000,000","260,973,133,000,000","221,747,324,440,141.78","167,239,033,467,079.53","153,472,085,592,762.84","138,641,698,000,000","142,983,780,000,000","64,782,833,904,426.98","55,102,000,000,000"
	CashCashEquivalentsAndFederalFundsSold,"29,608,316,000,000","18,501,060,000,000","23,827,291,000,000","20,348,210,000,000","23,238,603,000,000","21,892,538,000,000","17,826,407,000,000","14,751,281,000,000","14,730,932,000,000","15,869,427,000,000","17,170,956,000,000","14,440,622,000,000","10,226,765,002,954.15","9,936,765,693,231.96","8,117,443,792,131.74","7,299,955,000,000","6,258,213,750,000","1,772,355,871,283.52","2,396,000,000,000"
		CashAndCashEquivalents,"29,608,316,000,000","18,501,060,000,000","23,827,291,000,000","20,348,210,000,000","23,238,603,000,000","21,892,538,000,000","17,826,407,000,000","14,751,281,000,000","14,730,932,000,000","8,067,916,000,000","7,850,795,000,000","4,325,440,000,000","4,676,280,908,790.12","2,304,958,743,997.8","3,028,723,894,313.56","2,574,030,000,000","2,418,032,500,000","407,067,615,519.96","580,000,000,000"
			CashFinancial,"2,582,886,000,000",,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,"5,689,011,000,000","4,363,125,000,000","1,364,777,000,000","3,581,831,468,267.64","1,613,239,594,142.55","2,408,592,985,736.71","2,361,028,000,000","1,989,091,250,000","282,309,608,444.94",
			CashAndDueFromBanks,"22,033,009,000,000","17,348,626,000,000","22,668,598,000,000","19,181,165,000,000","22,024,404,000,000","20,584,838,000,000","16,472,509,000,000","13,394,331,000,000","14,730,932,000,000","2,378,905,000,000","3,487,670,000,000","2,960,663,000,000","1,094,449,440,522.48","691,719,149,855.25","620,130,908,576.85","213,002,000,000","428,941,250,000","124,758,007,075.02","580,000,000,000"
			InterestBearingDepositsAssets,"4,992,421,000,000","1,152,434,000,000","1,158,693,000,000","1,167,045,000,000","1,214,199,000,000","1,307,700,000,000","1,353,898,000,000","1,356,950,000,000",,,,,,,,,,,
		RestrictedCashAndInvestments,,,,,,,,,,"5,558,687,000,000","7,973,917,000,000","7,049,312,000,000","4,747,485,965,120.85","6,446,121,687,156.03","3,605,166,384,768.1","3,188,784,000,000","3,840,181,250,000","1,365,288,255,763.56",
			RestrictedCashAndCashEquivalents,,,,,,,,,,"5,558,687,000,000","7,973,917,000,000","7,049,312,000,000",,,,,,,
		MoneyMarketInvestments,,,,,,,,,,"2,242,824,000,000","1,346,244,000,000","3,065,870,000,000","802,998,129,043.18","1,185,685,262,078.13","1,483,553,513,050.08","1,537,141,000,000",,,"1,816,000,000,000"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,"2,242,824,000,000",,,"802,998,129,043.18","1,185,685,262,078.13","1,483,553,513,050.08","1,537,141,000,000",,,"1,816,000,000,000"
				SecurityAgreeToBeResell,,,,,,,,,,"2,242,824,000,000",,,,,,,,,"1,816,000,000,000"
	CustomerAcceptances,,,,,,,,,,"3,960,725,000,000",,,"1,701,600,190,873.31","1,351,964,867,711.7","1,858,962,726,729.36","1,944,255,000,000","2,479,715,000,000","927,886,120,680.96",
	SecuritiesAndInvestments,"158,126,261,000,000","110,327,072,000,000","99,150,970,000,000","87,579,830,000,000","76,040,746,000,000","71,890,949,000,000","66,029,671,000,000","64,591,649,000,000","59,755,523,000,000","39,984,999,000,000","40,405,513,000,000","38,442,248,000,000","41,278,769,750,432.34","28,497,422,072,594.64","29,632,561,217,318.96","26,590,564,000,000","28,291,588,750,000","14,784,097,266,622.28","6,038,000,000,000"
		TradingSecurities,,"0","28,464,296,000,000","26,695,953,000,000","22,638,449,000,000","24,362,176,000,000","18,033,298,000,000","14,018,894,000,000","11,954,266,000,000",,,,"10,188,287,474,782.69","4,613,642,317,222.29","4,459,297,493,285.31","6,102,156,000,000","3,541,626,250,000","1,064,876,630,717.42",
		AvailableForSaleSecurities,"53,163,143,000,000","43,534,766,000,000","3,579,057,000,000","3,416,102,000,000","3,244,166,000,000","2,737,375,000,000","3,360,765,000,000","2,585,111,000,000","35,906,593,000,000","27,397,981,000,000","27,611,895,000,000","29,746,104,000,000","31,090,482,275,649.65","23,883,779,755,372.35","25,173,263,724,033.65","20,488,408,000,000","24,749,962,500,000","13,719,220,635,904.86",
		HeldToMaturitySecurities,"45,582,065,000,000","28,478,136,000,000","24,990,680,000,000","19,805,084,000,000","16,192,060,000,000","13,373,384,000,000","11,031,307,000,000","11,659,215,000,000","11,894,664,000,000","12,587,018,000,000","12,793,618,000,000","8,696,144,000,000",,,,,,,"6,038,000,000,000"
		OtherShortTermInvestments,"59,381,053,000,000","38,314,170,000,000","42,116,937,000,000","37,662,691,000,000","33,966,071,000,000","31,418,014,000,000","33,604,301,000,000","36,328,429,000,000","275,123,000,000",,,,,,,,,,
