name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011
TotalRevenue,"25,576,204,000","7,618,159,000","6,882,214,000","6,295,247,000","4,780,584,000","4,640,924,000","4,100,472,000","3,773,230,000","3,248,931,000","3,626,538,000","3,092,305,000","2,608,991,000","2,266,958,000","2,484,150,000","2,089,805,000","1,980,777,000","1,649,318,000","1,899,844,000","1,489,962,000","1,357,181,000","1,150,262,000","1,170,638,000","1,000,365,000","841,038,000","666,327,000","612,308,000","487,155,000","409,044,000","314,961,000","266,826,000","228,755,000","187,787,000","136,663,000","112,934,000","87,961,000"
	OperatingRevenue,"24,028,299,000","7,146,572,000","6,473,946,000","5,922,761,000","4,485,020,000","4,391,418,000","3,894,548,000","3,559,666,000","3,032,035,000","3,368,520,000","3,043,131,000","2,579,560,000","2,242,596,000","2,418,264,000","2,008,671,000","1,933,009,000","1,611,848,000","1,832,017,000","1,418,076,000","1,300,030,000","1,110,836,000","935,995,000","821,246,000","723,651,000","587,653,000","542,850,000","428,772,000","365,342,000","281,292,000","266,826,000","204,891,000","170,253,000","123,236,000","112,934,000","87,961,000"
CostOfRevenue,"17,148,350,000","5,101,009,000","4,713,175,000","4,173,841,000","3,160,325,000","3,013,063,000","2,674,502,000","2,313,772,000","2,015,797,000","2,196,649,000","1,889,313,000","1,563,445,000","1,376,995,000","1,559,557,000","1,275,002,000","1,208,340,000","1,060,531,000","1,168,239,000","905,489,000","833,281,000","672,735,000","624,494,000","482,918,000","424,753,000","316,984,000","296,811,000","248,553,000","190,942,000","145,693,000","138,939,000","113,056,000","95,184,000","68,954,000","55,996,000","48,354,000"
GrossProfit,"8,427,854,000","2,517,150,000","2,169,039,000","2,121,406,000","1,620,259,000","1,627,861,000","1,425,970,000","1,459,458,000","1,233,134,000","1,429,889,000","1,202,992,000","1,045,546,000","889,963,000","924,593,000","814,803,000","772,437,000","588,787,000","731,605,000","584,473,000","523,900,000","477,527,000","546,144,000","517,447,000","416,285,000","349,343,000","315,497,000","238,602,000","218,102,000","169,268,000","127,887,000","115,699,000","92,603,000","67,709,000","56,938,000","39,607,000"
OperatingExpense,"7,517,285,000","2,312,345,000","2,008,751,000","2,049,481,000","1,146,708,000","909,257,000","815,065,000","745,686,000","636,725,000","605,824,000","541,630,000","446,172,000","310,995,000","413,770,000","341,929,000","328,575,000","332,111,000","324,585,000","367,238,000","215,477,000","233,302,000","220,602,000","208,563,000","177,657,000","144,342,000","122,298,000","104,547,000","135,533,000","104,780,000","91,360,000","76,168,000","68,717,000","63,453,000","64,920,000","63,209,000"
	SellingGeneralAndAdministration,"5,229,219,000","1,494,681,000","1,488,411,000","1,435,467,000","810,660,000","598,668,000","550,577,000","483,662,000","399,634,000","367,531,000","394,158,000","308,979,000","165,254,000","317,725,000","211,758,000","178,854,000","161,368,000","201,962,000","231,386,000","126,922,000","111,074,000","106,783,000","83,209,000","72,039,000","63,515,000","53,408,000","54,165,000","66,769,000","51,167,000","39,703,000","32,007,000","27,656,000","27,376,000","32,225,000","32,315,000"
		GeneralAndAdministrativeExpense,"1,489,495,000","468,264,000","408,834,000","335,973,000","276,424,000","274,979,000","206,738,000","237,532,000","163,976,000","218,766,000","144,678,000","104,545,000","76,652,000","206,192,000","102,683,000","90,155,000","83,407,000","87,788,000","147,312,000","63,843,000","59,531,000","57,762,000","49,901,000","58,405,000","56,951,000","49,197,000","46,663,000","59,043,000","45,651,000","33,742,000","25,876,000","24,840,000","25,330,000","29,466,000","29,610,000"
			SalariesAndWages,,,,"85,197,000","94,877,000","88,909,000","92,340,000","124,978,000","36,563,000","61,731,000","9,700,000","9,649,000","7,057,000","8,270,000","20,086,000","13,934,000","17,179,000","22,009,000","43,695,000","6,742,000","14,729,000","16,802,000",,"15,803,000","12,414,000","9,335,000","25,859,000","19,417,000","11,720,000","14,165,000","11,811,000","14,170,000","15,473,000",,
			OtherGandA,"1,489,495,000","468,264,000","408,834,000","250,776,000","181,547,000","186,070,000","114,398,000","112,554,000","127,413,000","157,035,000","134,978,000","94,896,000","69,595,000","197,922,000","82,597,000","76,221,000","66,228,000","65,779,000","103,617,000","57,101,000","44,802,000","-1,885,000","49,901,000","42,602,000","44,537,000","39,862,000","20,804,000","39,626,000","33,931,000","33,742,000","14,065,000","10,670,000","9,857,000","29,466,000","29,610,000"
		SellingAndMarketingExpense,"3,739,724,000","1,026,417,000","1,079,577,000","1,099,494,000","534,236,000","323,689,000","343,839,000","246,130,000","235,658,000","148,765,000","249,480,000","204,434,000","88,602,000","111,533,000","109,075,000","88,699,000","77,961,000","114,174,000","84,074,000","63,079,000","51,543,000","49,021,000","33,308,000","13,634,000","6,564,000","4,211,000","7,502,000","7,726,000","5,516,000","5,961,000","6,131,000","2,816,000","2,046,000","2,759,000","2,705,000"
	ResearchAndDevelopment,"2,535,482,000","802,267,000","673,058,000","655,421,000","404,736,000","332,513,000","314,128,000","295,946,000","249,465,000","282,827,000","166,139,000","167,359,000","165,561,000","160,118,000","163,236,000","172,228,000","179,648,000","152,678,000","153,008,000","120,125,000","122,988,000","115,425,000","126,599,000","107,454,000","81,710,000","75,139,000","67,148,000","70,599,000","54,119,000","54,122,000","44,794,000","41,090,000","36,719,000","32,695,000","30,894,000"
	OtherOperatingExpenses,"-247,416,000","15,397,000","-152,718,000","-41,407,000","-68,688,000","-21,924,000","-49,640,000","-33,922,000","-12,374,000","-44,534,000","-18,667,000","-30,166,000","-19,820,000","-64,073,000","-33,065,000","-22,507,000","-8,905,000","-30,055,000","-17,156,000","-31,570,000","-760,000","-1,606,000","-1,245,000","-1,836,000","-883,000","-6,249,000","-16,766,000","-1,835,000","-506,000","-1,161,000","-633,000","-29,000","-642,000",,
