name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002
MarketCap,"124,452,776,154","241,028,194,211","242,148,343,336","279,485,750,765","230,329,616,253","146,012,099,278","216,600,211,858","232,005,639,581","219,343,127,256","97,260,978,920","90,013,032,525","81,022,512,505","71,358,040,459","116,169,056,000","97,667,547,200","84,836,523,200","192,750,896,000","175,988,488,000","147,871,984,000"
EnterpriseValue,"197,706,776,154","314,535,194,211","301,414,343,336","347,142,750,765","308,174,616,253","169,753,099,278","240,555,211,858","254,805,639,581","238,547,127,256","117,364,978,920","120,901,032,525","106,336,512,505","79,439,040,459","124,612,056,000","100,487,547,200","83,347,523,200","198,141,896,000","194,163,488,000","166,006,984,000"
PeRatio,"13.366","11.749","11.293","25.658","51.302","88.058","13.179","10.587","8.131","7.265","10.18","14.733","6.214","8.437","9.217","8.005","10.434","8.189","24.605"
ForwardPeRatio,"19.724","11.655","8.673","16.34","14.306","10.764","16.949","13.55","11.161","7.937",,,,,,,,,
PegRatio,"2.654","26.486","0.586","0.428","0.275",,"6.212","15.584",,"2.288",,,,,,,,,
PsRatio,"0.406","0.665","0.656","0.968","0.893","0.487","0.482","0.488","0.463","0.487","0.542","0.646","0.356","0.744","0.726","0.668","0.573","0.872","0.314"
PbRatio,"0.707","1.237","1.212","1.427","1.189","0.913","1.179","1.267","1.158","0.591","0.608","0.594","0.561","0.937","0.961","0.919","2.239","2.307","2.31"
EnterprisesValueRevenueRatio,"0.616","0.912","0.776","1.138","1.319","0.641","0.571","0.565","0.511","0.25","0.32","0.376","0.173","0.35","0.315","0.272","0.744","0.963",
EnterprisesValueEBITDARatio,"3.927","5.421","4.988","7.358","9.451","5.705","4.49","4.577","3.637","1.67","2.328","2.952","1.386","2.311","1.998","1.69","4.378","5.843",
