name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990
		RestructuringAndMergernAcquisition,"6,059,000","4,459,000","-184,000","14,246,000","1,262,000","2,206,000","50,925,000","40,521,000","1,844,000","2,074,000","1,501,000","14,033,000","4,324,000","7,119,000","3,651,000","8,134,000","17,574,000","91,824,000",,"23,654,000",,,,,,,,,,,
		ImpairmentOfCapitalAssets,,"0","29,000,000","255,340,000",,"0","0","663,500,000","0","105,800,000","0","7,200,000",,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,"16,801,000",,"18,137,000","-2,857,000",,"-6,032,000","15,384,000","-13,876,000","-9,002,000",,"2,433,000",,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"88,437,000","192,177,000","-790,000","-81,382,000","4,130,000","-6,715,000","30,400,000","-49,939,000",,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"1,732,288,000","1,394,919,000","600,241,000","-15,689,000","-67,366,000","-557,800,000","-734,875,000","-976,117,000","-12,381,000","60,445,000","-754,626,000",,,,,,,,,,,,,,,,,"2,100,000",,,
TaxProvision,"221,356,000","218,109,000","-1,486,862,000","-107,324,000","16,665,000","30,381,000","6,958,000","-288,567,000","38,754,000","19,266,000",,,,,,,,,,,,,,,,,,"100,000",,,
NetIncomeCommonStockholders,"1,510,932,000","1,176,810,000","2,096,395,000","263,191,000","-112,052,000","-556,334,000","-738,555,000","-445,028,000","-107,032,000","29,574,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-206,891,000","-203,417,000","-166,247,000","-196,767,000","-108,621,000","-66,233,000","-39,658,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
	NetIncome,"1,510,932,000","1,176,810,000","2,096,896,000","263,484,000","-112,052,000","-556,334,000","-738,555,000","-445,028,000","-107,032,000","29,574,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-206,891,000","-203,417,000","-166,247,000","-196,767,000","-108,621,000","-66,233,000","-39,658,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
		NetIncomeIncludingNoncontrollingInterests,"1,510,932,000","1,176,810,000","2,087,103,000","91,635,000","-84,031,000","-588,181,000","-742,745,000","-687,550,000","-51,135,000","41,179,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-206,891,000","-203,417,000","-166,247,000","-196,767,000","-108,621,000","-66,233,000","-39,658,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
			NetIncomeContinuousOperations,"1,510,932,000","1,176,810,000","2,087,103,000","91,635,000","-84,031,000","-588,181,000","-741,833,000","-687,550,000","-51,135,000","41,179,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-207,937,000","-203,417,000","-166,247,000","-266,413,000","-108,621,000","-68,421,000","-36,497,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
			NetIncomeDiscontinuousOperations,,,,,"0","0","-912,000",,,,,,,,,,,"69,646,000",,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,"0",,"1,046,000",,,,,"-8,152,000","-3,161,000",,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,"10,340,000",,,,,,,,,,,
		MinorityInterests,,"0","9,793,000","171,849,000","-28,021,000","31,847,000","4,190,000","242,522,000","-55,897,000","-11,605,000",,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,"0","501,000","293,000",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,"0","9,000","5,000",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,510,932,000","1,176,810,000","2,096,404,000","263,196,000","-112,052,000","-556,334,000","-738,555,000","-445,028,000","-107,032,000","29,574,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-206,891,000","-203,417,000","-166,247,000","-196,767,000","-108,621,000","-66,233,000","-39,658,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
BasicEPS,,"4.58","8.24","1.06","-0.46","-2.31","-3.14","-1.98","-0.5","0.14","-3.77","-3.7","-3.27","-3.03","-1.83","-2.28","-2.12","-2.56","-1.43","-0.89","-0.73","-0.805","-0.655","-0.41","-1.065","-0.63","-0.56","0.08","-0.35","-0.32","-0.33"
DilutedEPS,,"4.51","8.09","1.04","-0.46","-2.31","-3.14","-1.98","-0.5","0.14","-3.77","-3.7","-3.27","-3.03","-1.83","-2.28","-2.12","-2.56","-1.43","-0.89","-0.73","-0.805","-0.655","-0.41","-1.065","-0.63","-0.56","0.08","-0.35","-0.32","-0.33"
BasicAverageShares,,"256,728,000","254,292,000","248,858,000","244,685,000","241,312,000","235,307,000","224,906,000","211,946,000","204,891,000","200,402,000","173,259,000","140,556,000","128,986,000","113,221,000","89,241,000","78,571,000","77,004,000","75,749,000","74,464,000","54,322,000","51,036,000","50,598,000","48,528,000","37,596,000","34,126,984","31,428,571","25,000,000","24,285,714","14,615,385","13,030,303"
DilutedAverageShares,,"260,673,000","259,185,000","253,225,000","244,685,000","241,312,000","235,307,000","224,906,000","211,946,000","208,807,000","200,402,000","173,259,000","140,556,000","128,986,000","113,221,000","89,241,000","78,571,000","77,004,000","75,749,000","74,464,000","54,322,000","51,036,000","50,598,000","48,528,000","37,596,000","34,126,984","31,428,571","25,000,000","24,285,714","14,615,385","13,030,303"
TotalOperatingIncomeAsReported,"1,640,982,000","1,197,566,000","635,150,000","123,243,000","9,936,000","-466,879,000","-692,412,000","-903,448,000","2,332,000","113,820,000","-696,077,000","-614,012,000","-462,708,000","-419,792,000","-229,038,000","-149,872,000","-154,807,000","-264,527,000","-119,604,000","-91,803,000","-38,682,000","-39,600,000","-32,400,000","-19,200,000","-29,800,000","-26,500,000","-20,700,000","1,200,000","-10,000,000","-5,600,000","-4,100,000"
TotalExpenses,"3,172,452,000","2,960,796,000","2,383,631,000","2,095,823,000","1,690,979,000","1,497,009,000","1,221,902,000","1,411,402,000","1,522,866,000","1,188,932,000","837,946,000","694,668,000","633,888,000","611,685,000","441,743,000","302,628,000","239,950,000","241,844,000","280,689,000","235,639,000","116,809,000","101,200,000","76,800,000","63,000,000","43,100,000","48,600,000","40,300,000","26,700,000","13,800,000","8,800,000","6,400,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"1,510,932,000","1,176,810,000","2,096,896,000","263,484,000","-112,052,000","-556,334,000","-738,555,000","-445,028,000","-107,032,000","29,574,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-207,937,000","-203,417,000","-166,247,000","-196,767,000","-108,621,000","-68,421,000","-36,497,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
NormalizedIncome,"1,516,216,766.152","1,180,571,792.47","2,117,931,680","425,235,600","-111,294,800","-555,010,400","-704,541,750","50,865,052.319","-105,833,400","114,510,584.085","-711,896,000","-615,386,950","-457,040,400","-386,651,650","-209,365,600","-189,306,200","-164,028,200","-216,719,800","-108,588,000","-52,768,800","-27,542,000","-40,580,000","-33,100,000","-19,800,000","-34,180,000","-24,800,000","-19,760,000","666,666.667","-9,700,000","-5,580,000","-4,300,000"
InterestIncome,"60,639,000","63,678,000",,,,,,,"1,940,000","1,878,000","1,955,000","5,010,000","16,328,000",,,,,,,,,,,,,,,,,,
InterestExpense,"57,770,000","58,502,000","34,119,000","57,550,000","81,432,000","84,206,000","72,863,000","22,730,000","16,653,000","38,452,000","19,275,000","13,192,000","13,471,000",,,,,,,,,,,,,,,,,,
NetInterestIncome,"2,869,000","5,176,000","-34,119,000","-57,550,000","-81,432,000","-84,206,000","-72,863,000","-22,730,000","-14,713,000","-36,574,000","-17,320,000","-8,182,000","2,857,000",,,,,,,,,,,,,,,,,,
EBIT,"1,790,058,000","1,453,421,000","634,360,000","41,861,000","14,066,000","-473,594,000","-662,012,000","-953,387,000","4,272,000","98,897,000","-735,351,000","-592,779,000","-458,384,000","-412,673,000","-225,387,000","-141,738,000","-137,233,000","-172,703,000","-119,604,000","-68,149,000","-38,682,000","-39,600,000","-32,400,000","-19,200,000","-29,800,000","-26,500,000","-20,700,000","1,200,000","-10,000,000","-5,600,000","-4,100,000"
EBITDA,"1,896,680,000"
ReconciledCostOfRevenue,"615,163,000","547,758,000","409,539,000","275,119,000","210,460,000","124,512,000","60,987,000","130,277,000","279,885,000","80,505,000","12,730,000","14,202,000","15,686,000","13,904,000","12,170,000","10,098,000","5,649,000","3,126,000","28,281,000","39,629,000","4,082,000","3,400,000","4,500,000","3,600,000","3,200,000","3,700,000","3,500,000","3,900,000","2,800,000","1,800,000",
ReconciledDepreciation,"106,622,000","106,941,000","72,420,000","61,397,000","61,398,000","62,343,000","63,257,000","48,365,000","38,191,000","35,041,000","30,459,000","30,107,000","32,196,000","27,459,000","25,868,000","27,289,000","29,640,000","23,438,000","25,432,000","17,964,000","9,095,000","6,300,000","4,500,000","3,600,000","3,200,000","3,700,000","3,500,000","3,900,000","2,800,000","1,800,000",
NetIncomeFromContinuingOperationNetMinorityInterest,"1,510,932,000","1,176,810,000","2,096,896,000","263,484,000","-112,052,000","-556,334,000","-737,643,000","-445,028,000","-107,032,000","29,574,000","-754,626,000","-642,178,000","-459,851,000","-391,279,000","-207,937,000","-203,417,000","-166,247,000","-266,413,000","-108,621,000","-68,421,000","-36,497,000","-41,000,000","-33,100,000","-19,800,000","-40,000,000","-21,500,000","-17,600,000","2,000,000","-8,500,000","-5,100,000","-4,300,000"
TotalUnusualItemsExcludingGoodwill,"-6,059,000","-4,459,000","-28,816,000","-269,586,000","-1,262,000","-2,206,000","-50,925,000","-704,021,000","-1,844,000","-124,675,000","-42,730,000","-41,217,000","-4,324,000","-7,119,000","2,381,000","-23,518,000","-3,698,000","-82,822,000","-55,000","-26,087,000","-14,925,000","-700,000",,,"-9,700,000","5,500,000","3,600,000","1,400,000","2,000,000","800,000",
TotalUnusualItems,"-6,059,000","-4,459,000","-28,816,000","-269,586,000","-1,262,000","-2,206,000","-50,925,000","-704,021,000","-1,844,000","-124,675,000","-42,730,000","-41,217,000","-4,324,000","-7,119,000","2,381,000","-23,518,000","-3,698,000","-82,822,000","-55,000","-26,087,000","-14,925,000","-700,000",,,"-9,700,000","5,500,000","3,600,000","1,400,000","2,000,000","800,000",
NormalizedEBITDA,"1,902,739,000","1,564,821,000","735,596,000","372,844,000","76,726,000","-409,045,000","-547,830,000","-201,001,000","44,307,000","258,613,000","-662,162,000","-521,455,000","-421,864,000","-378,095,000","-201,900,000","-90,931,000","-103,895,000","-66,443,000","-94,117,000","-24,098,000","-14,662,000","-32,600,000","-27,900,000","-15,600,000","-16,900,000","-28,300,000","-20,800,000","3,700,000","-9,200,000","-4,600,000","-4,100,000"
TaxRateForCalcs,"0.128","0.156","0.27","0.4","0.4","0.4","0.35","0.296","0.35","0.319","0","0.35","0.35","0.35","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.048","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-774,233.848","-697,207.53","-7,780,320","-107,834,400","-504,800","-882,400","-17,823,750","-208,127,947.681","-645,400","-39,738,415.915","0","-14,425,950","-1,513,400","-2,491,650","952,400","-9,407,200","-1,479,200","-33,128,800","-22,000","-10,434,800","-5,970,000","-280,000","0","0","-3,880,000","2,200,000","1,440,000","66,666.667","800,000","320,000","0"
