name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988
			AccumulatedDepreciation,"-1,481,200,000","-1,400,000,000","-1,400,000,000","-1,400,000,000","-1,332,800,000","-1,300,000,000","-1,300,000,000","-1,200,000,000","-1,211,100,000","-1,200,000,000","-1,200,000,000","-1,100,000,000","-1,093,200,000","-1,100,000,000","-1,100,000,000","-1,000,000,000","-1,009,800,000","-981,100,000","-985,100,000","-951,200,000","-930,500,000","-942,300,000","-925,800,000","-901,300,000","-883,700,000","-879,800,000","-870,000,000","-853,600,000","-826,800,000","-813,000,000","-792,700,000","-773,900,000","-756,800,000","-738,100,000","-723,500,000","-708,000,000","-689,600,000","-686,700,000","-670,700,000","-648,200,000","-632,600,000","-619,700,000","-600,300,000","-608,300,000","-672,800,000","-658,700,000","-641,700,000","-619,400,000","-605,800,000","-586,500,000","-574,700,000","-557,000,000","-540,200,000","-521,200,000","-503,600,000","-489,400,000","-473,700,000","-458,800,000","-443,700,000","-415,300,000","-415,300,000","-344,800,000","-344,800,000","-344,800,000","-344,800,000","-265,800,000","-265,800,000","-265,800,000","-265,800,000","-209,600,000","-209,600,000","-209,600,000","-209,600,000","-167,800,000","-167,800,000","-167,800,000","-167,800,000","-160,300,000","-165,600,000","-157,400,000","-150,700,000","-153,600,000","-129,800,000","-314,100,000","-645,400,000","-721,900,000","-692,000,000","-675,600,000","-645,400,000","-478,000,000","-497,100,000","-424,500,000","-81,900,000","-126,400,000","-116,700,000","-88,800,000","-81,900,000","-12,200,000","-12,200,000","-12,200,000","-12,200,000","-19,100,000","-19,100,000","-19,100,000","-19,100,000","-15,400,000","-15,400,000","-15,400,000","-15,400,000","-14,200,000","-14,200,000","-13,000,000","-3,300,000","-2,100,000","-1,200,000","-1,900,000","-1,400,000","-100,000","-100,000","-2,700,000","-2,600,000"
		GoodwillAndOtherIntangibleAssets,"2,083,500,000","2,080,600,000","2,080,500,000","2,106,500,000","2,108,600,000","2,111,800,000","2,087,400,000","2,100,900,000","2,101,800,000","2,146,100,000","2,143,000,000","2,116,200,000","2,109,500,000","2,073,400,000","1,971,900,000","1,992,100,000","1,834,400,000","1,752,900,000","1,733,400,000","1,690,900,000","1,669,400,000","1,604,400,000","1,592,800,000","1,592,700,000","1,594,700,000","1,581,700,000","1,581,200,000","1,522,700,000","1,528,700,000","1,385,900,000","1,385,200,000","1,389,700,000","1,390,000,000","1,390,200,000","1,390,000,000","1,388,100,000","1,344,100,000","1,342,600,000","1,310,800,000","1,311,800,000","1,299,900,000","1,300,200,000","1,297,400,000","1,314,200,000","1,326,800,000","1,325,400,000","3,084,100,000","3,089,400,000","3,077,300,000","3,085,300,000","3,098,600,000","3,103,600,000","3,116,900,000","3,026,300,000","3,010,900,000","3,012,300,000","2,957,100,000","2,961,000,000","2,954,000,000","2,967,800,000","2,976,200,000","3,003,600,000","3,010,300,000","2,956,500,000","2,894,600,000","2,988,100,000","2,985,300,000","2,987,300,000","2,975,800,000","2,980,300,000","2,954,000,000","2,949,800,000","2,865,200,000","2,881,100,000","2,866,900,000","2,902,500,000","2,920,200,000","2,939,900,000","2,923,500,000","2,897,500,000","2,831,000,000","2,842,300,000","2,568,800,000","2,864,900,000","2,473,400,000","2,922,000,000","2,478,400,000","2,295,000,000","1,604,600,000","1,211,400,000","870,600,000","734,800,000","228,400,000","183,000,000","180,600,000","149,700,000","99,900,000","84,800,000","13,000,000","13,100,000","11,300,000","23,200,000","23,200,000","23,100,000","22,900,000","26,300,000","26,800,000","27,000,000","27,500,000","27,300,000","25,900,000","23,900,000","38,100,000","32,100,000","19,300,000","16,300,000","15,900,000","7,300,000","700,000",,
			Goodwill,"1,501,900,000","1,498,600,000","1,497,800,000","1,509,800,000","1,513,200,000","1,516,100,000","1,508,100,000","1,513,600,000","1,515,000,000","1,529,800,000","1,527,900,000","1,515,600,000","1,511,300,000","1,492,400,000","1,427,300,000","1,437,400,000","1,394,500,000","1,346,000,000","1,341,000,000","1,321,700,000","1,314,700,000","1,265,300,000","1,257,800,000","1,257,800,000","1,259,600,000","1,254,900,000","1,253,000,000","1,233,000,000","1,237,400,000","1,172,200,000","1,172,200,000","1,172,200,000","1,172,200,000","1,172,200,000","1,172,200,000","1,171,600,000","1,142,100,000","1,140,400,000","1,126,800,000","1,128,500,000","1,125,100,000","1,125,300,000","1,121,500,000","1,136,600,000","1,149,100,000","1,147,800,000","2,759,500,000","2,759,500,000","2,757,400,000","2,768,500,000","2,783,000,000","2,786,900,000","2,799,700,000","2,740,300,000","2,738,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"581,600,000","582,000,000","582,700,000","596,700,000","595,400,000","595,700,000","579,300,000","587,300,000","586,800,000","616,300,000","615,100,000","600,600,000","598,200,000","581,000,000","544,600,000","554,700,000","439,900,000","406,900,000","392,400,000","369,200,000","354,700,000","339,100,000","335,000,000","334,900,000","335,100,000","326,800,000","328,200,000","289,700,000","291,300,000","213,700,000","213,000,000","217,500,000","217,800,000","218,000,000","217,800,000","216,500,000","202,000,000","202,200,000","184,000,000","183,300,000","174,800,000","174,900,000","175,900,000","177,600,000","177,700,000","177,600,000","324,600,000","329,900,000","319,900,000","316,800,000","315,600,000","316,700,000","317,200,000","286,000,000","272,500,000","3,012,300,000","2,957,100,000","2,961,000,000","2,954,000,000","2,967,800,000","2,976,200,000","3,003,600,000","3,010,300,000","2,956,500,000","2,894,600,000","2,988,100,000","2,985,300,000","2,987,300,000","2,975,800,000","2,980,300,000","2,954,000,000","2,949,800,000","2,865,200,000","2,881,100,000","2,866,900,000","2,902,500,000","2,920,200,000","2,939,900,000","2,923,500,000","2,897,500,000","2,831,000,000","2,842,300,000","2,568,800,000","2,864,900,000","2,473,400,000","2,922,000,000","2,478,400,000","2,295,000,000","1,604,600,000","1,211,400,000","870,600,000","734,800,000","228,400,000","183,000,000","180,600,000","149,700,000","99,900,000","84,800,000","13,000,000","13,100,000","11,300,000","23,200,000","23,200,000","23,100,000","22,900,000","26,300,000","26,800,000","27,000,000","27,500,000","27,300,000","25,900,000","23,900,000","38,100,000","32,100,000","19,300,000","16,300,000","15,900,000","7,300,000","700,000",,
		OtherNonCurrentAssets,"541,000,000","512,800,000","504,200,000","503,000,000","517,200,000","484,700,000","474,200,000","472,200,000","409,500,000","409,400,000","409,800,000","402,700,000","392,500,000","384,100,000","380,300,000","364,700,000","345,100,000","352,500,000","343,200,000","329,000,000","309,100,000","289,000,000","277,900,000","269,400,000","254,100,000","247,800,000","242,400,000","228,200,000","218,100,000","211,100,000","205,300,000","200,000,000","181,900,000","161,400,000","172,500,000","170,100,000","163,000,000","158,900,000","151,400,000","130,200,000","127,600,000","147,000,000","151,100,000","161,900,000","196,200,000","246,700,000","209,000,000","200,500,000","177,300,000","181,800,000","179,700,000","179,700,000","174,700,000","172,500,000","172,600,000","157,600,000","154,700,000","174,600,000","169,400,000","202,900,000","208,700,000","211,500,000","225,400,000","242,200,000","241,500,000","254,700,000","213,300,000","278,400,000","301,500,000","340,100,000","436,400,000","468,300,000","464,400,000","344,000,000","180,100,000","173,300,000","195,500,000","256,400,000","269,300,000","1,225,800,000","1,121,100,000","986,100,000","936,800,000","1,022,400,000","1,002,500,000",,,,,"72,400,000","142,100,000","138,600,000","116,500,000","91,400,000","80,100,000","56,100,000","47,900,000","3,200,000","1,100,000","22,100,000","21,400,000","3,200,000","2,900,000","3,000,000","3,600,000","5,800,000","4,400,000","4,400,000","4,300,000","4,000,000","4,200,000","4,100,000","2,100,000","700,000","500,000","1,100,000","1,000,000","13,000,000",,,"200,000"
TotalLiabilitiesNetMinorityInterest,"7,381,200,000","7,455,100,000","7,816,600,000","8,128,500,000","7,949,100,000","7,501,800,000","7,788,000,000","7,748,400,000","7,902,200,000","7,754,300,000","7,651,100,000","7,658,500,000","7,749,700,000","7,466,200,000","7,630,100,000","7,907,000,000","7,209,000,000","6,586,500,000","6,554,100,000","6,232,900,000","6,327,600,000","5,781,700,000","5,746,500,000","5,675,100,000","5,852,400,000","5,381,400,000","5,570,500,000","5,407,600,000","5,514,500,000","4,924,500,000","4,933,200,000","4,764,300,000","4,304,200,000","3,741,900,000","3,819,800,000","3,750,800,000","3,895,300,000","3,725,500,000","3,547,500,000","3,173,800,000","3,104,100,000","2,782,700,000","2,946,800,000","3,349,200,000","3,816,000,000","4,110,400,000","4,816,300,000","5,022,200,000","5,006,100,000","4,866,200,000","4,714,300,000","4,535,200,000","4,894,300,000","4,720,000,000","5,068,700,000","4,012,600,000","4,155,000,000","3,665,800,000","4,122,500,000","4,418,600,000","4,435,800,000","4,481,000,000","5,235,900,000","5,037,200,000","4,873,400,000","4,264,300,000","5,045,800,000","4,917,000,000","4,674,600,000","4,179,200,000","4,544,600,000","4,442,600,000","4,237,500,000","4,274,600,000","4,487,300,000","4,876,800,000","4,987,500,000","4,653,200,000","5,151,500,000","5,177,500,000","5,012,200,000","4,217,900,000","3,672,500,000","9,775,100,000","8,501,600,000","8,226,500,000","9,170,400,000","8,052,900,000","7,043,000,000","6,675,000,000","6,256,800,000","5,566,000,000","2,499,900,000","195,000,000","149,800,000","132,200,000","105,700,000","41,700,000","47,300,000","45,900,000","44,400,000","70,600,000","73,200,000","74,000,000","77,900,000","78,400,000","67,900,000","68,300,000","70,100,000","65,400,000","67,000,000","76,600,000","56,100,000","48,700,000","42,600,000","51,500,000","38,400,000","50,900,000","800,000","100,000","700,000"
	CurrentLiabilities,"5,100,200,000","5,195,000,000","5,590,300,000","5,898,500,000","5,658,100,000","5,171,100,000","5,476,400,000","5,433,600,000","5,635,700,000","6,128,100,000","6,108,500,000","5,722,500,000","5,829,200,000","5,397,900,000","5,576,400,000","5,860,500,000","5,169,100,000","4,473,500,000","4,395,700,000","3,855,600,000","3,882,000,000","3,542,500,000","3,568,900,000","3,583,500,000","3,751,800,000","3,280,400,000","3,399,900,000","3,207,700,000","3,201,700,000","2,833,800,000","2,715,300,000","2,661,800,000","2,462,600,000","2,159,800,000","2,211,500,000","2,250,100,000","2,399,400,000","2,193,400,000","2,034,200,000","1,925,000,000","1,863,400,000","1,562,000,000","1,711,200,000","2,094,500,000","2,455,800,000","2,614,700,000","2,969,900,000","2,990,800,000","2,901,800,000","2,832,800,000","2,889,100,000","2,818,200,000","3,030,500,000","2,968,800,000","3,336,200,000","3,255,100,000","3,412,100,000","2,718,400,000","3,194,800,000","3,502,200,000","3,411,200,000","3,424,300,000","4,203,100,000","4,008,100,000","3,809,500,000","2,947,700,000","3,720,500,000","3,640,900,000","2,980,700,000","2,492,000,000","2,823,500,000","2,781,900,000","2,578,100,000","2,643,000,000","2,768,600,000","3,034,200,000","3,141,300,000","2,769,900,000","3,239,800,000","3,132,100,000","3,164,500,000","2,735,800,000","2,530,000,000","5,470,700,000","5,540,400,000","5,123,200,000","5,495,200,000","5,185,300,000","4,262,600,000","5,017,300,000","4,782,400,000","4,242,600,000","2,228,000,000","134,800,000","97,200,000","83,000,000","63,900,000","21,800,000","10,500,000","8,800,000","10,100,000","23,000,000","24,000,000","21,200,000","24,100,000","24,100,000","25,700,000","26,500,000","27,900,000","26,300,000","29,800,000","40,700,000","20,800,000","16,500,000","15,900,000","25,500,000","22,300,000","33,000,000","800,000","100,000","700,000"
		PayablesAndAccruedExpenses,"290,300,000","267,600,000","264,800,000","269,200,000","306,200,000","274,400,000","275,100,000","302,200,000","309,800,000","276,600,000","287,500,000","308,600,000","303,700,000","304,000,000","288,400,000","310,500,000","299,900,000","282,400,000","264,400,000","287,900,000","264,700,000","251,100,000","249,400,000","253,300,000","263,000,000","233,400,000","225,700,000","203,300,000","235,800,000","2,419,000,000","2,323,600,000","2,233,500,000","2,101,200,000","1,680,300,000","1,870,700,000","1,864,000,000","2,030,400,000","1,817,000,000","1,666,800,000","1,594,500,000","1,540,300,000","1,209,600,000","1,329,200,000","1,638,800,000","2,068,100,000","165,100,000","2,437,900,000","229,500,000","1,933,400,000","1,778,900,000","1,875,100,000","2,292,000,000","212,400,000","222,700,000","2,643,100,000","2,622,400,000","214,400,000","207,800,000","248,300,000","182,000,000","180,700,000","165,200,000","165,900,000","174,700,000","176,400,000","165,700,000","174,800,000","159,700,000","163,300,000","147,900,000","152,400,000","162,400,000","149,700,000","141,200,000","541,200,000","592,100,000","143,200,000","136,000,000","138,800,000","150,300,000","163,100,000","162,200,000","193,800,000","315,700,000","307,400,000","361,200,000","429,100,000","303,700,000","260,800,000","261,100,000","241,300,000","273,000,000","177,800,000","24,000,000","18,800,000","18,200,000","15,000,000","7,800,000","4,300,000","2,500,000","3,100,000","6,900,000","6,800,000","5,100,000","7,500,000","10,600,000","9,200,000","10,800,000","13,000,000","9,100,000","12,300,000","13,000,000","7,200,000","5,500,000","6,200,000","6,000,000",,"12,900,000","600,000",,
			Payables,"290,300,000","267,600,000","264,800,000","269,200,000","306,200,000","274,400,000","275,100,000","302,200,000","309,800,000","276,600,000","287,500,000","308,600,000","303,700,000","304,000,000","288,400,000","310,500,000","299,900,000","282,400,000","264,400,000","287,900,000","264,700,000","251,100,000","249,400,000","253,300,000","263,000,000","233,400,000","225,700,000","203,300,000","235,800,000","2,419,000,000","2,323,600,000","2,233,500,000","2,101,200,000","1,680,300,000","1,870,700,000","1,864,000,000","2,030,400,000","1,817,000,000","1,666,800,000","1,594,500,000","1,540,300,000","1,209,600,000","1,329,200,000","1,638,800,000","2,068,100,000","165,100,000","2,437,900,000","229,500,000","1,933,400,000","1,778,900,000","1,875,100,000","2,292,000,000","212,400,000","222,700,000","2,643,100,000","2,622,400,000","214,400,000","207,800,000","248,300,000","182,000,000","180,700,000","165,200,000","165,900,000","174,700,000","176,400,000","165,700,000","174,800,000","159,700,000","163,300,000","147,900,000","152,400,000","162,400,000","149,700,000","141,200,000","141,700,000","139,500,000","143,200,000","136,000,000","138,800,000","150,300,000","163,100,000","162,200,000","193,800,000","315,700,000","307,400,000","361,200,000","429,100,000","303,700,000","260,800,000","261,100,000","241,300,000","273,000,000","177,800,000","24,000,000","18,800,000","18,200,000","15,000,000","7,800,000","4,300,000","2,500,000","3,100,000","6,900,000","6,800,000","5,100,000","7,500,000","10,600,000","9,200,000","10,800,000","13,000,000","9,100,000","12,300,000","13,000,000","7,200,000","5,500,000","6,200,000","6,000,000",,"12,900,000","600,000",,
				AccountsPayable,"290,300,000","267,600,000","264,800,000","269,200,000","306,200,000","274,400,000","275,100,000","302,200,000","309,800,000","276,600,000","287,500,000","308,600,000","303,700,000","304,000,000","288,400,000","310,500,000","299,900,000","282,400,000","264,400,000","287,900,000","264,700,000","251,100,000","249,400,000","253,300,000","263,000,000","233,400,000","225,700,000","203,300,000","235,800,000","1,777,600,000","1,684,200,000","1,629,200,000","1,564,700,000","1,212,200,000","1,359,300,000","1,410,800,000","1,543,900,000","1,385,700,000","1,297,800,000","167,500,000","152,300,000","149,700,000","128,500,000","134,400,000","140,200,000","165,100,000","2,437,900,000","229,500,000","1,933,400,000","1,778,900,000","1,875,100,000","2,292,000,000","212,400,000","222,700,000","2,643,100,000","2,622,400,000","214,400,000","207,800,000","248,300,000","182,000,000","180,700,000","165,200,000","165,900,000","174,700,000","176,400,000","165,700,000","174,800,000","159,700,000","163,300,000","147,900,000","152,400,000","162,400,000","149,700,000","141,200,000","141,700,000","139,500,000","143,200,000","136,000,000","138,800,000","150,300,000","163,100,000","162,200,000","193,800,000","315,700,000","307,400,000","361,200,000","429,100,000","303,700,000","260,800,000","261,100,000","241,300,000","273,000,000","177,800,000","24,000,000","18,800,000","18,200,000","15,000,000","7,800,000","4,300,000","2,500,000","3,100,000","6,900,000","6,800,000","5,100,000","7,500,000","10,600,000","9,200,000","10,800,000","13,000,000","9,100,000","12,300,000","13,000,000","7,200,000","5,500,000","6,200,000","6,000,000",,"12,900,000","600,000",,
				OtherPayable,"1,455,200,000","1,407,600,000","1,473,600,000","1,577,400,000","1,609,700,000","1,495,700,000","1,538,200,000","1,506,100,000","1,627,800,000","1,561,200,000","1,629,700,000","1,581,800,000","1,540,400,000","1,442,900,000","1,462,000,000","1,467,300,000","1,161,300,000","950,500,000","1,031,600,000","961,100,000","1,006,500,000","862,100,000","891,400,000","857,300,000","898,900,000","763,000,000","804,100,000","699,300,000","773,900,000","641,400,000","639,400,000","604,300,000","536,500,000","468,100,000","511,400,000","453,200,000","486,500,000","431,300,000","369,000,000","1,427,000,000","1,388,000,000","1,059,900,000","1,200,700,000","1,504,400,000","1,927,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"399,500,000","452,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,168,600,000","4,175,200,000","4,595,100,000","4,894,600,000","4,672,000,000","4,208,600,000","4,541,900,000","4,424,000,000","4,551,400,000","5,192,400,000","5,246,400,000","4,798,900,000","4,958,700,000","4,527,800,000","4,772,900,000","4,977,300,000","4,340,000,000","3,661,100,000","3,644,500,000","3,027,600,000","3,122,200,000","2,792,200,000","2,886,600,000","2,856,100,000","3,059,100,000","2,630,700,000","2,777,700,000","2,554,700,000","2,570,000,000","28,200,000","28,200,000","31,700,000","12,600,000","93,200,000","11,900,000","8,200,000","8,100,000","8,000,000","7,900,000","7,700,000","7,600,000","7,500,000","13,800,000","13,900,000","33,300,000","55,700,000","37,200,000","30,100,000","23,900,000","79,500,000","66,000,000","20,100,000","2,278,600,000","2,160,800,000","40,700,000","40,500,000","40,600,000","13,700,000","14,500,000","14,300,000","14,900,000","14,700,000","3,188,900,000","2,981,100,000","2,825,700,000","2,247,400,000","2,614,300,000","2,577,100,000","2,311,100,000","1,827,100,000","2,151,100,000","2,040,200,000","1,908,600,000","1,929,500,000","2,117,500,000","2,301,500,000","2,423,500,000","2,004,600,000","2,380,100,000","2,252,500,000","2,248,700,000","1,743,300,000","1,751,200,000","1,853,400,000","1,441,800,000","3,421,200,000","1,267,600,000","1,428,100,000","532,000,000","555,900,000","3,556,600,000","577,100,000","48,200,000","18,800,000",,"29,300,000",,"1,000,000","1,300,000","2,300,000","900,000","8,700,000","4,500,000","2,900,000","7,100,000","6,700,000","10,600,000","5,700,000","8,500,000","10,100,000","10,400,000","17,400,000","5,600,000","4,900,000","5,400,000","14,300,000","4,500,000","6,200,000",,,
			CurrentDebt,"4,101,400,000","4,175,200,000","4,595,100,000","4,894,600,000","4,672,000,000","4,208,600,000","4,541,900,000","4,424,000,000","4,551,400,000","5,192,400,000","5,246,400,000","4,798,900,000","4,958,700,000","4,527,800,000","4,772,900,000","4,977,300,000","4,340,000,000","3,661,100,000","3,644,500,000","3,027,600,000","3,122,200,000","2,792,200,000","2,886,600,000","2,856,100,000","3,059,100,000","2,630,700,000","2,777,700,000","2,554,700,000","2,570,000,000",,"28,200,000","31,700,000","12,600,000","93,200,000","11,900,000","8,200,000","8,100,000","8,000,000","7,900,000","7,700,000","7,600,000","7,500,000","13,800,000","13,900,000","33,300,000","55,700,000","37,200,000","30,100,000","23,900,000","79,500,000","66,000,000","20,100,000","2,278,600,000","2,160,800,000","40,700,000","40,500,000","40,600,000","13,700,000","14,500,000","14,300,000","14,900,000","14,700,000","3,188,900,000","2,981,100,000","2,825,700,000","2,247,400,000","2,614,300,000","2,577,100,000","2,311,100,000","1,827,100,000","2,151,100,000","2,040,200,000","1,908,600,000","1,929,500,000","2,117,500,000","2,301,500,000","2,423,500,000","2,004,600,000","2,380,100,000","2,252,500,000","2,248,700,000","1,743,300,000","1,751,200,000","1,853,400,000","1,441,800,000","3,421,200,000","1,267,600,000","1,428,100,000","532,000,000","555,900,000","3,556,600,000","577,100,000","48,200,000","18,800,000",,"29,300,000",,"1,000,000","1,300,000","2,300,000","900,000","8,700,000","4,500,000","2,900,000","7,100,000","6,700,000","10,600,000","5,700,000","8,500,000","10,100,000","10,400,000","17,400,000","5,600,000","4,900,000","5,400,000","14,300,000","4,500,000","6,200,000",,,
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,200,000",,"8,000,000","7,900,000","7,700,000","7,600,000","7,500,000","13,800,000","13,900,000","33,300,000","55,700,000","37,200,000","30,100,000","23,900,000","79,500,000","66,000,000","20,100,000","13,600,000","39,800,000","40,700,000","40,500,000","40,600,000","13,700,000","14,500,000","14,300,000","14,900,000","14,700,000","3,188,900,000","2,981,100,000","2,825,700,000","2,247,400,000","2,614,300,000","2,577,100,000","2,311,100,000","1,827,100,000","2,151,100,000","2,040,200,000","1,908,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CommercialPaper,"170,000,000","300,000,000","470,000,000","470,000,000","630,000,000","600,000,000","690,000,000","270,000,000","330,000,000","995,000,000","790,000,000","765,000,000","942,000,000","975,000,000","958,100,000","926,000,000","599,500,000","435,000,000","298,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"3,931,400,000","3,875,200,000","4,125,100,000","4,424,600,000","4,042,000,000","3,608,600,000","3,851,900,000","4,154,000,000","4,221,400,000","4,197,400,000","4,456,400,000","4,033,900,000","4,016,700,000","3,552,800,000","3,814,800,000","4,051,300,000","3,740,500,000","3,226,100,000","3,346,000,000","3,027,600,000","3,122,200,000","2,792,200,000","2,886,600,000","2,856,100,000","3,059,100,000","2,630,700,000","2,777,700,000","2,554,700,000","2,570,000,000",,,,,,,,,,,,,,,,,,,,,,,,"2,265,000,000","2,121,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"67,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"641,300,000","752,200,000","730,400,000","734,700,000","679,900,000","688,100,000","659,400,000","707,400,000","774,500,000","659,100,000","574,600,000","615,000,000","566,800,000","566,100,000","515,100,000","572,700,000","529,200,000","530,000,000","486,800,000","540,100,000","495,100,000","499,200,000","432,900,000","474,100,000","429,700,000","416,300,000","396,500,000","449,700,000","395,900,000","386,600,000","363,500,000","396,600,000","348,800,000","386,300,000","328,900,000","377,900,000","360,900,000","368,400,000","359,500,000","322,800,000","315,500,000","344,900,000","368,200,000","441,800,000","354,400,000","2,393,900,000","494,800,000","2,731,200,000","944,500,000","974,400,000","948,000,000","506,100,000","539,500,000","585,300,000","652,400,000","592,200,000","3,157,100,000","2,496,900,000","2,932,000,000","3,305,900,000","3,215,600,000","3,244,400,000","848,300,000","852,300,000","807,400,000","534,600,000","931,400,000","904,100,000","506,300,000","517,000,000","520,000,000","579,300,000","519,800,000","572,300,000","109,900,000","140,600,000","574,600,000","629,300,000","720,900,000","729,300,000","752,700,000","830,300,000","585,000,000","3,301,600,000","3,791,200,000","1,340,800,000","3,798,500,000","3,453,500,000","3,469,800,000","4,200,300,000","984,500,000","3,392,500,000","2,002,000,000","92,000,000","78,400,000","35,500,000","48,900,000","13,000,000","4,900,000","4,000,000","6,100,000","7,400,000","12,700,000","13,200,000","9,500,000","6,800,000","5,900,000","10,000,000","6,400,000","7,100,000","7,100,000","10,300,000","8,000,000","6,100,000","4,300,000","5,200,000","17,800,000","13,900,000","200,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,281,000,000","2,260,100,000","2,226,300,000","2,230,000,000","2,291,000,000","2,330,700,000","2,311,600,000","2,314,800,000","2,266,500,000","1,626,200,000","1,542,600,000","1,936,000,000","1,920,500,000","2,068,300,000","2,053,700,000","2,046,500,000","2,039,900,000","2,113,000,000","2,158,400,000","2,377,300,000","2,445,600,000","2,239,200,000","2,177,600,000","2,091,600,000","2,100,600,000","2,101,000,000","2,170,600,000","2,199,900,000","2,312,800,000","2,090,700,000","2,217,900,000","2,102,500,000","1,841,600,000","1,582,100,000","1,608,300,000","1,500,700,000","1,495,900,000","1,532,100,000","1,513,300,000","1,248,800,000","1,240,700,000","1,220,700,000","1,235,600,000","1,254,700,000","1,360,200,000","1,495,700,000","1,846,400,000","2,031,400,000","2,104,300,000","2,033,400,000","1,825,200,000","1,717,000,000","1,863,800,000","1,751,200,000","1,732,500,000","757,500,000","742,900,000","947,400,000","927,700,000","916,400,000","1,024,600,000","1,056,700,000","1,032,800,000","1,029,100,000","1,063,900,000","1,316,600,000","1,325,300,000","1,276,100,000","1,693,900,000","1,687,200,000","1,721,100,000","1,660,700,000","1,659,400,000","1,631,600,000","1,718,700,000","1,842,600,000","1,846,200,000","1,883,300,000","1,911,700,000","2,045,400,000","1,847,700,000","1,482,100,000","1,142,500,000","4,304,400,000","2,961,200,000","3,103,300,000","3,675,200,000","2,867,600,000","2,780,400,000","1,657,700,000","1,474,400,000","1,323,400,000","271,900,000","60,200,000","52,600,000","49,200,000","41,800,000","19,900,000","36,800,000","37,100,000","34,300,000","47,600,000","49,200,000","52,800,000","53,800,000","54,300,000","42,200,000","41,800,000","42,200,000","39,100,000","37,200,000","35,900,000","35,300,000","32,200,000","26,700,000","26,000,000","16,100,000","17,900,000",,,
