name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,06/30/1990,03/31/1990,12/31/1989,12/31/1988
		LongTermDebtAndCapitalLeaseObligation,"1,883,500,000","1,878,300,000","1,885,000,000","1,890,900,000","1,926,200,000","1,962,100,000","1,958,100,000","1,958,700,000","1,959,200,000","1,295,700,000","1,216,100,000","1,615,800,000","1,611,100,000","1,769,500,000","1,738,000,000","1,742,600,000","1,753,700,000","1,747,800,000","1,805,500,000","2,030,500,000","2,103,400,000","1,915,500,000","1,865,700,000","1,792,000,000","1,809,800,000","1,826,500,000","1,907,200,000","1,943,600,000","2,066,300,000","1,864,100,000","2,000,300,000","1,887,200,000","1,634,400,000","1,394,200,000","1,433,100,000","1,328,700,000","1,340,600,000","1,372,600,000","1,359,400,000","1,103,000,000","1,105,000,000","1,106,900,000","1,119,200,000","1,127,000,000","1,225,600,000","1,358,000,000","1,480,900,000","1,668,500,000","1,751,900,000","1,652,200,000","1,462,600,000","1,354,400,000","1,557,900,000","1,462,100,000","1,452,800,000","483,100,000","484,400,000","661,400,000","662,800,000","672,100,000","797,700,000","802,700,000","806,700,000","807,700,000","808,500,000","725,700,000","729,800,000","698,100,000","642,700,000","637,900,000","640,600,000","644,300,000","647,300,000","611,300,000","690,700,000","825,300,000","850,400,000","926,700,000","984,900,000","1,031,600,000","836,100,000","362,500,000","44,400,000","3,593,000,000","2,315,600,000","2,448,600,000","3,186,500,000","2,429,800,000","2,333,600,000","1,270,600,000","1,040,400,000","1,120,100,000","170,600,000",,,,,,"18,000,000","17,800,000","14,900,000","21,600,000","22,700,000","25,300,000","26,200,000","27,700,000","17,700,000","17,700,000","18,500,000","20,800,000","16,000,000","14,800,000","14,000,000","12,100,000","7,200,000","8,200,000","7,900,000","11,500,000",,,
			LongTermDebt,"1,578,500,000","1,575,800,000","1,576,200,000","1,575,900,000","1,926,200,000","1,962,100,000","1,958,100,000","1,958,700,000","1,959,200,000","1,295,700,000","1,216,100,000","1,615,800,000","1,611,100,000","1,769,500,000","1,738,000,000","1,742,600,000","1,753,700,000","1,747,800,000","1,805,500,000","2,030,500,000","2,103,400,000","1,915,500,000","1,865,700,000","1,792,000,000","1,809,800,000","1,826,500,000","1,907,200,000","1,943,600,000","2,066,300,000","1,864,100,000","2,000,300,000","1,887,200,000","1,634,400,000","1,394,200,000","1,433,100,000","1,328,700,000","1,340,600,000","1,372,600,000","1,359,400,000","1,103,000,000","1,105,000,000","1,106,900,000","1,119,200,000","1,127,000,000","1,225,600,000","1,358,000,000","1,480,900,000","1,668,500,000","1,751,900,000","1,652,200,000","1,462,600,000","1,354,400,000","1,557,900,000","1,462,100,000","1,452,800,000","483,100,000","484,400,000","661,400,000","662,800,000","672,100,000","797,700,000","802,700,000","806,700,000","807,700,000","808,500,000","725,700,000","729,800,000","698,100,000","642,700,000","637,900,000","640,600,000","644,300,000","647,300,000","611,300,000","690,700,000","825,300,000","850,400,000","926,700,000","984,900,000","1,031,600,000","836,100,000","362,500,000","44,400,000","3,593,000,000","2,315,600,000","2,448,600,000","3,186,500,000","2,429,800,000","2,333,600,000","1,270,600,000","1,040,400,000","1,120,100,000","170,600,000",,,,,,"18,000,000","17,800,000","14,900,000","21,600,000","22,700,000","25,300,000","26,200,000","27,700,000","17,700,000","17,700,000","18,500,000","20,800,000","16,000,000","14,800,000","14,000,000","12,100,000","7,200,000","8,200,000","7,900,000","11,500,000",,,
			LongTermCapitalLeaseObligation,"305,000,000","302,500,000","308,800,000","315,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"135,100,000","126,600,000","91,700,000","90,600,000","89,800,000","87,500,000","76,800,000","76,100,000","71,900,000","99,200,000","99,500,000","95,600,000","91,500,000","89,300,000","97,500,000","91,500,000","78,600,000","161,000,000","146,000,000","140,600,000","137,900,000","129,400,000","124,200,000","119,100,000","116,500,000","104,800,000","97,200,000","93,700,000","89,400,000","77,800,000","70,600,000","65,500,000","62,300,000","43,600,000","32,200,000","30,500,000","25,900,000","41,100,000","35,900,000","29,200,000","24,600,000","0","0","0","0",,"224,600,000","225,000,000","220,700,000","199,800,000","203,200,000","208,700,000","225,400,000","209,600,000","200,300,000","197,900,000","186,200,000","209,700,000","193,700,000","175,000,000","156,700,000","175,000,000","148,800,000","140,700,000","176,400,000","380,400,000","383,000,000","356,100,000","947,400,000","933,900,000","920,300,000","855,600,000","853,800,000","890,900,000","885,000,000","887,000,000","877,200,000","845,100,000","819,600,000","806,300,000","804,800,000","913,500,000","910,600,000","233,700,000","227,100,000",,,,,,,,,"37,600,000","25,900,000","19,900,000","13,400,000","10,800,000","11,500,000","10,900,000","11,200,000","18,700,000","18,700,000","18,700,000","18,700,000","19,500,000","19,300,000","18,700,000","18,600,000","18,300,000","17,000,000","16,900,000","17,200,000","15,600,000","15,500,000","14,900,000","5,800,000","3,700,000",,,
			NonCurrentDeferredTaxesLiabilities,"135,100,000","126,600,000","91,700,000","90,600,000","89,800,000","87,500,000","76,800,000","76,100,000","71,900,000","99,200,000","99,500,000","95,600,000","91,500,000","89,300,000","97,500,000","91,500,000","78,600,000","161,000,000","146,000,000","140,600,000","137,900,000","129,400,000","124,200,000","119,100,000","116,500,000","104,800,000","97,200,000","93,700,000","89,400,000","77,800,000","70,600,000","65,500,000","62,300,000","43,600,000","32,200,000","30,500,000","25,900,000","41,100,000","35,900,000","29,200,000","24,600,000","0","0","0","0",,"224,600,000","225,000,000","220,700,000","199,800,000","203,200,000","208,700,000","225,400,000","209,600,000","200,300,000","197,900,000","186,200,000","209,700,000","193,700,000","175,000,000","156,700,000","175,000,000","148,800,000","140,700,000","176,400,000","380,400,000","383,000,000","356,100,000","947,400,000","933,900,000","920,300,000","855,600,000","853,800,000","890,900,000","885,000,000","887,000,000","877,200,000","845,100,000","819,600,000","806,300,000","804,800,000","913,500,000","910,600,000","233,700,000","227,100,000",,,,,,,,,"37,600,000","25,900,000","19,900,000","13,400,000","10,800,000","11,500,000","10,900,000","11,200,000","18,700,000","18,700,000","18,700,000","18,700,000","19,500,000","19,300,000","18,700,000","18,600,000","18,300,000","17,000,000","16,900,000","17,200,000","15,600,000","15,500,000","14,900,000","5,800,000","3,700,000",,,
		OtherNonCurrentLiabilities,"262,400,000","255,200,000","249,600,000","248,500,000","275,000,000","281,100,000","276,700,000","280,000,000","235,400,000","231,300,000","227,000,000","224,600,000","217,900,000","209,500,000","218,200,000","212,400,000","207,600,000","204,200,000","206,900,000","206,200,000","204,300,000","194,300,000","187,700,000","180,500,000","174,300,000","169,700,000","166,200,000","162,600,000","157,100,000","148,800,000","147,000,000","149,800,000","144,900,000","144,300,000","143,000,000","141,500,000","129,400,000","118,400,000","118,000,000","116,600,000","111,100,000","113,800,000","116,400,000","127,700,000","134,600,000","137,700,000","140,900,000","137,900,000","131,700,000","181,400,000","159,400,000","153,900,000","80,500,000","79,500,000","79,400,000","76,500,000","72,300,000","76,300,000","71,200,000","69,300,000","70,200,000","79,000,000","77,300,000","80,700,000","79,000,000","210,500,000","212,500,000","221,900,000","103,800,000","115,400,000","160,200,000","160,800,000","158,300,000","129,400,000","143,000,000","130,300,000","118,600,000","111,500,000","107,200,000","207,500,000","206,800,000","206,100,000","187,500,000","477,700,000","418,500,000","654,700,000","488,700,000","437,800,000","446,800,000","387,100,000","434,000,000","203,300,000","101,300,000","22,600,000","26,700,000","29,300,000","28,400,000","9,100,000","7,300,000","8,400,000","8,200,000","7,300,000","7,800,000","8,800,000","8,900,000","7,100,000","5,200,000","5,400,000","5,100,000",,"4,200,000","4,200,000","4,100,000","4,500,000","4,000,000","2,900,000","2,400,000","2,700,000",,,
TotalEquityGrossMinorityInterest,"3,162,100,000","2,996,700,000","2,882,900,000","2,785,800,000","2,716,000,000","2,618,000,000","2,500,600,000","2,471,900,000","2,369,300,000","2,200,500,000","2,498,600,000","2,434,200,000","2,310,300,000","2,220,800,000","2,158,200,000","2,090,600,000","2,349,300,000","2,264,900,000","2,285,300,000","2,205,600,000","2,072,100,000","2,012,000,000","2,125,100,000","2,068,900,000","2,061,700,000","1,993,400,000","1,882,500,000","1,786,600,000","1,688,500,000","1,638,500,000","1,528,200,000","1,568,100,000","1,894,600,000","2,024,900,000","2,116,100,000","2,138,600,000","2,078,900,000","2,005,200,000","1,970,600,000","2,327,300,000","2,303,200,000","2,311,300,000","2,290,400,000","2,236,700,000","2,198,100,000","2,127,800,000","3,535,100,000","3,501,000,000","3,473,500,000","3,476,800,000","3,738,100,000","3,830,700,000","3,712,700,000","3,660,400,000","3,683,100,000","4,798,300,000","4,669,500,000","4,599,300,000","4,476,500,000","4,322,400,000","4,263,100,000","4,113,000,000","4,083,000,000","3,990,400,000","3,949,700,000","3,958,700,000","3,885,500,000","3,901,400,000","3,910,200,000","4,020,100,000","3,958,900,000","3,903,000,000","3,827,900,000","3,878,500,000","3,858,500,000","3,803,400,000","3,842,500,000","3,856,000,000","3,764,800,000","4,550,400,000","4,601,200,000","5,286,700,000","5,736,800,000","5,393,800,000","5,424,200,000","5,872,900,000","4,199,300,000","3,942,400,000","3,484,300,000","3,062,600,000","2,668,100,000","2,466,800,000","1,276,200,000","791,900,000","746,900,000","504,200,000","436,400,000","386,900,000","69,600,000","90,700,000","88,000,000","84,900,000","82,000,000","79,100,000","77,600,000","99,500,000","97,900,000","96,700,000","97,300,000","92,000,000","89,800,000","76,500,000","92,400,000","77,700,000","70,100,000","46,300,000","35,400,000","20,400,000","3,100,000","2,000,000","100,000"
	StockholdersEquity,"3,162,100,000","2,996,700,000","2,882,900,000","2,785,800,000","2,716,000,000","2,618,000,000","2,500,600,000","2,471,900,000","2,369,300,000","2,200,500,000","2,498,600,000","2,434,200,000","2,310,300,000","2,220,800,000","2,158,200,000","2,090,600,000","2,349,300,000","2,264,900,000","2,285,300,000","2,205,600,000","2,072,100,000","2,012,000,000","2,125,100,000","2,068,900,000","2,061,700,000","1,993,400,000","1,882,500,000","1,786,600,000","1,688,500,000","1,638,500,000","1,528,200,000","1,568,100,000","1,894,600,000","2,024,900,000","2,116,100,000","2,138,600,000","2,078,900,000","2,005,200,000","1,970,600,000","2,327,300,000","2,303,200,000","2,311,300,000","2,290,400,000","2,236,700,000","2,198,100,000","2,127,800,000","3,535,100,000","3,501,000,000","3,473,500,000","3,476,800,000","3,738,100,000","3,830,700,000","3,712,700,000","3,660,400,000","3,683,100,000","4,798,300,000","4,669,500,000","4,599,300,000","4,476,500,000","4,322,400,000","4,263,100,000","4,113,000,000","4,083,000,000","3,990,400,000","3,949,700,000","3,958,700,000","3,885,500,000","3,901,400,000","3,910,200,000","4,020,100,000","3,958,900,000","3,903,000,000","3,827,900,000","3,878,500,000","3,858,500,000","3,803,400,000","3,842,500,000","3,856,000,000","3,764,800,000","4,550,400,000","4,601,200,000","5,286,700,000","5,736,800,000","5,393,800,000","5,424,200,000","5,421,100,000","4,199,300,000","3,942,400,000","3,484,300,000","3,062,600,000","2,668,100,000","2,466,800,000","1,276,200,000","791,900,000","746,900,000","504,200,000","436,400,000","386,900,000","69,600,000","90,700,000","88,000,000","84,900,000","82,000,000","79,100,000","77,600,000","99,500,000","97,900,000","96,700,000","97,300,000","92,000,000","89,800,000","76,500,000","92,400,000","77,700,000","70,100,000","46,300,000","35,400,000","20,400,000","3,100,000","2,000,000","100,000"
		CapitalStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","2,200,000","2,200,000","2,200,000","2,200,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,900,000","2,900,000","2,900,000","2,900,000","3,400,000","3,400,000","3,300,000","3,300,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,700,000","4,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0",,"0","0",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,000,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,600,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","1,900,000","2,200,000","2,200,000","2,200,000","2,200,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,700,000","2,900,000","2,900,000","2,900,000","2,900,000","3,400,000","3,400,000","3,300,000","3,300,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,800,000","4,700,000","4,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"35,900,000","34,100,000","25,600,000","24,700,000","20,800,000","19,700,000","18,900,000","16,100,000","4,000,000","30,200,000","27,800,000","17,000,000","18,200,000","18,000,000","17,600,000","15,200,000","5,200,000","78,700,000","73,900,000","66,900,000","61,800,000","55,600,000","53,800,000","43,400,000","42,800,000","38,800,000","34,900,000","28,000,000","26,600,000","24,600,000","27,000,000","20,700,000","19,600,000","18,000,000","18,700,000","11,000,000","2,000,000","483,600,000","480,800,000","476,000,000","480,200,000","481,900,000","484,600,000","485,300,000","481,800,000","478,500,000","472,900,000","464,500,000","461,000,000","1,070,900,000","1,068,500,000","1,068,400,000","1,092,000,000","2,196,100,000","2,197,300,000","2,202,800,000","2,201,000,000","2,214,100,000","2,222,300,000","2,230,000,000","2,240,000,000","2,563,500,000","2,570,200,000","2,578,400,000","2,581,000,000","3,166,600,000","3,088,000,000","3,057,000,000","3,044,100,000","4,759,000,000","4,757,800,000","4,694,200,000","4,674,000,000","4,666,500,000","4,664,500,000","4,664,500,000","4,664,700,000","4,663,200,000","4,662,100,000","4,662,100,000","4,661,500,000","4,661,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"3,688,300,000","3,530,600,000","3,431,100,000","3,330,300,000","3,238,300,000","3,145,600,000","3,033,600,000","2,936,000,000","2,832,200,000","3,416,500,000","3,319,000,000","3,231,300,000","3,133,300,000","3,018,000,000","2,910,700,000","2,798,700,000","2,702,800,000","4,101,700,000","3,983,200,000","3,868,100,000","3,756,600,000","3,639,900,000","3,533,400,000","3,433,000,000","3,337,900,000","3,228,500,000","3,135,900,000","3,046,000,000","2,963,000,000","2,879,800,000","2,798,200,000","2,719,600,000","2,646,600,000","2,577,200,000","2,506,500,000","2,434,600,000","2,365,200,000","2,380,300,000","2,323,400,000","2,276,200,000","2,221,000,000","2,159,300,000","2,094,300,000","2,057,600,000","2,023,000,000","1,955,900,000","3,368,600,000","3,316,800,000","3,266,100,000","3,214,400,000","3,142,300,000","3,065,000,000","2,989,400,000","2,914,200,000","2,832,400,000","2,759,700,000","2,672,500,000","2,597,200,000","2,467,800,000","2,273,000,000","2,176,000,000","2,014,200,000","1,921,800,000","1,829,700,000","1,742,400,000","1,663,300,000","1,554,500,000","1,448,200,000","1,263,200,000","1,183,800,000","1,077,100,000","973,300,000","881,600,000","874,700,000","795,500,000","709,200,000","649,300,000","579,200,000","482,600,000","1,276,100,000","1,213,800,000","1,616,900,000","1,512,200,000","1,011,000,000","930,900,000","815,600,000","635,900,000","511,900,000","431,900,000","231,100,000","81,200,000","25,800,000","-22,900,000","61,500,000","55,500,000","38,100,000","37,100,000","4,800,000","1,900,000","-12,700,000","-15,600,000","-18,700,000","-22,000,000","-25,200,000","-26,800,000","-4,500,000","-6,100,000","-7,300,000","-7,900,000","-8,800,000","-10,800,000","-13,300,000","4,000,000","2,400,000","500,000","2,900,000","1,900,000","1,200,000","100,000","-7,400,000","-9,300,000"
		TreasuryStock,"563,100,000","569,000,000","574,800,000","570,200,000","544,100,000","548,300,000","552,900,000","481,200,000","467,900,000","1,247,400,000","849,400,000","815,300,000","842,400,000","816,400,000","771,300,000","724,500,000","359,900,000","1,917,100,000","1,773,400,000","1,731,000,000","1,747,900,000","1,685,100,000","1,463,700,000","1,409,100,000","1,320,600,000","1,275,500,000","1,289,900,000","1,289,000,000","1,302,700,000","1,267,500,000","1,298,600,000","1,173,800,000","773,200,000","571,900,000","410,700,000","308,600,000","289,900,000","860,600,000","835,400,000","426,700,000","399,900,000","331,600,000","290,000,000","307,400,000","307,900,000","307,900,000","308,100,000","282,100,000","255,300,000","810,500,000","474,600,000","304,700,000","370,500,000","1,452,300,000","1,350,100,000","167,000,000","208,500,000","216,200,000","217,100,000","184,500,000","154,100,000","463,900,000","410,700,000","413,800,000","373,400,000","869,800,000","758,000,000","609,200,000","404,600,000","1,933,100,000","1,885,200,000","1,770,000,000","1,734,100,000","1,669,500,000","1,606,500,000","1,575,500,000","1,477,300,000","1,399,100,000","1,395,300,000","1,395,300,000","1,285,400,000","992,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-100,000","-100,000","0","-200,000","-400,000","-700,000","-700,000","-600,000","-200,000","-100,000","-200,000","-200,000","-300,000","-200,000","-400,000","-300,000","800,000","100,000","1,800,000","1,500,000","800,000","-1,200,000","-1,500,000","-3,700,000","-1,200,000","-6,800,000","-3,200,000","-4,800,000","-2,400,000","2,100,000","4,200,000","5,600,000","4,400,000","700,000","1,600,000","2,000,000","200,000","400,000","1,000,000","7,900,000","10,600,000","2,700,000","6,600,000","-3,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000",,,,,,,,,,,,,,,,,,,,,,,"4,224,600,000","4,382,800,000","4,493,300,000","4,605,500,000","3,563,400,000","3,430,500,000","3,052,400,000","2,831,500,000","2,586,900,000","2,441,000,000","1,299,100,000","730,400,000","691,400,000","466,100,000","399,300,000","382,100,000","67,700,000","103,400,000","103,600,000","103,600,000","104,000,000","104,300,000","104,400,000","104,000,000","104,000,000","104,000,000","105,200,000","100,800,000","100,600,000","89,800,000","88,400,000","75,300,000","69,600,000","43,400,000","33,500,000","19,200,000","3,000,000","9,400,000","9,400,000"
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"451,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"4,740,600,000","4,572,500,000","4,459,100,000","4,361,700,000","4,642,200,000","4,580,100,000","4,458,700,000","4,430,600,000","4,328,500,000","3,496,200,000","3,714,700,000","4,050,000,000","3,921,400,000","3,990,300,000","3,896,200,000","3,833,200,000","4,103,000,000","4,012,700,000","4,090,800,000","4,236,100,000","4,175,500,000","3,927,500,000","3,990,800,000","3,860,900,000","3,871,500,000","3,819,900,000","3,789,700,000","3,730,200,000","3,754,800,000","3,502,600,000","3,528,500,000","3,455,300,000","3,529,000,000","3,419,100,000","3,549,200,000","3,467,300,000","3,419,500,000","3,377,800,000","3,330,000,000","3,430,300,000","3,408,200,000","3,418,200,000","3,409,600,000","3,363,700,000","3,423,700,000","3,485,800,000","5,016,000,000","5,169,500,000","5,225,400,000","5,129,000,000","5,200,700,000","5,185,100,000","5,270,600,000","5,122,500,000","5,135,900,000","5,281,400,000","5,153,900,000","5,260,700,000","5,139,300,000","4,994,500,000","5,060,800,000","4,915,700,000","4,889,700,000","4,798,100,000","4,758,200,000","4,684,400,000","4,615,300,000","4,599,500,000","4,552,900,000","4,658,000,000","4,599,500,000","4,547,300,000","4,475,200,000","4,489,800,000","4,549,200,000","4,628,700,000","4,692,900,000","4,782,700,000","4,749,700,000","5,582,000,000","5,437,300,000","5,649,200,000","5,781,200,000","8,986,800,000","7,739,800,000","7,869,700,000","7,385,800,000","6,372,200,000","5,817,900,000","4,333,200,000","3,708,500,000","3,586,900,000","1,446,800,000","791,900,000","746,900,000","504,200,000","436,400,000","386,900,000","87,600,000","108,500,000","102,900,000","106,500,000","104,700,000","104,400,000","103,800,000","127,200,000","115,600,000","114,400,000","115,800,000","112,800,000","105,800,000","91,300,000","106,400,000","89,800,000","77,300,000","54,500,000","43,300,000","31,900,000","3,100,000","2,000,000","100,000"
CommonStockEquity,"3,162,100,000","2,996,700,000","2,882,900,000","2,785,800,000","2,716,000,000","2,618,000,000","2,500,600,000","2,471,900,000","2,369,300,000","2,200,500,000","2,498,600,000","2,434,200,000","2,310,300,000","2,220,800,000","2,158,200,000","2,090,600,000","2,349,300,000","2,264,900,000","2,285,300,000","2,205,600,000","2,072,100,000","2,012,000,000","2,125,100,000","2,068,900,000","2,061,700,000","1,993,400,000","1,882,500,000","1,786,600,000","1,688,500,000","1,638,500,000","1,528,200,000","1,568,100,000","1,894,600,000","2,024,900,000","2,116,100,000","2,138,600,000","2,078,900,000","2,005,200,000","1,970,600,000","2,327,300,000","2,303,200,000","2,311,300,000","2,290,400,000","2,236,700,000","2,198,100,000","2,127,800,000","3,535,100,000","3,501,000,000","3,473,500,000","3,476,800,000","3,738,100,000","3,830,700,000","3,712,700,000","3,660,400,000","3,683,100,000","4,798,300,000","4,669,500,000","4,599,300,000","4,476,500,000","4,322,400,000","4,263,100,000","4,113,000,000","4,083,000,000","3,990,400,000","3,949,700,000","3,958,700,000","3,885,500,000","3,901,400,000","3,910,200,000","4,020,100,000","3,958,900,000","3,903,000,000","3,827,900,000","3,878,500,000","3,858,500,000","3,803,400,000","3,842,500,000","3,856,000,000","3,764,800,000","4,550,400,000","4,601,200,000","5,286,700,000","5,736,800,000","5,393,800,000","5,424,200,000","5,421,100,000","4,199,300,000","3,942,400,000","3,484,300,000","3,062,600,000","2,668,100,000","2,466,800,000","1,276,200,000","791,900,000","746,900,000","504,200,000","436,400,000","386,900,000","69,600,000","90,700,000","88,000,000","84,900,000","82,000,000","79,100,000","77,600,000","99,500,000","97,900,000","96,700,000","97,300,000","92,000,000","89,800,000","76,500,000","92,400,000","77,700,000","70,100,000","46,300,000","35,400,000","20,400,000","3,100,000","2,000,000","100,000"
CapitalLeaseObligations,"372,200,000","302,500,000","308,800,000","315,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"28,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"1,078,600,000","916,100,000","802,400,000","679,300,000","607,400,000","506,200,000","413,200,000","371,000,000","267,500,000","54,400,000","355,600,000","318,000,000","200,800,000","147,400,000","186,300,000","98,500,000","514,900,000","512,000,000","551,900,000","514,700,000","402,700,000","407,600,000","532,300,000","476,200,000","467,000,000","411,700,000","301,300,000","263,900,000","159,800,000","252,600,000","143,000,000","178,400,000","504,600,000","634,700,000","726,100,000","750,500,000","734,800,000","662,600,000","659,800,000","1,015,500,000","1,003,300,000","1,011,100,000","993,000,000","922,500,000","871,300,000","802,400,000","451,000,000","411,600,000","396,200,000","391,500,000","639,500,000","727,100,000","595,800,000","634,100,000","672,200,000","1,786,000,000","1,712,400,000","1,638,300,000","1,522,500,000","1,354,600,000","1,286,900,000","1,109,400,000","1,072,700,000","1,033,900,000","1,055,100,000","970,600,000","900,200,000","914,100,000","934,400,000","1,039,800,000","1,004,900,000","953,200,000","962,700,000","997,400,000","991,600,000","900,900,000","922,300,000","916,100,000","841,300,000","1,652,900,000","1,770,200,000","2,444,400,000","3,168,000,000","2,528,900,000","2,950,800,000","2,499,100,000","1,720,900,000","1,647,400,000","1,879,700,000","1,851,200,000","1,797,500,000","1,732,000,000","1,047,800,000","608,900,000","566,300,000","354,500,000","336,500,000","302,100,000","56,600,000","77,600,000","76,700,000","61,700,000","58,800,000","56,000,000","54,700,000","73,200,000","71,100,000","69,700,000","69,800,000","64,700,000","63,900,000","52,600,000","54,300,000","45,600,000","50,800,000","30,000,000","19,500,000","13,100,000","2,400,000","2,000,000","100,000"
