name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997
MarketCap,"20,603,634,367","46,653,152,815","40,882,460,587","45,157,025,095","47,111,297,513","41,878,721,669","50,625,450,633","55,454,897,573","65,476,144,730","53,357,299,165","55,056,254,367","64,250,978,316","56,956,738,168","50,762,639,797","55,345,642,088","53,707,808,983","54,220,774,741","35,498,560,078","30,420,086,319","25,101,606,544","31,865,696,402","27,594,390,382","27,752,675,568","47,088,049,375","48,315,461,155","37,097,601,195","39,736,945,001","28,834,245,861","38,022,923,266","37,878,737,028","36,855,631,228","20,939,690,608","11,457,578,771","21,234,723,436","43,804,658,309","66,332,499,270","83,858,280,000","86,630,974,950","95,731,755,000","97,833,250,000","96,258,420,000","97,368,362,090","96,975,900,000","86,700,600,000","85,009,440,000","76,774,618,000","64,766,111,310","61,844,640,000","66,651,104,000","66,692,775,220","55,734,816,000","51,158,820,000","46,655,595,000","49,533,252,733","36,885,300,000","34,931,627,810","23,254,540,590","33,556,688,089","27,977,508,000","51,639,607,510","53,623,557,000","50,713,502,400","53,025,747,000","63,343,885,500","62,535,372,000","78,944,622,256","62,766,652,800","65,270,812,500","53,183,625,000","58,985,458,591","52,247,925,000","52,486,500,000","52,427,333,400","64,255,129,120","41,563,734,800","61,433,827,200","52,536,692,600","39,086,118,824","42,299,710,400","42,178,972,000","34,379,185,600"
PeRatio,"4.816","9.308","9.648","8.535","8.863","7.114","8.508","8.784","9.754","13.382","13.219","19.451","31.375","10.666","11.183","10.276","10.361","15.946","9.259","8.136","7.352","6.15","5.768","9.494","13.639","11.873",,,,,,,,,"5.756","5.125","5.699","6.218","8.351","9.346","8.973","9.932","9.824","8.725","9.714","9.146","7.696","7.508","7.385","7.948","7.807","8.326","7.18","9.28","8.051","7.737","5.9","6.917","6.591","10.872","13.131","12.15","4.415","6.115","5.895","7.023","19.82","18.831","10.822","11.984","10.887","12.204","19.457","19.135","12.595","19.468","19.23","16.337",,,
ForwardPeRatio,"6.92","8.489","6.935","7.215","7.782",,"7.849","9.699","10.373","12.315","12.376","14.493","11.737","15.244","14.815","8.41","8.749","6.84","5.821","4.421","4.717","4.072","3.481","5.42","6.024","5.092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.307","1.697","3.014","2.123","2.288",,"0.981","1.213","0.887","1.009","1.014","1.188","0.711","0.924","0.898","0.427","0.495","0.479","0.407","0.309","0.652","0.284","0.87","1.355","3.012","1.273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.106","2.252","2.127","2.155","2.298","2.04","2.44","2.614","2.903","2.996","3.048","3.768","3.496","1.46","1.53","1.406","1.418","0.68","0.454","0.397","0.439","0.435","0.408","0.671","0.647","0.53","0.489","0.393","0.61","0.393","0.496","0.278","0.138","0.249","0.43","0.566","0.669","0.761","0.933","0.985","0.938","1.062","1.078","0.957","1.027","0.926","0.779","0.732","0.738","0.704","0.632","0.589","0.545","0.552","0.457","0.422","0.284","0.412","0.31","0.606","0.819","0.758","0.859","1.349","1.236","1.617","1.536","1.46","1.145","1.297","1.192","1.285","1.34","1.362","0.908","1.479","1.372","1.133",,,
PbRatio,"0.368","0.783","0.745","0.751","0.858","0.756","0.904","0.995","1.103","1.035","1.039","1.069","1.115","0.872","1.016","0.929","0.937","0.551","0.478","0.406","0.527","0.471","0.441","0.726","0.765","0.65","0.609","0.545","0.657","0.726","0.896","0.504","0.288","0.6","1.318","1.471","1.682","1.594","1.761","1.803","1.881","2.011","2.299","2.041","1.93","1.733","1.438","1.45","1.645","1.903","1.819","1.632","1.548","1.847","1.613","1.657","1.217","1.75","1.72","2.282","2.858","2.645","2.381","2.967","2.81","2.649","2.07","1.996","1.656","1.691","1.507","1.595","1.618","1.895","1.461","1.927","1.738","1.717","1.717","1.821","1.62"
