name,ttm,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
MarketCap,"3,020,685,579","9,513,780,889","10,384,232,548","7,786,003,218","4,213,244,441","5,137,106,404","7,102,815,594","4,259,877,385","5,251,476,018","8,961,495,722","4,024,658,332","1,218,168,420","2,876,795,120","2,597,304,505","2,938,215,263","4,618,803,221","1,615,170,931","224,288,671","347,559,285"
EnterpriseValue,"9,533,635,624","17,668,638,698","18,099,456,932","15,938,749,466","13,174,775,368","13,729,048,572","14,515,163,093","11,106,089,059","11,032,532,542","14,936,118,310","7,824,990,808","5,122,069,599","6,306,141,415","4,996,907,304","4,409,128,989","6,210,276,022","3,910,578,930","2,188,787,006","1,551,499,321"
PeRatio,"2,395.858","12.1","30.049","11.934","7.155","16.843","39.023",,"2,579.739","8.012","8.125",,"11.369",,,"1,127.933","21.419",,
ForwardPeRatio,,,"8.368","8.217","3.483","7.257","10.846",,"10.695","26.596",,,,,,,,,
PegRatio,,,,,,"0.678","1.014",,,,,,,,,,,,
PsRatio,"0.303","0.676","0.711","0.566","0.459","0.303","0.434","0.307","0.334","0.596","0.489","0.158","0.352","0.044","0.377","0.004","0.458","0.033","0.001"
PbRatio,"2.272","5.258","4.486","5.13","9.17","1.835","2.089","1.271","1.061","1.636","1.572","0.771","0.89","1.276","1.392","2.929","2.215",,"0.448"
EnterprisesValueRevenueRatio,"0.175","0.305","0.367","0.334","0.279","0.298","0.354","0.313","0.333","0.586","0.513","0.285","0.357","0.386","0.337","0.509","0.387","0.259","0.377"
EnterprisesValueEBITDARatio,"1.72","2.036","1.516","3.399","1.547","2.973","3.43","9.894","2.496","3.404","2.343","-5.767","2.129","2.419","2.495","3.504","2.811","1.013","3.613"
