name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"1,901,211,925","1,006,708,500","3,673,878,780","3,724,997,200","5,808,470,149","6,981,520,903","2,081,933,316","3,150,662,523","3,511,731,905","2,977,173,287","3,671,508,547","3,810,983,069","4,092,021,281"
EnterpriseValue,"5,004,973,925","3,897,722,500","6,331,628,780","6,243,540,200","8,196,494,149","6,978,698,903","2,077,687,316","3,145,362,523","3,497,249,905","2,971,186,287","3,669,089,547","3,799,592,069","4,075,266,281"
PeRatio,,,,"18.5","38.2","5.839","44.72","94","158.385","533","651.75","701.556","771.499"
ForwardPeRatio,"4.309","2.268","8.306","9.166","11.312","12.953","8.224",,"41.841","35.587",,,
PsRatio,"1.891","1.094","4.662","6.569","41.703","2.512","38.935","90.742","207.783",,"6.22","6.457","6.933"
PbRatio,"0.734","0.32","1.043","0.938","1.439","226.224","82.86","136.487","163.771","190.747","422.985","201.213","279.357"
EnterprisesValueRevenueRatio,"4.744","14.916","24.646","22.899","31.029","124.867","7.374",,,,,,
EnterprisesValueEBITDARatio,"-7.44","-8.564","-48.161","-23.804","46.519","304.494","65.893","116.439","161.64","-310.794","-410.367","-425.391","-317.537"
