name,ttm,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012
MarketCap,"6,033,648,226","7,631,064,000","6,531,488,918","5,839,672,917","5,008,333,000","3,563,730,000","1,486,464,000","1,320,099,000","1,034,141,013"
EnterpriseValue,"11,760,148,226","13,600,964,000","13,453,288,918","9,758,172,917","8,484,033,000","7,817,530,000","4,973,564,000","2,115,699,000","1,898,441,013"
PeRatio,"67.961","46.218","15.295",,,,,"56.859",
ForwardPeRatio,"17.153","16.75","17.153","21.598","38.314","22.371",,,
PegRatio,"2.451","1.134","0.946","3.216",,,,,
PsRatio,"1.121","1.357","1.197","1.201","1.041","0.719","0.711","1.358","1.089"
PbRatio,"1.797","2.38","2.131","2.121","1.647","1.335","0.573","0.889","0.764"
EnterprisesValueRevenueRatio,"2.054","2.394","2.15","1.867","1.688","1.682","2.063","2.046","1.98"
EnterprisesValueEBITDARatio,"13.585","15.795","12.808","13.7","14.648","19.892","-56.906","11.461","9.311"
