name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
TotalRevenue,"69,271,000,000","68,002,000,000","80,161,000,000","55,879,000,000","51,041,000,000","43,763,000,000","40,662,000,000","37,594,000,000","38,755,000,000","40,993,000,000","32,739,000,000"
	NetInterestIncome,"66,603,000,000","66,156,000,000","61,997,000,000","55,844,000,000","49,183,000,000","43,026,000,000","37,611,000,000","35,847,000,000","33,872,000,000","28,806,000,000","26,246,000,000"
		InterestIncome,"124,304,000,000","124,230,000,000","113,586,000,000","98,002,000,000","77,428,000,000","64,204,000,000","57,916,000,000","55,386,000,000","55,521,000,000","46,680,000,000","39,237,000,000"
		InterestExpense,"57,701,000,000","58,074,000,000","51,589,000,000","42,158,000,000","28,245,000,000","21,178,000,000","20,305,000,000","19,539,000,000","21,649,000,000","17,874,000,000","12,991,000,000"
	NonInterestIncome,"2,668,000,000","1,846,000,000","18,164,000,000","35,000,000","1,858,000,000","737,000,000","3,051,000,000","1,747,000,000","4,883,000,000","12,187,000,000","6,493,000,000"
		TotalPremiumsEarned,,"5,038,000,000","4,575,000,000","4,341,000,000","4,272,000,000","4,104,000,000","3,896,000,000","3,437,000,000",,,"1,586,000,000"
		FeesAndCommissions,"11,657,000,000","11,386,000,000","11,147,000,000","10,231,000,000","9,838,000,000","9,722,000,000","9,192,000,000","12,584,000,000","12,045,000,000","11,120,000,000","7,690,000,000"
			FeesandCommissionIncome,"19,772,000,000","19,280,000,000","17,721,000,000","15,975,000,000","15,039,000,000","13,652,000,000","12,650,000,000","15,066,000,000","12,045,000,000","13,412,000,000","9,571,000,000"
				SecuritiesActivities,,,,,,,,,,"888,000,000",
				OtherCustomerServices,,,,,,,,,,"12,524,000,000",
			FeesandCommissionExpense,"8,115,000,000","7,894,000,000","6,574,000,000","5,744,000,000","5,201,000,000","3,930,000,000","3,458,000,000","2,482,000,000","2,570,000,000","2,292,000,000","1,881,000,000"
		DividendIncome,,"235,000,000","210,000,000","150,000,000","110,000,000",,,,,,
		OtherNonInterestIncome,,,,,,,,,,"1,067,000,000",
CreditLossesProvision,,,,,,,,,,"-6,556,000,000",
NonInterestExpense,,,,,,,,,,"18,111,000,000",
	SellingGeneralAndAdministration,"12,227,000,000","11,698,000,000","11,280,000,000","8,953,000,000","7,861,000,000","6,841,000,000","6,843,000,000","6,443,000,000","8,521,000,000","18,111,000,000","6,769,000,000"
		GeneralAndAdministrativeExpense,"11,262,000,000","10,733,000,000","10,390,000,000","7,985,000,000","6,960,000,000","6,119,000,000","6,190,000,000","5,738,000,000","8,521,000,000","18,111,000,000","6,769,000,000"
			RentAndLandingFees,,,"1,120,000,000","1,963,000,000","1,770,000,000","1,843,000,000","1,622,000,000","1,456,000,000",,,
			InsuranceAndClaims,,"95,000,000","75,000,000","78,000,000","82,000,000","70,000,000","42,000,000","41,000,000",,,
			OtherGandA,,,,,,,,,,"18,111,000,000",
		SellingAndMarketingExpense,,"965,000,000","890,000,000","968,000,000","901,000,000","722,000,000","653,000,000","705,000,000",,,
