name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
IncomefromAssociatesandOtherParticipatingInterests,,,,,"0","117,000,000","153,000,000","245,000,000","212,000,000",,"289,000,000"
SpecialIncomeCharges,,"-312,000,000","40,000,000","75,000,000","91,000,000","98,000,000","-55,000,000","-7,000,000","1,844,000,000",,"-152,000,000"
	ImpairmentOfCapitalAssets,,,,,,,,"0","0",,"27,000,000"
	WriteOff,,"370,000,000","5,000,000",,"0","0","48,000,000","22,000,000","34,000,000",,"65,000,000"
	OtherSpecialCharges,,"-58,000,000","-45,000,000","-75,000,000","-91,000,000","-98,000,000","7,000,000","-15,000,000","-1,878,000,000",,"60,000,000"
PretaxIncome,"27,526,000,000","27,290,000,000","24,814,000,000","24,174,000,000","21,869,000,000","18,298,000,000","16,830,000,000","15,013,000,000","21,314,000,000","16,396,000,000","16,156,000,000"
TaxProvision,"7,022,000,000","6,909,000,000","5,458,000,000","5,496,000,000","5,365,000,000","4,294,000,000","3,541,000,000","2,670,000,000","3,899,000,000","2,535,000,000","4,449,000,000"
NetIncomeCommonStockholders,"20,504,000,000","20,381,000,000","19,353,000,000","18,678,000,000","16,504,000,000","14,003,000,000","13,288,000,000","14,279,000,000","17,414,000,000","18,682,000,000","12,586,000,000"
	NetIncome,"20,504,000,000","20,381,000,000","19,353,000,000","18,678,000,000","16,504,000,000","14,003,000,000","13,288,000,000","14,279,000,000","17,414,000,000","18,682,000,000","12,586,000,000"
		NetIncomeIncludingNoncontrollingInterests,"20,504,000,000","20,381,000,000","19,356,000,000","18,678,000,000","16,504,000,000","14,004,000,000","13,289,000,000","14,281,000,000","17,415,000,000","18,683,000,000","12,587,000,000"
			NetIncomeContinuousOperations,"20,504,000,000","20,381,000,000","19,356,000,000","18,678,000,000","16,504,000,000","14,004,000,000","13,289,000,000","12,343,000,000","17,415,000,000","13,861,000,000","11,707,000,000"
			NetIncomeDiscontinuousOperations,,,,,,"0","0","1,938,000,000","0","4,822,000,000","880,000,000"
		MinorityInterests,,"0","-3,000,000","0","0","-1,000,000","-1,000,000","-2,000,000","-1,000,000","-1,000,000","-1,000,000"
DilutedNIAvailtoComStockholders,"20,504,000,000","20,381,000,000","19,353,000,000","18,678,000,000","16,504,000,000","14,003,000,000","13,288,000,000","14,279,000,000","17,414,000,000","18,682,000,000","12,586,000,000"
BasicEPS,,"15.05","14.3","13.8","11.6","10.45","10.35","15.4","13.15","10.2","9.25"
DilutedEPS,,"15","14.25","13.75","11.6","10.4","10.35","15.4","13.15","10.2","9.25"
BasicAverageShares,,"1,355,091,092","1,355,244,074","1,355,476,310","1,355,768,474","1,355,542,545","1,354,761,893","1,357,278,983","1,357,278,983","1,357,278,983","1,357,279,000"
DilutedAverageShares,,"1,357,398,871","1,357,398,871","1,357,398,871","1,357,278,983","1,357,278,983","1,355,165,387","1,357,278,983","1,357,278,983","1,357,278,983","1,357,279,000"
InterestIncomeAfterProvisionForLoanLoss,,,,,,,,,,"22,250,000,000",
NetIncomeFromContinuingAndDiscontinuedOperation,"20,504,000,000","20,381,000,000","19,353,000,000","18,678,000,000","16,504,000,000","14,003,000,000","13,288,000,000","14,279,000,000","17,414,000,000","18,682,000,000","12,586,000,000"
NormalizedIncome,"20,504,000,000","20,614,001,600","19,321,800,000","18,620,055,000","16,435,322,300","13,928,000,600","13,331,428,000","12,346,755,400","15,907,267,600","13,860,000,000","11,816,139,200"
ReconciledDepreciation,"5,358,778,931","5,222,000,000","2,973,000,000","2,533,000,000","2,058,000,000","1,864,000,000","1,682,000,000","1,620,000,000","1,550,000,000","1,464,000,000","1,398,000,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"20,504,000,000","20,381,000,000","19,353,000,000","18,678,000,000","16,504,000,000","14,003,000,000","13,288,000,000","12,341,000,000","17,414,000,000","13,860,000,000","11,706,000,000"
TotalUnusualItemsExcludingGoodwill,,"-312,000,000","40,000,000","75,000,000","91,000,000","98,000,000","-55,000,000","-7,000,000","1,844,000,000",,"-152,000,000"
TotalUnusualItems,,"-312,000,000","40,000,000","75,000,000","91,000,000","98,000,000","-55,000,000","-7,000,000","1,844,000,000",,"-152,000,000"
TaxRateForCalcs,"0.255","0.253","0.22","0.227","0.245","0.235","0.21","0.178","0.183","0.155","0.275"
TaxEffectOfUnusualItems,"0","-78,998,400","8,800,000","17,055,000","22,322,300","23,000,600","-11,572,000","-1,244,600","337,267,600","0","-41,860,800"
