name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"26,821,948,000","23,109,486,000","20,329,085,000","17,200,842,000","14,275,089,000","10,600,498,000","9,307,095,000","7,622,637,000","6,844,541,000","6,193,883,000","5,753,279,000","5,242,761,000","5,016,096,000","4,169,604,000","2,857,271,000","2,176,849,000","1,576,773,000","872,074,000","602,703,000"
	CashCashEquivalentsAndFederalFundsSold,"501,105,000","564,704,000","482,553,000","349,740,000","282,751,000","189,671,000","335,700,000","235,561,000","162,338,000","254,479,000","450,859,000","139,954,000","115,629,000","264,880,000","188,792,000","130,494,000","78,536,000","159,683,000","104,101,000"
		CashAndCashEquivalents,"434,596,000","498,572,000","416,768,000","284,491,000","224,640,000","164,396,000","305,514,000","204,625,000","154,995,000","215,828,000","393,357,000","136,791,000","104,650,000","143,721,000","111,150,000","92,282,000","61,893,000","159,683,000","104,101,000"
			CashFinancial,"185,977,000","180,053,000","181,191,000","168,066,000","133,709,000","125,329,000","134,906,000","141,789,000",,,,,,,,,,,
			CashAndDueFromBanks,"248,619,000","318,519,000","235,577,000","116,425,000","90,931,000","39,067,000","170,608,000","62,836,000","154,995,000","215,828,000","393,357,000","136,791,000","104,650,000","143,721,000","111,150,000","92,282,000","61,893,000","159,683,000","104,101,000"
		RestrictedCashAndInvestments,"66,509,000","66,132,000","65,785,000","65,249,000","58,111,000","25,275,000","30,186,000","30,936,000",,,,,,,,,,,
			RestrictedInvestments,"66,509,000","66,132,000","65,785,000","65,249,000","58,111,000","25,275,000","30,186,000","30,936,000",,,,,,,,,,,
		MoneyMarketInvestments,,,,,,,,,"7,343,000","38,651,000","57,502,000","3,163,000","10,979,000","121,159,000","77,642,000","38,212,000","16,643,000",,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,"0","0","0","0","7,343,000","38,651,000","57,502,000","3,163,000","10,979,000","121,159,000","77,642,000","38,212,000","16,643,000",,
				FederalFundsSold,,,,,,,,,"0","918,000","3,473,000",,,,,,,,
				SecurityAgreeToBeResell,,,,,"0","0","0","0","7,343,000","37,733,000","54,029,000",,,,,,,,
	ForeclosedAssets,"13,850,000","17,924,000","28,540,000","47,815,000","43,942,000","57,150,000","66,719,000","77,247,000","89,104,000","107,655,000","83,347,000",,,,,,,,
	BankOwnedLifeInsurance,"174,046,000","170,145,000","167,764,000","164,510,000","162,458,000","141,969,000","140,562,000","138,336,000","133,898,000","129,808,000","92,510,000",,,,,,,,
	SecuritiesAndInvestments,"3,970,118,000","3,694,961,000","3,754,569,000","2,702,512,000","1,984,126,000","1,522,546,000","1,659,370,000","1,236,648,000","1,516,678,000","1,272,242,000","852,128,000","606,424,000","736,200,000","542,321,000","748,533,000","788,622,000","715,978,000",,
		AvailableForSaleSecurities,"138,701,000","115,068,000","3,820,400,000","1,053,000","1,603,000","2,309,000","5,668,000","5,725,000","1,230,420,000","1,224,091,000","844,646,000","606,424,000","736,200,000","542,321,000","748,533,000","788,622,000","715,978,000",,
