name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994
DilutedNIAvailtoComStockholders,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","12,300,000","24,800,000","8,800,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,300,000","1,100,000","2,900,000","3,400,000","3,900,000","100,000"
BasicEPS,,"47.97","69.78","60.94","58.2","52.23","64.46","54.21","55.9","45.19","33.39","43.26","39.46","27.78","40.25","30.43","23.51","16.81","34.23","28.75","22.97","9.63","24.22","21.49","15.68","5.34","21.74","18.08","10.37","7.04","12.38","10.6","9.17","3.99","6.51","8.19","6.65","2.61",,"7.65","11.64","5.29",,"12.29","7.17","3.19",,"6.72","9.58","8.32",,"17.25","16.19","14.98",,"22.59","33.27","23.69",,"30.08","26.31","17.71",,"23.16","17.91","15.27",,"15.3","13.35","12.41",,"12.58","11.42","10.37",,"8.02","7.3","5.74",,"4.93","4.09","3.22",,"3.06","2.66","2.38",,"2.25","0.77","0.95",,"0.68","0.71","0.42",,"0.58","0.56","0.23",,"0.38","0.34","0.07",,"0.21","0.22","0.01"
DilutedEPS,,"44.96","64.41","56.11","53.09","47.64","58.57","48.28","49.05","39.34","28.88","38.02","35.19","25.12","37.8","28.46","22.01","15.79","31.92","27.11","21.91","9.22","23.24","20.7","15.17","5.16","21.15","17.67","10.11","6.84","11.98","10.33","8.97","3.9","6.32","7.98","6.48","2.52",,"7.31","11.13","5.01",,"11.59","6.79","3.02",,"6.12","8.64","7.42",,"15.26","14.14","12.96",,"19.63","28.08","19.48",,"24.33","21.42","14.38",,"19.04","14.82","12.58",,"12.55","10.9","10.1",,"10.14","8.9","8.17",,"6.68","6.1","4.84",,"3.97","3.37","2.72",,"2.52","2.26","2.02",,"1.87","0.65","0.81",,"0.68","0.71","0.42",,"0.58","0.56","0.23",,"0.38","0.34","0.07",,"0.21","0.22","0.01"
BasicAverageShares,,"3,663,000","3,671,000","3,672,000","3,612,000","3,607,000","3,601,000","3,612,000","3,635,000","3,675,000","3,732,000","3,747,000","3,748,000","3,705,000","3,749,000","3,858,000","3,900,000","3,884,000","3,915,000","4,050,000","4,066,000","4,057,000","4,106,000","4,196,000","4,349,000","4,467,000","4,500,000","4,588,000","4,889,000","4,979,000","4,897,000","4,999,000","5,106,000","5,044,000","4,979,000","5,301,000","5,785,000","5,823,000",,"5,748,000","6,123,000","6,066,000",,"5,866,000","5,777,000","5,642,000",,"5,438,000","5,357,000","5,224,000",,"5,283,000","5,606,000","5,663,000",,"5,725,000","5,722,000","5,596,000",,"6,298,000","6,372,000","6,659,000",,"6,377,000","6,475,000","6,591,000",,"7,151,000","7,124,000","7,078,000",,"7,311,606","7,340,630","7,397,589",,"7,792,020","8,131,781","8,348,432",,"8,907,505","9,096,333","9,495,031",,"9,901,961","10,639,098","10,924,370",,"11,022,222","11,428,571","11,473,684",,"13,235,294","12,676,056","13,809,524",,"14,310,345","15,714,286","16,086,957",,"15,526,316","15,588,235","15,714,286",,"16,190,476","17,727,273","18,115,000"
DilutedAverageShares,,"3,908,000","3,977,000","3,988,000","3,959,000","3,955,000","3,964,000","4,056,000","4,142,000","4,220,000","4,315,000","4,263,000","4,202,000","4,097,000","3,992,000","4,125,000","4,165,000","4,135,000","4,198,000","4,296,000","4,262,000","4,235,000","4,279,000","4,354,000","4,495,000","4,620,000","4,626,000","4,695,000","5,013,000","5,122,000","5,060,000","5,132,000","5,221,000","5,159,000","5,126,000","5,437,000","5,929,000","6,020,000",,"6,011,000","6,405,000","6,399,000",,"6,223,000","6,101,000","5,958,000",,"5,968,000","5,938,000","5,859,000",,"5,969,000","6,420,000","6,545,000",,"6,588,000","6,779,000","6,805,000",,"7,787,000","7,825,000","8,200,000",,"7,758,000","7,825,000","7,997,000",,"8,716,000","8,725,000","8,697,000",,"9,071,006","9,419,101","7,397,589",,"9,355,090","9,731,475","9,900,826",,"11,061,461","11,039,763","11,240,441",,"12,023,810","12,522,124","12,871,287",,"13,262,032","13,538,462","13,456,790",,"13,235,294","12,676,056","13,809,524",,"14,310,345","15,714,286","16,086,957",,"15,526,316","15,588,235","15,714,286",,"16,190,476","17,727,273","18,115,000"
TotalOperatingIncomeAsReported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,644,000","64,213,000","31,223,000","26,951,000","69,418,000","63,905,000","25,331,000","87,136,000","65,668,000",,,"86,948,000","116,550,000","135,163,000","33,729,000","-31,867,000","58,723,000","82,494,000","65,171,000","77,315,000","143,782,000","144,579,000","133,050,000","170,158,000","210,319,000","315,342,000","220,442,000","349,911,000","294,626,000","266,603,000","189,349,000","274,814,000","227,039,000","195,744,000","170,856,000","219,440,000","173,470,000","159,992,000","147,710,000","140,327,000","133,175,000","126,721,000","126,199,000","86,949,000","105,940,000","86,662,000","83,012,000","81,624,000","77,822,000","56,824,000","51,470,000","93,200,000","41,300,000","55,200,000","50,300,000","68,500,000","27,900,000","21,700,000","15,800,000","-14,500,000","20,100,000","20,500,000","13,600,000","10,200,000","19,400,000","13,900,000","4,400,000","-5,700,000","15,200,000","14,500,000","3,500,000","9,100,000","11,300,000","12,600,000","2,900,000"
TotalExpenses,"6,302,840,000","1,417,408,000","1,691,824,000","1,641,422,000","1,552,186,000","1,465,244,000","1,714,319,000","1,600,091,000","1,542,587,000","1,334,502,000","1,551,703,000","1,419,588,000","1,331,437,000","1,141,014,000","1,520,675,000","1,349,228,000","1,240,346,000","1,037,546,000","1,344,819,000","1,213,427,000","1,090,435,000","890,682,000","1,172,676,000","1,055,130,000","988,462,000","757,103,000","1,086,291,000","1,053,248,000","925,521,000","710,654,000","841,339,000","786,778,000","707,059,000","571,918,000","693,171,000","640,640,000","634,544,000","491,785,000","727,201,000","615,520,000","847,887,000","538,339,000","662,108,000","700,790,000","555,379,000","528,082,000","951,441,000","880,488,000","873,229,000","822,760,000","1,350,082,000","1,148,306,000","1,172,089,000","960,139,000","1,456,972,000","1,343,092,000","1,433,586,000","984,213,000","1,312,588,000","1,081,547,000","1,013,200,000","753,093,000","983,555,000","919,232,000","806,589,000","707,705,000","949,338,000","783,378,000","688,509,000","595,864,000","693,862,000","713,869,000","661,718,000","566,056,000","650,754,000","586,873,000","561,803,000","448,684,000","548,367,000","539,850,000","501,682,000","439,111,000","468,100,000","482,300,000","453,800,000","396,200,000","373,000,000","413,100,000","364,000,000","275,700,000","313,000,000","303,200,000","267,600,000","230,500,000","244,200,000","299,500,000","269,600,000","195,800,000","250,500,000","248,100,000","197,800,000","144,400,000","232,400,000","220,500,000","202,900,000","154,200,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","15,000,000","24,800,000","15,500,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,100,000","300,000","2,100,000","3,400,000","3,900,000","100,000"
NormalizedIncome,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-13,184,550","33,870,902.916","48,806,750","39,203,300","64,175,765.09","88,283,019.497","87,350,677.831","80,427,922.098","131,674,636.884","127,112,887.26","188,517,658.449","130,974,948.974","222,537,000","189,443,000","167,649,000","109,351,072.72","148,361,733.457","134,932,565.475","115,970,000","100,617,000","160,816,098.616","101,221,400","95,092,000","87,806,000","107,931,479.219","80,554,881.058","83,830,000","76,713,000","67,020,000","62,492,000","50,762,142.051","47,920,000","46,554,000","43,914,000","31,996,000","29,162,200","24,300,000","22,020,000","28,300,000","26,000,000","15,000,000","14,812,972.973","7,040,000","4,960,000","-12,360,000","7,920,000","8,040,000","4,840,000","3,750,000","7,160,000","3,880,000","-860,000","-12,060,000","4,820,000","4,320,000","-540,000","-7,680,000","2,320,000","2,520,000","-1,940,000"
InterestIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,025,000","815,000","1,665,000","1,913,000","1,589,000","1,085,000","1,115,000","-2,195,000","3,110,000","1,492,000","756,000","897,000","887,000","611,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"24,556,000","6,214,000","6,301,000","6,008,000","6,033,000","5,993,000","6,014,000","5,968,000","6,047,000","6,007,000","5,997,000","5,821,000","5,641,000","5,578,000","5,887,000","5,338,000","4,554,000","4,842,000","5,419,000","5,900,000","5,817,000","5,782,000","5,696,000","5,618,000","5,593,000","5,684,000","5,626,000","5,525,000","5,237,000","5,452,000","4,949,000","1,511,000","258,000","265,000","369,000","476,000","551,000","496,000","623,000","778,000","2,193,000","2,435,000","2,421,000","3,110,000","2,738,000","3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-24,556,000","-6,214,000","-6,301,000","-6,008,000","-6,033,000","-5,993,000","-6,014,000","-5,968,000","-6,047,000","-6,007,000","-5,997,000","-5,821,000","-5,641,000","-5,578,000","-5,887,000","-5,338,000","-4,554,000","-4,842,000","-5,419,000","-5,900,000","-5,817,000","-5,782,000","-5,696,000","-5,618,000","-5,593,000","-5,684,000","-5,626,000","-5,525,000","-5,237,000","-5,452,000","-8,454,000","-486,000","557,000","1,400,000","1,544,000","1,113,000","534,000","619,000","-2,818,000","2,332,000","-701,000","-1,679,000","-1,524,000","-2,223,000","-2,127,000","-3,111,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"993,119,000","167,589,000","301,603,000","273,182,000","250,745,000","224,600,000","283,452,000","255,678,000","247,633,000","197,005,000","267,315,000","250,285,000","214,609,000","137,739,000","234,549,000","190,341,000","149,274,000","108,154,000","212,588,000","190,896,000","154,501,000","68,145,000","156,920,000","149,409,000","114,417,000","55,391,000","157,446,000","137,115,000","85,418,000","60,557,000","100,980,000","85,644,000","64,213,000","31,223,000","50,814,000","69,418,000","63,905,000","25,331,000","87,136,000","65,668,000","120,452,000","55,166,000","86,948,000","116,550,000","72,567,000","33,729,000","-31,867,000","58,723,000","82,494,000","65,171,000","77,315,000","143,782,000","144,579,000","133,050,000","170,158,000","210,319,000","315,342,000","220,442,000","349,911,000","294,626,000","266,603,000","189,349,000","274,814,000","227,039,000","195,744,000","170,856,000","219,440,000","173,470,000","159,992,000","147,710,000","140,327,000","133,175,000","126,721,000","126,199,000","86,949,000","105,940,000","86,662,000","83,012,000","81,624,000","77,822,000","56,824,000","51,470,000","93,200,000","41,300,000","55,200,000","50,300,000","68,500,000","27,900,000","21,700,000","15,800,000","-14,500,000","20,100,000","20,500,000","13,600,000","10,200,000","19,400,000","13,900,000","4,400,000","-5,700,000","15,200,000","14,500,000","3,500,000","9,100,000","11,300,000","12,600,000","2,900,000"
EBITDA,"993,119,000"
ReconciledCostOfRevenue,"5,806,894,000","1,295,015,000","1,567,662,000","1,518,561,000","1,425,656,000","1,339,028,000","1,590,994,000","1,472,878,000","1,417,079,000","1,212,221,000","1,438,625,000","1,308,270,000","1,218,356,000","1,026,275,000","1,413,734,000","1,242,578,000","1,126,629,000","926,006,000","1,238,773,000","1,111,853,000","986,993,000","781,804,000","1,070,753,000","960,212,000","882,908,000","655,262,000","1,001,552,000","964,573,000","834,425,000","624,199,000","756,942,000","702,436,000","624,978,000","491,829,000","616,722,000","572,382,000","558,601,000","417,920,000","654,965,000","540,783,000","771,475,000","471,069,000","592,221,000","636,642,000","494,240,000","462,630,000","875,779,000","805,931,000","772,369,000","726,931,000","1,224,313,000","1,087,399,000","1,061,937,000","853,410,000","1,297,372,000","1,238,671,000","1,304,183,000","861,039,000","1,180,762,000","970,437,000","907,284,000","679,547,000","929,102,000","848,195,000","735,978,000","643,011,000","829,707,000","719,507,000","623,210,000","539,437,000","590,441,000","645,869,000","585,828,000","513,231,000","557,166,000","528,554,000","503,740,000","406,010,000","492,498,000","484,150,000","453,590,000","398,487,000","410,700,000","431,900,000","406,800,000","355,500,000","325,900,000","371,800,000","324,700,000","246,700,000","271,800,000","271,000,000","241,400,000","206,100,000","212,500,000","270,600,000","243,700,000","172,200,000","217,000,000","219,200,000","175,800,000","124,100,000","204,600,000","195,000,000","179,800,000","131,600,000"
ReconciledDepreciation,,,"5,449,000","5,223,000","5,084,000","5,062,000","5,115,000","5,029,000","4,988,000","5,036,000","5,580,000","5,593,000","5,795,000","5,699,000","5,678,000","5,657,000","5,487,000","5,447,000","5,352,000","5,441,000","5,460,000","5,281,000","5,031,000","4,657,000","4,216,000","3,710,000","4,016,000","3,527,000","3,076,000","2,772,000","2,278,000","2,092,000","1,925,000","1,805,000","1,724,000","1,712,000","1,638,000","1,598,000","1,715,000","1,820,000","1,847,000","1,881,000","2,017,000","2,719,000","2,396,000","2,581,000","2,929,000","3,249,000","3,626,000","3,837,000","4,140,000","4,264,000","4,295,000","4,337,000","4,069,000","3,767,000","3,311,000","3,011,000","3,272,000","2,621,000","2,391,000","2,406,000","2,382,000","2,237,000","2,163,000","2,076,000","2,069,000","1,878,000","2,312,000","2,168,000","2,165,000","1,879,000","1,836,000","1,777,000","4,328,000","3,572,000","4,022,000","3,240,000","3,574,000","3,349,000","3,478,000","3,439,000","4,200,000","3,700,000","3,600,000","3,200,000","3,300,000","3,300,000","3,300,000","3,500,000","3,500,000","3,200,000","3,300,000","3,300,000","6,200,000","1,800,000","3,700,000","3,700,000","3,900,000","3,900,000","3,700,000","3,300,000","3,500,000","3,400,000","3,400,000","3,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"865,836,000","175,703,000","256,137,000","223,787,000","210,209,000","188,406,000","232,158,000","195,816,000","203,174,000","166,049,000","124,619,000","162,102,000","147,877,000","102,923,000","150,891,000","117,392,000","91,676,000","65,303,000","134,004,000","116,470,000","93,395,000","39,058,000","99,451,000","90,152,000","68,178,000","23,849,000","97,811,000","82,935,000","50,690,000","35,041,000","60,627,000","53,000,000","46,838,000","20,123,000","32,392,000","43,409,000","38,445,000","15,174,000","58,698,000","43,944,000","71,276,000","32,087,000","60,639,000","72,127,000","41,426,000","17,988,000","-30,457,000","36,551,000","51,332,000","43,466,000","67,274,000","91,113,000","90,747,000","84,821,000","135,167,000","129,333,000","190,352,000","132,560,000","222,537,000","189,443,000","167,649,000","117,930,000","158,938,000","147,679,000","115,970,000","100,617,000","127,490,000","109,403,000","95,092,000","87,806,000","78,947,000","91,980,000","83,830,000","76,713,000","67,020,000","62,492,000","59,362,000","47,920,000","46,554,000","43,914,000","37,204,000","30,574,000","24,300,000","30,300,000","28,300,000","26,000,000","15,000,000","24,800,000","15,500,000","10,900,000","5,100,000","9,000,000","9,000,000","5,800,000","5,000,000","8,300,000","8,800,000","3,700,000","4,800,000","5,900,000","5,100,000","300,000","2,100,000","3,400,000","3,900,000","-500,000"
TotalUnusualItemsExcludingGoodwill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,437,000","1,904,000",,"-26,573,000","4,444,000","3,885,000","6,558,000","4,973,000","4,529,000","5,527,000","7,149,000","5,678,000","3,641,000","3,017,000","2,607,000",,,,"14,180,000","17,627,000","21,244,000",,,"-55,299,000","13,636,000",,,"-47,366,000","18,547,000",,,,,"14,333,000",,"0",,"8,680,000","2,353,000",,"13,800,000",,,,"14,900,000","14,100,000","9,900,000","29,100,000","1,800,000","1,600,000","1,600,000","1,900,000","1,900,000","8,200,000","7,600,000","28,100,000","1,800,000","1,300,000","1,400,000","16,300,000","1,800,000","2,300,000","2,400,000"
TotalUnusualItems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,437,000","1,904,000",,"-26,573,000","4,444,000","3,885,000","6,558,000","4,973,000","4,529,000","5,527,000","7,149,000","5,678,000","3,641,000","3,017,000","2,607,000",,,,"14,180,000","17,627,000","21,244,000",,,"-55,299,000","13,636,000",,,"-47,366,000","18,547,000",,,,,"14,333,000",,"0",,"8,680,000","2,353,000",,"13,800,000",,,,"14,900,000","14,100,000","9,900,000","29,100,000","1,800,000","1,600,000","1,600,000","1,900,000","1,900,000","8,200,000","7,600,000","28,100,000","1,800,000","1,300,000","1,400,000","16,300,000","1,800,000","2,300,000","2,400,000"
NormalizedEBITDA,"993,119,000","167,589,000","307,052,000","278,405,000","255,829,000","229,662,000","288,567,000","260,707,000","252,621,000","202,041,000","272,895,000","255,878,000","220,404,000","143,438,000","240,227,000","195,998,000","154,761,000","113,601,000","217,940,000","196,337,000","159,961,000","73,426,000","161,951,000","154,066,000","118,633,000","59,101,000","161,462,000","140,642,000","88,494,000","63,329,000","103,258,000","87,736,000","66,138,000","33,028,000","52,538,000","71,130,000","65,543,000","26,929,000","88,851,000","67,488,000","122,299,000","57,047,000","88,965,000","119,269,000","74,963,000","36,310,000","-2,365,000","57,528,000","82,235,000","62,450,000","76,482,000","143,517,000","143,347,000","130,238,000","168,549,000","210,445,000","315,636,000","220,846,000","353,183,000","297,247,000","268,994,000","177,575,000","259,569,000","208,032,000","197,907,000","172,932,000","276,808,000","161,712,000","162,304,000","149,878,000","189,858,000","116,507,000","128,557,000","127,976,000","91,277,000","109,512,000","76,351,000","86,252,000","85,198,000","81,171,000","51,622,000","52,556,000","97,400,000","31,200,000","58,800,000","53,500,000","71,800,000","16,300,000","10,900,000","9,400,000","-40,100,000","21,500,000","22,200,000","15,300,000","14,500,000","19,300,000","9,400,000","500,000","-29,900,000","17,300,000","16,900,000","5,400,000","-3,700,000","12,900,000","13,700,000","4,000,000"
TaxRateForCalcs,"0.106","0.27","0.133","0.162","0.141","0.138","0.163","0.216","0.159","0.131","0.4","0.337","0.292","0.221","0.34","0.365","0.367","0.368","0.353","0.37","0.372","0.374","0.342","0.373","0.374","0.35","0.356","0.37","0.368","0.364","0.369","0.37","0.268","0.35","0.358","0.37","0.393","0.389","0.322","0.323","0.397","0.391","0.283","0.364","0.35","0.35","0.35","0.397","0.35","0.35","0.377","0.375","0.386","0.385","0.385","0.39","0.392","0.392","0.389","0.385","0.395","0.395","0.4","0.4","0.4","0.4","0.397","0.4","0.39","0.39","0.388","0.384","0.377","0.377","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.352","0.4","0.4","0.4","0.388","0.33","0.4","0.4","0.4","0.4","0.4","0.4","0.342","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-9,300,550","1,763,902.916","1,359,750","2,295,300","1,874,765.09","1,699,019.497","2,130,677.831","2,755,922.098","2,185,636.884","1,420,887.26","1,182,658.449","1,021,948.974","0","0","0","5,601,072.72","7,050,733.457","8,497,565.475","0","0","-21,972,901.384","5,454,400","0","0","-18,381,520.781","7,121,881.058","0","0","0","0","5,733,142.051","0","0","0","3,472,000","941,200","0","5,520,000","0","0","0","4,912,972.973","5,640,000","3,960,000","11,640,000","720,000","640,000","640,000","650,000","760,000","3,280,000","3,040,000","11,240,000","720,000","520,000","560,000","6,520,000","720,000","920,000","960,000"
