name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
			DuefromRelatedPartiesCurrent,"192,906,000","163,986,000","170,783,000","169,052,000","174,148,000","152,518,000","164,423,000","166,053,000","180,773,000","177,196,000","204,558,000","208,055,000","202,553,000","157,091,000","157,339,000","150,871,000","156,155,000","137,515,000","128,407,000","204,228,000","121,965,000","122,484,000","123,070,000","131,747,000","134,855,000","129,925,000","113,603,000","109,273,000","134,125,000",,,"185,333,000","173,897,000",,,,,,,,,,,,,,,"338,506,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"74,532,000","67,705,000","78,612,000","146,274,000","77,371,000","112,540,000","121,485,000","167,897,000","56,592,000","104,336,000","95,902,000","115,065,000","52,676,000","97,959,000","92,730,000","193,298,000","156,942,000","105,519,000","112,292,000","115,721,000","100,664,000","95,450,000","104,197,000","86,979,000","61,039,000","76,065,000","64,717,000","16,040,000","86,375,000",,"63,410,000",,"69,594,000","56,406,000","254,748,000",,"208,504,000","205,854,000","179,743,000",,"200,049,000","197,917,000","174,312,000","210,131,000","206,171,000","163,622,000","67,726,000",,"84,428,400","51,291,306","33,838,794","399,446,000",,"269,425,318.25","186,263,527.2","166,356,000","54,679,249.8","48,094,309","47,004,938.5","81,334,000",,"60,406,985","29,566,845",,,,,,,,"64,972,068"
		Inventory,"70,454,000","95,189,000","120,393,000","70,572,000","65,596,000","66,946,000","64,843,000","75,492,000","85,671,000","123,238,000","66,677,000","64,085,000","58,002,000","51,886,000","49,757,000","56,714,000","64,066,000","56,739,000","55,330,000","59,877,000","66,487,000","52,858,000","58,394,000","54,111,000","58,401,000","45,747,000","46,586,000","53,090,000","39,754,000","33,409,000","41,655,000","44,611,000","35,820,000","37,062,000","34,888,000","36,096,000","29,994,000","31,101,000","34,706,000","39,877,000","37,104,000","39,146,000","42,228,000","47,678,000","40,164,000","42,266,000","45,436,000","53,141,000","40,038,400","39,820,050","41,619,732","48,889,000","33,340,047","32,024,407.25","30,826,861.2","36,070,000","26,031,073.05","25,178,313","24,458,200","29,604,000","19,215,339","20,341,096","21,235,775","22,308,000","21,944,540","20,045,703","18,254,592","22,642,000","19,044,685","18,445,585.5","19,198,564"
		RestrictedCash,"26,018,000","22,477,000","24,670,000","25,993,000","31,900,000","25,017,000","13,798,000","14,064,000","18,822,000","15,229,000","30,597,000","21,999,000","24,078,000","18,429,000","26,679,000","26,559,000","29,156,000","29,331,000","20,171,000","21,881,000","19,750,000","20,580,000","20,463,000","97,058,000","10,333,000","10,473,000","11,151,000","64,977,000","71,013,000","90,847,000","84,998,000","99,729,000","97,363,000","112,783,000","292,369,000","302,570,000",,,,"112,750,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"276,831,000","263,369,000","250,951,000",,"255,598,000","202,249,000","181,286,000","170,982,000","144,204,000","120,308,000",,"108,792,000","23,322,000","16,076,322","16,032,456","7,078,000","22,122,490",,,"23,515,000",,,,"30,215,000","43,170,900","30,353,697","29,832,110","29,684,000","3,750,127.5","2,438,650","65,295,528","58,505,580",,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"276,831,000","263,369,000","250,951,000",,"255,598,000","202,249,000","181,286,000","170,982,000","144,204,000","120,308,000",,"108,792,000","23,322,000","16,076,322","16,032,456","7,078,000","22,122,490",,,"23,515,000",,,,"30,215,000","43,170,900","30,353,697","29,832,110","29,684,000","3,750,127.5","2,438,650","65,295,528","58,505,580",,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55,396,000",,,,"44,511,000","489,141,000","502,761,000","136,812,000","28,754,000","117,433,000","6,275,679.03","5,000","49,478,000","23,102,000",,"96,756,000","41,782,000",,"-1,926","33,531,894","24,124,000","19,456,502","22,153,263","50,344,896.4","-131,631,068.5","26,475,403.05","30,588,509.5","30,221,828","33,288,000","28,675,770","-3,097",,"13,015,000","226,980,785","187,580,958","158,900,352","137,665,420","951,925,755","154,887,618.5","38,910,732"
	TotalNonCurrentAssets,"41,561,662,000","40,717,179,000","38,757,116,000","38,385,694,000","37,962,876,000","36,291,711,000","35,772,035,000","35,344,937,000","34,972,359,000","34,260,315,000","33,807,311,000","33,310,416,000","32,921,399,000","32,071,781,000","31,204,421,000","30,632,773,000","30,256,281,000","29,843,793,000","28,656,737,000","28,242,513,000","27,139,995,000","26,355,357,000","25,668,940,000","25,402,441,000","25,020,207,000","24,431,300,000","23,561,460,000","23,338,928,000","22,784,663,000","22,199,177,000","21,844,354,000","21,489,151,000","20,885,045,000","20,347,804,000","19,967,721,000","19,760,463,000","20,117,023,000","19,740,214,000","19,374,103,000","17,972,001,000","18,957,068,000","18,645,739,000","18,429,043,000","17,875,499,000","17,533,232,000","16,917,873,000","16,655,679,000","16,438,859,000","16,271,346,320","16,088,114,898","15,982,910,064","16,080,921,000","16,094,806,195","15,836,587,723","15,785,488,804.8","15,709,780,000","15,573,128,886.45","15,611,392,392.5","15,502,428,636.5","15,554,018,000","15,474,886,428","15,449,622,969","15,466,132,990","15,372,949,000","14,800,470,997.5","14,591,530,301","14,640,963,408","14,739,751,000","14,840,101,210","14,673,997,734","14,540,168,748"
		NetPPE,"314,393,000","299,955,000","283,957,000","279,120,000","267,612,000","246,648,000","246,725,000","247,472,000","255,050,000","259,737,000","273,352,000","284,180,000","302,383,000","309,111,000","324,211,000","326,581,000","325,076,000","299,526,000","307,434,000","309,721,000","304,845,000","309,405,000","277,175,000","237,614,000","199,496,000","185,160,000","195,286,000","383,383,000","401,337,000","393,709,000","370,174,000","356,468,000","315,422,000","279,340,000","259,620,000","249,606,000","8,906,945,000","15,972,770,000","15,685,606,000","50,552,000","15,404,423,000","15,241,117,000","15,047,337,000","14,926,616,000","14,414,540,000","14,248,536,000","14,123,586,000","14,060,073,000","13,993,593,760","13,836,707,568","13,746,437,694","13,837,498,000","14,378,237,744","14,160,986,416.5","14,140,091,522","13,613,581,000","13,995,721,840.05","14,058,519,584","13,961,846,496","14,040,922,000","14,024,364,201","14,025,826,771","14,104,991,230","14,063,248,000","13,616,563,650","13,464,039,122","13,533,261,288","13,608,369,000","13,394,485,830","13,529,921,054","13,513,056,032"
			GrossPPE,"625,825,000","605,272,000","587,095,000","575,588,000","585,179,000","555,688,000","547,825,000","540,674,000","538,687,000","533,940,000","532,948,000","532,675,000","544,693,000",,,"551,043,000","539,831,000","513,300,000","516,161,000",,"505,984,000","503,858,000","463,854,000","419,670,000","377,134,000","359,903,000","370,295,000","570,443,000",,"564,638,000",,"536,099,000",,,,"415,519,000","8,906,945,000","15,972,770,000","23,341,345,000","104,225,000","15,404,423,000","15,241,117,000","15,047,337,000","22,231,848,000","21,586,621,000","21,302,200,000","21,043,164,000","20,841,288,000","20,668,245,280","20,337,620,112","19,371,689,634","20,052,709,310","19,642,404,730","16,584,944,252.25","19,822,624,645","19,276,621,993","18,334,806,460.2","18,670,743,980.5","19,154,138,919.5","19,228,331,696","18,588,243,081","18,969,629,811","18,758,264,030","18,668,631,200","17,005,903,122.5","16,785,649,693","17,395,545,312","17,706,835,860","19,479,206,065","17,971,533,097.5","17,134,282,620"
				OtherProperties,"625,825,000","605,272,000","587,095,000","575,588,000","585,179,000","555,688,000","547,825,000","540,674,000","538,687,000","533,940,000","532,948,000","532,675,000","544,693,000",,,"551,043,000","539,831,000","513,300,000","516,161,000",,"505,984,000","503,858,000","463,854,000","419,670,000","377,134,000","359,903,000","370,295,000","567,903,000",,"369,242,000",,"361,431,000",,,,"372,297,000","5,848,854,000","11,674,984,000","7,658,404,000",,"11,945,045,000","12,191,593,000","12,227,294,000","7,305,232,000","19,377,817,000","19,220,802,000","6,919,578,000","729,529,000","18,539,716,720","18,330,279,354",,"17,892,315,620","17,206,082,478",,,"17,152,991,546.5",,,,"17,401,157,744",,,,"16,485,473,805",,,,"15,213,571,380",,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,540,000",,"195,396,000",,"174,668,000",,,,"43,222,000","3,058,091,000","4,297,786,000","3,978,035,000",,"3,459,378,000","3,049,524,000","2,820,043,000","2,744,247,000","2,208,804,000","2,081,398,000","1,899,954,000","1,756,373,000","2,128,528,560","2,007,340,758",,"2,160,393,690","2,436,322,252",,,"2,123,630,446.5",,,,"1,827,173,952",,,,"2,183,157,395",,,,"2,493,264,480",,,
			AccumulatedDepreciation,"-311,432,000","-305,317,000","-303,138,000","-296,468,000","-317,567,000","-309,040,000","-301,100,000","-293,202,000","-283,637,000","-274,203,000","-259,596,000","-248,495,000","-242,310,000",,,"-224,462,000","-214,755,000","-213,774,000","-208,727,000",,"-201,139,000","-194,453,000","-186,679,000","-182,056,000","-177,638,000","-174,743,000","-175,009,000","-187,060,000",,"-170,929,000",,"-179,631,000",,,,"-165,913,000",,,"-7,655,739,000","-53,673,000",,,,"-7,305,232,000","-7,172,081,000","-7,053,664,000","-6,919,578,000","-6,781,215,000","-6,674,651,520","-6,500,912,544","-5,625,251,940","-6,215,211,310","-5,264,166,986","-2,423,957,835.75","-5,682,533,123","-5,663,040,993","-4,339,084,620.15","-4,612,224,396.5","-5,192,292,423.5","-5,187,409,696","-4,563,878,880","-4,943,803,040","-4,653,272,800","-4,605,383,200","-3,389,339,472.5","-3,321,610,571","-3,862,284,024","-4,098,466,860","-6,084,720,235","-4,441,612,043.5","-3,621,226,588"
		GoodwillAndOtherIntangibleAssets,"32,325,447,000","31,516,892,000","30,145,498,000","28,940,478,000","29,012,460,000","34,733,454,000","34,255,597,000","33,830,713,000","33,466,132,000","32,684,419,000","32,180,958,000","31,680,567,000","31,246,788,000","30,366,200,000","29,501,360,000","28,893,799,000","28,513,626,000","28,020,539,000","27,043,222,000","26,309,189,000","25,979,526,000","25,302,155,000","24,630,945,000","24,171,757,000","23,846,231,000","23,275,667,000","22,365,918,000","21,991,922,000","21,386,292,000","20,885,415,000","20,499,905,000","20,141,677,000","19,612,573,000","19,128,759,000","18,759,209,000","18,546,836,000","9,074,119,000","1,644,407,000","1,581,273,000","17,057,295,000","1,093,517,000","841,403,000","837,807,000","815,416,000","614,048,000","578,141,000","562,075,000","507,789,000","491,522,880","489,207,852","488,341,326","495,118,000",,,,"502,518,000",,,,,,,,,,,,,,,
			OtherIntangibleAssets,"32,325,447,000","31,516,892,000","30,145,498,000","28,940,478,000","29,012,460,000","34,733,454,000","34,255,597,000","33,830,713,000","33,466,132,000","32,684,419,000","32,180,958,000","31,680,567,000","31,246,788,000",,,"28,893,799,000","28,513,626,000","28,020,539,000","27,043,222,000",,"25,979,526,000","25,302,155,000","24,630,945,000","24,171,757,000","23,846,231,000","23,275,667,000","22,365,918,000","21,991,922,000","21,386,292,000","20,885,415,000","20,499,905,000","20,141,677,000","19,612,573,000","19,128,759,000","18,759,209,000","18,546,836,000","9,074,119,000","1,644,407,000","1,581,273,000","17,057,295,000","1,093,517,000","1,651,665,674.97","837,807,000","815,416,000","614,048,000","578,141,000","562,075,000","507,789,000","491,522,880","489,207,852","488,341,326","495,118,000",,,,"502,518,000",,,,,,,,,,,,,,,
		InvestmentProperties,"47,562,000","47,574,000","47,595,000","47,608,000","47,620,000","47,632,000","47,644,000","57,640,000","57,652,000","57,900,000","57,913,000","57,938,000","57,968,000","58,534,000","58,560,000","56,940,000","56,957,000","59,240,000","61,549,000","54,039,000","54,039,000","54,039,000","54,039,000","54,039,000","54,039,000","54,039,000","54,039,000","54,046,000","54,046,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"53,187,000","63,171,000","60,819,000","57,053,000","44,587,000","41,783,000","41,281,000","40,404,000","36,932,000","35,795,000","34,563,000","32,966,000","31,096,000","29,370,000","28,845,000","29,907,000","28,105,000","22,759,000","24,134,000","22,093,000","21,223,000","22,198,000","23,358,000","23,295,000","23,660,000","22,675,000","21,022,000",,"0","54,046,000","52,585,000","52,585,000","0","0",,,"1,320,000","720,000","720,000",,"720,000","720,000","719,000","720,000","4,561,000","720,000","720,000","720,000",,,,"720,000",,,,"740,000",,,,"5,100,000",,,,"740,000",,,,"740,000",,,
			LongTermEquityInvestment,"53,187,000","63,171,000","60,819,000","57,053,000","44,587,000","41,783,000","41,281,000","40,404,000","36,932,000","35,795,000","34,563,000","32,966,000","31,096,000","29,370,000","28,845,000","29,907,000","28,105,000","22,759,000","24,134,000","22,093,000","21,223,000","22,198,000","23,358,000","23,295,000","23,660,000","22,675,000","21,022,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinSubsidiariesatCost,,"63,171,000","60,819,000","57,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"8,610,625,000","8,574,024,000","8,009,145,000","8,815,825,000","8,389,443,000","1,007,760,000","997,231,000","949,510,000","963,420,000","934,843,000","950,187,000","931,680,000","937,683,000","1,001,282,000","1,005,681,000","1,025,495,000","1,039,244,000","926,508,000","935,829,000","960,557,000","378,762,000","358,046,000","374,106,000","620,014,000","620,921,000","596,630,000","600,997,000","715,063,000","596,719,000","315,623,000","586,668,000","564,296,000","702,143,000","748,211,000","753,538,000","730,128,000","351,499,000","270,484,000","274,773,000","526,908,000","272,748,000","520,648,000","282,867,000","326,472,000",,,"148,794,000","1,414,569,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,172,665,000","1,183,293,000","1,193,006,000","146,213,000","1,647,730,000",,"235,687,000","1,129,550,000",,,,,,,,"1,308,823,000",,,,"1,212,744,000",,,,"1,018,669,000",,,,"840,253,000",,,,,,,
		DuefromRelatedPartiesNonCurrent,"657,990,000","657,138,000","670,879,000","670,019,000","669,102,000","674,876,000","666,702,000","619,465,000","634,387,000","649,334,000","638,951,000","647,891,000","669,156,000","714,210,000","719,571,000","720,473,000","715,952,000","678,337,000","689,267,000","700,197,000","102,018,000","101,093,000","110,881,000","120,669,000","130,457,000","126,413,000","144,052,000","153,098,000","146,373,000",,,"170,288,000","164,381,000",,,,,,,,,,,,,,,"986,988,000",,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,,,,,,,,,"0","108,550,000","170,801,000","175,320,000","186,345,000","149,023,000","125,155,000","127,197,000","128,242,000","348,913,000","75,100,000","377,154,000","209,478,000","121,342,000","143,440,000","128,309,000","114,030,000","141,625,000","166,594,000","141,356,000","191,537,000","142,162,000","181,686,000","179,463,000","133,651,000","76,252,000","91,953,000","78,440,000","568,671,000","620,858,000","591,286,000","43,636,000","493,283,000","458,890,000","455,856,000","435,341,000","1,257,000","1,912,000",,"360,700,000","335,137,600","5,716,368",,"342,654,000","326,405,508",,,"298,820,000",,,,"0","250,445,541","246,019,486","232,191,410","222,804,000","227,171,072.5","206,407,336","183,810,264","206,042,160","529,314,940",,"105,195,860"
			NonCurrentDeferredTaxesAssets,,,,,,,,,"0","108,550,000","170,801,000","175,320,000","186,345,000","149,023,000","125,155,000","127,197,000","128,242,000","348,913,000","75,100,000","377,154,000","209,478,000","121,342,000","143,440,000","128,309,000","114,030,000","141,625,000","166,594,000","141,356,000","191,537,000","142,162,000","181,686,000","179,463,000","133,651,000","76,252,000","91,953,000","78,440,000","568,671,000","620,858,000","591,286,000","43,636,000","493,283,000","458,890,000","455,856,000","435,341,000",,,,"357,226,000","335,137,600","5,716,368",,"342,654,000","326,405,508",,,"298,820,000",,,,"0","250,445,541","246,019,486","232,191,410","222,804,000","227,171,072.5","206,407,336","183,810,264","206,042,160","529,314,940",,"105,195,860"
		OtherNonCurrentAssets,"210,448,000","215,563,000","210,102,000","245,610,000","201,154,000","214,434,000","183,557,000","219,198,000","193,173,000","179,071,000","139,537,000","147,765,000","159,136,000","158,261,000","160,609,000","172,854,000","165,031,000","166,308,000","209,469,000","209,760,000","192,122,000","188,172,000","165,877,000","167,413,000","161,830,000","155,504,000","157,604,000","53,158,000","154,732,000","408,222,000","153,336,000","194,662,000","121,256,000","115,242,000","103,401,000","155,453,000","41,804,000","47,682,000","47,439,000","147,397,000","44,647,000","1,582,961,000","1,568,770,000","241,384,000","2,498,826,000","2,088,564,000","1,820,504,000","95,008,000","1,451,092,080","1,756,483,110","1,748,131,044","96,108,000","1,390,162,943","1,675,601,306.5","1,645,397,282.8","81,377,000","1,577,407,046.4","1,552,872,808.5","1,540,582,140.5","489,327,000","1,200,076,686","1,177,776,712","1,128,950,350","245,904,000","956,736,275","921,083,843","923,891,856","924,599,840","916,300,440","1,144,076,680","921,916,856"
