name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001
MarketCap,"2,167,072,271","1,602,669,110","5,340,720,000","5,906,793,000","7,340,161,581","9,273,534,921","8,014,272,000","12,975,478,450","12,919,222,399","11,805,497,213","14,004,432,111","12,292,356,132","14,246,295,000","13,894,200,000","13,197,976,971","12,399,834,000","11,480,912,000","12,980,000,000","16,836,751,890","15,829,634,540","18,019,120,680","18,400,680,000","18,253,422,600","14,748,727,620","15,197,062,500","14,880,946,550","13,554,041,500","10,291,399,020","8,904,213,629","8,072,023,678","7,180,530,280","7,084,291,978","6,797,879,775","6,303,434,796","5,188,724,886","4,657,062,600","4,796,911,510","4,416,979,140","3,648,882,130","3,424,126,940","3,168,666,240","3,374,064,720","3,371,533,410","3,204,989,760","2,209,719,930","2,202,486,742","3,003,055,692","4,160,643,480","4,085,850,600","3,761,034,130","5,906,362,380","6,097,686,080","6,095,651,972","4,849,457,829","4,975,985,380","4,402,561,490","4,740,303,800","3,761,196,630","2,862,418,000","3,233,085,300","3,379,337,520","3,356,634,000","3,909,835,560","3,298,582,560","3,407,758,250","2,681,953,450","2,204,020,000","2,101,070,400","1,851,595,200","1,277,159,000","1,327,901,360","1,132,962,450","1,908,380,600","1,869,661,800","1,416,851,050","1,199,168,750","1,107,165,000"
EnterpriseValue,"7,451,972,271","8,176,469,110","10,875,020,000","14,751,393,000","16,633,361,581","18,800,034,921","17,691,572,000","23,089,978,450","23,580,422,399","22,502,397,213","23,787,132,111","23,330,756,132","24,844,895,000","24,591,800,000","23,422,776,971","22,799,234,000","22,359,212,000","23,367,630,000","25,931,754,890","25,080,380,540","26,921,066,680","26,724,690,000","25,027,549,600","21,390,889,620","21,622,546,500","21,303,321,550","19,435,227,500","12,397,622,020","11,011,051,629","10,033,423,678","9,141,930,280","12,308,191,978","11,737,479,775","11,531,034,796","10,286,624,886","9,754,962,600","10,232,611,510","10,255,879,140","9,039,682,130","8,324,326,940","8,084,866,240","8,233,664,720","4,940,533,410","4,567,286,760","3,823,919,930","3,511,464,742","4,573,319,692","5,446,198,480","5,082,052,600","4,546,488,130","6,600,628,380","7,293,295,080","7,348,540,972","5,713,759,829","5,598,594,380","5,000,800,490","5,338,542,800","4,345,537,630","3,197,458,000","3,568,125,300","3,560,654,520","3,502,749,000","4,262,949,560","3,237,490,560","3,462,795,250","2,803,276,450","2,526,426,000","2,305,045,400","1,967,659,200","1,448,322,000","1,590,373,360","1,343,426,450","2,117,518,600","2,062,551,800","1,609,741,050","1,365,580,750","1,582,084,000"
PeRatio,"5.34","2.991","8.33","7.866","7.962","10.005","8.766","14.834","16.116","15.096","26.823","25.205","33.909","33.924","24.154","26.749","22.063","24.859","37.938","32.252","35.998","37.643","32.617","30.765","37.104","36.718","38.217","31.516","27.264","24.603","22","22.895","23.478","23.112","19.855","17.725","20.539","20.305","20.236","17.734","16.861","19.997","21.108","21.208","13.963","11.475","14.057","21.931","26.181","23.637","36.941","33.236","33.232","26.56","28.14","27.054","28.833","24.616","24.552","27","30.269","32.063","38.918","31.937","34.631","31.355","32.952","38.824","42.545","37.778","50.629","72.143",,,,,
ForwardPeRatio,"3.843","1.973","5.556","5.757","7.31","8.117",,"9.425","10.309","9.407","11.806","10.331","16.502","13.441","12.166","11.274","11.655","11.39","16.103","15.06","16.75","17.153","19.084","16.835","19.57","19.048","21.834","17.986","14.706","13.68","17.762","17.361","15.504","13.123","12.361","11.173","11.628","10.953","10.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.248","0.256","0.325","0.663","0.534",,,"0.523","0.573","0.523","0.656","0.574","0.865","1.268","1.268","9.399",,,,"0.837","0.93","0.953","1.061","0.971","1.194","1.161","1.602","1.323","1.082","0.869","1.127","1.1","0.985","0.881","0.833","0.788","0.814","0.814","0.732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.4","0.307","0.766","0.896","0.986","1.237","1.061","1.679","1.68","1.541","1.925","1.711","2.029","2.055","1.934","1.922","1.848","2.128","2.785","2.707","3.183","3.489","3.672","3.417","4.161","4.218","4.237","3.553","3.118","2.85","2.548","2.502","2.412","2.294","1.917","1.712","1.794","1.668","1.417","1.418","1.409","1.671","1.897","1.896","1.34","1.27","1.692","2.314","1.929","1.649","2.645","2.934","3.049","2.518","2.699","2.572","2.741","2.365","2.052","2.256","2.479","2.589","3.173","2.792","2.991","2.453","2.119","2.128","1.925","1.446","1.56","1.333","2.253","2.088","1.59","1.139","1.051"
PbRatio,"1.992","1.009","3.568","2.47","3.185","3.924","3.498","6.084","6.409","6.368","8.812","8.599","10.448","8.379","7.353","7.169","6.594","6.458","8.644","8.08","9.427","7.679","16.891","15.569","15.998","17.389","19.052","17.718","14.596","15.202","13.587","19.655","22.97","36.016","35.441","31.898","55.074","86.607","157.96","74.763","91.054",,"12.359","13.791","8.535","5.323","7.62","8.123","4.645","3.007","4.934","5.524","5.915","4.526","4.789","4.304","4.635","3.872","2.973","3.357","3.523","3.632","4.491","4.034","4.375","3.617","3.138","3.102","2.852","2.284","2.447","2.139","3.699","3.697","2.802","2.315","4.755"
EnterprisesValueRevenueRatio,"1.324","5.917","7.444","10.261","12.335","14.091","8.605","11.858","12.385","11.943","11.294","12.2","13.638","13.088","12.816","12.091","12.785","13.942","14.828","15.783","17.94","16.691","16.845","16.216","17.091","17.279","17.032","11.307","10.71","9.524","9.407","13.503","13.546","12.933","12.137","11.546","13.819","13.851","11.962","11.851","12.072","12.409","9.141","9.452","8.305","7.312","9.01","10.653","10.02","9.107","10.952","12.672","13.034","10.405","10.675","9.872","10.885","9.106","7.592","9.272","9.609","9.319","12.291","10.832","11.525","8.973","8.264","9.016","7.948","6.03","6.715","6.142","10.302","9.806","7.524","6.823","8.666"
EnterprisesValueEBITDARatio,"6.915","53.476","36.396","49.551","50.665","44.922","27.708","39.242","48.41","50.296","44.124","41.293","56.427","55.638","85.798","44.133","53.211","52.832","55.947","64.682","70.239","63.275","90.109","57.011","64.635","63.983","68.986","38.703","36.942","31.395","53.479","40.196","41.928","39.58","46.799","36.008","44.917","41.47","50.968","40.037","41.503","42.801","30.445","36.266","33.596","26.779","32.403","35.886","33.578","27.874","53.462","65.369","52.402","38.61","1.731","41.265","46.385","34.231","39.755","42.409","43.78","40.069","81.564","50.155","50.212","35.554","39.758","44.769","39.344","6.247","37.801","33.972","61.225","66.706","40.982","41.926","55.557"
