name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009
		NonCurrentAccruedExpenses,,,,,"285,374,000","295,122,000","293,626,000","291,456,000","291,185,000","268,672,000","268,144,000","273,191,000","272,293,000","169,618,000","170,160,000","172,445,000","123,519,000","125,272,000","128,913,000","45,272,000","48,887,000","53,368,000","30,759,000","21,576,000","24,982,000",,,,,,,,,,,,,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,,,,,"0","0","0","313,440,000","109,410,000",,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"80,328,000","69,907,000","74,078,000","69,429,000","54,622,000","68,174,000","67,782,000","67,029,000","68,015,000","67,976,000","88,642,000","46,808,000","46,061,000","14,883,000","20,636,000","19,749,000","9,431,000","4,436,000","4,967,000","3,450,000","1,258,000","154,000","165,000","166,000","166,000","165,000","203,000","238,000","243,000","123,000","121,000","128,000","124,000","1,000","1,000","1,000","1,000","2,000","2,000",,
TotalEquityGrossMinorityInterest,"2,185,449,000","1,555,573,000","1,520,873,000","1,504,088,000","1,054,157,000","916,861,000","860,150,000","861,095,000","991,098,000","999,823,000","1,028,768,000","1,205,678,000","1,263,779,000","1,361,978,000","1,338,213,000","1,291,969,000","1,313,145,000","1,258,338,000","1,253,967,000","687,956,000","540,204,000","485,485,000","80,670,000","-229,243,000","-49,082,000","69,889,000","70,314,000","84,090,000","105,978,000","128,417,000","57,873,000","81,806,000","45,912,000","126,331,000","89,310,000","96,847,000","97,056,000","107,379,000","118,966,000","-10,064,000","-3,177,000"
	StockholdersEquity,"2,185,449,000","1,555,573,000","1,520,873,000","1,504,088,000","1,054,157,000","916,861,000","860,150,000","861,095,000","991,098,000","999,823,000","1,028,768,000","1,205,678,000","1,263,779,000","1,361,978,000","1,338,213,000","1,291,969,000","1,313,145,000","1,258,338,000","1,253,967,000","687,956,000","540,204,000","485,485,000","80,670,000","-229,243,000","-49,082,000","69,889,000","70,314,000","84,090,000","105,978,000","128,417,000","57,873,000","81,806,000","45,912,000","126,331,000","89,310,000","96,847,000","97,056,000","107,379,000","118,966,000","-10,064,000","-3,177,000"
		CapitalStock,"19,000","19,000","19,000","18,000","17,000","17,000","17,000","17,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","14,000","13,000","11,000","8,000","7,000","7,000","7,000","6,000","6,000","6,000","6,000","3,000","3,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000","1,000"
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","2,000","2,000","2,000","2,000","2,000","1,000","1,000"
			CommonStock,"19,000","19,000","19,000","18,000","17,000","17,000","17,000","17,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","16,000","14,000","13,000","11,000","8,000","7,000","7,000","7,000","6,000","6,000","6,000","6,000","3,000","3,000","2,000","2,000","0","0","0","0","0","0","0"
		AdditionalPaidInCapital,"2,797,602,000","2,761,068,000","2,743,793,000","2,722,233,000","2,374,966,000","2,337,565,000","2,306,754,000","2,274,254,000","2,248,979,000","2,212,613,000","2,177,377,000","2,144,385,000","2,119,455,000","2,086,873,000","2,057,128,000","2,026,029,000","2,001,552,000","2,000,292,000","1,969,750,000","1,435,298,000","1,269,858,000","1,182,327,000","774,339,000","436,513,000","410,430,000","426,871,000","422,798,000","418,535,000","417,455,000","416,325,000","329,315,000","328,541,000","270,015,000","268,955,000","208,728,000","206,975,000","206,336,000","205,362,000","204,420,000","77,827,000","76,809,000"
		RetainedEarnings,"-605,682,000","-1,198,454,000","-1,216,688,000","-1,211,568,000","-1,314,718,000","-1,414,875,000","-1,440,908,000","-1,408,071,000","-1,252,329,000","-1,205,880,000","-1,141,908,000","-931,380,000","-848,021,000","-717,479,000","-711,609,000","-726,593,000","-681,187,000","-705,181,000","-708,458,000","-740,272,000","-720,719,000","-689,072,000","-691,135,000","-663,365,000","-457,116,000","-354,215,000","-348,723,000","-330,282,000","-308,111,000","-283,778,000","-266,825,000","-244,043,000","-220,317,000","-143,590,000","-126,361,000","-114,723,000","-107,052,000","-98,232,000","-85,826,000","-87,892,000","-79,987,000"
		TreasuryStock,"4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000","4,585,000",,,,,,,,,,,,,,,"0","0",,"0","0"
		GainsLossesNotAffectingRetainedEarnings,"-1,905,000","-2,475,000","-1,666,000","-2,010,000","-1,523,000","-1,261,000","-1,128,000","-520,000","-983,000","-2,341,000","-2,132,000","-2,758,000","-3,086,000","-2,847,000","-2,737,000","-2,898,000","-2,651,000","-32,204,000","-2,756,000","-2,499,000","-4,363,000","-3,196,000","-2,542,000","-2,398,000","-2,403,000","-2,774,000","-3,767,000","-4,169,000","-3,372,000","-4,136,000","-4,620,000","-2,695,000","-3,788,000","964,000","6,941,000","4,593,000","-2,230,000","247,000","370,000",,
TotalCapitalization,"3,538,290,000","2,902,933,000","2,887,651,000","2,862,209,000","2,950,841,000","2,807,673,000","2,745,268,000","2,727,676,000","2,882,128,000","2,888,900,000","2,912,612,000","3,086,440,000","3,063,522,000","2,505,202,000","2,477,900,000","2,428,149,000","2,454,260,000","2,395,349,000","2,386,865,000","1,254,870,000","837,373,000","782,507,000","80,670,000","-116,469,000","61,680,000","99,561,000","102,252,000","118,493,000","142,844,000","167,783,000","105,014,000","132,157,000","61,746,000","143,798,000","108,423,000","111,641,000","111,574,000","119,013,000","126,542,000","-10,064,000","-44,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000","2,000","2,000","2,000","2,000","1,000","1,000"
CommonStockEquity,"2,185,449,000","1,555,573,000","1,520,873,000","1,504,088,000","1,054,157,000","916,861,000","860,150,000","861,095,000","991,098,000","999,823,000","1,028,768,000","1,205,678,000","1,263,779,000","1,361,978,000","1,338,213,000","1,291,969,000","1,313,145,000","1,258,338,000","1,253,967,000","687,956,000","540,204,000","485,485,000","80,670,000","-229,243,000","-49,082,000","69,889,000","70,314,000","84,090,000","105,978,000","128,417,000","57,873,000","81,806,000","45,912,000","126,331,000","89,308,000","96,845,000","97,054,000","107,377,000","118,964,000","-10,065,000","-3,178,000"
NetTangibleAssets,"69,152,000","-618,613,000","-710,975,000","-802,443,000","-1,497,510,000","-1,719,048,000","-1,843,484,000","-1,909,529,000","-1,884,733,000","-1,944,673,000","-1,985,897,000","-1,943,659,000","-1,955,235,000","-836,369,000","-918,082,000","-1,013,393,000","-622,776,000","-724,645,000","-771,121,000","-65,195,000","-230,629,000","-258,453,000","-39,827,000","-355,235,000","-180,176,000","4,509,000","5,770,000","18,882,000","37,086,000","59,770,000","-10,606,000","8,290,000","-26,328,000","-23,541,000","-70,268,000","55,251,000","57,066,000","107,379,000","118,966,000","-10,064,000","-3,177,000"
WorkingCapital,"962,934,000","843,190,000","764,669,000","664,337,000","786,522,000","647,616,000","508,967,000","425,886,000","473,199,000","453,674,000","418,745,000","479,092,000","440,430,000","561,475,000","519,235,000","433,680,000","748,595,000","632,039,000","607,312,000","539,487,000","106,833,000","84,613,000","-6,696,000","93,248,000","67,455,000","40,379,000","43,083,000","58,850,000","79,983,000","105,097,000","45,765,000","68,020,000","1,065,000","21,946,000","-24,989,000","-25,172,000","-17,944,000","-7,891,000","1,703,000","-11,426,000","-905,000"
InvestedCapital,"3,538,290,000","2,902,933,000","2,887,651,000","3,112,209,000","2,950,841,000","2,807,673,000","2,745,268,000","2,766,122,000","2,892,753,000","2,897,400,000","2,921,112,000","3,094,940,000","3,071,272,000","2,509,202,000","2,481,900,000","2,432,149,000","2,458,260,000","2,399,349,000","2,390,865,000","1,277,791,000","885,707,000","899,306,000","195,456,000","-116,469,000","61,680,000","115,474,000","118,165,000","134,406,000","154,779,000","175,740,000","108,992,000","132,157,000","65,350,000","146,184,000","126,406,000","131,290,000","125,792,000","133,616,000","129,285,000","-3,184,000","4,802,000"
TangibleBookValue,"69,152,000","-618,613,000","-710,975,000","-802,443,000","-1,497,510,000","-1,719,048,000","-1,843,484,000","-1,909,529,000","-1,884,733,000","-1,944,673,000","-1,985,897,000","-1,943,659,000","-1,955,235,000","-836,369,000","-918,082,000","-1,013,393,000","-622,776,000","-724,645,000","-771,121,000","-65,195,000","-230,629,000","-258,453,000","-39,827,000","-355,235,000","-180,176,000","4,509,000","5,770,000","18,882,000","37,086,000","59,770,000","-10,606,000","8,290,000","-26,328,000","-23,541,000","-70,270,000","55,249,000","57,064,000","107,377,000","118,964,000","-10,065,000","-3,178,000"
TotalDebt,"1,352,841,000","1,347,360,000","1,366,778,000","1,608,121,000","1,896,684,000","1,890,812,000","1,885,118,000","1,905,027,000","1,901,655,000","1,897,577,000","1,892,344,000","1,889,262,000","1,807,493,000","1,147,224,000","1,143,687,000","1,140,180,000","1,145,115,000","1,141,011,000","1,136,898,000","589,835,000","345,503,000","413,821,000","114,786,000","112,774,000","110,762,000","45,585,000","47,851,000","50,316,000","48,801,000","47,323,000","51,119,000","50,351,000","19,438,000","19,853,000","37,098,000","34,445,000","28,738,000","26,239,000","10,321,000","6,881,000","7,980,000"
NetDebt,"276,554,000","463,396,000","500,781,000","575,313,000","937,972,000","1,083,765,000","1,174,907,000","1,230,697,000","1,150,287,000","1,272,617,000","1,338,075,000","1,285,904,000","1,298,438,000","597,921,000","719,162,000","754,327,000","285,499,000","456,725,000","469,841,000","45,624,000","126,696,000","165,040,000",,"9,400,000","30,282,000",,,,,,,,"1,472,000",,"31,326,000","31,889,000","23,354,000","12,043,000",,"4,842,000","820,000"
ShareIssued,"188,402,040","187,174,795","186,470,230","185,130,348","169,244,520","167,907,117","166,974,870","165,359,893","164,785,083","164,242,005","163,698,457","163,008,960","162,004,956","161,618,473","161,126,363","160,634,955","160,069,067","159,651,736","158,732,528","133,671,381","124,425,853","106,151,328","74,285,710","71,413,573","66,097,417","65,857,321","63,310,334","61,947,247","61,722,247","61,038,167","33,746,493","33,703,370","19,627,744","19,528,624","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951"
OrdinarySharesNumber,"188,017,674","186,790,429","186,085,864","184,745,982","168,860,154","167,522,751","166,590,504","164,975,527","164,400,717","163,857,639","163,314,091","162,624,594","161,620,590","161,234,107","160,741,997","160,250,589","159,684,701","159,267,370","158,348,162","133,287,015","124,041,487","105,766,962","74,285,710","71,413,573","66,097,417","65,857,321","63,310,334","61,947,247","61,722,247","61,038,167","33,746,493","33,703,370","19,627,744","19,528,624","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951","19,527,951"
PreferredSharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,961,340","24,961,340","24,961,340","24,961,340","24,961,340",,
TreasurySharesNumber,"384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366","384,366",,,,,,,,,,,,,,,,,,,
