name,ttm,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003
MarketCap,"15,406,292,086","18,475,005,101","13,546,329,515","14,652,302,896","9,703,802,002","10,511,951,918","9,401,520,764","6,761,323,482","6,922,504,881","3,332,016,130","2,747,703,030","2,246,590,438","828,362,016","2,340,745,679","7,718,012,799","8,443,640,399","6,522,602,499","7,358,314,319"
EnterpriseValue,"23,413,314,086","27,708,311,101","23,064,884,515","20,617,436,896","15,246,508,002","16,517,966,918","14,365,593,764","11,495,521,482","10,649,286,881","6,706,846,130","5,505,702,030","3,768,061,438","2,421,808,016","4,382,424,679","10,702,427,799","10,126,855,399","7,221,144,499","8,280,797,319"
PeRatio,"6.124","7.695","8.17","15.085","8.918","12.53","15.382","15.056","9.781","29.271","24.314",,,,"13.225","6.559","7.325","10.658"
ForwardPeRatio,"7.911","7.862","5.277","10.684","8.071","10.225","11.947","12.27","20.284","18.657","20.325",,,,,,,
PegRatio,"0.677","0.972","0.2","0.63","0.535","0.506","0.664","0.348","0.436","4.148","3.389",,,,,,,
PsRatio,"0.53","0.697","0.553","0.994","0.747","1.051","1.21","1.245","1.621","0.886","0.762","0.569","0.149","0.227","0.483","0.636","0.659","0.856"
PbRatio,"0.747","0.969","0.799","1.63","1.214","1.639","1.693","1.632","1.677","0.982","0.887","0.726","0.241","0.612","1.354","1.608","1.609","2.459"
EnterprisesValueRevenueRatio,"1.023","1.245","1.121","1.63","1.392","1.744","1.847","1.937","2.594","2.167","1.791","1.208","0.529","0.43","0.658","0.73","0.687","0.93"
EnterprisesValueEBITDARatio,"8.826","10.891","9.752","16.323","11.006","13.05","13.749","14.259","30.908","31.919","30.815","-5.881","-5.948","-1.706","11.242","4.768","5.004","7.023"
