name,ttm,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998
		SellingAndMarketingExpense,"580,046,000","133,264,000","158,463,000","145,459,000","142,860,000","147,516,000","146,662,000","154,387,000","170,635,000","159,445,000","200,696,000","165,994,000","173,465,000","195,369,000","195,557,000","180,793,000","175,707,000","195,174,000","199,224,000","168,283,000","220,623,000",,,"261,289,000",,"274,571,000","263,057,000",,,"251,325,000","269,430,000","59,749,000",,,"55,499,000","45,665,000","52,615,000",,,"160,587,000","150,338,000","-264,961,000","139,313,000","114,230,000","36,533,000","-224,414,000","226,350,000","234,232,000","112,712,000",,"98,450,000","92,338,000","96,785,000","103,501,000","94,520,000",,,"90,167,000","88,937,000","82,496,000","83,787,000",,,"67,860,000","66,076,000","64,939,000","55,279,000",,"53,026,000",,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,093,000",,,"98,728,000","100,417,000","97,361,000",,,"83,404,000","82,827,000",,"78,807,000","72,222,000","74,550,000","52,490,000","44,059,000","42,868,000","43,790,000","42,309,000","39,629,000","35,180,000","36,734,000","32,638,000","32,365,000",,,"21,480,000","20,737,000","19,355,000","18,884,000",,,"18,763,000","19,416,000","17,998,000","17,652,000",,"18,199,000",,,,"15,760,000",,,,,,,"10,862,000",,,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117,093,000",,,"98,728,000","100,417,000","97,361,000",,,"83,404,000","82,827,000",,"78,807,000","72,222,000","74,550,000","52,490,000","44,059,000","42,868,000","43,790,000","42,309,000","39,629,000","35,180,000","36,734,000","32,638,000","32,365,000",,,"21,480,000","20,737,000","19,355,000","18,884,000",,,"18,763,000","19,416,000","17,998,000","17,652,000",,"18,199,000",,,,"15,760,000",,,,,,,"10,862,000",,,,,,,,,
			DepreciationIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,790,000",,"39,629,000","35,180,000","36,734,000","32,638,000","32,365,000",,,"21,480,000","20,737,000","19,355,000","18,884,000",,,"18,763,000","19,416,000","17,998,000","17,652,000",,"18,199,000",,,,"15,760,000",,,,,,,"10,862,000",,,,,,,,,
	OtherTaxes,"-543,000","-260,000","0",,"0","-1,278,000","-817,000","-944,000",,,"-367,000","-1,346,000","-2,348,000",,"-2,906,000","-2,375,000","-2,393,000","-3,164,000","-5,189,000","-3,926,000","-4,129,000",,,"-4,260,000",,"-4,105,000","-3,113,000",,,"-6,326,000","-4,242,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,"153,650,000","17,863,000","62,206,000","3,345,000","48,677,000","-77,020,000","-5,847,000","-18,066,000","-478,000","-175,796,000","5,001,000","20,573,000","-23,030,000","-80,562,000","-29,417,000","7,203,000","10,400,000","62,641,000","11,896,000","15,608,000","-33,704,000","-1,093,054,000","364,419,000","35,460,000","375,645,000","56,659,000","51,088,000",,"392,692,000","81,543,000","21,257,000","203,193,000","32,204,000",,"39,516,000","154,145,000","149,626,000","127,525,000","18,692,000",,,,,,"89,347,000",,,,"109,382,000","2,204,361,000","93,840,000","96,308,000","90,449,000","1,965,529,000","84,595,000",,,"1,728,536,000","77,847,000","66,544,000","65,947,000",,,"54,052,000","53,940,000","1,091,061,000","47,985,000",,"44,678,000",,,,"41,226,000",,,,,,,,,,,,,,,,
OperatingIncome,"650,423,000","320,639,000","248,983,000","46,106,000","55,971,000","277,480,000","173,120,000","20,913,000","225,080,000","358,187,000","190,647,000","8,803,000","149,142,000","171,556,000","147,031,000","-32,526,000","207,238,000","68,662,000","119,469,000","-9,908,000","223,770,000","263,957,000","118,373,000","-5,884,000","112,622,000","203,683,000","212,628,000","39,360,000","114,201,000","59,262,000","64,326,000","23,167,000","248,538,000","-60,375,000","271,897,000","55,756,000","153,289,000","191,276,000","250,232,000","431,066,000","452,286,000","-303,085,000","384,574,000","34,922,000","118,059,000","232,339,000","135,826,000","43,801,000","-2,193,000","515,306,000","-23,598,000","-291,935,000","-8,071,000","-2,213,892,000","-56,362,000","709,062,000","709,062,000","-1,996,882,000","-100,835,000","-106,268,000","-67,976,000","-3,406,132,000","569,142,000","-80,384,000","-56,911,000","-1,318,527,000","-89,149,000","361,480,000","-114,177,000","-2,681,104,000","368,607,000","368,607,000","17,653,000","-1,784,272,000","346,230,000","340,000,000","393,239,000","-1,836,625,000","346,000,000","12,308,000","371,122,000","-1,520,146,000","304,100,000","273,200,000","305,700,000","-735,400,000","255,100,000","237,300,000","274,500,000"
NetNonOperatingInterestIncomeExpense,"-563,651,000","-153,856,000","-141,750,000","-135,490,000","-132,555,000","-68,464,000","-82,010,000","-78,512,000","-74,030,000","-78,194,000","-80,288,000","-83,245,000","-72,864,000","-83,971,000","-82,202,000","-83,029,000","-92,185,000","-89,375,000","-75,203,000","-96,856,000","-76,843,000","-77,782,000","-62,583,000","-87,326,000","-111,843,000","-101,227,000","-101,791,000",,"-80,348,000","-93,008,000","-81,360,000","-9,552,000","-33,189,000","-29,701,000","-33,335,000","-31,283,000","-30,306,000","-34,178,000","-32,761,000","-38,941,000","-34,453,000","-51,580,000","-31,004,000","-35,250,000","-35,275,000","-12,986,000","-16,020,000","-18,097,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"26,283,000","10,020,000","4,063,000","6,309,000","5,891,000","19,026,000","9,300,000","12,740,000","12,187,000","12,039,000","24,432,000","19,300,000","22,924,000","21,802,000","21,729,000","20,554,000","10,864,000","10,490,000","32,706,000","13,394,000","18,490,000","21,904,000","23,347,000","25,708,000","19,541,000","21,077,000","12,003,000",,"29,827,000","15,862,000","23,889,000","34,227,000","3,511,000","4,766,000","1,063,000","3,017,000","5,607,000","4,556,000","5,284,000","1,796,000","3,310,000",,"6,274,000","5,113,000","2,466,000","1,894,000","9,044,000","3,491,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"569,444,000","153,809,000","143,564,000","141,799,000","134,306,000","84,991,000","86,592,000","89,698,000","84,707,000","87,856,000","102,891,000","100,565,000","93,761,000","105,784,000","93,995,000","91,502,000","93,697,000","83,069,000","101,294,000","96,843,000","93,160,000","72,192,000","85,930,000","86,898,000","131,384,000","114,372,000","117,108,000",,"110,175,000","102,309,000","88,046,000","43,779,000","36,700,000","34,467,000","34,398,000","34,300,000","35,913,000","38,734,000","38,045,000","40,737,000","37,763,000","37,727,000","37,278,000","40,363,000","37,741,000","14,880,000","25,064,000","21,588,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,"20,490,000","10,067,000","2,249,000",,"4,140,000","2,499,000","4,718,000","1,554,000","1,510,000","2,377,000","1,829,000","1,980,000","2,027,000","-11,000","9,936,000","12,081,000","9,352,000","16,796,000","6,615,000","13,407,000","2,173,000",,,"26,136,000",,"7,932,000","-3,314,000",,,"6,561,000","17,203,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"55,144,000","31,065,000","-52,413,000","22,188,000","33,028,000","17,917,000","-56,180,000","-61,530,000","3,245,000","-142,447,000","93,996,000","-21,529,000","52,010,000","-58,143,000","3,936,000","92,863,000","83,306,000","-43,461,000","-229,959,000","47,344,000","-194,755,000","41,017,000","-152,729,000","54,714,000","-27,303,000","-111,447,000","-3,549,000",,"37,502,000","2,466,000","18,654,000","54,761,000","-127,463,000","227,271,000","-123,594,000","-11,869,000","-5,391,000","-94,593,000","-88,218,000","-2,589,000","-2,097,000","-352,114,000","158,000","2,517,000","-779,000","-76,655,000","-24,522,000","26,849,000","6,238,000","4,313,000","4,763,000","7,974,000","-4,429,000","-8,238,000","3,457,000",,,"7,938,000","24,366,000","21,707,000","4,223,000",,,"11,397,000","2,806,000","8,443,000","3,272,000",,"8,595,000",,,,"-28,271,000",,,,,,,"-5,790,000",,,,,,,,,
	GainOnSaleOfSecurity,"-32,571,000","9,263,000","-74,788,000","24,005,000","8,949,000","-12,116,000","-67,521,000","-78,883,000","811,000","-67,005,000","58,816,000","-45,902,000","35,373,000","-11,163,000","-10,594,000","75,510,000","67,898,000","-57,141,000","-241,533,000","35,355,000","-204,577,000",,,"47,159,000",,"-121,282,000","-12,699,000",,,"-7,328,000","10,203,000",,"8,299,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,"0","0","0",,"0","0","37,000","0",,,"-305,000",,"959,000","469,000",,,"909,000","153,000",,"-383,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,761,000","-135,379,000","127,304,000","-123,594,000","-11,869,000","-5,391,000","-108,517,000","-88,218,000","-2,589,000","-2,097,000","-352,429,000","158,000","2,517,000","-779,000","-76,655,000","-24,522,000","26,849,000","6,238,000","4,313,000","4,763,000","7,974,000","-4,429,000","-8,238,000","3,457,000",,,"7,938,000","24,366,000","21,707,000","4,223,000",,,"11,397,000","2,806,000","8,443,000","3,272,000",,"8,595,000",,,,"-28,271,000",,,,,,,"-5,790,000",,,,,,,,,
	OtherNonOperatingIncomeExpenses,"87,715,000","21,802,000","22,375,000","-1,817,000","24,079,000","30,033,000","11,341,000","17,353,000","2,434,000","-75,442,000","35,180,000","24,373,000","16,637,000","-46,980,000","14,530,000","17,353,000","15,408,000","13,680,000","11,574,000","11,952,000","9,822,000","177,673,000","-152,729,000","7,860,000","-27,303,000","8,876,000","8,681,000",,"37,502,000","8,885,000","8,298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"141,916,000","197,848,000","54,820,000","-67,196,000","-43,556,000","226,933,000","34,930,000","-119,129,000","154,295,000","137,546,000","204,355,000","-95,971,000","128,288,000","29,442,000","68,765,000","-22,692,000","198,359,000","-64,174,000","-185,693,000","-59,420,000","-47,828,000","227,192,000","-96,939,000","-38,496,000","-26,524,000","-8,991,000","107,288,000",,"71,355,000","-31,280,000","1,620,000","68,376,000","87,886,000","137,195,000","114,968,000","12,604,000","117,592,000","195,331,000","129,253,000","71,092,000","106,356,000","131,779,000","61,548,000","2,189,000","82,005,000","141,510,000","95,284,000","52,553,000","108,464,000","120,074,000","94,329,000","49,977,000","103,721,000","112,039,000","60,995,000",,,"58,712,000","28,529,000","31,866,000","55,752,000",,,"38,615,000","58,788,000","43,150,000","27,562,000",,"26,250,000",,,,"20,461,000",,,,,,,"176,000",,,,,,,,,
TaxProvision,"-53,697,000","-30,769,000","-32,202,000","-3,767,000","13,041,000","64,951,000","-20,440,000","-7,452,000","46,723,000","65,901,000","26,096,000","28,019,000","53,488,000","-34,136,000","52,441,000","62,572,000","82,327,000","-59,226,000","-82,204,000","-13,400,000","-23,553,000","267,619,000","-4,106,000","16,432,000","12,459,000","25,675,000","52,078,000",,"32,873,000","-4,748,000","72,827,000","19,650,000","14,483,000","20,848,000","17,661,000","3,049,000","20,231,000","30,880,000","20,157,000","11,980,000","18,090,000","20,869,000","9,791,000","783,000","13,044,000","23,051,000","15,357,000","8,908,000","17,374,000","19,254,000","15,544,000","7,344,000","17,632,000","18,391,000","9,466,000",,,"8,833,000","4,712,000","5,309,000","9,404,000",,,"7,163,000","10,666,000","7,997,000","4,901,000",,"4,639,000",,,,"3,396,000",,,,,,,"2,252,000",,,,,,,,,
NetIncomeCommonStockholders,"190,430,000","227,056,000","86,265,000","-62,817,000","-60,074,000","148,658,000","52,942,000","-113,554,000","93,889,000","67,164,000","160,621,000","-138,038,000","65,557,000","54,345,000","4,742,000","-92,075,000","102,208,000","-16,256,000","-113,344,000","-49,727,000","-39,947,000","-51,913,000","-107,829,000","-58,910,000","-41,333,000","-46,122,000","52,093,000","-329,830,000","42,745,000","-36,124,000","-78,712,000","49,725,000","76,067,000","112,500,000","94,513,000","15,949,000","97,235,000","164,559,000","106,214,000","60,630,000","88,299,000","109,787,000","52,096,000","4,231,000","65,014,000","117,103,000","80,373,000","47,174,000","91,090,000","100,820,000","78,785,000","42,633,000","86,089,000","93,648,000","51,529,000","48,062,000","48,062,000","49,879,000","23,817,000","26,557,000","46,348,000","41,989,000","41,990,000","31,452,000","48,122,000","35,153,000","22,661,000","4,130,000","21,611,000","4,581,000","4,581,000","4,581,000","17,065,000","-4,752,000","-4,876,000","-3,000,000","23,045,000","19,386,000","6,000,000","-2,076,000","25,357,000","18,582,000","3,500,000","-6,200,000","31,800,000","11,100,000","2,100,000","-3,900,000","21,800,000"
	NetIncome,"190,430,000","227,056,000","86,265,000","-62,817,000","-60,074,000","148,658,000","52,942,000","-113,554,000","93,889,000","67,164,000","160,621,000","-138,038,000","65,557,000","54,345,000","4,742,000","-92,075,000","102,208,000","-16,256,000","-113,344,000","-49,727,000","-39,947,000","-51,913,000","-107,829,000","-58,910,000","-41,333,000","-46,122,000","52,093,000","-329,830,000","42,745,000","-36,124,000","-78,712,000","49,725,000","76,067,000","112,500,000","94,513,000","15,949,000","97,235,000","164,559,000","106,214,000","60,630,000","88,299,000","109,787,000","52,096,000","4,231,000","65,014,000","117,103,000","80,373,000","47,174,000","91,090,000","100,820,000","78,785,000","42,633,000","86,089,000","93,648,000","51,529,000","48,062,000","48,062,000","49,879,000","23,817,000","26,557,000","46,348,000","41,989,000","41,990,000","31,452,000","48,122,000","35,153,000","22,661,000","4,130,000","21,611,000","4,581,000","4,581,000","4,581,000","17,065,000","-4,752,000","-4,876,000","-3,000,000","23,045,000","19,386,000","6,000,000","-2,076,000","25,357,000","18,582,000","3,500,000","-6,200,000","31,800,000","11,100,000","2,100,000","-3,900,000","21,800,000"
		NetIncomeIncludingNoncontrollingInterests,"195,613,000","228,617,000","87,022,000","-63,429,000","-56,597,000","161,982,000","55,370,000","-111,677,000","107,572,000","71,645,000","178,259,000","-123,990,000","74,800,000","63,578,000","16,324,000","-85,264,000","116,032,000","-4,948,000","-103,489,000","-46,020,000","-24,275,000","-40,427,000","-92,833,000","-54,928,000","-38,983,000","-34,666,000","55,210,000","-325,567,000","38,482,000","-26,532,000","-71,207,000","48,726,000","73,403,000","116,347,000","97,307,000","9,555,000","97,361,000","164,451,000","109,096,000","59,112,000","88,266,000","110,910,000","51,757,000","1,406,000","68,961,000","184,337,000","79,927,000","43,645,000","88,472,000","98,770,000","78,948,000","44,255,000","86,065,000","89,491,000","52,871,000","48,062,000","48,062,000","46,892,000","24,572,000","26,243,000","47,140,000","41,777,000","41,990,000","32,216,000","48,332,000","36,804,000","21,530,000","4,130,000","21,796,000","-33,233,000","4,581,000","4,581,000","16,628,000","-3,159,000","-4,876,000","-3,000,000","23,045,000","19,502,000","6,000,000","-2,073,000","25,357,000","18,718,000","3,500,000","-6,200,000","31,800,000","11,000,000","2,100,000","-3,900,000","21,800,000"
			NetIncomeContinuousOperations,"195,613,000","228,617,000","87,022,000","-63,429,000","-56,597,000","161,982,000","55,370,000","-111,677,000","107,572,000","71,645,000","178,259,000","-123,990,000","74,800,000","63,578,000","16,324,000","-85,264,000","116,032,000","-4,948,000","-103,489,000","-46,020,000","-24,275,000","-40,427,000","-92,833,000","-54,928,000","-38,983,000","-34,666,000","55,210,000","-325,567,000","38,482,000","-26,532,000","-71,207,000","48,726,000","73,403,000","116,347,000","97,307,000","9,555,000","97,361,000","164,451,000","109,096,000","59,112,000","88,266,000","110,910,000","51,757,000","1,406,000","68,961,000","184,337,000","79,927,000","43,645,000","91,090,000","100,531,000","78,785,000","42,633,000","86,089,000","93,648,000","51,529,000","48,062,000","48,062,000","49,879,000","23,817,000","26,557,000","46,348,000","41,989,000","41,990,000","31,452,000","48,122,000","35,153,000","22,661,000","4,130,000","21,611,000","4,581,000","4,581,000","4,581,000","17,065,000","-4,752,000","-4,876,000","-3,000,000","23,045,000","19,386,000","6,000,000","-2,076,000","25,357,000","18,582,000","3,500,000","-6,200,000","31,800,000","11,100,000","2,100,000","-3,900,000","21,800,000"
