name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991,12/31/1990,12/31/1989
TotalAssets,"34,027,428,000","32,292,966,000","31,747,880,000","30,196,319,000","28,567,118,000","28,277,775,000","24,312,939,000","23,124,069,000","20,317,245,000","17,617,092,000","16,288,038,000","15,034,142,000","13,485,014,000","13,224,189,000","11,741,437,000","9,952,787,000","9,672,114,000","9,552,318,000","8,369,584,000","7,660,372,000","6,996,700,000","6,869,600,000","5,230,600,000","4,888,400,000","4,200,200,000","3,793,700,000","3,639,000,000","3,150,900,000","3,079,000,000","3,254,700,000","3,505,000,000"
	CashCashEquivalentsAndFederalFundsSold,"3,788,181,000","3,955,779,000","5,053,047,000","4,141,445,000","3,591,523,000","4,364,123,000","4,556,125,000","3,524,979,000","2,907,592,000","2,820,977,000","1,721,479,000","1,237,331,000","1,196,512,000","1,444,585,000","1,913,428,000","1,293,789,000","1,638,206,000","2,063,947,000","1,130,702,000","1,039,083,000","802,100,000","787,800,000","794,200,000","924,900,000","633,900,000","533,400,000","585,100,000","579,100,000","405,100,000","591,100,000","721,300,000"
		CashAndCashEquivalents,"3,431,807,000","3,320,762,000","4,893,080,000","4,122,703,000","3,524,606,000","4,333,331,000","4,531,877,000","3,440,531,000","2,888,290,000","2,759,675,000","1,716,189,000","1,152,206,000","842,437,000","709,360,000","879,453,000","549,114,000","1,070,681,000","1,339,797,000","1,001,152,000","824,033,000","767,100,000","787,800,000","794,200,000","924,900,000","633,900,000","533,400,000","585,100,000","579,100,000","405,100,000","591,100,000","721,300,000"
			CashFinancial,"581,857,000","678,791,000","545,542,000","561,838,000","532,824,000","702,485,000","885,121,000","790,106,000",,,,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,,,,,,,,,,,,"656,339,000","836,539,000","707,683,000","873,015,000","545,602,000","1,067,888,000","1,331,136,000","994,622,000","820,459,000","760,600,000",,,,,,"585,000,000",,,,
			CashAndDueFromBanks,"2,849,950,000","2,641,971,000","4,347,538,000","3,560,865,000","2,991,782,000","3,630,846,000","3,646,756,000","2,650,425,000","2,888,290,000","2,759,675,000","1,716,189,000","495,867,000","5,898,000","1,677,000","6,438,000","3,512,000","2,793,000","8,661,000","6,530,000","3,574,000","6,500,000","787,800,000","794,200,000","924,900,000","633,900,000","533,400,000","100,000","579,100,000","405,100,000","591,100,000","721,300,000"
		MoneyMarketInvestments,"356,374,000","635,017,000","159,967,000","18,742,000","66,917,000","30,792,000","24,248,000","84,448,000","19,302,000","61,302,000","5,290,000","85,125,000","354,075,000","735,225,000","1,033,975,000","744,675,000","567,525,000","724,150,000","129,550,000","215,050,000","35,000,000",,,,,,,,,,
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,"356,374,000","635,017,000","159,967,000","18,742,000","66,917,000","30,792,000","24,248,000","84,448,000","19,302,000","61,302,000","5,290,000","85,125,000","354,075,000","735,225,000","1,033,975,000","744,675,000","567,525,000","724,150,000","129,550,000","215,050,000","35,000,000",,,,,,,,,,
	CustomerAcceptances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"700,000"
	BankOwnedLifeInsurance,"187,156,000","183,473,000","180,477,000","177,884,000","175,191,000","172,050,000","141,108,000","138,005,000","133,967,000","129,922,000","125,405,000",,,,,,,,,,,,,,,,,,,,
