name,ttm,11/30/2019,11/30/2018,11/30/2017,11/30/2016,11/30/2015,11/30/2014,11/30/2013,11/30/2012,11/30/2011,11/30/2010,11/30/2009,11/30/2008,11/30/2007,11/30/2006,11/30/2005,11/30/2004,11/30/2003,11/30/2002,11/30/2001,11/30/2000,11/30/1999,11/30/1998,11/30/1997
TotalRevenue,"20,942,000,000","20,825,000,000","18,881,000,000","17,510,000,000","16,389,000,000","15,714,000,000","15,884,000,000","15,456,000,000","15,382,000,000","15,793,000,000","14,469,000,000","13,157,000,000","14,646,000,000","13,032,999,013.9","11,839,000,000","11,087,000,000","9,727,000,000","6,718,000,000","4,368,269,000","4,535,751,000","3,778,542,000","3,497,470,000","3,009,306,000","2,447,468,000"
	OperatingRevenue,"20,942,000,000","20,825,000,000","18,881,000,000","17,510,000,000","16,389,000,000","15,714,000,000","15,884,000,000","15,456,000,000","15,382,000,000","15,793,000,000","14,469,000,000","13,157,000,000","14,646,000,000","13,032,999,013.9","11,839,000,000","11,087,000,000","9,727,000,000","6,718,000,000","4,368,269,000","4,535,751,000","3,778,542,000","3,497,470,000","3,009,306,000","2,447,468,000"
CostOfRevenue,"13,288,000,000","12,908,000,000","11,090,000,000","10,501,000,000","9,383,000,000","9,447,000,000","10,403,000,000","10,624,000,000","10,320,000,000","10,299,000,000","9,092,000,000","8,104,000,000","9,039,000,000","7,627,999,409.6","6,791,000,000","6,217,000,000","5,457,000,000","3,818,000,000","2,311,919,000","2,468,730,000","2,058,342,000","1,862,636,000","1,619,377,000","1,322,669,000"
GrossProfit,"7,654,000,000","7,917,000,000","7,791,000,000","7,009,000,000","7,006,000,000","6,267,000,000","5,481,000,000","4,832,000,000","5,062,000,000","5,494,000,000","5,377,000,000","5,053,000,000","5,607,000,000","5,404,999,604.3","5,048,000,000","4,870,000,000","4,270,000,000","2,900,000,000","2,056,350,000","2,067,021,000","1,720,200,000","1,634,834,000","1,389,929,000","1,124,799,000"
OperatingExpense,"4,748,000,000","4,640,000,000","4,464,000,000","4,100,000,000","3,914,000,000","3,693,000,000","3,689,000,000","3,480,000,000","3,247,000,000","3,239,000,000","3,030,000,000","2,899,000,000","2,878,000,000","2,679,998,871.8","2,435,000,000","2,231,000,000","2,097,000,000","1,517,000,000","994,291,000","990,888,000","775,070,000","690,893,000","570,137,000","463,820,000"
	SellingGeneralAndAdministration,"2,529,000,000","2,480,000,000","2,450,000,000","2,265,000,000","2,197,000,000","2,067,000,000","2,054,000,000","1,879,000,000","1,720,000,000","1,717,000,000","1,614,000,000","1,590,000,000","1,629,000,000","508,000,627","1,447,000,000","1,329,000,000","1,285,000,000","932,000,000","611,948,000","618,664,000","487,403,000","447,235,000","369,469,000","296,533,000"
		GeneralAndAdministrativeExpense,,,,,,,,,,"1,717,000,000","1,614,000,000","1,590,000,000","1,629,000,000",,"1,447,000,000","1,329,000,000","1,285,000,000","932,000,000","611,948,000","618,664,000","487,403,000","447,235,000","369,469,000","296,533,000"
			RentAndLandingFees,,,,,,,,,,,,,,"45,999,069.2",,,,,,,,,,
		SellingAndMarketingExpense,"2,529,000,000","2,480,000,000","2,450,000,000","2,265,000,000","2,197,000,000","2,067,000,000","2,054,000,000","1,879,000,000","1,720,000,000",,,"1,590,000,000",,"508,000,627","1,447,000,000","1,335,000,000",,,,,,,,
	OtherOperatingExpenses,,"32,000,000",,,,,,"13,000,000","6,132,000,000",,,,,"1,024,998,747.6",,"3,253,000,000",,,,,,,,
