name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,12/31/2003,03/31/2003,12/31/2002,03/31/2002,12/31/2001,06/30/2001,12/31/2000,12/31/1999,06/30/1999,12/31/1998,06/30/1998
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-290,068,000,000",,,,,,,,"-15,488,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"367,580,000,000","324,206,000,000","355,619,000,000","284,910,000,000","236,782,000,000","550,718,000,000","560,470,000,000","568,328,000,000","617,696,000,000","724,112,000,000","719,212,000,000","375,758,000,000","421,818,000,000","446,777,000,000","749,763,000,000","473,983,000,000","405,281,000,000","456,275,000,000","536,302,000,000","425,578,000,000","254,108,000,000","283,526,000,000","312,009,000,000","317,036,000,000","298,289,000,000","329,571,000,000","242,565,000,000","165,510,000,000","271,067,000,000",,,"2,920,986,000,000","3,978,159,000,000",,,"146,610,000,000",,"6,100,000,000",,,"163,932,000,000",,,,,"14,000,000","14,000,000","14,000,000","215,076,779,482.18","32,459,859,743.52","33,238,366,700",,,,,,,,,,,,,,
			TaxesReceivable,"45,930,000,000","40,932,000,000","39,185,000,000","37,827,000,000","51,557,000,000","47,485,000,000","60,502,000,000","42,315,000,000","38,489,000,000","45,142,000,000","37,555,000,000","36,131,000,000","46,473,000,000","38,675,000,000","31,733,000,000","36,983,000,000","33,765,000,000","42,159,000,000","32,255,000,000","40,301,000,000","36,147,000,000","30,031,000,000","28,555,000,000","29,603,000,000","32,417,000,000","35,315,000,000","34,081,000,000","25,948,000,000","17,168,000,000","25,356,000,000","18,188,000,000","22,337,000,000","18,621,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"1,307,848,000,000","1,370,916,000,000","1,317,295,000,000","1,215,719,000,000","2,058,439,000,000","1,418,869,000,000","1,283,696,000,000","1,229,654,000,000","1,897,915,000,000","1,293,397,000,000","1,453,525,000,000","1,253,388,000,000","2,155,303,000,000","1,219,344,000,000","1,354,687,000,000","2,731,778,000,000","2,632,759,000,000","2,764,391,000,000","3,038,617,000,000","3,409,991,000,000","3,258,266,000,000","3,116,223,000,000","3,129,285,000,000","3,200,446,000,000","3,284,170,000,000","3,447,273,000,000","3,461,754,000,000","3,373,342,000,000","3,211,319,000,000","10,829,009,000,000","1,540,914,000,000","1,460,024,000,000",,,,,,,"3,067,678,000,000","2,782,468,000,000",,"2,493,814,000,000","2,483,340,000,000","2,854,265,000,000",,"3,189,696,000,000","2,418,495,000,000","2,048,345,000,000",,,,"239,027,680,705.55","190,000,000,000","158,000,000,000","100,000,000,000","247,500,000,000","72,735,468,539.92","82,755,968,360.1",,,,,,,
			ReceivablesAdjustmentsAllowances,"-591,483,000,000","-552,923,000,000","-556,137,000,000","-553,183,000,000","-536,278,000,000","-740,646,000,000","-752,096,000,000","-765,104,000,000","-741,799,000,000","-825,578,000,000","-840,426,000,000","-801,987,000,000","-778,159,000,000","-692,014,000,000","-672,011,000,000","-802,555,000,000","-823,449,000,000","-764,846,000,000","-878,663,000,000","-798,738,000,000","-764,836,000,000","-624,156,000,000","-599,966,000,000","-582,979,000,000","-568,763,000,000","-540,046,000,000","-469,274,000,000","-431,585,000,000","-419,905,000,000",,"-290,368,000,000","-301,563,000,000",,,,,,,,,"-33,286,000,000",,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"11,230,759,000,000","11,770,207,000,000","11,708,185,000,000","11,259,369,000,000","12,153,303,000,000","10,911,145,000,000","10,639,401,000,000","10,302,958,000,000","10,793,781,000,000","9,819,917,000,000","9,711,675,000,000","9,488,455,000,000","9,515,895,000,000","7,902,452,000,000","7,748,165,000,000","7,786,685,000,000","8,566,882,000,000","9,091,097,000,000","9,343,886,000,000","10,045,695,000,000","11,173,343,000,000","10,934,314,000,000","10,876,472,000,000","10,759,589,000,000","9,798,381,000,000","9,654,206,000,000","10,044,073,000,000","10,610,183,000,000","10,584,646,000,000","11,523,163,000,000","11,498,045,000,000","11,487,897,000,000","12,283,644,000,000","12,204,033,000,000","11,453,754,000,000","10,397,750,000,000","9,803,453,000,000","5,714,541,000,000","5,025,563,000,000","3,397,679,000,000","5,152,839,000,000","3,483,028,000,000","3,590,016,000,000","5,318,847,000,000","8,661,721,000,000","5,323,020,000,000","4,851,910,000,000","3,065,340,000,000","4,904,790,272,570.44","3,832,742,825,226.81","3,478,632,492,060","3,752,417,309,171.56","3,772,000,000,000","2,961,000,000,000","2,168,750,000,000","1,257,500,000,000","1,671,360,616,276.34","1,342,608,756,403.65","1,737,992,119,895.4","1,817,137,482,079.18","1,907,452,586,887.5","1,671,121,175,948","1,668,180,559,292.28","1,534,195,062,528","1,814,453,581,533"
			RawMaterials,"5,506,518,000,000","6,050,340,000,000","6,195,881,000,000","6,004,022,000,000","5,956,653,000,000","5,753,675,000,000","5,521,192,000,000","5,371,257,000,000","4,955,860,000,000","5,047,508,000,000","5,023,834,000,000","4,808,230,000,000","4,564,752,000,000","3,872,312,000,000","3,920,361,000,000","3,897,617,000,000","4,061,580,000,000","4,452,215,000,000","4,680,415,000,000","4,899,953,000,000","5,203,392,000,000","5,475,703,000,000","5,341,716,000,000","5,457,320,000,000","4,878,491,000,000","4,885,030,000,000","5,088,442,000,000","5,372,694,000,000","5,325,610,000,000","5,971,761,000,000","5,793,066,000,000","5,546,107,000,000","6,179,604,000,000","4,213,444,000,000","4,489,023,000,000","5,836,783,000,000","5,437,234,000,000","3,594,932,000,000","3,260,994,000,000","2,056,948,000,000","2,726,512,000,000","2,208,262,000,000","2,094,526,000,000","3,046,448,000,000","4,338,747,000,000","1,731,438,000,000","1,689,368,000,000",,"1,177,880,152,309.84","1,061,204,645,051.76","1,368,471,040,420","1,389,045,668,508.82","1,534,000,000,000","1,174,000,000,000","733,750,000,000","487,500,000,000","637,455,515,797.5",,"372,218,134,946.1","720,712,061,579.34","428,251,579,207.5",,,,
			WorkInProcess,"2,097,289,000,000","2,150,509,000,000","2,093,726,000,000","1,952,082,000,000","1,945,567,000,000","1,730,984,000,000","1,783,280,000,000","1,748,804,000,000","1,721,130,000,000","1,695,283,000,000","1,655,027,000,000","1,622,616,000,000","1,552,988,000,000","1,195,114,000,000","1,199,255,000,000","1,310,834,000,000","1,390,382,000,000","1,456,963,000,000","1,553,851,000,000","1,714,249,000,000","1,654,556,000,000","1,874,236,000,000","1,899,530,000,000","1,902,635,000,000","1,711,294,000,000","1,708,323,000,000","1,726,508,000,000","1,754,716,000,000","1,876,196,000,000","1,987,463,000,000","2,061,131,000,000","2,014,639,000,000","2,163,124,000,000","2,182,482,000,000","1,997,529,000,000","2,247,734,000,000","2,279,766,000,000","1,452,939,000,000","1,232,394,000,000","910,527,000,000","1,585,425,000,000","900,562,000,000","1,109,942,000,000","1,435,494,000,000","2,389,245,000,000","1,254,967,000,000","1,141,108,000,000",,"1,386,307,119,043.84","762,893,637,353.1","830,959,167,500","784,170,081,212.31","767,000,000,000","619,000,000,000","480,000,000,000","292,500,000,000","390,826,808,882.54",,"396,369,251,956.65","412,801,556,032.2","507,668,772,435",,,,
			FinishedGoods,"2,714,102,000,000","2,924,474,000,000","2,756,693,000,000","2,735,163,000,000","3,017,456,000,000","2,592,393,000,000","2,461,564,000,000","2,320,670,000,000","2,457,186,000,000","2,272,012,000,000","2,273,770,000,000","2,174,745,000,000","2,051,669,000,000","1,929,655,000,000","1,813,273,000,000","1,901,787,000,000","2,096,969,000,000","2,490,945,000,000","2,415,170,000,000","2,550,617,000,000","2,549,678,000,000","2,488,650,000,000","2,508,448,000,000","2,358,454,000,000","2,118,099,000,000","2,034,942,000,000","2,063,740,000,000","2,196,221,000,000","2,179,755,000,000","2,320,598,000,000","2,414,345,000,000","2,643,898,000,000","2,742,069,000,000","5,785,993,000,000","4,980,119,000,000","2,229,951,000,000","2,118,818,000,000","666,064,000,000","531,525,000,000","430,152,000,000","906,606,000,000","373,671,000,000","390,572,000,000","836,331,000,000","2,045,487,000,000","863,710,000,000","631,143,000,000",,"1,003,788,391,641.14","804,846,977,064.24","532,763,534,820","719,351,454,228.95","528,000,000,000","433,000,000,000","357,500,000,000","126,250,000,000","312,914,590,640.94",,"376,613,667,151.35","323,372,243,535.2","349,721,870,175",,,,
			OtherInventories,"1,128,993,000,000","849,190,000,000","861,889,000,000","764,998,000,000","1,440,409,000,000","936,985,000,000","983,109,000,000","996,348,000,000","1,795,236,000,000","939,771,000,000","993,374,000,000","1,085,983,000,000","1,549,650,000,000","1,078,486,000,000","974,109,000,000","862,759,000,000","1,249,329,000,000","945,577,000,000","908,559,000,000","1,050,055,000,000","1,927,657,000,000","1,259,955,000,000","1,289,452,000,000","1,220,518,000,000","1,279,779,000,000","1,235,230,000,000","1,356,278,000,000","1,496,757,000,000","1,417,880,000,000","1,430,787,000,000","1,419,723,000,000","1,479,150,000,000","1,414,441,000,000","159,489,000,000","78,766,000,000","83,282,000,000","56,315,000,000","606,000,000","650,000,000","523,000,000","11,186,000,000","533,000,000","525,000,000","574,000,000","8,251,000,000","1,472,905,000,000","1,390,291,000,000",,"1,336,814,609,575.62","1,203,797,565,757.71","755,935,425,520","859,850,105,221.48","943,000,000,000","735,000,000,000","597,500,000,000","351,250,000,000","330,163,700,955.36",,"592,791,065,841.3","360,251,620,932.44","621,810,365,070",,,,
			InventoriesAdjustmentsAllowances,"-216,143,000,000","-204,306,000,000","-200,004,000,000","-196,896,000,000","-206,782,000,000","-102,892,000,000","-109,744,000,000","-134,121,000,000","-135,631,000,000","-134,657,000,000","-234,330,000,000","-203,119,000,000","-203,164,000,000","-173,115,000,000","-158,833,000,000","-186,312,000,000","-231,378,000,000","-254,603,000,000","-214,109,000,000","-169,179,000,000","-161,940,000,000","-164,230,000,000","-162,674,000,000","-179,338,000,000","-189,282,000,000","-209,319,000,000","-190,895,000,000","-210,205,000,000","-214,795,000,000","-187,446,000,000","-190,220,000,000","-195,897,000,000","-215,594,000,000","-137,375,000,000","-91,683,000,000",,"-88,680,000,000","0","0","-471,000,000","-76,890,000,000","0","-5,549,000,000",,"-120,009,000,000",,,,,,"-9,496,676,200",,,,,,,,,,,,,,
		PrepaidAssets,"685,891,000,000","777,072,000,000","764,111,000,000","956,854,000,000","2,703,822,000,000","906,208,000,000","921,581,000,000","907,966,000,000","911,948,000,000","975,899,000,000","996,588,000,000","1,049,060,000,000","986,445,000,000","986,755,000,000","1,071,344,000,000","1,109,395,000,000","893,662,000,000","1,030,571,000,000","1,044,139,000,000","1,004,666,000,000","1,033,412,000,000","1,293,143,000,000","1,464,721,000,000","1,392,308,000,000","1,338,750,000,000","1,471,707,000,000","1,486,304,000,000","1,651,089,000,000","1,502,824,000,000","1,650,909,000,000",,,,,,,"892,957,000,000","76,081,000,000",,,"633,494,000,000",,"40,546,000,000","50,994,000,000","1,033,513,000,000","47,966,000,000","35,384,000,000","40,955,000,000","58,319,288,513.15","17,420,384,937.78","66,476,733,400",,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,210,000,000","383,869,000,000","207,644,000,000","248,185,000,000","288,138,000,000","404,401,000,000","213,974,000,000","157,726,000,000","71,855,000,000","109,578,000,000",,,,"102,039,326,059.02","112,623,081,357.6","74,074,074,360","130,393,724,437.65","43,000,000,000",,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,210,000,000","383,869,000,000","207,644,000,000","248,185,000,000","288,138,000,000","404,401,000,000","213,974,000,000","157,726,000,000","71,855,000,000","109,578,000,000",,,,"102,039,326,059.02","112,623,081,357.6","74,074,074,360","130,393,724,437.65","43,000,000,000",,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"74,158,000,000","66,598,000,000","21,819,000,000","62,158,000,000","21,854,000,000","88,966,000,000","713,727,000,000","71,571,000,000","71,768,000,000","428,000,000","428,000,000","13,065,000,000","311,958,000,000","344,862,000,000","209,313,000,000","37,586,000,000","57,281,000,000","626,644,000,000","666,038,000,000","781,935,000,000","2,127,087,000,000","175,223,000,000","1,190,000,000","1,190,000,000","2,494,000,000","12,722,000,000","213,850,000,000","3,943,000,000","1,190,000,000","0","1,150,720,000,000","299,817,000,000","329,037,000,000","318,529,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		HedgingAssetsCurrent,"65,031,000,000","52,666,000,000","48,274,000,000","54,076,000,000","58,534,000,000","48,724,000,000","86,009,000,000","80,891,000,000","79,027,000,000","30,655,000,000","29,930,000,000","43,562,000,000","49,281,000,000","53,549,000,000","58,473,000,000","70,394,000,000","94,603,000,000","84,354,000,000","75,368,000,000","86,012,000,000","77,182,000,000","106,090,000,000","91,915,000,000","49,089,000,000","44,082,000,000","75,335,000,000","92,166,000,000","61,881,000,000","62,720,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"14,315,000,000","26,326,000,000","36,258,000,000","5,801,000,000","9,554,000,000","73,557,000,000","73,255,000,000","1,439,000,000","1,316,000,000","1,997,000,000","1,758,000,000","1,685,000,000","1,930,000,000","2,557,000,000","3,624,000,000","4,309,000,000","4,034,000,000","4,578,000,000","2,673,000,000","1,728,000,000","1,397,000,000","1,641,000,000","1,525,000,000","1,546,000,000","1,420,000,000","1,859,000,000","1,935,000,000","1,913,000,000","2,564,000,000","3,751,000,000","1,553,380,000,000","1,469,625,000,000","1,220,142,000,000","1,512,604,000,000","1,288,246,000,000","1,792,454,000,000","562,434,000,000","27,642,000,000","115,955,000,000","279,953,000,000","140,603,000,000","119,748,000,000","32,688,000,000","30,321,000,000","352,742,000,000","46,760,000,000","45,305,000,000","38,454,000,000","2,277,954,124,679.45","323,183,712,315.75","388,414,056,580","308,528,030,484.56","323,000,000,000","187,000,000,000","305,000,000,000","285,000,000,000","185,489,916,900.16","112,785,146,148","276,362,681,360.4","304,967,574,291.8","188,383,058,947.5","571,574,178,301","205,965,278,239.14","1,040,775,556,741","951,116,332,422"
	TotalNonCurrentAssets,"44,226,315,000,000","44,909,024,000,000","44,933,190,000,000","45,062,063,000,000","44,625,019,000,000","45,947,870,000,000","46,587,538,000,000","47,574,026,000,000","47,941,370,000,000","49,085,444,000,000","49,632,139,000,000","49,182,287,000,000","50,482,506,000,000","49,623,969,000,000","50,677,721,000,000","50,863,501,000,000","51,246,075,000,000","51,648,923,000,000","52,233,294,000,000","52,682,715,000,000","52,635,636,000,000","53,260,758,000,000","52,693,136,000,000","53,110,692,000,000","52,789,196,000,000","52,364,158,000,000","51,627,609,000,000","50,267,507,000,000","47,699,735,000,000","45,665,641,000,000","44,562,668,000,000","46,143,911,000,000","44,851,927,000,000","44,559,228,000,000","42,869,445,000,000","42,431,366,000,000","40,838,810,000,000","32,997,216,000,000","28,797,502,000,000","27,582,194,000,000","29,677,598,000,000","25,991,037,000,000","25,060,029,000,000","23,968,358,000,000","24,763,649,000,000","22,389,368,000,000","22,112,643,000,000","21,428,424,000,000","21,893,613,342,294.61","18,039,220,206,015.03","17,811,965,880,720","15,698,885,785,338.75","13,833,000,000,000","13,178,000,000,000","13,787,500,000,000","12,782,500,000,000","13,678,674,965,693.26","14,269,759,979,770.05","14,450,561,139,214.65","13,573,191,945,736.66","13,809,883,657,005","13,673,839,169,420","13,126,210,677,550.86","13,236,075,187,507","11,589,541,699,751"
		NetPPE,"30,003,244,000,000","30,413,310,000,000","30,340,196,000,000","30,683,874,000,000","30,210,403,000,000","31,249,136,000,000","31,634,090,000,000","31,801,873,000,000","32,089,479,000,000","32,853,238,000,000","33,074,749,000,000","32,992,263,000,000","33,932,607,000,000","33,471,391,000,000","34,217,550,000,000","34,370,353,000,000","34,673,999,000,000","34,873,840,000,000","35,062,712,000,000","35,339,664,000,000","35,333,654,000,000","35,431,044,000,000","35,567,350,000,000","36,080,322,000,000","37,088,058,000,000","37,666,844,000,000","37,240,893,000,000","36,023,037,000,000","34,399,413,000,000","5,444,293,000,000","29,488,867,000,000","28,967,155,000,000","28,453,184,000,000","27,759,918,000,000","26,554,598,000,000","25,694,136,000,000","25,699,149,000,000","18,118,207,000,000","17,636,384,000,000","17,062,194,000,000","21,839,785,000,000","15,889,338,000,000","15,506,742,000,000","14,978,083,000,000","18,069,099,000,000","13,695,197,000,000","13,357,704,000,000","13,175,404,000,000","15,590,583,366,385.37","13,967,258,007,789.9","14,349,477,738,200","12,141,708,808,001.92","10,774,000,000,000","10,085,000,000,000","10,326,250,000,000","9,183,750,000,000","10,324,047,446,074.64","9,176,913,814,210.35","10,605,289,119,281.25","10,331,382,610,262.56","10,432,010,087,700","10,777,916,182,827","10,986,180,580,164.6","10,867,567,552,679","9,247,003,512,596"
			GrossPPE,"70,937,864,000,000","30,413,310,000,000",,"30,683,874,000,000","69,081,247,000,000","31,249,136,000,000","31,634,090,000,000","31,801,873,000,000","67,788,456,000,000","32,853,238,000,000","33,074,749,000,000","32,992,263,000,000","68,152,144,000,000","33,471,391,000,000","34,217,550,000,000","34,370,353,000,000","66,309,976,000,000","34,873,840,000,000","35,062,712,000,000","35,339,664,000,000","64,732,563,000,000","35,431,044,000,000","35,567,350,000,000","36,080,322,000,000","64,422,521,000,000","37,666,844,000,000","37,240,893,000,000","36,023,037,000,000","59,625,856,000,000","30,473,485,000,000","53,667,877,000,000","52,660,264,000,000","51,588,121,000,000","50,598,692,000,000","48,584,405,000,000","47,277,355,000,000","53,921,182,000,000","42,891,616,000,000","41,977,706,000,000","40,986,389,000,000","47,504,508,000,000","39,051,742,000,000","38,240,878,000,000","37,378,799,000,000","42,230,169,000,000","35,513,035,000,000","34,767,144,000,000","34,232,844,000,000","37,911,705,136,552.59","33,788,564,609,528.19","34,597,341,064,220","31,391,528,940,516.47","29,180,000,000,000","27,816,000,000,000","28,401,250,000,000","24,632,500,000,000","26,265,984,569,954.5","24,065,599,524,846.9","25,357,022,401,152.3","24,525,817,097,568.3","24,159,950,634,922.5","23,705,096,236,428","23,353,583,385,645.36","22,448,413,600,268","19,029,259,668,407"
				Properties,"6,360,833,000,000","2,912,714,000,000",,"3,084,599,000,000","6,170,073,000,000","3,150,087,000,000","2,931,436,000,000","2,935,943,000,000","5,748,974,000,000","3,061,115,000,000","3,070,686,000,000","3,019,487,000,000","5,581,422,000,000","3,065,907,000,000","3,127,457,000,000","3,091,583,000,000","5,399,588,000,000","3,115,999,000,000","3,146,786,000,000","3,145,540,000,000","5,229,687,000,000","3,080,214,000,000","2,930,381,000,000","2,864,797,000,000","6,006,953,000,000","4,982,685,000,000","4,786,495,000,000","4,623,784,000,000","6,149,737,000,000",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0","0","0","0","0",,"0","0","0",,,,
				LandAndImprovements,"2,527,972,000,000","2,562,335,000,000",,"2,556,345,000,000","2,553,957,000,000","2,530,423,000,000","2,516,761,000,000","2,530,680,000,000","2,534,102,000,000","2,559,817,000,000","2,558,142,000,000","2,544,885,000,000","2,607,660,000,000","2,561,317,000,000","2,543,641,000,000","2,573,608,000,000","2,572,807,000,000","2,640,092,000,000","2,744,968,000,000","2,810,302,000,000","2,801,288,000,000","2,750,625,000,000","2,781,571,000,000","2,804,501,000,000","2,719,989,000,000","2,765,540,000,000","2,797,929,000,000","2,684,937,000,000","2,658,401,000,000",,,,"2,549,178,000,000",,,,"2,470,423,000,000",,,,"2,142,621,000,000",,,,"1,861,451,000,000",,,,"1,520,655,433,935.4","1,249,733,873,610.75","1,291,547,963,200","1,194,041,171,589.73","1,103,000,000,000","1,072,000,000,000","1,272,500,000,000","862,500,000,000","1,250,850,533,382.54",,"1,263,378,452,503.95","1,268,446,172,607.92","1,269,088,492,402.5",,,,
				BuildingsAndImprovements,"9,226,224,000,000","4,331,485,000,000",,"4,391,355,000,000","9,145,901,000,000","4,470,791,000,000","4,825,792,000,000","4,835,009,000,000","9,311,014,000,000","5,041,016,000,000","4,848,541,000,000","4,852,666,000,000","9,179,605,000,000","4,919,437,000,000","5,022,237,000,000","5,089,209,000,000","8,981,967,000,000","5,226,946,000,000","5,267,955,000,000","5,311,330,000,000","8,820,182,000,000","5,218,711,000,000","4,973,410,000,000","4,929,449,000,000","8,112,827,000,000","4,132,538,000,000","4,148,958,000,000","4,143,055,000,000","7,120,222,000,000",,,,"4,297,926,000,000",,,,"10,466,444,000,000",,,,"8,511,720,000,000",,,,"7,629,084,000,000",,,,"7,004,719,115,973.6","6,009,944,983,078.41","6,079,772,103,240","5,710,870,392,685.32","5,399,000,000,000","4,923,000,000,000","5,286,250,000,000","4,322,500,000,000","4,751,117,436,107.04",,"4,661,984,242,696.5","4,479,140,073,610.62","4,450,176,980,025",,,,
				MachineryFurnitureEquipment,"49,065,649,000,000","17,915,097,000,000",,"18,530,366,000,000","49,039,431,000,000","18,959,372,000,000","19,317,725,000,000","19,382,141,000,000","48,058,860,000,000","20,076,790,000,000","20,363,866,000,000","20,205,394,000,000","47,997,735,000,000","20,420,341,000,000","20,931,952,000,000","20,877,051,000,000","46,812,224,000,000","21,601,222,000,000","21,767,978,000,000","21,811,660,000,000","45,213,344,000,000","21,773,742,000,000","20,674,078,000,000","20,595,693,000,000","41,883,244,000,000","17,485,093,000,000","17,109,481,000,000","16,763,033,000,000","37,354,094,000,000",,,,"20,662,053,000,000",,,,"36,406,817,000,000",,,,"31,851,258,000,000",,,,"29,157,635,000,000",,,,"28,193,635,827,560.77","23,953,958,944,372.38","24,042,735,135,540","21,399,144,606,120.76","20,877,000,000,000","19,616,000,000,000","20,665,000,000,000","17,812,500,000,000","18,478,669,032,863.16",,"17,746,034,209,049.4","17,350,089,477,854.34","16,934,326,127,070",,,,
				OtherProperties,"970,891,000,000","790,036,000,000",,"810,007,000,000","213,873,000,000","148,517,000,000","136,847,000,000","140,079,000,000","243,160,000,000","150,225,000,000","153,930,000,000","157,334,000,000","248,590,000,000","160,506,000,000","166,225,000,000","167,283,000,000","168,601,000,000","94,914,000,000","96,290,000,000","99,037,000,000","162,154,000,000","82,023,000,000","94,205,000,000","97,377,000,000","151,219,000,000","102,811,000,000","53,424,000,000","54,951,000,000","105,241,000,000",,,,"20,990,459,000,000",,,,"577,622,000,000",,,,"647,900,000,000",,,,"673,115,000,000",,,,"8,817,415,749.03","16,480,972,184.49","1,899,335,240","540,764,465,060.07","1,000,000,000","-1,000,000,000","1,250,000,000","-1,250,000,000",,,"150,700,394,587.35",,,,,,
				ConstructionInProgress,"2,786,295,000,000","1,901,643,000,000",,"1,311,202,000,000","1,958,012,000,000","1,989,946,000,000","1,905,529,000,000","1,978,021,000,000","1,892,346,000,000","1,964,275,000,000","2,079,584,000,000","2,212,497,000,000","2,537,132,000,000","2,343,883,000,000","2,426,038,000,000","2,571,619,000,000","2,374,789,000,000","2,194,667,000,000","2,038,735,000,000","2,161,795,000,000","2,505,908,000,000","2,525,729,000,000","4,113,705,000,000","4,788,505,000,000","5,548,289,000,000","8,198,177,000,000","8,344,606,000,000","7,753,277,000,000","6,238,161,000,000",,,,"3,088,505,000,000",,,,"3,937,242,000,000",,,,"4,319,179,000,000",,,,"2,896,984,000,000",,,,"1,183,877,343,333.79","2,558,445,836,282.16","3,181,386,527,000","2,546,708,305,060.59","1,800,000,000,000","2,206,000,000,000","1,176,250,000,000","1,636,250,000,000","1,785,347,567,601.76",,"1,534,925,102,315.1","1,428,141,373,495.42","1,506,359,035,425",,,,
				Leases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,634,000,000",,,,"31,830,000,000",,,,"11,900,000,000",,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-40,934,620,000,000",,,,"-38,870,844,000,000",,,,"-35,698,977,000,000",,,,"-34,219,537,000,000",,,,"-31,635,977,000,000",,,,"-29,398,909,000,000",,,,"-27,334,463,000,000",,,,"-25,226,443,000,000","-25,029,192,000,000","-24,179,010,000,000","-23,693,109,000,000","-23,134,937,000,000","-22,838,774,000,000","-22,029,807,000,000","-21,583,219,000,000","-28,222,033,000,000","-24,773,409,000,000","-24,341,322,000,000","-23,924,195,000,000","-25,664,723,000,000","-23,162,404,000,000","-22,734,136,000,000","-22,400,716,000,000","-24,161,070,000,000","-21,817,838,000,000","-21,409,440,000,000","-21,057,440,000,000","-22,321,121,770,167.22","-19,821,306,601,738.29","-20,247,863,326,020","-19,249,820,132,514.55","-18,406,000,000,000","-17,731,000,000,000","-18,075,000,000,000","-15,448,750,000,000","-15,941,937,123,879.86","-14,888,685,710,636.55","-14,751,733,281,871.05","-14,194,434,487,305.74","-13,727,940,547,222.5","-12,927,180,053,601","-12,367,402,805,480.76","-11,580,846,047,589","-9,782,256,155,811"
		GoodwillAndOtherIntangibleAssets,"4,831,202,000,000","4,942,388,000,000","5,166,218,000,000","4,974,159,000,000","4,978,695,000,000","4,935,219,000,000","4,960,800,000,000","5,652,330,000,000","5,746,325,000,000","5,842,596,000,000","5,861,123,000,000","5,882,889,000,000","5,926,461,000,000","6,039,457,000,000","6,089,351,000,000","6,164,462,000,000","6,254,610,000,000","6,348,298,000,000","6,665,070,000,000","6,737,576,000,000","6,792,530,000,000","6,543,792,000,000","5,825,979,000,000","5,871,131,000,000","4,601,901,000,000","3,593,822,000,000","3,669,037,000,000","3,666,525,000,000","3,539,327,000,000","5,915,361,000,000","5,563,280,000,000","5,435,365,000,000","5,244,928,000,000","5,190,303,000,000","4,860,722,000,000","4,752,432,000,000","3,161,452,000,000","168,410,000,000","168,968,000,000","145,813,000,000","629,969,000,000","154,508,000,000","159,880,000,000","166,121,000,000","723,767,000,000","172,568,000,000","184,079,000,000","199,242,000,000","571,102,061,135.83","531,369,642,669.03","599,240,268,220","448,902,768,216.33","448,000,000,000","479,000,000,000","497,500,000,000","331,250,000,000","474,790,035,425.76","315,603,449,001.75",,"577,696,497,511.44","534,141,591,585","401,496,035,794.43","355,821,760,056.3","234,665,099,561","243,243,242,910"
			Goodwill,"1,097,809,000,000","1,155,985,000,000",,"1,126,729,000,000","1,125,149,000,000","1,348,662,000,000","1,349,077,000,000","1,349,685,000,000","1,349,838,000,000","1,371,907,000,000","1,371,952,000,000","1,371,698,000,000","1,375,131,000,000","1,460,206,000,000","1,461,709,000,000","1,461,532,000,000","1,461,954,000,000","1,464,376,000,000","1,749,032,000,000","1,793,923,000,000","1,795,144,000,000","1,613,844,000,000","1,607,601,000,000","1,622,317,000,000","1,615,938,000,000","1,712,829,000,000","1,727,376,000,000","1,728,184,000,000","1,713,691,000,000",,,,"1,656,817,000,000",,,,"1,465,674,000,000",,,,"261,740,000,000",,,,,,,,,,,,,,,,,,,,,,,,
