name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,12/31/2006,06/30/2006,12/31/2005,06/30/2005,12/31/2004,12/31/2003,03/31/2003,12/31/2002,03/31/2002,12/31/2001,06/30/2001,12/31/2000,12/31/1999,06/30/1999,12/31/1998,06/30/1998
			OtherIntangibleAssets,"3,733,393,000,000","3,786,403,000,000",,"3,847,430,000,000","3,853,546,000,000","3,586,557,000,000","3,611,723,000,000","4,302,645,000,000","4,396,487,000,000","4,470,689,000,000","4,489,171,000,000","4,511,191,000,000","4,551,330,000,000","4,579,251,000,000","4,627,642,000,000","4,702,930,000,000","4,792,656,000,000","4,883,922,000,000","4,916,038,000,000","4,943,653,000,000","4,997,386,000,000","4,929,948,000,000","4,218,378,000,000","4,248,814,000,000","2,985,963,000,000","1,880,993,000,000","1,941,661,000,000","1,938,341,000,000","1,825,636,000,000","5,915,361,000,000","5,563,280,000,000","5,435,365,000,000","3,588,111,000,000","5,190,303,000,000","4,860,722,000,000","4,752,432,000,000","1,695,778,000,000","168,410,000,000","168,968,000,000","145,813,000,000","368,229,000,000","154,508,000,000","159,880,000,000","166,121,000,000","723,767,000,000","172,568,000,000","184,079,000,000","199,242,000,000","571,102,061,135.83","531,369,642,669.03","599,240,268,220","448,902,768,216.33","448,000,000,000","479,000,000,000","497,500,000,000","331,250,000,000","474,790,035,425.76","315,603,449,001.75",,"577,696,497,511.44","534,141,591,585","401,496,035,794.43","355,821,760,056.3","234,665,099,561","243,243,242,910"
		InvestmentProperties,"878,227,000,000","921,373,000,000","933,313,000,000","928,145,000,000","928,615,000,000","1,012,449,000,000","1,044,681,000,000","1,035,699,000,000","1,064,914,000,000","1,117,886,000,000","1,101,245,000,000","1,101,605,000,000","1,117,720,000,000","1,104,557,000,000","1,124,762,000,000","1,071,445,000,000","1,084,292,000,000","1,114,987,000,000","1,093,882,000,000","1,154,580,000,000","1,055,592,000,000","1,046,053,000,000","710,130,000,000","408,188,000,000","425,229,000,000","519,183,000,000","527,655,000,000","545,116,000,000","521,191,000,000","506,677,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"5,532,407,000,000","5,412,061,000,000","5,437,423,000,000","5,422,250,000,000","5,261,066,000,000","5,474,351,000,000","5,326,261,000,000","5,497,334,000,000","5,465,238,000,000","5,903,277,000,000","6,373,257,000,000","6,304,412,000,000","6,441,780,000,000","6,210,054,000,000","6,310,524,000,000","6,313,150,000,000","6,192,907,000,000","6,143,147,000,000","6,455,709,000,000","6,466,470,000,000","6,497,323,000,000","7,584,254,000,000","8,031,932,000,000","8,270,313,000,000","8,240,283,000,000","8,125,682,000,000","7,663,016,000,000","7,594,271,000,000","6,891,592,000,000","7,581,837,000,000","3,498,802,000,000","4,574,591,000,000","4,359,192,000,000","4,239,586,000,000","4,029,165,000,000","4,181,769,000,000","9,340,453,000,000","14,331,144,000,000","10,446,063,000,000","10,282,407,000,000","6,230,600,000,000","9,861,803,000,000","9,312,554,000,000","8,745,894,000,000","5,193,944,000,000","8,416,319,000,000","8,460,296,000,000","7,920,335,000,000",,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,"3,927,755,000,000","3,879,811,000,000","3,787,410,000,000","3,781,037,000,000","3,650,003,000,000","3,630,666,000,000","3,510,604,000,000","3,609,294,000,000","3,557,932,000,000","3,779,992,000,000","3,667,502,000,000","3,703,549,000,000","3,882,389,000,000","3,875,882,000,000","4,098,105,000,000","4,080,372,000,000","3,945,333,000,000","4,053,730,000,000","4,130,897,000,000","4,026,241,000,000","4,060,507,000,000","4,191,244,000,000","4,295,521,000,000","4,028,669,000,000","3,808,693,000,000","3,674,068,000,000","3,545,874,000,000","3,463,447,000,000","3,039,261,000,000","3,029,951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinAssociatesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,545,874,000,000","3,463,447,000,000","3,039,261,000,000","3,029,951,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"1,604,652,000,000","1,532,250,000,000","1,650,013,000,000","1,641,213,000,000","1,611,063,000,000","1,843,685,000,000","1,815,657,000,000","1,888,040,000,000","1,907,306,000,000","2,123,285,000,000","2,705,755,000,000","2,600,863,000,000","2,559,391,000,000","2,334,172,000,000","2,212,419,000,000","2,232,778,000,000","2,247,574,000,000","2,089,417,000,000","2,324,812,000,000","2,440,229,000,000","2,436,816,000,000","3,393,010,000,000","3,736,411,000,000","4,241,644,000,000","4,431,590,000,000","4,451,614,000,000","4,117,142,000,000","4,130,824,000,000","3,852,331,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,"1,582,272,000,000","1,504,599,000,000","1,618,406,000,000","1,607,491,000,000","1,576,736,000,000","1,820,077,000,000","1,792,564,000,000","1,840,097,000,000","1,902,516,000,000","2,119,181,000,000","2,703,677,000,000","2,598,387,000,000","2,557,343,000,000","2,332,074,000,000","2,210,337,000,000","2,231,197,000,000","2,245,685,000,000","2,087,145,000,000","2,322,572,000,000","2,437,809,000,000","2,435,020,000,000","3,391,578,000,000","3,734,953,000,000","4,240,148,000,000","4,429,988,000,000","4,449,121,000,000","4,113,601,000,000","4,127,288,000,000","3,849,080,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				HeldToMaturitySecurities,"22,380,000,000","27,651,000,000","31,607,000,000","33,722,000,000","34,327,000,000","23,608,000,000","23,093,000,000","47,943,000,000","4,790,000,000","4,104,000,000","2,078,000,000","2,476,000,000","2,048,000,000","2,098,000,000","2,082,000,000","1,581,000,000","1,889,000,000","2,272,000,000","2,240,000,000","2,420,000,000","1,796,000,000","1,432,000,000","1,458,000,000","1,496,000,000","1,602,000,000","2,493,000,000","3,541,000,000","3,536,000,000","3,251,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,551,886,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"64,737,000,000","154,098,000,000","67,194,000,000","25,262,000,000","1,795,000,000","767,000,000","2,144,000,000","3,981,000,000","4,378,000,000","25,363,000,000","26,855,000,000","20,566,000,000","98,301,000,000","33,820,000,000","49,880,000,000","113,281,000,000","93,886,000,000","84,926,000,000","67,890,000,000","63,634,000,000","19,084,000,000","24,061,000,000","38,768,000,000","26,053,000,000","34,140,000,000","35,374,000,000","19,936,000,000","7,605,000,000","8,634,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,"399,874,000,000","584,117,000,000","509,394,000,000","604,290,000,000","406,949,000,000","340,424,000,000","629,995,000,000","596,384,000,000","614,103,000,000","307,001,000,000","267,119,000,000","-45,798,000,000","-24,155,000,000","35,455,000,000","46,873,000,000","32,485,000,000","116,255,000,000","117,178,000,000","86,711,000,000","87,138,000,000","73,724,000,000","87,483,000,000","74,079,000,000","92,364,000,000","178,495,000,000","187,214,000,000","197,822,000,000","220,802,000,000","266,171,000,000","140,797,000,000","148,655,000,000","172,816,000,000","183,061,000,000","194,095,000,000","208,362,000,000","263,334,000,000",,"24,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,"701,529,000,000","698,564,000,000","665,908,000,000","686,540,000,000","731,344,000,000","848,509,000,000","871,829,000,000","859,827,000,000","874,158,000,000","958,615,000,000","790,185,000,000","760,134,000,000","733,974,000,000","689,637,000,000","741,581,000,000","708,244,000,000","725,968,000,000","904,654,000,000","856,853,000,000","826,132,000,000","960,652,000,000","809,228,000,000","755,446,000,000","687,203,000,000","604,478,000,000","676,769,000,000","680,262,000,000","626,476,000,000","574,255,000,000",,,,,,,,"153,075,000,000",,"23,000,000","982,000,000","119,292,000,000","2,270,000,000","3,219,000,000","4,043,000,000","103,551,000,000","16,611,000,000","23,233,000,000","19,881,000,000",,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,247,313,000,000","1,321,445,000,000","1,321,305,000,000","1,335,162,000,000","1,408,787,000,000","1,504,719,000,000","1,513,943,000,000","1,479,977,000,000","1,463,055,000,000","1,396,555,000,000","1,434,117,000,000","1,452,830,000,000","1,500,219,000,000","1,361,804,000,000","1,335,348,000,000","1,331,156,000,000","1,333,785,000,000","1,216,759,000,000","1,154,928,000,000","1,181,324,000,000","1,206,408,000,000","1,195,110,000,000","1,170,587,000,000","1,146,854,000,000","1,139,932,000,000","1,064,362,000,000","1,067,140,000,000","1,037,895,000,000","994,684,000,000","963,875,000,000","914,366,000,000","854,413,000,000","855,603,000,000","675,940,000,000","601,888,000,000","563,423,000,000","438,833,000,000",,,,"294,441,000,000",,,"895,000,000","317,023,000,000",,,,"280,060,862,016.95","254,548,921,430.43","56,030,389,580","39,499,350,468.23","39,000,000,000","52,000,000,000","45,000,000,000",,"51,655,990,492.52","100,631,299,966.2",,"161,093,385,062.58","116,008,849,267.5",,,,
			NonCurrentDeferredTaxesAssets,"1,247,313,000,000","1,321,445,000,000","1,321,305,000,000","1,335,162,000,000","1,408,787,000,000","1,504,719,000,000","1,513,943,000,000","1,479,977,000,000","1,463,055,000,000","1,396,555,000,000","1,434,117,000,000","1,452,830,000,000","1,500,219,000,000","1,361,804,000,000","1,335,348,000,000","1,331,156,000,000","1,333,785,000,000","1,216,759,000,000","1,154,928,000,000","1,181,324,000,000","1,206,408,000,000","1,195,110,000,000","1,170,587,000,000","1,146,854,000,000","1,139,932,000,000","1,064,362,000,000","1,067,140,000,000","1,037,895,000,000","994,684,000,000","963,875,000,000","914,366,000,000","854,413,000,000","855,603,000,000","675,940,000,000","601,888,000,000","563,423,000,000","438,833,000,000",,,,"294,441,000,000",,,"895,000,000","317,023,000,000",,,,"280,060,862,016.95","254,548,921,430.43","56,030,389,580","39,499,350,468.23","39,000,000,000","52,000,000,000","45,000,000,000",,"51,655,990,492.52","100,631,299,966.2",,"161,093,385,062.58","116,008,849,267.5",,,,
		NonCurrentPrepaidAssets,"301,467,000,000","212,358,000,000","243,547,000,000","232,005,000,000","546,310,000,000","514,014,000,000","526,560,000,000","512,456,000,000","479,839,000,000","526,694,000,000","514,257,000,000","499,021,000,000","512,084,000,000","503,045,000,000","536,955,000,000","532,078,000,000","548,376,000,000","553,621,000,000","550,441,000,000","585,447,000,000","436,507,000,000","382,921,000,000","353,874,000,000","359,024,000,000","319,021,000,000","313,558,000,000","357,565,000,000","325,144,000,000","291,735,000,000","195,963,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"4,280,000,000",,"0","223,000,000","1,489,000,000","994,000,000","4,687,000,000","11,475,000,000","8,224,000,000","1,456,000,000","35,884,000,000","62,165,000,000","83,702,000,000","1,475,000,000","4,387,000,000","7,298,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"262,035,000,000","249,310,000,000","248,692,000,000","170,153,000,000","149,566,000,000","67,288,000,000","72,548,000,000","122,690,000,000","131,657,000,000","152,763,000,000","153,348,000,000","152,200,000,000","159,813,000,000","173,274,000,000","220,510,000,000","219,549,000,000","221,997,000,000","291,513,000,000","239,098,000,000","240,750,000,000","260,162,000,000","156,812,000,000","164,991,000,000","169,240,000,000","157,659,000,000","181,350,000,000","204,283,000,000","220,636,000,000","212,733,000,000","24,916,838,000,000","4,948,698,000,000","6,139,571,000,000","5,755,959,000,000","6,499,386,000,000","6,614,710,000,000","6,976,272,000,000","2,045,848,000,000","379,431,000,000","546,064,000,000","90,798,000,000","563,511,000,000","83,118,000,000","77,634,000,000","73,322,000,000","356,265,000,000","88,673,000,000","87,331,000,000","113,562,000,000","5,451,867,052,756.46","3,286,043,634,125.67","2,807,217,484,720","3,068,774,858,652.27","2,572,000,000,000","2,562,000,000,000","2,918,750,000,000","3,267,500,000,000","2,828,181,493,700.34","4,676,611,416,591.75","3,845,272,019,933.4","2,503,019,452,900.08","2,727,723,128,452.5","2,494,426,950,798.57","1,784,208,337,329.96","2,133,842,535,267","2,099,294,944,245"
TotalLiabilitiesNetMinorityInterest,"31,607,510,000,000","31,490,905,000,000","31,117,058,000,000","32,495,447,000,000","32,104,377,000,000","33,269,828,000,000","32,266,351,000,000","32,530,885,000,000","32,458,904,000,000","32,407,139,000,000","32,616,240,000,000","32,420,415,000,000","34,372,345,000,000","31,849,718,000,000","34,261,129,000,000","34,574,684,000,000","35,734,769,000,000","38,203,358,000,000","38,883,923,000,000","40,057,973,000,000","40,586,167,000,000","39,548,440,000,000","39,296,275,000,000","40,788,319,000,000","38,633,377,000,000","37,736,380,000,000","39,755,795,000,000","39,637,949,000,000","36,836,433,000,000","37,453,316,000,000","38,306,210,000,000","38,100,230,000,000","37,678,918,000,000","37,727,035,000,000","34,537,296,000,000","32,204,219,000,000","30,744,512,000,000","11,834,037,000,000","11,459,359,000,000","9,239,305,000,000","18,647,434,000,000","8,756,374,000,000","9,329,102,000,000","9,679,718,000,000","18,617,077,000,000","8,298,474,000,000","6,817,085,000,000","5,828,056,000,000","11,163,337,102,317.96","8,343,592,629,676.92","8,294,396,993,080","7,559,455,383,826.03","7,441,000,000,000","7,480,000,000,000","7,886,250,000,000","5,732,500,000,000","7,502,036,770,877.54","7,551,786,489,517.65","9,058,410,009,052.5","9,709,760,042,753.5","10,565,164,322,512.5","10,457,304,631,654","11,079,347,247,039.96","11,952,056,387,856","10,988,484,121,256"
	CurrentLiabilities,"16,551,068,000,000","16,761,966,000,000","17,684,377,000,000","18,945,396,000,000","19,430,577,000,000","20,165,722,000,000","19,938,952,000,000","19,586,978,000,000","19,490,338,000,000","18,422,612,000,000","18,962,642,000,000","18,334,581,000,000","18,944,309,000,000","16,944,913,000,000","18,923,618,000,000","19,816,147,000,000","20,353,526,000,000","22,065,868,000,000","22,082,468,000,000","22,559,208,000,000","22,375,038,000,000","21,002,947,000,000","21,074,597,000,000","22,018,776,000,000","20,241,159,000,000","20,151,284,000,000","21,627,879,000,000","22,451,355,000,000","19,775,001,000,000","20,657,004,000,000","20,584,505,000,000","19,785,874,000,000","19,605,358,000,000","21,061,021,000,000","19,951,778,000,000","18,261,222,000,000","17,093,227,000,000","5,058,834,000,000","5,421,344,000,000","3,081,504,000,000","9,274,818,000,000","2,354,743,000,000","2,938,574,000,000","3,252,421,000,000","11,009,392,000,000","4,252,898,000,000","3,684,275,000,000","2,750,610,000,000","6,628,364,246,261.87","4,847,719,314,648.54","4,872,744,558,220","5,819,256,522,431.7","5,286,000,000,000","4,825,000,000,000","4,375,000,000,000","2,801,250,000,000","3,965,287,068,639.94","2,215,500,005,095.65","3,620,462,558,147.4","4,086,057,064,901","5,335,109,974,020","4,510,305,770,758","4,116,108,805,516.38","5,057,226,785,081","5,559,811,978,282"
		PayablesAndAccruedExpenses,"6,583,303,000,000","7,043,208,000,000","7,316,537,000,000","8,059,571,000,000","7,539,291,000,000","7,177,005,000,000","6,927,043,000,000","7,488,366,000,000","6,721,290,000,000","6,345,841,000,000","6,629,399,000,000","7,307,154,000,000","7,564,821,000,000","6,254,609,000,000","6,392,823,000,000","6,727,956,000,000","6,526,781,000,000","6,771,374,000,000","6,936,067,000,000","7,789,336,000,000","7,736,475,000,000","7,272,773,000,000","7,893,033,000,000","8,335,747,000,000","7,795,990,000,000","7,200,505,000,000","7,369,757,000,000","8,282,724,000,000","7,458,560,000,000","5,164,678,000,000","4,754,635,000,000","4,408,326,000,000","4,906,988,000,000","4,241,808,000,000","4,458,981,000,000","4,507,306,000,000","6,282,068,000,000","2,971,667,000,000","3,054,517,000,000","2,205,944,000,000","4,115,339,000,000","1,738,836,000,000","1,621,606,000,000","2,325,245,000,000","5,971,678,000,000","3,253,389,000,000","2,799,532,000,000","1,887,739,000,000","2,421,230,342,211.66","1,926,794,103,968.25","1,845,204,185,660","2,016,683,322,366.55","1,556,000,000,000","1,425,000,000,000","1,521,250,000,000","530,000,000,000","915,629,892,927.12","658,559,683,212.3","954,533,510,880","1,022,896,237,689.58","1,697,790,134,820","870,894,676,270","1,005,112,270,769.97","1,105,522,912,704","961,809,634,405"
			Payables,"5,840,933,000,000","6,321,148,000,000","6,596,433,000,000","7,344,362,000,000","6,818,518,000,000","6,532,067,000,000","6,321,694,000,000","6,845,086,000,000","6,067,367,000,000","5,723,962,000,000","6,049,246,000,000","6,676,708,000,000","6,899,526,000,000","5,580,037,000,000","5,724,183,000,000","6,063,353,000,000","5,767,183,000,000","6,067,796,000,000","6,215,879,000,000","7,065,077,000,000","6,996,225,000,000","6,406,877,000,000","6,905,132,000,000","7,551,095,000,000","6,922,377,000,000","6,256,351,000,000","6,618,635,000,000","7,475,026,000,000","6,590,545,000,000","5,164,678,000,000","4,754,635,000,000","4,408,326,000,000","4,906,988,000,000","4,241,808,000,000","4,458,981,000,000","4,507,306,000,000","5,804,746,000,000","2,814,707,000,000","2,906,974,000,000","2,079,986,000,000","3,771,065,000,000","1,617,506,000,000","1,461,941,000,000","2,167,264,000,000","5,733,761,000,000","3,072,260,000,000","2,673,582,000,000","1,791,543,000,000","2,248,161,053,455.24","1,715,101,564,914.54","1,626,780,633,060","1,326,016,788,703.05","1,219,000,000,000","1,046,000,000,000","1,158,750,000,000","332,500,000,000","689,709,371,058.5","438,993,369,709.95","673,641,263,148.45","700,232,165,359.94","1,297,744,623,810","870,894,676,270","1,005,112,270,769.97","1,105,522,912,704","961,809,634,405"
				AccountsPayable,"4,255,767,000,000","4,581,364,000,000","4,799,909,000,000","4,573,160,000,000","4,789,697,000,000","4,470,742,000,000","4,343,553,000,000","4,426,969,000,000","4,265,520,000,000","3,963,665,000,000","4,222,274,000,000","4,261,114,000,000","4,927,909,000,000","3,773,682,000,000","3,979,967,000,000","3,828,260,000,000","4,108,756,000,000","4,155,215,000,000","4,314,490,000,000","4,667,817,000,000","5,033,462,000,000","4,699,186,000,000","5,178,871,000,000","5,330,261,000,000","5,145,610,000,000","4,567,767,000,000","4,937,939,000,000","5,276,288,000,000","5,126,997,000,000","3,974,317,000,000","4,380,600,000,000","3,912,447,000,000","4,397,279,000,000",,,,"5,035,271,000,000","2,291,954,000,000","2,383,722,000,000","1,685,024,000,000","3,377,346,000,000","646,610,000,000","1,414,429,000,000","1,338,976,000,000","3,650,289,000,000","565,074,000,000","509,747,000,000","451,432,000,000","2,248,161,053,455.24","1,715,101,564,914.54","1,626,780,633,060","1,326,016,788,703.05","1,219,000,000,000","1,046,000,000,000","1,158,750,000,000","332,500,000,000","689,709,371,058.5","438,993,369,709.95","673,641,263,148.45","700,232,165,359.94","1,297,744,623,810","870,894,676,270","1,005,112,270,769.97","1,105,522,912,704","961,809,634,405"
				TotalTaxPayable,"937,113,000,000","1,148,880,000,000","1,072,308,000,000","1,581,175,000,000","1,379,084,000,000","1,384,284,000,000","1,298,966,000,000","1,326,141,000,000","1,011,666,000,000","925,505,000,000","917,042,000,000","951,863,000,000","932,184,000,000","757,111,000,000","813,455,000,000","867,810,000,000","884,282,000,000","956,353,000,000","906,310,000,000","965,959,000,000","958,437,000,000","901,823,000,000","850,840,000,000","883,289,000,000","866,453,000,000","784,264,000,000","719,032,000,000","945,051,000,000","926,957,000,000","639,264,000,000","374,035,000,000","495,879,000,000","509,709,000,000",,,,"769,475,000,000","522,753,000,000","523,252,000,000","394,962,000,000","393,719,000,000","9,861,000,000","47,512,000,000","828,288,000,000","2,083,472,000,000","1,257,815,000,000","724,294,000,000","787,743,000,000",,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"396,616,000,000","699,404,000,000","649,293,000,000","1,169,620,000,000","948,166,000,000","875,391,000,000","735,703,000,000","757,270,000,000","515,538,000,000","479,588,000,000","455,880,000,000","480,393,000,000","446,071,000,000","293,751,000,000","296,698,000,000","361,236,000,000","377,962,000,000","349,908,000,000","362,043,000,000","436,964,000,000","453,613,000,000","374,013,000,000","345,981,000,000","343,333,000,000","358,930,000,000","342,701,000,000","306,893,000,000","582,590,000,000","559,328,000,000","639,264,000,000","374,035,000,000","495,879,000,000","509,709,000,000",,,,"769,475,000,000","522,753,000,000","523,252,000,000","394,962,000,000","393,719,000,000","9,861,000,000","47,512,000,000","828,288,000,000","2,083,472,000,000","1,257,815,000,000","724,294,000,000","787,743,000,000",,,,,,,,,,,,,,,,,
				DividendsPayable,"3,106,000,000","3,513,000,000","3,680,000,000","456,240,000,000","8,673,000,000","7,956,000,000","6,383,000,000","343,181,000,000","7,213,000,000","6,939,000,000","7,127,000,000","501,024,000,000","7,770,000,000","13,456,000,000","13,501,000,000","532,909,000,000","6,453,000,000","7,544,000,000","12,116,000,000","523,342,000,000","12,077,000,000","11,465,000,000","11,443,000,000","526,524,000,000","11,709,000,000","12,949,000,000","10,906,000,000","504,025,000,000","7,487,000,000",,,,,,,,,,,,,,,,,"4,028,000,000","4,051,000,000","4,077,000,000",,,,,,,,,,,,,,,,,
				DuetoRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"551,097,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"644,947,000,000","587,391,000,000","720,536,000,000","733,787,000,000","641,064,000,000","669,085,000,000","672,792,000,000","748,795,000,000","782,968,000,000","827,853,000,000","902,803,000,000","962,707,000,000","1,031,663,000,000","1,035,788,000,000","917,260,000,000","834,374,000,000","767,692,000,000","948,684,000,000","982,963,000,000","907,959,000,000","992,249,000,000","794,403,000,000","863,978,000,000","811,021,000,000","898,605,000,000","891,371,000,000","950,758,000,000","749,662,000,000","529,104,000,000",,,,,,,,,,,,,"961,035,000,000",,,,"1,245,343,000,000","1,435,490,000,000","548,291,000,000",,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,"742,370,000,000","722,060,000,000","720,104,000,000","715,209,000,000","720,773,000,000","644,938,000,000","605,349,000,000","643,280,000,000","653,923,000,000","621,879,000,000","580,153,000,000","630,446,000,000","665,295,000,000","674,572,000,000","668,640,000,000","664,603,000,000","759,598,000,000","703,578,000,000","720,188,000,000","724,259,000,000","740,250,000,000","865,896,000,000","987,901,000,000","784,652,000,000","873,613,000,000","944,154,000,000","751,122,000,000","807,698,000,000","868,015,000,000",,,,,,,,"477,322,000,000","156,960,000,000","147,543,000,000","125,958,000,000","344,274,000,000","121,330,000,000","159,665,000,000","157,981,000,000","237,917,000,000","181,129,000,000","125,950,000,000","96,196,000,000","173,069,288,756.42","211,692,539,053.71","218,423,552,600","690,666,533,663.5","337,000,000,000","379,000,000,000","362,500,000,000","197,500,000,000","225,920,521,868.62","219,566,313,502.35","280,892,247,731.55","322,664,072,329.64","400,045,511,010",,,,
		CurrentProvisions,"360,337,000,000","262,085,000,000","329,327,000,000","310,824,000,000","298,453,000,000","247,039,000,000","321,024,000,000","144,125,000,000","110,946,000,000","105,899,000,000","119,109,000,000","98,958,000,000","114,865,000,000","149,737,000,000","144,058,000,000","121,561,000,000","102,320,000,000","89,636,000,000","95,049,000,000","94,929,000,000","150,030,000,000","283,172,000,000","96,337,000,000","76,129,000,000","107,329,000,000","151,981,000,000","125,562,000,000","76,483,000,000","77,831,000,000","68,310,000,000","91,176,000,000","75,873,000,000","69,432,000,000","93,989,000,000","57,099,000,000","53,663,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"8,697,388,000,000","8,498,064,000,000","9,095,029,000,000","9,607,743,000,000","10,299,771,000,000","11,794,313,000,000","11,684,907,000,000","11,099,164,000,000","11,292,279,000,000","11,179,491,000,000","11,341,419,000,000","9,982,424,000,000","10,219,330,000,000","9,596,447,000,000","11,297,177,000,000","11,802,794,000,000","12,397,908,000,000","13,738,327,000,000","13,872,694,000,000","13,564,294,000,000","12,217,372,000,000","12,063,793,000,000","11,482,172,000,000","12,011,438,000,000","10,727,864,000,000","10,895,110,000,000","12,077,363,000,000","12,134,515,000,000","10,525,392,000,000","11,497,856,000,000","11,320,554,000,000","10,494,283,000,000","10,791,510,000,000","12,622,304,000,000","11,209,289,000,000","9,954,723,000,000","9,268,932,000,000","1,964,809,000,000","2,234,336,000,000","802,782,000,000","4,012,688,000,000","493,922,000,000","1,227,992,000,000","851,528,000,000","4,024,497,000,000","745,890,000,000","608,244,000,000","642,073,000,000","2,056,585,210,352.47","1,567,319,253,645.09","1,833,808,174,220","1,896,666,334,217.06","1,883,000,000,000","1,646,000,000,000","1,837,500,000,000","1,585,000,000,000","1,907,389,085,946.98","927,039,789,930.6","2,122,789,755,529.35","2,471,880,672,125.2","2,782,343,861,565","2,458,550,393,647","2,141,546,301,093.36","2,842,538,186,470","3,681,668,620,103"
			CurrentDebt,"8,548,212,000,000","8,358,075,000,000","8,958,133,000,000","9,493,467,000,000","10,289,619,000,000","11,785,324,000,000","11,671,096,000,000","11,084,833,000,000","11,274,516,000,000","11,157,949,000,000","11,319,785,000,000","9,960,684,000,000","10,194,807,000,000","9,576,343,000,000","11,268,779,000,000","11,776,480,000,000","12,371,032,000,000","13,717,886,000,000","13,847,631,000,000","13,547,630,000,000","12,195,484,000,000","12,045,111,000,000","11,463,567,000,000","11,992,786,000,000","10,713,646,000,000","10,867,828,000,000","12,064,656,000,000","12,120,257,000,000","10,509,348,000,000","11,497,856,000,000","11,320,554,000,000","10,494,283,000,000","10,791,510,000,000","12,622,304,000,000","11,209,289,000,000","9,954,723,000,000","9,268,932,000,000","1,964,809,000,000","2,234,336,000,000","802,782,000,000","4,012,688,000,000","493,922,000,000","1,227,992,000,000","851,528,000,000","4,024,497,000,000","745,890,000,000","608,244,000,000","642,073,000,000","2,056,585,210,352.47","1,567,319,253,645.09","1,833,808,174,220","1,896,666,334,217.06","1,883,000,000,000","1,646,000,000,000","1,837,500,000,000","1,585,000,000,000","1,907,389,085,946.98","927,039,789,930.6","2,122,789,755,529.35","2,471,880,672,125.2","2,782,343,861,565","2,458,550,393,647","2,141,546,301,093.36","2,842,538,186,470","3,681,668,620,103"
				LineOfCredit,"159,075,000,000","158,227,000,000","172,496,000,000","293,195,000,000","294,364,000,000","261,426,000,000","302,019,000,000","179,500,000,000","217,879,000,000","237,452,000,000","218,702,000,000","164,082,000,000","254,036,000,000","97,854,000,000","145,167,000,000","75,498,000,000","129,891,000,000","131,638,000,000","212,278,000,000","230,922,000,000","105,673,000,000","139,212,000,000","129,993,000,000","77,373,000,000","100,211,000,000","107,590,000,000","113,565,000,000","105,417,000,000","123,685,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
