name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalRevenue,"1,012,034,869,000","248,993,000,000","263,186,869,000","248,426,000,000","250,083,000,000","245,652,635,000","277,319,681,000","249,212,000,000","257,069,000,000","254,368,000,000","264,157,000,000","244,189,000,000","249,429,000,000","264,157,000,000","269,334,488,000","249,710,000,000","233,383,000,000","222,985,000,000","230,577,443,000","223,603,962,000","219,876,000,000","220,036,000,000","229,304,181,000","220,883,984,000","202,634,834,000","195,438,821,000","204,120,021,000","194,221,000,000","194,800,000,000","192,959,396,000","198,011,645,000","192,821,000,000","191,739,000,000","192,498,000,000","182,108,504,000","167,258,000,000","159,703,000,000","156,232,000,000","161,952,678,000","153,555,000,000","100,868,000,000","98,680,000,000","107,098,031,000","99,763,000,000","94,016,000,000","93,834,000,000","94,089,450,500","85,443,718,500","84,410,604,000","81,223,313,500","89,418,826,050","77,806,929,180","75,225,375,000","67,702,246,920","66,101,920,000","57,969,950,000","55,830,384,000","50,581,230,000","54,746,332,055","45,439,875,000","42,473,594,000","38,775,051,000","41,272,853,650","33,707,057,000","30,467,819,000","27,873,550,000","27,082,188,648","21,317,964,180","19,717,715,080","17,241,376,000","17,432,191,000","15,423,037,840","12,968,280,000","11,595,870,000","10,954,060,882.56","10,441,980,000","9,801,150,000","9,568,921,800","10,275,259,646.84","6,345,187,156.4","6,325,233,968.8","6,361,446,110.04"
	OperatingRevenue,"1,012,034,869,000","248,993,000,000","263,186,869,000","248,426,000,000","250,083,000,000","245,652,635,000","277,319,681,000","249,212,000,000","257,069,000,000","254,368,000,000","264,157,000,000","244,189,000,000","249,429,000,000","264,157,000,000","269,334,488,000","249,710,000,000","233,383,000,000","222,985,000,000","230,577,443,000","223,603,962,000","219,876,000,000","220,036,000,000","229,304,181,000","220,883,984,000","202,634,834,000","195,438,821,000","204,120,021,000","194,221,000,000","194,800,000,000","192,959,396,000","198,012,645,000","192,820,000,000","191,739,000,000","192,498,000,000","182,108,504,000","167,259,000,000","159,703,000,000","156,232,000,000","161,952,678,000","153,555,000,000","100,868,000,000","98,680,000,000","107,098,031,000","99,763,000,000","94,016,000,000","93,834,000,000","94,089,450,500","85,443,718,500","84,410,604,000","81,223,313,500","89,418,826,050","77,806,929,180","75,225,375,000","67,702,246,920","66,101,920,000","57,969,950,000","55,830,384,000","50,581,230,000","54,746,332,055","45,439,875,000","42,473,594,000","38,775,051,000","41,272,853,650","33,707,057,000","30,467,819,000","27,873,550,000","27,082,188,648","21,317,964,180","19,717,715,080","17,241,376,000","17,432,191,000","15,423,037,840","12,968,280,000","11,595,870,000","10,954,060,882.56","10,441,980,000","9,801,150,000","9,568,921,800","10,275,259,646.84","6,345,187,156.4","6,325,233,968.8","6,361,446,110.04"
CostOfRevenue,"473,580,157,000","115,863,000,000","125,011,157,000","116,261,000,000","115,954,000,000","114,510,844,000","139,705,430,000","123,132,000,000","124,054,000,000","121,786,000,000","127,661,000,000",,"118,706,000,000","127,907,000,000","137,185,579,000","122,801,000,000","116,572,000,000","108,502,000,000","111,950,095,000","104,263,846,000","101,112,000,000","101,207,000,000","107,685,882,000","97,574,897,000","92,308,734,000","88,532,626,000","95,422,177,000","87,446,000,000","87,678,000,000","87,744,295,000","90,480,139,000","84,978,000,000","84,357,000,000","83,631,000,000","84,175,040,000","73,662,000,000","68,005,000,000","65,060,000,000","68,840,142,000","64,362,000,000","43,052,000,000","41,136,000,000","49,370,738,000","40,568,000,000","36,990,000,000","38,111,000,000","41,988,538,000","35,524,125,000","35,026,899,000","33,278,479,500","68,857,445,760","32,858,616,060","31,880,460,000","27,513,698,520","52,830,321,175","26,493,650,000","25,420,356,000","22,394,826,000","27,891,324,915","21,155,085,000","21,773,622,000","18,048,145,500","21,994,718,692","15,678,493,000","14,345,217,000","12,715,225,000","12,268,999,232","9,071,941,480","8,437,007,460","7,446,119,260","7,650,310,710","6,768,603,520","5,121,675,000","4,865,400,000","4,705,768,504.32","4,412,640,000","3,700,250,000","4,661,296,560",,,,
GrossProfit,"538,454,712,000","133,130,000,000","138,175,712,000","132,165,000,000","134,129,000,000","131,141,791,000","137,614,251,000","126,080,000,000","133,015,000,000","132,582,000,000","136,496,000,000",,"130,723,000,000","136,250,000,000","132,148,909,000","126,909,000,000","116,811,000,000","114,483,000,000","118,627,348,000","119,340,116,000","118,764,000,000","118,829,000,000","121,618,299,000","123,309,087,000","110,326,100,000","106,906,195,000","108,697,844,000","106,775,000,000","107,122,000,000","105,215,101,000","107,531,506,000","107,843,000,000","107,382,000,000","108,867,000,000","97,933,464,000","93,596,000,000","91,698,000,000","91,172,000,000","93,112,536,000","89,193,000,000","57,816,000,000","57,544,000,000","57,727,293,000","59,195,000,000","57,026,000,000","55,723,000,000","52,100,912,500","49,919,593,500","49,383,705,000","47,944,834,000","20,561,380,290","44,948,313,120","43,344,915,000","40,188,548,400","13,271,598,825","31,476,300,000","30,410,028,000","28,186,404,000","26,855,007,140","24,284,790,000","20,699,972,000","20,726,905,500","19,278,134,958","18,028,564,000","16,122,602,000","15,158,325,000","14,813,189,416","12,246,022,700","11,280,707,620","9,795,256,740","9,781,880,290","8,654,434,320","7,846,605,000","6,730,470,000","6,248,292,378.24","6,029,340,000","6,100,900,000","4,907,625,240",,,,
OperatingExpense,"380,246,177,000","94,243,000,000","97,492,177,000","92,758,000,000","97,363,000,000","95,755,417,000","95,798,080,000","90,774,000,000","98,725,000,000","102,789,000,000","106,134,000,000","177,905,000,000","99,560,000,000","105,887,000,000","106,397,599,000","96,850,000,000","91,053,000,000","86,440,000,000","86,400,681,000","84,172,163,000","82,447,000,000","81,115,000,000","80,634,169,000","85,670,834,000","71,115,155,000","68,185,273,000","71,450,088,000","68,980,000,000","66,564,000,000","66,559,033,000","78,001,319,000","65,104,000,000","68,265,000,000","65,191,000,000","65,144,996,000","52,502,000,000","51,558,000,000","50,419,000,000","62,732,127,000","48,132,000,000","28,936,000,000","27,009,000,000","36,167,338,000","31,446,000,000","29,024,000,000","28,825,000,000","29,723,532,500","25,172,941,500","24,820,590,000","24,217,033,500","-1,221,223,500","25,206,909,060","21,548,430,000","18,747,295,380","15,216,058,825","10,140,900,000","10,091,724,000","9,888,060,000","32,368,024,660","9,668,745,000","7,859,118,000","8,136,733,500","27,172,086,022","7,106,978,000","10,056,559,000","9,883,450,000","9,574,054,072","7,501,375,340","7,151,069,520","6,077,585,040","5,915,658,980","5,596,330,320","4,654,260,000","4,369,850,000","5,703,559,044.48","3,765,960,000","4,250,775,000","3,581,240,040",,,,
	SellingGeneralAndAdministration,"216,775,865,000","55,566,000,000","54,503,865,000","52,018,000,000","54,795,000,000","54,676,728,000","58,775,478,000","50,445,000,000","57,400,000,000","58,830,000,000","63,030,000,000","56,799,000,000","59,337,000,000","63,030,000,000","64,735,116,000","57,961,000,000","54,238,000,000","51,167,000,000","52,357,560,000","51,212,300,000","48,804,000,000","48,763,000,000","52,641,323,000","49,262,583,000","42,765,067,000","41,014,232,000","46,725,570,000","41,035,000,000","39,963,000,000","40,528,677,000","48,113,944,000","39,681,000,000","39,669,000,000","39,685,000,000","36,808,633,000","28,764,000,000","28,791,000,000","28,088,000,000","34,796,947,000","25,048,000,000","14,427,000,000","14,123,000,000","18,493,031,000","18,797,000,000","17,688,000,000","17,402,000,000","18,408,596,500","15,007,576,500","14,758,467,000","14,049,495,500","16,057,421,910","13,040,694,930","12,596,880,000","11,250,585,390","8,147,115,000","10,129,925,000","10,091,724,000","9,888,060,000","11,103,750,830","9,668,745,000","8,932,768,000","8,125,572,000","8,625,818,562","7,106,978,000","5,859,637,000","5,363,715,000","5,493,588,538","4,052,719,620","3,669,627,780","3,308,189,020","3,535,321,230","2,895,005,120","2,903,940,000","2,892,210,000","2,696,140,396.8","2,615,250,000","3,221,925,000","2,434,864,260",,,,
	DepreciationAmortizationDepletionIncomeStatement,"157,608,210,000","38,677,000,000","37,126,210,000","40,740,000,000","41,387,000,000","39,661,670,000","38,461,580,000","36,462,000,000","39,377,000,000","41,412,000,000","41,387,000,000",,"38,755,000,000","41,140,000,000","41,937,921,000","37,671,000,000","35,224,000,000","33,692,000,000","31,648,225,000","31,565,704,000","31,988,000,000","30,534,000,000","29,855,671,000","31,550,974,000","27,420,116,000","26,166,790,000","26,366,833,000","25,523,000,000","24,483,000,000","25,162,247,000","26,307,737,000","25,423,000,000","26,348,000,000","25,506,000,000","25,160,035,000","23,738,000,000","22,767,000,000","22,331,000,000","26,802,327,000","21,979,000,000","13,086,000,000","12,886,000,000","17,674,307,000","12,649,000,000","11,336,000,000","11,423,000,000","11,314,936,000","10,165,365,000","10,062,123,000","10,167,538,000","-17,278,645,410","12,166,214,130","8,951,550,000","7,496,709,990","-11,978,081,175","6,650,850,000","6,562,992,000","5,943,702,000","6,255,081,195","5,216,175,000","5,046,155,000","4,665,507,000","5,263,257,460","4,416,317,000","4,173,988,000","4,530,840,000","4,080,476,725","3,459,638,700","3,481,441,740","2,758,620,160","2,338,779,310","2,711,518,880","1,750,320,000","1,486,650,000","1,089,598,721.28","1,150,710,000","1,028,850,000","1,155,849,960",,,,
		DepreciationAndAmortizationInIncomeStatement,"157,608,210,000","38,677,000,000","37,126,210,000","40,740,000,000","41,387,000,000","39,661,670,000","38,461,580,000","36,462,000,000","39,377,000,000","41,412,000,000","41,387,000,000","37,678,000,000","38,755,000,000","41,140,000,000","41,937,921,000","37,671,000,000","35,224,000,000","33,692,000,000","31,648,225,000","31,565,704,000","31,988,000,000","30,534,000,000","29,855,671,000","31,550,974,000","27,420,116,000","26,166,790,000","26,366,833,000","25,523,000,000","24,483,000,000","25,162,247,000","26,307,737,000","25,423,000,000","26,348,000,000","25,506,000,000","25,160,035,000","23,738,000,000","22,767,000,000","22,331,000,000","26,802,327,000","21,979,000,000","13,086,000,000","12,886,000,000","17,674,307,000","12,649,000,000","11,336,000,000","11,423,000,000","11,314,936,000","10,165,365,000","10,062,123,000","10,167,538,000","-17,278,645,410","12,166,214,130","8,951,550,000","7,496,709,990","-11,978,081,175","6,650,850,000","6,562,992,000","5,943,702,000","6,255,081,195","5,216,175,000","5,046,155,000","4,665,507,000","5,263,257,460","4,416,317,000","4,173,988,000","4,530,840,000","4,080,476,725","3,459,638,700","3,481,441,740","2,758,620,160","2,338,779,310","2,711,518,880","1,750,320,000","1,486,650,000","1,089,598,721.28","1,150,710,000","1,028,850,000","1,155,849,960",,,,
	OtherOperatingExpenses,,,,,"1,181,000,000","1,417,019,000","-1,438,978,000","3,867,000,000","1,948,000,000","2,547,000,000","1,717,000,000","121,106,000,000","1,468,000,000","1,717,000,000","-275,438,000","1,218,000,000","1,591,000,000","1,581,000,000","2,394,896,000","1,394,159,000","1,655,000,000","1,818,000,000","-1,862,825,000","4,857,277,000","929,972,000","1,004,251,000","-1,642,315,000","2,422,000,000","2,118,000,000","868,109,000","2,138,000,000",,"2,248,000,000",,,,,,"1,132,853,000","1,105,000,000","1,423,000,000",,,,,,,,,,,,,,"19,047,025,000","-6,639,875,000","-6,562,992,000","-5,943,702,000","15,009,192,635","-5,216,175,000","-6,119,805,000","-4,654,345,500",,"-4,416,317,000","22,934,000","-11,105,000",,"-10,982,980",,"10,775,860",,"-10,193,680",,"-9,010,000","1,917,819,926.4",,,"-9,474,180",,,,
OperatingIncome,"158,208,535,000","38,887,000,000","40,683,535,000","39,407,000,000","36,766,000,000","35,386,374,000","41,816,171,000","35,306,000,000","34,290,000,000","29,793,000,000","30,362,000,000","28,605,000,000","31,163,000,000","30,363,000,000","25,751,310,000","30,059,000,000","25,758,000,000","28,043,000,000","32,226,667,000","35,167,953,000","36,317,000,000","37,714,000,000","40,984,130,000","37,638,253,000","39,210,945,000","38,720,922,000","37,247,756,000","37,795,000,000","40,558,000,000","38,656,068,000","29,530,187,000","42,739,000,000","39,117,000,000","43,676,000,000","32,788,468,000","41,094,000,000","40,140,000,000","40,753,000,000","30,380,409,000","41,061,000,000","28,880,000,000","30,535,000,000","21,559,955,000","27,749,000,000","28,002,000,000","26,898,000,000","22,377,380,000","24,746,652,000","24,563,115,000","23,727,800,500","21,782,603,790","19,741,404,060","21,796,485,000","21,441,253,020","-1,944,460,000","21,335,400,000","20,318,304,000","18,298,344,000","-5,513,017,520","14,616,045,000","12,840,854,000","12,590,172,000","-7,893,951,064","10,921,586,000","6,066,043,000","5,274,875,000","5,239,135,344","4,744,647,360","4,129,638,100","3,717,671,700","3,866,221,310","3,058,104,000","3,192,345,000","2,360,620,000","544,733,333.76","2,263,380,000","1,850,125,000","1,326,385,200","-16,211,475,753.16","6,345,187,156.4","6,325,233,968.8","6,361,446,110.04"
