name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998
TotalAssets,"38,312,550,000","35,930,100,000","33,162,377,000","30,434,209,000","28,947,657,000","25,618,142,000","23,111,445,000","21,211,554,000","19,121,663,000","17,859,432,000","13,833,496,000","13,253,626,000","12,360,017,000","11,934,623,000","10,945,744,000","9,879,281,000","9,222,573,000","8,547,177,000","8,687,315,954.5","10,366,141,500","9,538,575,110","7,851,085,000"
	CurrentAssets,"7,909,196,000","6,677,846,000","5,701,834,000","4,402,990,000","6,933,397,000","5,218,176,000","4,680,284,000","4,699,255,000","3,702,013,000","4,157,790,000","3,827,745,000","3,573,153,000","3,162,410,000","3,013,633,000","2,472,323,000","1,633,077,000","1,391,141,000","1,031,259,000","963,222,034.5","770,415,750","727,721,360","633,798,000"
		CashCashEquivalentsAndShortTermInvestments,"3,300,409,000","2,494,455,000","1,213,025,000","1,284,471,000","2,797,760,000","1,808,544,000","2,130,854,000","2,118,638,000","1,631,144,000","2,328,511,000","1,696,152,000","1,813,576,000","1,540,871,000","1,504,004,000","1,131,766,000","519,236,000","348,881,000","199,919,000","164,734,029","224,076,450","181,561,100","214,049,000"
			CashAndCashEquivalents,"2,941,727,000","1,948,409,000","1,040,075,000","982,073,000","1,480,727,000","740,131,000","1,741,632,000","1,483,137,000","1,049,125,000","1,794,416,000","1,696,152,000","1,813,576,000","1,540,871,000","1,504,004,000","1,131,766,000","519,236,000","348,881,000","199,919,000","164,734,029","224,076,450","181,561,100","214,049,000"
				CashFinancial,"263,188,000","167,728,000","157,470,000","173,020,000","167,724,000","152,373,000","130,311,000","94,189,000",,,,,,,,,,,,,,
				CashEquivalents,"2,678,539,000","1,780,681,000","882,605,000","809,053,000","1,313,003,000","587,758,000","1,611,321,000","1,388,948,000",,,,,,,,,,,,,,
			OtherShortTermInvestments,"358,682,000","546,046,000","172,950,000","302,398,000","1,317,033,000","1,068,413,000","389,222,000","635,501,000","582,019,000","534,095,000","78,959,000",,,,,,,,,,,
		Receivables,"4,225,399,000","3,835,208,000","4,111,902,000","2,947,492,000","3,841,674,000","3,130,801,000","2,302,746,000","2,338,062,000","1,893,949,000","1,579,996,000","1,154,449,000","1,097,442,000","1,080,962,000","1,117,936,000","997,092,000","811,414,000","729,551,000","678,807,000","591,663,598","448,581,900","319,711,160","286,165,000"
			AccountsReceivable,"3,179,010,000","2,997,268,000","2,882,984,000","2,282,950,000","3,041,989,000","2,186,246,000","1,342,024,000","1,574,535,000","1,368,366,000","1,162,627,000","1,117,858,000","976,668,000","1,078,195,000","986,978,000","885,985,000","768,623,000","651,828,000","525,823,000","591,663,598","448,581,900",,
				GrossAccountsReceivable,,,,,,,,,,,,"1,032,952,000",,,,,,,,,,
