name,ttm,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
MarketCap,"36,115,184,118","42,420,210,623","83,593,811,227","76,198,148,741","85,802,667,009","79,875,844,601","82,071,124,670","65,886,415,496","63,935,237,699","94,264,455,439","78,322,316,438","83,238,789,197","67,978,321,378","74,091,457,133","67,251,255,605","63,754,332,528","51,325,185,360","47,526,591,325","38,010,115,196","37,329,819,808","58,819,060,135","57,002,943,044","68,782,982,151","72,847,096,728","77,348,432,989","72,113,717,281","65,309,574,635","67,587,246,582","65,418,760,677","79,251,154,644","70,995,761,908","64,107,067,972","58,252,264,026","80,640,195,378","73,621,456,969","67,236,011,801","96,917,081,443","97,989,190,563","95,020,482,056","94,939,598,319","72,962,679,129","72,751,019,427","75,563,132,501","61,137,297,264","43,637,627,958","16,901,194,168","18,019,655,547","35,420,602,323","41,108,139,039","36,886,299,028","32,137,123,626","59,709,428,437","52,419,735,277","41,776,742,010","44,101,843,579","35,296,666,526","33,036,568,013","33,727,662,200","27,213,249,783","26,437,543,636","20,803,864,013","18,449,737,658","17,372,476,601"
PeRatio,"8.801","8.422","14.328","13.103","13.897","13.496","14.597","12.178","10.841","14.199","11.582","11.951","10.175","10.743","9.84","8.205","7.127","7.235","5.752","6.838","8.299","9.129","9.438","10.068","9.909","10.204","11.091","11.779","11.068","12.88","12.109","10.47","9.596","11.484","12.549","10.283","14.294","15.666","13.811","10.829","13.088","11.288","17.867","29.866","22.517","17.428","16.475","18.399","12.896","13.397","14.849","15.553","14.783","13.934","20.583","11.978","11.659","12.429","10.503","9.9","8.999","9.918","9.808"
ForwardPeRatio,"8.389","8.039","12.658","11.274","12.438","11.481",,"12.195","10.235","12.804","14.62","25.063","9.931","9.488","8.347","8.897","7.722","7.8","9.416","9.814","8.905","9.47","9.166","8.606","5.605","3.831","5.456","5.441","4.693","5.855","4.162","3.761","3.301","9.32","9.058","7.107","9.756","11.834","11.99",,,,,,"7.722",,"16.639",,"10.65",,,,,,,,,,,,,,
PegRatio,"20.975","0.476","0.749","0.667","1.398","1.384",,"2.103","1.764","2.612","2.986","5.116","1.418","1.355","1.192","1.272","0.977","0.987",,,"1.203","0.802","0.777","0.606","0.395","0.284","0.286","0.285","0.246","0.306","0.14","0.129","0.217","0.87","0.877","0.552","0.865","1.049","1.063",,,,,,"1.544",,"2.377",,"2.13",,,,,,,,,,,,,,
PsRatio,"2.131","2.018","3.305","3.123","3.437","3.228","3.565","2.913","2.514","3.187","2.557","2.626","2.099","2.176","1.938","2.08","1.879","2.123","1.887","1.856","2.231","2.254","2.212","2.213","2.176","2.193","2.128","2.119","1.879","2.113","1.986","1.826","1.71","2.141","2.022","1.657","2.135","2.322","1.913","2.207","1.925","2.021","2.821","2.528","2.159","1.899","2.196","3.093","2.419","2.595","2.93","3.271","2.935","2.631","3.086","2.697","2.625","2.803","2.613","2.463","2.164","2.343","2.268"
PbRatio,"1.608","1.663","2.774","2.624","2.811","2.451","2.651","2.26","2.111","2.494","2.119","2.253","1.943","2.024","1.787","1.89","1.607","1.635","1.392","1.539","1.856","1.972","2.03","2.112","2.046","2.011","2.01","2.032","1.855","2.141","2.011","1.804","1.746","2.141","2.292","1.878","2.54","2.796","3.031","3.268","2.958","2.47","2.601","2.21","1.812","0.866","1.702","2.13","2.164","2.206","1.619","4.131","4.062","3.15","4.317","4.347","4.074","4.392","4.162","3.857","3.251","3.364","2.761"
