name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001
TotalAssets,"16,197,196,000","13,456,793,000","11,483,830,000","10,779,587,000","11,017,943,000","7,647,105,000","6,998,414,000","7,809,542,000","7,219,143,000","5,121,568,000","5,039,406,000","4,726,414,000","6,242,573,000","5,944,631,000","2,815,672,000","2,271,636,000","2,213,481,000","1,324,876,000","1,359,353,000"
	CurrentAssets,"7,534,464,000","6,754,210,000","5,452,527,000","5,122,450,000","5,305,223,000","3,524,504,000","2,879,812,000","4,084,550,000","3,550,047,000","2,260,870,000","2,266,725,000","1,915,533,000","2,360,830,000","2,212,013,000","1,292,947,000","863,695,000","838,982,000","345,940,000","360,746,000"
		CashCashEquivalentsAndShortTermInvestments,"971,781,000","777,219,000","751,774,000","762,576,000","540,403,000","804,351,000","550,354,000","1,191,307,000","1,247,456,000","509,592,000","742,422,000","158,823,000","347,574,000","244,476,000","449,289,000","256,896,000","163,881,000","79,701,000","57,450,000"
			CashAndCashEquivalents,"971,781,000","777,219,000","751,774,000","762,576,000","540,403,000","740,884,000","491,912,000","1,089,297,000","1,093,182,000","506,574,000","741,557,000","158,823,000","342,874,000","244,476,000","449,289,000","256,896,000","163,881,000","79,701,000","57,450,000"
			OtherShortTermInvestments,,,,,,"63,467,000","58,442,000","102,010,000","154,274,000","3,018,000","865,000",,"4,700,000",,,,,,
		Receivables,"5,881,659,000","5,389,763,000","4,184,951,000","3,927,275,000","4,298,178,000","2,255,232,000","1,868,034,000","2,329,010,000","1,855,432,000","1,425,600,000","1,253,994,000","962,413,000","1,337,430,000","984,801,000","739,138,000","532,295,000","553,206,000","229,353,000","263,224,000"
			AccountsReceivable,"4,466,674,000","3,668,591,000","3,207,285,000","2,605,602,000","2,471,740,000","1,736,229,000","1,486,489,000","1,262,823,000","1,135,371,000","940,167,000","775,929,000","751,940,000","1,081,653,000","880,809,000","483,175,000","394,062,000",,,
				GrossAccountsReceivable,"4,539,399,000","3,728,939,000","3,254,074,000","2,645,071,000","2,518,346,000","1,778,060,000","1,526,751,000","1,298,315,000","1,169,286,000",,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-72,725,000","-60,348,000","-46,789,000","-39,469,000","-46,606,000","-41,831,000","-40,262,000","-35,492,000","-33,915,000",,,,,,,,,,
			LoansReceivable,"993,058,000","1,342,468,000","928,038,000","1,276,047,000","1,767,107,000","506,294,000","381,545,000","1,048,340,000",,,,,,,,,,,
			TaxesReceivable,"93,915,000","71,684,000","49,628,000","45,626,000","59,331,000","12,709,000","0","17,847,000",,"0","163,032,000",,,,,,,,
			OtherReceivables,"328,012,000","307,020,000",,,,,,,"720,061,000","485,433,000","315,033,000","210,473,000","255,777,000","103,992,000","255,963,000","138,233,000",,,
		Inventory,,,,,,"3,845,000","19,133,000","130,499,000",,,,,,,,,,,
			FinishedGoods,,,,,,"3,845,000","19,133,000","130,499,000",,,,,,,,,,,
		PrepaidAssets,"282,741,000","254,892,000","215,336,000","184,107,000","172,922,000","142,719,000","125,151,000","101,617,000","111,879,000","96,951,000","99,309,000","94,282,000","81,158,000","77,355,000","36,402,000","26,586,000","22,854,000","9,748,000","8,325,000"
		RestrictedCash,"121,964,000","86,725,000","73,045,000","68,836,000","72,764,000","28,090,000","61,155,000","73,676,000","67,138,000","52,257,000","46,797,000","36,322,000","44,438,000","212,938,000","5,179,000","9,213,000",,,
		CurrentDeferredAssets,,,,,,"205,866,000","188,533,000","205,746,000","168,939,000","112,304,000","75,330,000","147,770,000","191,984,000","143,024,000","46,612,000","23,122,000","57,681,000","18,723,000","23,254,000"
			CurrentDeferredTaxesAssets,,,,,,"205,866,000","188,533,000","205,746,000","168,939,000","112,304,000","75,330,000","147,770,000","191,984,000","143,024,000","46,612,000","23,122,000","57,681,000","18,723,000","23,254,000"
		AssetsHeldForSaleCurrent,,,,,,,,,"26,201,000","16,295,000",,,,,,,,,
		OtherCurrentAssets,"276,319,000","245,611,000","227,421,000","179,656,000","220,956,000","84,401,000","67,452,000","52,695,000","73,002,000","47,871,000","48,873,000","515,923,000","358,246,000","549,419,000","16,327,000","15,583,000","41,360,000","8,415,000","8,493,000"
	TotalNonCurrentAssets,"8,662,732,000","6,702,583,000","6,031,303,000","5,657,137,000","5,712,720,000","4,122,601,000","4,118,602,000","3,724,992,000","3,669,096,000","2,860,698,000","2,772,681,000","2,810,881,000","3,881,743,000","3,732,618,000","1,522,725,000","1,407,941,000","1,374,499,000","978,936,000","998,607,000"
		NetPPE,"1,834,172,000","721,692,000","617,739,000","560,756,000","529,823,000","497,926,000","458,596,000","379,176,000","295,488,000","188,397,000","339,139,000","207,976,000","216,214,000","180,546,000","137,655,000","137,703,000","113,569,000","66,634,000","68,451,000"
			GrossPPE,"2,905,070,000","1,629,719,000","1,376,430,000","1,285,201,000","1,144,788,000","1,017,042,000","942,186,000","806,804,000","671,584,000","528,417,000","639,091,000","472,020,000","463,092,000","387,954,000","303,276,000","278,323,000","113,569,000","66,634,000","68,451,000"
				Properties,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,,
				BuildingsAndImprovements,,,,,,,,,,,,"122,278,000","108,187,000","93,375,000","71,566,000","69,125,000",,,
				MachineryFurnitureEquipment,"1,356,055,000","1,156,767,000","960,483,000","942,261,000","832,340,000","733,824,000","693,827,000","580,467,000","479,354,000","395,108,000","142,352,000","349,742,000","354,905,000","294,579,000","231,710,000","209,198,000",,,
				OtherProperties,"997,966,000",,,,,,,,,,"496,739,000",,,,,,,,
				Leases,"551,049,000","472,952,000","415,947,000","342,940,000","312,448,000","283,218,000","248,359,000","226,337,000","192,230,000","133,309,000",,,,,,,,,
			AccumulatedDepreciation,"-1,070,898,000","-908,027,000","-758,691,000","-724,445,000","-614,965,000","-519,116,000","-483,590,000","-427,628,000","-376,096,000","-340,020,000","-299,952,000","-264,044,000","-246,878,000","-207,408,000","-165,621,000","-140,620,000",,,
		GoodwillAndOtherIntangibleAssets,"5,133,039,000","5,093,617,000","4,653,852,000","4,392,431,000","4,536,466,000","3,136,181,000","3,131,702,000","2,676,395,000","2,622,732,000","1,656,656,000","1,629,276,000","1,563,270,000","2,578,814,000","2,629,425,000","989,719,000","935,161,000","951,289,000","668,219,000","647,660,000"
			Goodwill,"3,753,493,000","3,652,309,000","3,254,740,000","2,981,392,000","3,085,997,000","2,333,821,000","2,290,474,000","1,889,602,000","1,828,407,000","1,323,801,000","1,306,372,000","1,251,823,000","2,174,710,000","2,188,352,000",,,"819,558,000","577,137,000","609,543,000"
			OtherIntangibleAssets,"1,379,546,000","1,441,308,000","1,399,112,000","1,411,039,000","1,450,469,000","802,360,000","841,228,000","786,793,000","794,325,000","332,855,000","322,904,000","311,447,000","404,104,000","441,073,000","989,719,000","935,161,000","131,731,000","91,082,000","38,117,000"
		InvestmentProperties,"185,508,000",,,,,"41,759,000","107,821,000","262,361,000",,,,,,,,,,,
		InvestmentsAndAdvances,"426,711,000","216,174,000","238,001,000","232,238,000","217,943,000","277,792,000","255,496,000","263,919,000","605,135,000","797,304,000","693,781,000",,,,,,"68,361,000","50,208,000","42,535,000"
			LongTermEquityInvestment,"426,711,000","216,174,000","238,001,000","232,238,000","217,943,000","218,280,000","198,696,000","206,798,000","166,832,000","138,973,000",,,,,,,,,
				InvestmentsinSubsidiariesatCost,"426,711,000","216,174,000","238,001,000","232,238,000","217,943,000","218,280,000","198,696,000","206,798,000","166,832,000","138,973,000",,,,,,,,,
			InvestmentinFinancialAssets,,,,,,"59,512,000","56,800,000","57,121,000","438,303,000","658,331,000",,,,,,,,,
				AvailableForSaleSecurities,,,,,,"59,512,000","56,800,000","57,121,000","438,303,000",,,,,,,,,,
		NonCurrentAccountsReceivable,"340,896,000",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"73,864,000","51,703,000","98,746,000","105,324,000","135,252,000",,,,"0","10,320,000","3,395,000","44,483,000","17,932,000",,"86,217,000","78,471,000","32,179,000","36,376,000","62,903,000"
			NonCurrentDeferredTaxesAssets,"73,864,000","51,703,000","98,746,000","105,324,000","135,252,000",,,,"0","10,320,000","3,395,000","44,483,000","17,932,000",,"86,217,000","78,471,000","32,179,000","36,376,000","62,903,000"
		OtherNonCurrentAssets,"668,542,000","619,397,000","422,965,000","366,388,000","293,236,000","168,943,000","164,987,000","143,141,000","145,741,000","208,021,000","107,090,000","995,152,000","1,068,783,000","922,647,000","309,134,000","256,606,000","209,101,000","157,499,000","177,058,000"
TotalLiabilitiesNetMinorityInterest,"9,924,084,000","8,446,891,000","7,404,282,000","7,722,342,000","8,258,873,000","5,345,707,000","5,062,408,000","6,127,730,000","5,801,980,000","4,055,773,000","4,255,111,000","4,380,691,000","4,990,417,000","4,684,854,000","2,015,163,000","1,705,763,000","1,873,896,000","1,067,920,000","1,097,693,000"
	CurrentLiabilities,"6,436,451,000","5,803,380,000","4,606,645,000","4,525,429,000","4,994,157,000","2,875,634,000","2,605,740,000","2,870,751,000","2,680,648,000","1,956,768,000","1,629,041,000","1,872,845,000","2,428,361,000","1,906,013,000","1,137,803,000","809,088,000","833,417,000","407,234,000","423,865,000"
		PayablesAndAccruedExpenses,"3,728,265,000","3,177,322,000","2,817,897,000","2,395,110,000","2,433,207,000","1,616,388,000","1,440,744,000","1,124,882,000","1,545,820,000","1,265,797,000","977,490,000","690,877,000","1,221,264,000","1,005,036,000","579,058,000","456,897,000","539,004,000","300,909,000","258,024,000"
			Payables,"2,466,291,000","1,987,927,000","1,744,921,000","1,504,789,000","1,566,313,000","827,530,000","828,630,000","584,738,000","1,001,192,000","810,274,000","699,046,000","395,658,000","493,804,000","480,852,000","254,085,000","185,877,000","338,661,000","197,051,000","172,836,000"
				AccountsPayable,"2,436,084,000","1,919,827,000","1,674,287,000","1,446,438,000","1,484,119,000","827,530,000","817,519,000","584,738,000","972,824,000","791,876,000",,"395,658,000","493,804,000","480,852,000","254,085,000","185,877,000","338,661,000","181,600,000","151,100,000"
				TotalTaxPayable,"30,207,000","68,100,000","70,634,000","58,351,000","82,194,000","0","11,111,000","0","28,368,000","18,398,000",,,,,,,"0","15,451,000","21,736,000"
					IncomeTaxPayable,"30,207,000","68,100,000","70,634,000","58,351,000","82,194,000","0","11,111,000","0",,,,,,,,,"0","15,451,000","21,736,000"
			CurrentAccruedExpenses,"1,261,974,000","1,189,395,000","1,072,976,000","890,321,000","866,894,000","788,858,000","612,114,000","540,144,000","544,628,000","455,523,000","278,444,000","295,219,000","727,460,000","524,184,000","324,973,000","271,020,000","200,343,000","103,858,000","85,188,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"1,324,990,000","1,121,179,000","803,504,000","772,922,000","705,070,000","623,814,000","486,993,000","440,191,000",,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"1,152,186,000","1,331,907,000","910,790,000","1,254,680,000","1,785,225,000","571,686,000","621,359,000","1,207,729,000","972,161,000","663,666,000","638,375,000","633,099,000","706,757,000","272,331,000","284,065,000","171,923,000","281,422,000","121,776,000","165,841,000"
			CurrentDebt,"983,523,000","1,331,907,000","910,790,000","1,254,680,000","1,785,225,000","571,686,000","621,359,000","1,207,729,000","972,161,000","663,666,000","638,375,000","633,099,000","706,757,000","272,331,000","284,065,000","171,923,000","281,422,000","121,776,000","165,841,000"
				CurrentNotesPayable,,,,,,"23,229,000","62,017,000","35,212,000","146,120,000","154,213,000","159,921,000","176,372,000","156,703,000","134,287,000",,,,,
				LineOfCredit,"977,175,000","1,328,761,000","910,766,000","1,254,653,000","1,750,781,000","506,025,000","517,081,000","1,099,345,000","713,362,000","453,835,000","312,872,000",,,,,,,,
				OtherCurrentBorrowings,"6,348,000","3,146,000","24,000","27,000","34,444,000","42,432,000","42,261,000","73,172,000","112,679,000","55,618,000","165,582,000","456,727,000","550,054,000","138,044,000",,,,,
			CurrentCapitalLeaseObligation,"168,663,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"108,671,000","82,227,000",,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"108,671,000","82,227,000",,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"122,339,000","90,745,000","74,454,000","102,717,000","70,655,000","63,746,000","56,644,000","97,949,000","162,667,000","27,305,000","13,176,000","548,869,000","500,340,000","628,646,000","274,680,000","180,268,000","12,991,000","-15,451,000",
	TotalNonCurrentLiabilitiesNetMinorityInterest,"3,487,633,000","2,643,511,000","2,797,637,000","3,196,913,000","3,264,716,000","2,470,073,000","2,456,668,000","3,256,979,000","3,121,332,000","2,099,005,000","2,626,070,000","2,507,846,000","2,562,056,000","2,778,841,000","877,360,000","896,675,000","1,040,479,000","660,686,000","673,828,000"
		LongTermDebtAndCapitalLeaseObligation,"2,819,003,000","1,767,260,000","1,999,603,000","2,548,126,000","2,645,111,000","1,852,416,000","1,866,890,000","2,645,249,000","2,611,187,000","1,851,901,000","2,372,302,000","1,866,759,000","1,991,857,000","2,232,857,000","549,156,000","600,884,000","791,420,000","511,133,000","522,063,000"
			LongTermDebt,"1,761,245,000","1,767,260,000","1,999,603,000","2,548,126,000","2,645,111,000","1,852,416,000","1,866,890,000","2,645,249,000","2,611,187,000","1,851,901,000","2,372,302,000","1,866,759,000","1,991,857,000","2,232,857,000","549,156,000","600,884,000","791,420,000","511,133,000","522,063,000"
			LongTermCapitalLeaseObligation,"1,057,758,000",,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"34,593,000","107,425,000","114,017,000","70,719,000","100,361,000","149,233,000","160,777,000","191,962,000","228,896,000","78,306,000","73,462,000",,,"80,603,000",,,"138,037,000","106,252,000","105,104,000"
			NonCurrentDeferredTaxesLiabilities,"34,593,000","107,425,000","114,017,000","70,719,000","100,361,000","149,233,000","160,777,000","191,962,000","228,896,000","78,306,000","73,462,000",,,"80,603,000",,,,,
		TradeandOtherPayablesNonCurrent,"179,613,000","172,626,000","140,792,000","54,042,000","88,667,000","46,003,000","65,520,000","81,875,000",,,,,,,,,,,
		NonCurrentAccruedExpenses,,,,,,,,,,,,,,,,,"35,998,000",,
		EmployeeBenefits,,,,,,"92,923,000","68,012,000","63,528,000","60,860,000","40,007,000","64,945,000",,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,,,,,"92,923,000","68,012,000","63,528,000","60,860,000","40,007,000","64,945,000",,,,,,,,
		OtherNonCurrentLiabilities,"454,424,000","596,200,000","543,225,000","524,026,000","430,577,000","329,498,000","295,469,000","274,365,000","220,389,000","128,791,000","115,361,000","641,087,000","570,199,000","465,381,000","328,204,000","295,791,000","75,024,000","43,301,000","46,661,000"
TotalEquityGrossMinorityInterest,"6,273,112,000","5,009,902,000","4,079,548,000","3,057,245,000","2,759,070,000","2,301,398,000","1,936,006,000","1,681,812,000","1,417,163,000","1,065,795,000","784,295,000","345,723,000","1,252,156,000","1,259,777,000","800,509,000","565,873,000","339,585,000","256,956,000","261,660,000"
	StockholdersEquity,"6,232,693,000","4,938,797,000","4,019,430,000","3,014,487,000","2,712,652,000","2,259,830,000","1,895,785,000","1,539,211,000","1,151,481,000","908,215,000","629,122,000","114,686,000","988,543,000","1,181,641,000","793,685,000","559,948,000","332,929,000","251,341,000","257,364,000"
		CapitalStock,"3,348,000","3,369,000","3,395,000","3,373,000","3,342,000","3,330,000","3,319,000","3,301,000","3,280,000","3,236,000","3,218,000","2,623,000","2,016,000","2,275,000","738,000","710,000","220,000","144,000","144,000"
