name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
		OtherCurrentAssets,"4,972,000","7,167,000","8,991,000","8,835,000","7,410,000","7,201,000",,,,,,
	TotalNonCurrentAssets,"174,669,000","163,201,000","157,320,000","152,521,000","73,432,000","58,409,000","49,017,000","21,035,000","19,390,000","22,412,000","19,795,000","14,824,000"
		NetPPE,"87,936,000","84,007,000","78,663,000","77,292,000","24,269,000","17,632,000","16,221,000","16,175,000","16,563,000","16,100,000","15,897,000","12,780,000"
			GrossPPE,"106,091,000","100,511,000","93,272,000","90,226,000","35,743,000","27,988,000","25,307,000","24,047,000","23,865,000","22,492,000","21,206,000","16,502,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"25,996,000","14,734,000","14,641,000","19,735,000","15,951,000","14,942,000","14,434,000","13,171,000","13,022,000","11,811,000","10,552,000","8,181,000"
				OtherProperties,"60,064,000","66,294,000","59,141,000","50,849,000","6,907,000","6,172,000","5,813,000","5,625,000","4,895,000","4,167,000","3,627,000","2,680,000"
				ConstructionInProgress,"524,000","0","0","0","8,971,000","2,237,000","68,000","75,000","46,000","35,000","0","119,000"
				Leases,"19,507,000","19,483,000","19,490,000","19,642,000","10,821,000","10,809,000","10,805,000","10,801,000","10,797,000","10,646,000","10,654,000","8,202,000"
			AccumulatedDepreciation,"-18,155,000","-16,504,000","-14,609,000","-12,934,000","-11,474,000","-10,356,000","-9,086,000","-7,872,000","-7,302,000","-6,392,000","-5,309,000","-3,722,000"
		GoodwillAndOtherIntangibleAssets,"19,127,000","18,810,000","19,766,000","20,259,000",,,,,,,,
			Goodwill,"15,207,000","14,828,000","15,446,000","15,852,000",,,,,,,,
			OtherIntangibleAssets,"3,920,000","3,982,000","4,320,000","4,407,000",,,,,,,,
		NonCurrentDeferredAssets,"53,227,000","54,144,000","53,740,000","51,160,000","46,138,000","36,985,000","29,049,000","2,835,000","825,000","4,513,000","0","0"
			NonCurrentDeferredTaxesAssets,"42,713,000","44,200,000","44,483,000","42,714,000","38,886,000","36,985,000","29,049,000","2,835,000","825,000","371,000","0","0"
		OtherNonCurrentAssets,"14,379,000","6,240,000","5,151,000","3,810,000","3,025,000","3,792,000","3,747,000","2,025,000","2,002,000","1,799,000","3,898,000","2,044,000"
TotalLiabilitiesNetMinorityInterest,"136,768,000","132,281,000","123,775,000","120,918,000","74,179,000","63,616,000","56,910,000","47,743,000","49,569,000","45,258,000","41,852,000","35,605,000"
	CurrentLiabilities,"73,758,000","72,378,000","70,392,000","65,474,000","63,503,000","55,429,000","50,549,000","41,219,000","42,966,000","38,588,000","34,277,000","29,050,000"
		PayablesAndAccruedExpenses,"46,356,000","51,529,000","48,118,000","49,046,000","52,999,000","46,418,000","41,766,000","32,938,000","37,496,000","32,846,000","28,571,000","24,810,000"
			Payables,"36,731,000","42,752,000","39,370,000","35,253,000","34,345,000","34,046,000","30,476,000","23,266,000","23,908,000","22,893,000","20,071,000","16,426,000"
				AccountsPayable,"36,731,000","42,752,000","39,370,000","35,253,000","34,345,000","34,046,000","30,476,000","23,266,000","23,908,000","22,737,000","18,000,000","16,426,000"
				TotalTaxPayable,,,,,,,,,,"156,000","2,071,000","0"
					IncomeTaxPayable,,,,,,,,,,"156,000","2,071,000","0"
			CurrentAccruedExpenses,"9,625,000","8,777,000","8,748,000","13,793,000","18,654,000","12,372,000","11,290,000","9,672,000","13,588,000","9,953,000","8,500,000","8,384,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"8,637,000","5,245,000","6,057,000",,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"8,781,000","7,823,000","7,738,000","7,486,000",,,,,,,,
			CurrentCapitalLeaseObligation,"8,781,000","7,823,000","7,738,000","7,486,000",,,,,,,,
		CurrentDeferredLiabilities,"9,984,000","7,781,000","8,479,000","8,942,000","10,504,000","9,011,000","8,783,000","8,281,000","5,470,000","5,742,000","5,706,000","4,240,000"
			CurrentDeferredRevenue,"9,984,000","7,781,000","8,479,000","8,942,000","8,811,000","7,685,000","7,577,000","7,096,000","4,305,000","4,598,000","4,581,000","3,330,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"63,010,000","59,903,000","53,383,000","55,444,000","10,676,000","8,187,000","6,361,000","6,524,000","6,603,000","6,670,000","7,575,000","6,555,000"
		LongTermDebtAndCapitalLeaseObligation,"60,818,000","57,806,000","51,494,000","52,956,000",,,,,,,,
			LongTermCapitalLeaseObligation,"60,818,000","57,806,000","51,494,000","52,956,000",,,,,,,,
		NonCurrentDeferredLiabilities,"284,000","289,000","281,000","1,002,000","9,395,000","6,943,000","5,206,000","5,434,000","5,648,000","5,701,000","6,827,000","5,965,000"
			NonCurrentDeferredTaxesLiabilities,"284,000","289,000","281,000","1,002,000",,,,,"0","0","701,000","292,000"
		OtherNonCurrentLiabilities,"1,908,000","1,808,000","1,608,000","1,486,000","1,281,000","1,244,000","1,155,000","1,090,000","955,000","969,000","748,000","590,000"
TotalEquityGrossMinorityInterest,"256,855,000","237,102,000","222,386,000","211,009,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","76,398,000","73,754,000","64,726,000"
	StockholdersEquity,"256,855,000","237,102,000","222,386,000","211,009,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","76,398,000","73,754,000","64,726,000"
		CapitalStock,"112,000","112,000","112,000","111,000","111,000","110,000","110,000","106,000","106,000","132,740,000","103,000","132,740,000"
			PreferredStock,"0",,,,"0",,,,,"132,698,000","0","132,698,000"
			CommonStock,"112,000","112,000","112,000","111,000","111,000","110,000","110,000","106,000","106,000","42,000","103,000","42,000"
		AdditionalPaidInCapital,"205,234,000","199,228,000","193,967,000","188,954,000","184,216,000","181,630,000","179,716,000","189,237,000","185,190,000","4,225,000","138,566,000","3,714,000"
		RetainedEarnings,"51,859,000","38,688,000","28,304,000","22,297,000","9,713,000","-11,448,000","-23,583,000","-54,848,000","-58,499,000","-60,766,000","-65,042,000","-71,698,000"
		GainsLossesNotAffectingRetainedEarnings,"-350,000","-926,000","3,000","-353,000","71,000","136,000","148,000","300,000","228,000","199,000","127,000","-30,000"
TotalCapitalization,"256,855,000","237,102,000","222,386,000","211,009,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","76,398,000","73,754,000","64,726,000"
PreferredStockEquity,,,,,,,,,,"132,698,000",,"132,698,000"
CommonStockEquity,"256,855,000","237,102,000","222,386,000","211,009,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","-56,300,000","73,754,000","-67,972,000"
CapitalLeaseObligations,"69,599,000","65,629,000","59,232,000","60,442,000",,,,,,,,
NetTangibleAssets,"237,728,000","218,292,000","202,620,000","190,750,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","76,398,000","73,754,000","64,726,000"
WorkingCapital,"145,196,000","133,804,000","118,449,000","113,932,000","131,355,000","120,206,000","113,735,000","120,284,000","114,238,000","60,656,000","61,534,000","56,457,000"
InvestedCapital,"256,855,000","237,102,000","222,386,000","211,009,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","-56,300,000","73,754,000","-67,972,000"
TangibleBookValue,"237,728,000","218,292,000","202,620,000","190,750,000","194,111,000","170,428,000","156,391,000","134,795,000","127,025,000","-56,300,000","73,754,000","-67,972,000"
TotalDebt,"69,599,000","65,629,000","59,232,000","60,442,000",,,,,,,,
ShareIssued,"112,134,293","111,814,731","111,447,005","111,072,857","110,430,307","109,963,153","109,384,891","106,128,122","106,110,858","105,306,526","105,306,526","105,306,526"
OrdinarySharesNumber,"112,134,293","111,814,731","111,447,005","111,072,857","110,430,307","109,963,153","109,384,891","106,128,122","106,110,858","105,306,526","105,306,526","105,306,526"
