name,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,12/31/2016
TotalAssets,"393,623,000","369,383,000","346,161,000","331,927,000","268,290,000","234,044,000","213,301,000","182,538,000","176,594,000","121,656,000","115,606,000","100,331,000"
	CurrentAssets,"218,954,000","206,182,000","188,841,000","179,406,000","194,858,000","175,635,000","164,284,000","161,503,000","157,204,000","99,244,000","95,811,000","85,507,000"
		CashCashEquivalentsAndShortTermInvestments,"171,612,000","164,322,000","147,169,000","138,439,000","157,687,000","147,642,000","141,762,000","142,003,000","137,709,000","85,636,000","81,309,000","74,250,000"
			CashAndCashEquivalents,"59,920,000","29,514,000","27,842,000","29,939,000","34,887,000","77,642,000","31,762,000","62,003,000","87,709,000","25,636,000","33,309,000","29,476,000"
			OtherShortTermInvestments,"111,692,000","134,808,000","119,327,000","108,500,000","122,800,000","70,000,000","110,000,000","80,000,000","50,000,000","60,000,000","48,000,000","44,774,000"
		Receivables,"22,124,000","17,892,000","17,081,000","15,111,000","13,614,000","12,565,000","11,432,000","12,197,000","12,577,000","10,123,000","8,992,000","6,653,000"
			AccountsReceivable,"22,124,000","17,892,000","17,081,000","15,111,000","13,614,000","12,565,000","11,432,000","12,197,000","12,577,000","10,123,000","8,992,000","6,653,000"
				GrossAccountsReceivable,"22,364,000","18,108,000","17,384,000","15,334,000","14,093,000","13,085,000","11,983,000","12,887,000","13,071,000","10,264,000","9,175,000","6,817,000"
				AllowanceForDoubtfulAccountsReceivable,"-240,000","-216,000","-303,000","-223,000","-479,000","-520,000","-551,000","-690,000","-494,000","-141,000","-183,000","-164,000"
		PrepaidAssets,"10,452,000","8,381,000","7,968,000","9,680,000","10,144,000","8,227,000","11,090,000","7,303,000","6,918,000","3,485,000","5,510,000","4,604,000"
		RestrictedCash,"250,000","250,000","250,000","750,000","750,000",,,,,,"0","0"
		CurrentDeferredAssets,"9,544,000","8,170,000","7,382,000","6,591,000","5,253,000",,,,,,,
