name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010
MarketCap,"2,588,708,557","4,425,292,332","8,963,707,207","13,221,905,665","6,733,667,894","5,736,735,245","7,300,397,259","22,622,273,982","16,985,436,092","15,323,601,390","19,432,442,528"
EnterpriseValue,"11,600,708,557","10,399,292,332","13,691,707,207","20,678,905,665","11,448,667,894","11,205,735,245","29,002,397,259","44,303,273,982","37,459,436,092","37,766,592,390","24,208,751,528"
PeRatio,"4.111","7.667",,,,,,"10.286","7.947","9.663","10.82"
ForwardPeRatio,,,"3.205","7.386","22.624","7.133","6.278","7.74","8.818","7.189","8.703"
PegRatio,,,,,,,"2.893","0.955","0.154","0.666","0.265"
PsRatio,"0.292","0.498","0.43","0.707","0.765","0.349","0.351","0.986","0.736","0.795","1.727"
PbRatio,"2.112","3.572","1.045","1.397","1.409","1.346","0.928","1.587","1.142",,
EnterprisesValueRevenueRatio,"1.313","1.173","1.507","2.183","1.289","1.164","1.478","1.965","1.624","1.864","2.303"
EnterprisesValueEBITDARatio,"3.042","2.46","4.2","7.126","3.678","4.87","4.706","8.92","3.775","5.225","4.894"
