name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000
TotalAssets,"151,828,000,000","137,216,000,000","147,470,000,000","139,821,000,000","145,342,000,000","148,810,000,000","144,576,000,000","134,729,000,000","133,986,000,000","131,192,000,000","113,774,000,000","95,676,000,000","109,230,000,000","104,172,000,000","93,121,000,000","93,113,000,000","85,530,000,000","74,448,000,000","71,718,000,000","73,341,000,000"
	TotalInvestments,"39,521,000,000","37,531,000,000","38,056,000,000","38,088,000,000","40,714,000,000","41,730,000,000","40,737,000,000","41,247,000,000","43,564,000,000","42,497,000,000","36,974,000,000","27,522,000,000",,,,,,,,
		FixedMaturityInvestments,"8,000,000","9,000,000","27,000,000","19,000,000","154,000,000","171,000,000","202,000,000","254,000,000",,,,,,,,,,,,
		EquityInvestments,"33,130,000,000","31,060,000,000","30,957,000,000","30,752,000,000","28,796,000,000","30,204,000,000","30,502,000,000","31,609,000,000","34,505,000,000",,,,,,,,,,,
		NetLoan,"5,243,000,000","5,248,000,000","5,670,000,000","6,015,000,000","10,450,000,000","10,017,000,000","8,856,000,000","8,285,000,000","3,331,000,000",,,,,,,,,,,
			LoansReceivable,"1,597,000,000","1,691,000,000","2,069,000,000","2,198,000,000","6,267,000,000","5,771,000,000","4,572,000,000","3,922,000,000","2,589,000,000",,,,,,,,,,,
			MortgageAndConsumerloans,"2,778,000,000","2,696,000,000","2,756,000,000","2,986,000,000","3,359,000,000","3,440,000,000","3,510,000,000","3,609,000,000",,,,,,,,,,,,
			PolicyLoans,"868,000,000","861,000,000","845,000,000","831,000,000","824,000,000","806,000,000","774,000,000","754,000,000","742,000,000",,,,,,,,,,,
		OtherShortTermInvestments,,,,,,,,,"43,564,000,000","42,497,000,000",,,,,,,,,,
		OtherInvestedAssets,"1,140,000,000","1,214,000,000","1,402,000,000","1,302,000,000","1,314,000,000","1,338,000,000","1,177,000,000","1,099,000,000","5,728,000,000","42,497,000,000","36,974,000,000","27,522,000,000",,,,,,,,
	CashAndCashEquivalents,"3,827,000,000","3,097,000,000","2,620,000,000","2,486,000,000","2,859,000,000","3,028,000,000","3,051,000,000","2,950,000,000","3,251,000,000","3,333,000,000","3,097,000,000","6,228,000,000","3,836,000,000","2,717,000,000","2,474,000,000","1,078,000,000",,,,
	RestrictedCashAndCashEquivalents,"2,386,000,000","2,910,000,000","3,147,000,000","3,331,000,000","2,949,000,000","2,614,000,000","2,360,000,000","2,538,000,000","1,793,000,000","1,516,000,000","1,633,000,000","1,883,000,000","1,332,000,000","1,236,000,000","1,067,000,000","1,536,000,000",,,,
	Receivables,"7,210,000,000","6,185,000,000","5,785,000,000","5,310,000,000","5,274,000,000","5,027,000,000","4,610,000,000","4,315,000,000","5,618,000,000","5,097,000,000","4,435,000,000","3,887,000,000","3,441,000,000","2,960,000,000","2,172,000,000","2,203,000,000",,,,
		AccountsReceivable,"7,210,000,000","6,185,000,000","5,785,000,000","5,310,000,000","5,274,000,000","5,027,000,000","4,610,000,000","4,315,000,000",,,,,,,,,,,,
