name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013
MarketCap,"2,191,478,514","2,680,136,803","2,236,530,170","1,461,031,950","1,023,725,250","612,023,250","601,775,940","639,907,072"
EnterpriseValue,"2,615,052,514","2,740,169,803","2,263,095,170","1,488,232,950","1,080,620,250","666,795,250","630,588,940","660,911,072"
PeRatio,"26.653","29.987","34.427","30.116","31.897","30.055","20.544","30.501"
ForwardPeRatio,,,,"21.93","21.186","15.898",,
PegRatio,,,,"1.463","1.412","1.06",,
PsRatio,"2.874","3.771","3.924","3.21","2.709","1.814","2.054","2.423"
PbRatio,"5.1","6.757","7.485","6.337","5.876","4.233","4.821","7.39"
EnterprisesValueRevenueRatio,"3.38","3.649","3.655","3.129","2.681","1.818","2.056","2.423"
EnterprisesValueEBITDARatio,"21.623","21.163","20.824","19.337","20.037","13.648","13.999","14.197"
