name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996,12/31/1995,12/31/1994,12/31/1993,12/31/1992,12/31/1991
TotalAssets,"1,522,695,000,000","1,459,271,000,000","1,444,305,000,000","1,339,125,000,000","1,340,260,000,000","1,266,296,000,000","1,115,638,000,000","1,269,628,000,000","1,251,526,000,000","1,217,500,683,000","1,110,529,458,000","1,049,631,550,000","914,353,689,286.84","833,872,099,407.21","808,492,709,042.23","663,995,462,590.56","351,176,487,389.71","324,501,296,183.44","358,761,023,943.15","349,895,238,912.18","256,833,795,673","154,993,721,022","155,774,935,134","120,483,218,992","105,477,446,121","93,181,391,010","65,510,710,475","50,820,259,275","45,068,962,484"
	CashCashEquivalentsAndFederalFundsSold,"101,067,000,000","113,663,000,000","110,995,000,000","76,454,000,000","81,329,000,000","69,428,000,000","77,103,000,000","118,488,000,000","96,524,000,000","77,785,278,000","34,889,413,000","45,781,345,000","31,111,728,493.9","13,835,139,054.7","16,074,246,492.13","8,794,910,868.24","39,945,457,777.2","31,258,314,650.71","34,537,112,547.39","31,212,890,365.9","40,474,780,983","26,869,959,846","24,105,430,440","24,762,463,318","24,761,986,518","21,101,495,328","10,213,119,539","16,510,532,805","12,825,263,815"
		CashAndCashEquivalents,"101,067,000,000","113,663,000,000","110,995,000,000","76,454,000,000","81,329,000,000","69,428,000,000","77,103,000,000","118,488,000,000","96,524,000,000","77,785,278,000","34,889,413,000","45,781,345,000","31,111,728,493.9","13,835,139,054.7","16,074,246,492.13","8,794,910,868.24","8,891,891,754.99","6,247,222,471.13","9,799,229,677.34","8,394,879,710.34","10,711,366,757","6,119,540,820","2,088,361,548","3,388,152,643","2,520,435,147","2,397,778,584","1,716,511,013","12,018,756,915","9,761,515,127"
			CashFinancial,"8,764,000,000",,"8,583,000,000","8,413,000,000","7,436,000,000","7,491,000,000","6,697,000,000","7,214,000,000",,,,,,,,,,,,,,,,,,,,,
			CashEquivalents,"16,950,000,000",,"14,982,000,000","13,404,000,000","0","0","0","0","96,524,000,000",,,,,,,,"1,636,745,949.45","1,810,052,158.6","2,476,434,533.1","2,490,542,916.66","6,236,529,145","2,535,640,308","834,180,984","1,294,149,129","1,361,098,932","1,122,154,506","891,997,813","808,268,085","1,218,162,855"
			CashAndDueFromBanks,"75,353,000,000","113,663,000,000","87,430,000,000","54,637,000,000","73,893,000,000","61,937,000,000","70,406,000,000","111,274,000,000","96,524,000,000","77,785,278,000","34,889,413,000","45,781,345,000","31,111,728,493.9","13,835,139,054.7","16,074,246,492.13","8,794,910,868.24","7,255,145,805.54","4,437,170,312.53","7,322,795,144.24","5,904,336,793.68","4,474,837,612","3,583,900,512","1,254,180,564","2,094,003,514","1,159,336,215","1,275,624,078","824,513,200","11,210,488,830","8,543,352,272"
		MoneyMarketInvestments,,,,,,,,,,,,,,,,,"31,053,566,022.21","25,011,092,179.58","24,737,882,870.05","22,818,010,655.56","29,763,414,226","20,750,419,026","22,017,068,892","21,374,310,675","22,241,551,371","18,703,716,744","8,496,608,526","4,491,775,890","3,063,748,688"
			FederalFundsSoldAndSecuritiesPurchaseUnderAgreementsToResell,,,,,,,,,,,,,,,,,"31,053,566,022.21","25,011,092,179.58","24,737,882,870.05","22,818,010,655.56","29,763,414,226","20,750,419,026","22,017,068,892","21,374,310,675","22,241,551,371","18,703,716,744","8,496,608,526","4,491,775,890","3,063,748,688"
	CustomerAcceptances,,,,,,,,,,,,,,,,,"37,552,175,924.35","40,292,797,119.42","43,064,133,424.14","36,866,004,950.8","25,798,092,747","22,606,233,516","28,713,880,377","25,851,647,250","22,062,406,044","16,637,911,926","22,837,581,704","23,802,324,120",
	SecuritiesAndInvestments,"330,321,000,000","319,856,000,000","324,545,000,000","324,275,000,000","329,628,000,000","314,321,000,000","238,355,000,000","305,598,000,000","155,202,000,000","223,662,232,000","259,488,493,000","200,737,498,000","219,183,349,699.92","57,158,245,436.52","276,804,778,347.99","201,887,115,307.6","54,246,323,975.78","39,989,046,508.65","50,199,550,293.18","53,157,542,712.76","36,093,260,252","17,408,588,688","21,099,615,264","10,757,017,054","9,261,275,268","10,706,989,800","9,657,200,476","6,115,925,520","5,949,834,618"
