name,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
MarketCap,"5,176,547,512","13,318,953,980","8,147,944,288","13,116,083,823","8,130,156,721"
EnterpriseValue,"9,759,547,512","18,391,953,980","13,024,944,288","18,216,083,823","8,130,156,721"
PeRatio,"10.504","38.949",,,
ForwardPeRatio,"5.688","12.376","10.504","18.182",
PegRatio,"0.111","1.108","0.905","1.041",
PsRatio,"0.386","1.007","0.589","1.037",
PbRatio,"1.095","2.87","1.536","2.227",
EnterprisesValueRevenueRatio,"0.704","1.296","0.929","1.406","0.656"
EnterprisesValueEBITDARatio,"6.59","12.693","7.149","12.008","3.976"
