name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
	TotalNonCurrentAssets,"7,629,970,000","7,326,491,000","7,768,658,000","7,099,039,000","5,946,696,000","6,537,156,000","2,578,723,000","1,526,516,000","1,201,567,000","865,135,000","862,303,000","590,972,000"
		NetPPE,"199,825,000","186,201,000","180,057,000","142,504,000","80,760,000","73,563,000","53,956,000","45,196,000","32,724,000","26,818,000","27,223,000","20,041,000"
			GrossPPE,"413,805,000","351,683,000","310,566,000","253,361,000","163,569,000","135,062,000","111,100,000","93,902,000","93,380,000","83,013,000","72,091,000","60,147,000"
				Properties,"0","0","0","0","0","0","0","0","0",,"0","0"
				BuildingsAndImprovements,"29,127,000","21,854,000","21,603,000","14,432,000","10,982,000","11,294,000","10,571,000","9,710,000","8,264,000",,"4,251,000","306,000"
				MachineryFurnitureEquipment,"384,678,000","329,829,000","288,963,000","238,929,000","152,587,000","123,768,000","100,529,000","84,192,000","85,116,000",,"67,840,000","59,841,000"
			AccumulatedDepreciation,"-213,980,000","-165,482,000","-130,509,000","-110,857,000","-82,809,000","-61,499,000","-57,144,000","-48,706,000","-60,656,000","-56,195,000","-44,868,000","-40,106,000"
		GoodwillAndOtherIntangibleAssets,"7,174,929,000","6,949,984,000","7,440,780,000","6,848,383,000","5,729,629,000","6,249,229,000","2,423,988,000","1,390,473,000","1,123,009,000","795,527,000","787,766,000","518,959,000"
			Goodwill,"4,833,047,000","4,542,074,000","4,715,823,000","4,195,150,000","3,546,034,000","3,811,862,000","1,552,725,000","926,609,000","823,549,000","601,666,000","590,336,000","407,437,000"
			OtherIntangibleAssets,"2,341,882,000","2,407,910,000","2,724,957,000","2,653,233,000","2,183,595,000","2,437,367,000","871,263,000","463,864,000","299,460,000","193,861,000","197,430,000","111,522,000"
		InvestmentsAndAdvances,"30,440,000","42,674,000","32,859,000","36,200,000","76,568,000","141,933,000",,,,,,
			LongTermEquityInvestment,,,,"36,200,000","76,568,000","141,933,000",,,,,,
		OtherNonCurrentAssets,"224,776,000","147,632,000","114,962,000","71,952,000","59,739,000","72,431,000","100,779,000","90,847,000","45,834,000","42,790,000","47,314,000","51,972,000"
TotalLiabilitiesNetMinorityInterest,"8,536,925,000","7,862,297,000","7,641,837,000","6,542,694,000","5,061,821,000","5,921,369,000","2,688,342,000","1,808,048,000","1,513,056,000","858,173,000","735,496,000","655,798,000"
	CurrentLiabilities,"4,463,068,000","4,495,213,000","4,095,502,000","3,296,318,000","2,248,021,000","2,896,618,000","1,908,898,000","1,142,222,000","1,121,747,000","461,122,000","320,741,000","255,057,000"
		PayablesAndAccruedExpenses,"1,525,097,000","1,379,243,000","1,675,786,000","1,390,244,000","820,205,000","895,051,000","582,072,000","494,421,000","515,004,000","226,820,000","222,324,000","166,311,000"
			Payables,"1,319,936,000","1,202,995,000","1,501,012,000","1,256,055,000","675,505,000","745,650,000","530,404,000","467,401,000","489,138,000","177,644,000","175,578,000","131,092,000"
				AccountsPayable,"1,249,586,000","1,117,649,000","1,437,314,000","1,151,432,000","669,528,000","716,676,000","467,202,000","418,609,000","478,882,000","177,644,000","175,578,000","131,092,000"
				TotalTaxPayable,"70,350,000","85,346,000","63,698,000","104,623,000","5,977,000","28,974,000","63,202,000","48,792,000","10,256,000",,,
			CurrentAccruedExpenses,"205,161,000","176,248,000","174,774,000","134,189,000","144,700,000","149,401,000","51,668,000","27,020,000","25,866,000","49,176,000","46,746,000","35,219,000"
				InterestPayable,,,,,"433,000","3,558,000","314,000","65,000","77,000",,,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,"6,120,000",,,
		CurrentDebtAndCapitalLeaseObligation,"1,746,838,000","2,070,616,000","1,616,512,000","1,336,506,000","875,647,000","1,424,764,000","1,011,439,000","460,174,000","140,354,000","11,617,000","22,621,000","10,563,000"
			CurrentDebt,"1,746,838,000","2,070,616,000","1,616,512,000","1,336,506,000","875,647,000","1,424,764,000","1,011,439,000","460,174,000","140,354,000","11,617,000","22,621,000","10,563,000"
				CurrentNotesPayable,,,,,,,,,"140,354,000","11,617,000",,
				LineOfCredit,"970,973,000","886,000,000","811,000,000","591,000,000","614,000,000","675,000,000","349,000,000","298,000,000",,,,
				OtherCurrentBorrowings,"775,865,000","1,184,616,000","805,512,000","745,506,000","261,647,000","749,764,000","662,439,000","162,174,000",,,,
		CurrentDeferredLiabilities,"1,007,631,000","926,685,000","732,171,000","530,787,000","507,233,000","492,257,000","182,541,000","187,627,000","180,269,000","78,685,000",,
			CurrentDeferredRevenue,"1,007,631,000","926,685,000","732,171,000","530,787,000","507,233,000","492,257,000","182,541,000","187,627,000","180,269,000","78,685,000",,
		OtherCurrentLiabilities,"183,502,000","118,669,000","71,033,000","38,781,000","44,936,000","84,546,000","132,846,000",,"280,000,000","144,000,000","75,796,000","78,183,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,073,857,000","3,367,084,000","3,546,335,000","3,246,376,000","2,813,800,000","3,024,751,000","779,444,000","665,826,000","391,309,000","397,051,000","414,755,000","400,741,000"
		LongTermDebtAndCapitalLeaseObligation,"3,289,947,000","2,748,431,000","2,902,104,000","2,521,727,000","2,061,415,000","2,168,953,000","474,939,000","485,217,000","278,429,000","313,796,000","328,930,000","360,184,000"
			LongTermDebt,"3,289,947,000","2,748,431,000","2,902,104,000","2,521,727,000","2,061,415,000","2,168,953,000","474,939,000","485,217,000","278,429,000","313,796,000","328,930,000","360,184,000"
		NonCurrentDeferredLiabilities,"519,980,000","491,946,000","518,912,000","668,580,000","713,428,000","815,169,000","249,504,000","180,609,000","112,880,000","83,255,000","85,825,000","40,557,000"
			NonCurrentDeferredTaxesLiabilities,"519,980,000","491,946,000","518,912,000","668,580,000","713,428,000","815,169,000","249,504,000","180,609,000","112,880,000","83,255,000","85,825,000","40,557,000"
		OtherNonCurrentLiabilities,"263,930,000","126,707,000","125,319,000","56,069,000","38,957,000","40,629,000","55,001,000",,,,,
TotalEquityGrossMinorityInterest,"3,711,616,000","3,340,180,000","3,676,522,000","3,084,038,000","2,830,047,000","2,753,137,000","1,243,893,000","913,822,000","811,436,000","625,945,000","474,049,000","273,264,000"
	StockholdersEquity,"3,711,616,000","3,340,180,000","3,676,522,000","3,084,038,000","2,830,047,000","2,753,137,000","1,243,893,000","913,822,000","811,436,000","625,945,000","474,049,000","273,264,000"
		CapitalStock,"124,000","123,000","122,000","121,000","121,000","120,000","117,000","116,000","114,000","112,000","330,720,000","212,929,000"
			PreferredStock,,,,,,"0","0","0","0","0","330,654,000","212,864,000"
			CommonStock,"124,000","123,000","122,000","121,000","121,000","120,000","117,000","116,000","114,000","112,000","66,000","65,000"
		AdditionalPaidInCapital,"2,494,721,000","2,306,843,000","2,214,224,000","2,074,094,000","1,988,917,000","1,852,442,000","631,667,000","542,018,000","466,203,000","421,991,000","94,996,000","92,564,000"
		RetainedEarnings,"4,712,729,000","3,817,656,000","2,958,921,000","2,218,721,000","1,766,336,000","1,403,905,000","1,035,198,000","750,697,000","534,498,000","387,163,000","235,726,000","162,464,000"
		TreasuryStock,"2,523,493,000","1,870,584,000","944,888,000","542,495,000","354,516,000","346,397,000","375,663,000","375,663,000","175,663,000","175,220,000","175,220,000","175,220,000"
		GainsLossesNotAffectingRetainedEarnings,"-972,465,000","-913,858,000","-551,857,000","-666,403,000","-570,811,000","-156,933,000","-47,426,000","-3,346,000","-13,716,000","-8,101,000","-12,173,000","-19,278,000"
		OtherEquityInterest,,,,,,,,,,,,"-195,000"
TotalCapitalization,"7,001,563,000","6,088,611,000","6,578,626,000","5,605,765,000","4,891,462,000","4,922,090,000","1,718,832,000","1,399,039,000","1,089,865,000","939,741,000","802,979,000","633,448,000"
PreferredStockEquity,,,,,,,,,,,"330,654,000","212,864,000"
CommonStockEquity,"3,711,616,000","3,340,180,000","3,676,522,000","3,084,038,000","2,830,047,000","2,753,137,000","1,243,893,000","913,822,000","811,436,000","625,945,000","143,395,000","60,400,000"
NetTangibleAssets,"-3,463,313,000","-3,609,804,000","-3,764,258,000","-3,764,345,000","-2,899,582,000","-3,496,092,000","-1,180,095,000","-476,651,000","-311,573,000","-169,582,000","-313,717,000","-245,695,000"
WorkingCapital,"155,503,000","-619,227,000","-545,801,000","-768,625,000","-302,849,000","-759,268,000","-555,386,000","53,132,000","1,178,000","157,861,000","26,501,000","83,033,000"
InvestedCapital,"8,748,401,000","8,159,227,000","8,195,138,000","6,942,271,000","5,767,109,000","6,346,854,000","2,730,271,000","1,859,213,000","1,230,219,000","951,358,000","494,946,000","431,147,000"
TangibleBookValue,"-3,463,313,000","-3,609,804,000","-3,764,258,000","-3,764,345,000","-2,899,582,000","-3,496,092,000","-1,180,095,000","-476,651,000","-311,573,000","-169,582,000","-644,371,000","-458,559,000"
TotalDebt,"5,036,785,000","4,819,047,000","4,518,616,000","3,858,233,000","2,937,062,000","3,593,717,000","1,486,378,000","945,391,000","418,783,000","325,413,000","351,551,000","370,747,000"
NetDebt,"3,765,291,000","3,787,902,000","3,605,021,000","3,383,215,000","2,489,910,000","3,116,648,000","1,148,273,000","661,742,000","133,624,000","210,609,000","266,850,000","300,392,000"
ShareIssued,"124,626,786","123,035,859","122,083,059","121,259,960","120,539,040","119,771,155","118,206,262","116,772,324","113,741,883","111,522,354","78,719,146","78,719,146"
OrdinarySharesNumber,"85,342,156","85,845,344","89,803,982","91,836,938","92,376,334","91,662,043","82,471,770","81,037,832","81,860,213","79,655,213","78,719,146","78,719,146"
TreasurySharesNumber,"39,284,630","37,190,515","32,279,077","29,423,022","28,162,706","28,109,112","35,734,492","35,734,492","31,881,670","31,867,141",,
