name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008
TotalAssets,"12,248,541,000","11,202,477,000","11,318,359,000","9,626,732,000","7,891,868,000","8,674,506,000","3,932,235,000","2,721,870,000","2,324,492,000","1,484,118,000","1,209,545,000","929,062,000"
	CurrentAssets,"4,618,571,000","3,875,986,000","3,549,701,000","2,527,693,000","1,945,172,000","2,137,350,000","1,353,512,000","1,195,354,000","1,122,925,000","618,983,000","347,242,000","338,090,000"
		CashCashEquivalentsAndShortTermInvestments,"1,271,494,000","1,031,145,000","913,595,000","475,018,000","447,152,000","477,069,000","338,105,000","283,649,000","285,159,000","114,804,000","84,701,000","70,355,000"
			CashAndCashEquivalents,"1,271,494,000","1,031,145,000","913,595,000","475,018,000","447,152,000","477,069,000","338,105,000","283,649,000","285,159,000","114,804,000","84,701,000","70,355,000"
		Receivables,"1,568,961,000","1,425,815,000","1,420,011,000","1,202,009,000","638,954,000","673,797,000","573,351,000","525,441,000","761,791,000","404,163,000","163,461,000","158,007,000"
			AccountsReceivable,"1,568,961,000","1,425,815,000","1,420,011,000","1,202,009,000","638,954,000","673,797,000","573,351,000","525,441,000","761,791,000","404,163,000","163,461,000","158,007,000"
				GrossAccountsReceivable,"1,639,851,000","1,485,778,000","1,466,042,000","1,234,515,000","660,857,000","697,639,000","595,767,000","544,904,000","777,106,000","418,419,000",,
				AllowanceForDoubtfulAccountsReceivable,"-70,890,000","-59,963,000","-46,031,000","-32,506,000","-21,903,000","-23,842,000","-22,416,000","-19,463,000","-15,315,000","-14,256,000",,
		PrepaidAssets,"403,400,000","199,278,000","187,820,000","90,914,000","68,661,000","74,889,000","40,062,000","28,126,000","15,416,000","33,191,000","24,113,000","30,589,000"
		RestrictedCash,"1,374,716,000","1,219,748,000","1,028,275,000","759,752,000","781,492,000","810,144,000","397,244,000","351,674,000","55,762,000","62,341,000","67,979,000","71,222,000"
		CurrentDeferredAssets,,,,"0","8,913,000","101,451,000","4,750,000","6,464,000","4,797,000","4,484,000","6,988,000","7,917,000"
			CurrentDeferredTaxesAssets,,,,"0","8,913,000","101,451,000","4,750,000","6,464,000","4,797,000","4,484,000","6,988,000","7,917,000"
