name,ttm,03/31/2019,03/31/2018,03/31/2017,03/31/2016,03/31/2015,03/31/2014,03/31/2013,03/31/2012,03/31/2011,03/31/2010,03/31/2009,03/31/2008,03/31/2007,03/31/2006,03/31/2005,03/31/2004,03/31/2003,03/31/2002,03/31/2001,03/31/2000,03/31/1999,03/31/1998,03/31/1997,03/31/1996,03/31/1995,03/31/1994
NetIncomeCommonStockholders,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
	NetIncome,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
		NetIncomeIncludingNoncontrollingInterests,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
			NetIncomeContinuousOperations,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
DilutedNIAvailtoComStockholders,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
BasicEPS,,"1.48","5.33","4.14","3.08","3.77","2.53","1.24","0.42","0.34","0.66","0.96","2.15","4.13","3.06","1.93","1.2","1.043","0.72","1.077","1.887","1.243","0.86","0.63","0.493","0.316","0.143"
DilutedEPS,,"1.47","5.28","4.1","3.05","3.71","2.49","1.22","0.42","0.34","0.66","0.95","2.12","4.07","3.02","1.91","1.19","1.037","0.717","1.073","1.877","1.237","0.853","0.63","0.49","0.316","0.143"
BasicAverageShares,,"46,620,894","48,141,226","47,931,518","49,471,157","49,604,249","49,090,750","46,622,646","44,224,924","43,891,817","43,684,942","43,486,728","45,473,488","49,071,186","52,609,150","55,278,238","55,750,833","55,213,419","55,147,222","55,197,214","57,366,784","62,171,582","65,697,674","66,349,206","68,785,001","68,911,016","71,234,025"
DilutedAverageShares,,"46,932,380","48,645,986","48,361,286","50,070,829","50,372,243","49,939,165","47,340,450","44,515,981","44,251,276","44,038,401","43,897,416","46,116,981","49,794,595","53,305,960","55,857,068","56,219,328","55,568,489","55,403,721","55,368,634","57,672,469","62,506,739","66,210,938","66,495,066","69,252,926","68,911,016","71,234,025"
TotalExpenses,"1,154,686,000","1,104,044,000","1,088,969,000","930,976,000","946,740,000","839,785,000","736,121,000","564,467,000","473,807,000","443,270,000","434,466,000","543,505,000","618,077,000","645,449,000","638,472,000","481,169,000","420,596,000","405,054,000","397,730,000","346,512,000","252,255,000","218,000,000","210,700,000","176,400,000","169,500,000","159,200,000","149,900,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
NormalizedIncome,"206,700,945.181","259,835,900","299,024,120","201,890,600","152,592,000","191,944,200","124,243,000","65,115,270","20,511,900","22,508,256.294","26,876,196.656","41,764,000","98,079,483.821","202,664,000","161,478,172.384","107,303,816.591","66,901,000","57,606,000","39,706,000","59,609,355.289","108,232,000","75,385,053.675","55,348,244.621","40,891,304.348","33,900,000","21,800,000","10,200,000"
InterestIncome,"27,000","123,000","14,000","40,000","6,000","3,853,000","-636,000","-356,000","909,000","7,000","41,000","447,000",,,,,,,,,,,,,,,
InterestExpense,"34,987,000","27,329,000","26,433,000","21,595,000","15,891,000","14,768,000","16,751,000","14,769,000","16,969,000","17,742,000","21,155,000","28,473,000",,,,,,,,,,,,,,,
NetInterestIncome,"-36,157,000","-28,374,000","-27,638,000","-22,631,000","-16,583,000","-11,743,000","-18,282,000","-15,823,000","-16,621,000","-17,735,000","-21,114,000","-28,026,000",,,,,,,,,,,,,,,
EBIT,"-136,104,000","107,064,000","298,395,000","316,114,000","235,143,000","267,695,000","198,555,000","98,865,000","38,881,000","34,504,000","60,452,000","90,656,000","131,476,000","276,952,000","221,230,000","135,372,000","82,026,000","96,203,000","73,353,000","94,615,000","166,440,000","118,100,000","86,600,000","63,000,000","53,100,000","35,100,000","16,900,000"
EBITDA,"-20,586,000"
ReconciledCostOfRevenue,"1,096,142,000","1,066,673,000","1,047,764,000","899,175,000","911,875,000","812,235,000","712,937,000","539,317,000","454,546,000","426,603,000","418,580,000","526,604,000","599,321,000","625,105,000","622,102,000","470,889,000","411,324,000","399,400,000","392,244,000","316,950,000","228,983,000","197,400,000","191,000,000","158,700,000","153,200,000","142,300,000","133,600,000"
ReconciledDepreciation,"115,518,000","122,535,000","114,015,000","91,791,000","97,105,000","76,299,000","70,021,000","56,850,000","50,124,000","49,212,000","50,781,000","51,232,000","44,850,000","40,040,000","38,599,000","34,496,000","33,022,000","36,791,000","35,808,000","24,871,000","18,589,000","16,200,000","15,900,000","13,800,000","13,800,000","14,600,000","14,500,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"-129,332,000","68,860,000","256,632,000","198,219,000","152,592,000","186,853,000","124,243,000","57,744,000","18,732,000","14,849,000","28,950,000","41,764,000","97,768,000","202,664,000","160,984,000","106,687,000","66,901,000","57,606,000","39,706,000","59,429,000","108,232,000","77,300,000","56,500,000","41,800,000","33,900,000","21,800,000","10,200,000"
TotalUnusualItemsExcludingGoodwill,"-444,532,000","-222,065,000","-45,098,000","-5,480,000","0","-6,880,000","0","-10,683,000","-2,094,000","-8,646,000","2,815,000",,"-460,000",,"-740,000","-914,000",,,,"-280,000",,"3,000,000","1,800,000","1,400,000",,,
TotalUnusualItems,"-444,532,000","-222,065,000","-45,098,000","-5,480,000","0","-6,880,000","0","-10,683,000","-2,094,000","-8,646,000","2,815,000",,"-460,000",,"-740,000","-914,000",,,,"-280,000",,"3,000,000","1,800,000","1,400,000",,,
NormalizedEBITDA,"423,946,000","451,664,000","457,508,000","413,385,000","332,248,000","350,874,000","268,576,000","166,398,000","91,099,000","92,362,000","108,418,000","141,888,000","176,786,000","316,992,000","260,569,000","170,782,000","115,048,000","132,994,000","109,161,000","119,766,000","185,029,000","131,300,000","100,700,000","75,400,000","66,900,000","49,700,000","31,400,000"
TaxRateForCalcs,"0.244","0.14","0.06","0.33","0.3","0.26","0.32","0.31","0.15","0.114","0.263","0.328","0.323","0.334","0.332","0.325","0.345","0.335","0.335","0.356","0.364","0.362","0.36","0.351","0.352","0.355","0.382"
TaxEffectOfUnusualItems,"-108,499,054.819","-31,089,100","-2,705,880","-1,808,400","0","-1,788,800","0","-3,311,730","-314,100","-986,743.706","741,196.656","0","-148,516.179","0","-245,827.616","-297,183.409","0","0","0","-99,644.711","0","1,085,053.675","648,244.621","491,304.348","0","0","0"
