name,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
TotalEquityGrossMinorityInterest,"2,281,819,000","1,748,138,000","1,194,794,000","757,358,000","628,029,000","564,336,000","236,671,000","-213,908,000"
	StockholdersEquity,"2,283,267,000","1,745,459,000","1,192,587,000","753,225,000","620,672,000","563,281,000","236,671,000","-213,908,000"
		CapitalStock,"57,000","57,000","56,000","55,000","53,000","51,000","45,000","36,000"
			CommonStock,"57,000","57,000","56,000","55,000","53,000","51,000","45,000","36,000"
		AdditionalPaidInCapital,"1,133,913,000","1,071,836,000","1,030,048,000","979,805,000","938,922,000","904,402,000","510,956,000","21,781,000"
		RetainedEarnings,"1,217,856,000","723,181,000","152,949,000","-199,641,000","-307,668,000","-338,229,000","-274,851,000","-236,736,000"
		GainsLossesNotAffectingRetainedEarnings,"-68,559,000","-49,615,000","9,534,000","-26,994,000","-10,635,000","-2,943,000","521,000","1,011,000"
	MinorityInterest,"-1,448,000","2,679,000","2,207,000","4,133,000","7,357,000","1,055,000",,
TotalCapitalization,"3,965,518,000","2,629,582,000","2,072,570,000","753,225,000","620,672,000","563,281,000","236,671,000","-213,908,000"
CommonStockEquity,"2,283,267,000","1,745,459,000","1,192,587,000","753,225,000","620,672,000","563,281,000","236,671,000","-213,908,000"
CapitalLeaseObligations,"9,997,000",,,,,,,
NetTangibleAssets,"2,236,754,000","1,695,010,000","1,178,650,000","741,859,000","607,589,000","548,090,000","226,083,000","-213,908,000"
WorkingCapital,"2,835,323,000","1,839,254,000","1,563,496,000","319,134,000","289,629,000","473,618,000","182,280,000","-267,701,000"
InvestedCapital,"3,965,518,000","2,629,582,000","2,072,570,000","753,225,000","620,672,000","563,281,000","236,671,000","-213,908,000"
TangibleBookValue,"2,236,754,000","1,695,010,000","1,178,650,000","741,859,000","607,589,000","548,090,000","226,083,000","-213,908,000"
TotalDebt,"1,692,248,000","884,123,000","879,983,000",,,,,
NetDebt,"229,266,000",,,,,,,
ShareIssued,"226,309,878","224,837,551","222,705,874","218,076,207","212,177,390","203,658,033","200,161,184","200,161,184"
OrdinarySharesNumber,"226,309,878","224,837,551","222,705,874","218,076,207","212,177,390","203,658,033","200,161,184","200,161,184"
